"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P23","No sabe",0.123,0.098,0.066,0.065
"P24","Lo votaría",0.053,0.069,0.035,0.06
"P24","Puede que lo vote",0.08,0.153,0.155,0.08
"P24","Nunca lo votaría",0.715,0.614,0.675,0.777
"P24","No sabe",0.152,0.164,0.135,0.083
"P25","Mauricio Macri por Juntos por el Cambio",0.041,0.058,0.089,0.009
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.026,0.024,0.1,0.003
"P25","Patricia Bullrich por Juntos por el Cambio",0.028,0.01,0.112,0.002
"P25","Facundo Manes por Juntos por el Cambio",0.004,0.025,0.034,0.012
"P25","Alberto Fernández por el Frente de Todos",0.606,0.179,0.085,0.03
"P25","Cristina Fernández de Kirchner por el Frente de Todos",0.262,0.46,0.313,0.904
"P25","Javier Milei por los liberales libertarios",0.012,0.018,0.032,0.002
"P25","Nicolás del Caño por la izquierda",0.013,0,0.015,0.004
"P25","Otros candidatos",0,0.142,0.11,0.019
"P25","Aún no lo tengo decidido",0.008,0.084,0.11,0.015
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.021,0.053,0.121,0.007
"P26","Patricia Bullrich por Juntos por el Cambio",0.024,0.037,0.144,0.007
"P26","Facundo Manes por Juntos por el Cambio",0.044,0.015,0.068,0.014
"P26","Wado de Pedro por el Frente de Todos",0.187,0.09,0.16,0.51
"P26","Sergio Massa por el Frente de Todos",0.414,0.731,0.233,0.301
"P26","Javier Milei por los liberales libertarios",0.071,0.033,0.034,0.024
"P26","Nicolás del Caño por la izquierda",0.031,0,0.03,0.01
"P26","Otros candidatos",0.043,0.024,0.07,0.04
"P26","Aún no lo tengo decidido",0.165,0.017,0.14,0.087
"P27","Cristina Fernández de Kirchner por el Frente de Todos",0.672,0.601,0.39,0.953
"P27","Mauricio Macri por Juntos por el Cambio",0.086,0.05,0.208,0.005
"P27","Javier Milei por los liberales libertarios",0.069,0.019,0.059,0.006
"P27","Nicolás del Caño por la izquierda",0.024,0.034,0.043,0.001
"P27","Otro candidato",0.042,0.183,0.174,0.014
"P27","Aún no lo tengo decidido",0.107,0.113,0.126,0.021
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.099,0.113,0.207,0.089
"P29","Wado de Pedro por el Frente de Todos",0.373,0.495,0.319,0.733
"P29","Javier Milei por los liberales libertarios",0.091,0.031,0.13,0.014
"P29","Nicolás del Caño por la izquierda",0.013,0.026,0.027,0.006
"P29","Otro candidato",0.19,0.184,0.193,0.069
"P29","Aún no lo tengo decidido",0.234,0.151,0.124,0.089
"P31","Sergio Massa por el Frente de Todos",0.498,0.821,0.355,0.622
"P31","Patricia Bullrich por Juntos por el Cambio",0.079,0.057,0.239,0.042
"P31","Javier Milei por los liberales libertarios",0.055,0.017,0.091,0.008
"P31","Nicolás del Caño por la izquierda",0.031,0.002,0.021,0.035
"P31","Otro candidato",0.11,0.051,0.236,0.165
"P31","Aún no lo tengo decidido",0.227,0.052,0.058,0.128
"P33","Sergio Massa por el Frente de Todos",0.55,0.767,0.337,0.6
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.102,0.137,0.219,0.058
"P33","Javier Milei por los liberales libertarios",0.069,0.03,0.097,0.012
"P33","Nicolás del Caño por la izquierda",0.006,0.003,0.021,0.031
"P33","Otro candidato",0.101,0.032,0.208,0.174
"P33","Aún no lo tengo decidido",0.172,0.031,0.118,0.125
"P35","Cristina Fernández de Kirchner por el Frente de Todos",0.716,0.64,0.415,0.913
"P35","Horacio Rodríguez Larreta por Juntos por el Cambio",0.06,0.128,0.226,0.024
"P35","Javier Milei por los liberales libertarios",0.057,0.022,0.109,0.006
"P35","Nicolás del Caño por la izquierda",0.003,0.007,0.026,0.005
"P35","Otro candidato",0.04,0.128,0.156,0.027
"P35","Aún no lo tengo decidido",0.124,0.075,0.068,0.025
"P36","Sergio Massa por el Frente de Todos",0.641,0.845,0.357,0.683
"P36","Mauricio Macri por Juntos por el Cambio",0.094,0.085,0.201,0.006
"P36","Javier Milei por los liberales libertarios",0.027,0.033,0.109,0.009
"P36","Nicolás del Caño por la izquierda",0.047,0,0.016,0.019
"P36","Otro candidato",0.046,0.028,0.216,0.178
"P36","Aún no lo tengo decidido",0.145,0.009,0.101,0.105
"P37","Wado de Pedro por el Frente de Todos",0.496,0.661,0.377,0.789
"P37","Mauricio Macri por Juntos por el Cambio",0.045,0.061,0.219,0.006
"P37","Javier Milei por los liberales libertarios",0.105,0.034,0.073,0.009
"P37","Nicolás del Caño por la izquierda",0.036,0.005,0.036,0.014
"P37","Otro candidato",0.104,0.101,0.185,0.099
"P37","Aún no lo tengo decidido",0.214,0.138,0.11,0.083
"P38","Wado de Pedro por el Frente de Todos",0.518,0.61,0.334,0.82
"P38","Patricia Bullrich por Juntos por el Cambio",0.05,0.051,0.236,0.005
"P38","Javier Milei por los liberales libertarios",0.033,0.032,0.055,0.011
"P38","Nicolás del Caño por la izquierda",0.005,0.011,0.022,0.013
"P38","Otro candidato",0.177,0.12,0.222,0.092
"P38","Aún no lo tengo decidido",0.217,0.176,0.131,0.059
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.739,0.641,0.415,0.947
"P39","Patricia Bullrich por Juntos por el Cambio",0.099,0.051,0.249,0
"P39","Javier Milei por los liberales libertarios",0.003,0.023,0.091,0.008
"P39","Nicolás del Caño por la izquierda",0,0.017,0.054,0.003
"P39","Otro candidato",0.015,0.138,0.132,0.024
"P39","Aún no lo tengo decidido",0.144,0.13,0.059,0.018
"P40","Cristina Fernández de Kirchner por el Frente de Todos",0.849,0.765,0.469,0.856
"P40","Mauricio Macri por Juntos por el Cambio",0.092,0.134,0.399,0.128
"P40","No sabe",0.059,0.101,0.132,0.016
"P41","Wado de Pedro por el Frente de Todos",0.563,0.682,0.435,0.862
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.139,0.056,0.31,0.023
"P41","No sabe",0.298,0.262,0.255,0.115
"P42","Sergio Massa por el Frente de Todos",0.715,0.892,0.406,0.767
"P42","Patricia Bullrich por Juntos por el Cambio",0.057,0.035,0.349,0.021
"P42","No sabe",0.228,0.073,0.245,0.212
"P43","Sergio Massa por el Frente de Todos",0.674,0.921,0.469,0.805
"P43","Mauricio Macri por Juntos por el Cambio",0.09,0.038,0.38,0.012
"P43","No sabe",0.236,0.041,0.151,0.183
"P44","Sergio Massa por el Frente de Todos",0.8,0.926,0.383,0.807
"P44","Javier Milei por los liberales libertarios",0.036,0.048,0.354,0.009
"P44","No sabe",0.164,0.026,0.263,0.184
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.39,0.505,0.335,0.377
"P45","Javier Milei por los liberales libertarios",0.153,0.055,0.269,0.028
"P45","No sabe",0.457,0.44,0.396,0.595
"P46","Patricia Bullrich por Juntos por el Cambio",0.162,0.169,0.33,0.044
"P46","Wado de Pedro por el Frente de Todos",0.427,0.557,0.389,0.789
"P46","No sabe",0.411,0.274,0.281,0.167
"P47","Patricia Bullrich por Juntos por el Cambio",0.137,0.163,0.367,0.024
"P47","Cristina Fernández de Kirchner por el Frente de Todos",0.814,0.739,0.444,0.955
"P47","No sabe",0.049,0.098,0.189,0.021
"P48","Muy buena",0.406,0.214,0.095,0.104
"P48","Buena",0.283,0.411,0.174,0.468
"P48","Ni buena ni mala",0.223,0.217,0.248,0.318
"P48","Mala",0.02,0.089,0.177,0.088
"P48","Muy mala",0.068,0.069,0.264,0.016
"P48","No sabe",0,0,0.042,0.006
"P49","Muy buena",0.52,0.212,0.011,0.106
"P49","Buena",0.292,0.346,0.174,0.375
"P49","Ni buena ni mala",0.111,0.234,0.204,0.395
"P49","Mala",0.045,0.116,0.196,0.089
"P49","Muy mala",0.032,0.092,0.378,0.033
"P49","No sabe",0,0,0.037,0.002
"P50","Muy buena",0.613,0.454,0.187,0.808
"P50","Buena",0.252,0.187,0.153,0.124
"P50","Ni buena ni mala",0.099,0.156,0.18,0.055
"P50","Mala",0.012,0.092,0.068,0.009
"P50","Muy mala",0.024,0.089,0.412,0.004
"P50","No sabe",0,0.022,0,0
"P51","Muy buena",0.149,0.103,0.064,0.125
"P51","Buena",0.078,0.034,0.146,0.033
"P51","Ni buena ni mala",0.11,0.068,0.15,0.018
"P51","Mala",0.252,0.177,0.205,0.108
"P51","Muy mala",0.352,0.614,0.435,0.713
"P51","No sabe",0.059,0.004,0,0.003
"P52","Muy buena",0.114,0.047,0.056,0.021
"P52","Buena",0.093,0.043,0.244,0.007
"P52","Ni buena ni mala",0.207,0.133,0.257,0.066
"P52","Mala",0.135,0.224,0.2,0.2
"P52","Muy mala",0.333,0.553,0.232,0.69
"P52","No sabe",0.118,0,0.011,0.016
"P53","Muy buena",0.268,0.516,0.08,0.123
"P53","Buena",0.38,0.3,0.223,0.349
"P53","Ni buena ni mala",0.129,0.037,0.31,0.33
"P53","Mala",0.075,0.04,0.108,0.092
"P53","Muy mala",0.075,0.107,0.276,0.098
"P53","No sabe",0.073,0,0.003,0.008
"P54","Muy buena",0.092,0.194,0.189,0.021
"P54","Buena",0.089,0.041,0.109,0.043
"P54","Ni buena ni mala",0.217,0.032,0.147,0.067
"P54","Mala",0.261,0.151,0.112,0.096
"P54","Muy mala",0.297,0.58,0.436,0.769
"P54","No sabe",0.044,0.002,0.007,0.004
"P55","Muy buena",0.076,0.049,0.135,0.013
"P55","Buena",0.069,0.016,0.136,0.014
"P55","Ni buena ni mala",0.258,0.091,0.162,0.044
"P55","Mala",0.113,0.178,0.217,0.124
"P55","Muy mala",0.356,0.653,0.343,0.801
"P55","No sabe",0.128,0.013,0.007,0.004
"P56","Muy buena",0.07,0.017,0.18,0.001
"P56","Buena",0.065,0.017,0.082,0.012
"P56","Ni buena ni mala",0.222,0.105,0.124,0.036
"P56","Mala",0.184,0.249,0.262,0.148
"P56","Muy mala",0.387,0.606,0.342,0.784
"P56","No sabe",0.072,0.006,0.01,0.019
"P57","Muy buena",0.181,0.252,0.155,0.457
"P57","Buena",0.314,0.237,0.179,0.274
"P57","Ni buena ni mala",0.189,0.283,0.316,0.106
"P57","Mala",0.097,0.115,0.202,0.03
"P57","Muy mala",0.087,0.088,0.128,0.093
"P57","No sabe",0.132,0.025,0.02,0.04
"P58","Muy buena",0.172,0.072,0.052,0.091
"P58","Buena",0.075,0.166,0.216,0.107
"P58","Ni buena ni mala",0.362,0.376,0.427,0.321
"P58","Mala",0.081,0.201,0.151,0.221
"P58","Muy mala",0.091,0.159,0.085,0.215
"P58","No sabe",0.219,0.026,0.069,0.045
"P59","Muy buena",0.084,0.007,0.077,0.012
"P59","Buena",0.02,0.092,0.115,0.03
"P59","Ni buena ni mala",0.308,0.262,0.283,0.158
"P59","Mala",0.144,0.221,0.125,0.171
"P59","Muy mala",0.273,0.38,0.313,0.571
"P59","No sabe",0.171,0.038,0.087,0.058
"P60","Siempre",0.293,0.278,0.249,0.322
"P60","Casi siempre",0.23,0.361,0.439,0.406
"P60","Casi nunca",0.323,0.268,0.273,0.203
"P60","Nunca, pero esta es una excepción",0.154,0.093,0.039,0.069
"P61","Si",0.553,0.589,0.654,0.628
"P61","No",0.447,0.411,0.346,0.372
