"var","categoria","Del Frente de Todos y el peronismo","De Juntos por el Cambio","De los Liberales libertarios","De la Izquierda","No sabe"
"P32","Wado de Pedro por el Frente de Todos",0.783,0.038,0.032,0.212,0.12
"P32","Horacio Rodríguez Larreta por Juntos por el Cambio",0.066,0.479,0.048,0.13,0.119
"P32","Javier Milei por la Libertad Avanza",0.041,0.214,0.864,0.17,0.22
"P32","Al candidato del Frente de Izquierda",0.013,0.01,0.003,0.325,0.014
"P32","En blanco",0.032,0.092,0.026,0.086,0.158
"P32","No sabe",0.065,0.167,0.027,0.077,0.369
"P33","Wado de Pedro por el Frente de Todos",0.794,0.045,0.035,0.233,0.117
"P33","Patricia Bullrich por Juntos por el Cambio",0.057,0.766,0.134,0.121,0.201
"P33","Javier Milei por la Libertad Avanza",0.04,0.079,0.786,0.157,0.164
"P33","Al candidato del Frente de Izquierda",0.02,0.01,0.002,0.321,0.009
"P33","En blanco",0.03,0.046,0.019,0.113,0.141
"P33","No sabe",0.059,0.054,0.024,0.055,0.368
"P34","Daniel Scioli por el Frente de Todos",0.628,0.046,0.052,0.159,0.136
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.049,0.503,0.048,0.071,0.125
"P34","Javier Milei por la Libertad Avanza",0.053,0.21,0.861,0.173,0.176
"P34","Al candidato del Frente de Izquierda",0.047,0.015,0.007,0.434,0.033
"P34","En blanco",0.081,0.089,0.009,0.104,0.152
"P34","No sabe",0.142,0.137,0.023,0.059,0.378
"P35","Daniel Scioli por el Frente de Todos",0.638,0.05,0.042,0.14,0.139
"P35","Patricia Bullrich por Juntos por el Cambio",0.057,0.768,0.126,0.079,0.186
"P35","Javier Milei por la Libertad Avanza",0.025,0.078,0.799,0.182,0.21
"P35","Al candidato del Frente de Izquierda",0.052,0.019,0.006,0.447,0.018
"P35","En blanco",0.081,0.039,0.01,0.099,0.109
"P35","No sabe",0.147,0.046,0.017,0.053,0.338
"P36","Axel Kicillof por el Frente de Todos",0.782,0.039,0.042,0.171,0.134
"P36","Horacio Rodríguez Larreta por Juntos por el Cambio",0.059,0.51,0.046,0.11,0.152
"P36","Javier Milei por la Libertad Avanza",0.042,0.219,0.872,0.186,0.215
"P36","Al candidato del Frente de Izquierda",0.012,0.02,0.005,0.366,0.012
"P36","En blanco",0.033,0.079,0.016,0.086,0.136
"P36","No sabe",0.072,0.133,0.019,0.081,0.351
"P37","Axel Kicillof por el Frente de Todos",0.802,0.047,0.051,0.126,0.136
"P37","Patricia Bullrich por Juntos por el Cambio",0.058,0.759,0.122,0.091,0.208
"P37","Javier Milei por la Libertad Avanza",0.041,0.083,0.804,0.179,0.167
"P37","Al candidato del Frente de Izquierda",0.01,0.017,0.001,0.455,0.02
"P37","En blanco",0.027,0.045,0.016,0.088,0.143
"P37","No sabe",0.062,0.049,0.006,0.061,0.326
"P38","Horacio Rodríguez Larreta por Juntos por el Cambio",0.081,0.604,0.269,0.144,0.198
"P38","Sergio Massa por el Frente de Todos",0.749,0.082,0.088,0.271,0.228
"P38","En blanco",0.058,0.126,0.392,0.366,0.186
"P38","No sabe",0.112,0.188,0.251,0.219,0.388
"P39","Horacio Rodríguez Larreta por Juntos por el Cambio",0.09,0.64,0.318,0.171,0.238
"P39","Wado de Pedro por el Frente de Todos",0.818,0.06,0.056,0.343,0.173
"P39","En blanco",0.035,0.127,0.445,0.324,0.229
"P39","No sabe",0.057,0.173,0.181,0.162,0.36
"P40","Patricia Bullrich por Juntos por el Cambio",0.072,0.842,0.652,0.182,0.294
"P40","Sergio Massa por el Frente de Todos",0.796,0.071,0.062,0.3,0.214
"P40","En blanco",0.063,0.039,0.193,0.377,0.208
"P40","No sabe",0.069,0.048,0.093,0.141,0.284
"P41","Patricia Bullrich por Juntos por el Cambio",0.09,0.872,0.688,0.189,0.309
"P41","Wado de Pedro  por el Frente de Todos",0.82,0.054,0.056,0.327,0.196
"P41","En blanco",0.034,0.042,0.183,0.346,0.175
"P41","No sabe",0.056,0.032,0.073,0.138,0.32
"P42","Patricia Bullrich por Juntos por el Cambio",0.076,0.88,0.681,0.154,0.287
"P42","Daniel Scioli por el Frente de Todos",0.718,0.055,0.081,0.276,0.192
"P42","En blanco",0.101,0.029,0.168,0.408,0.201
"P42","No sabe",0.105,0.036,0.07,0.162,0.32
"P43","Horacio Rodríguez Larreta por Juntos por el Cambio",0.084,0.673,0.351,0.156,0.249
"P43","Daniel Scioli por el Frente de Todos",0.704,0.061,0.083,0.3,0.187
"P43","En blanco",0.103,0.12,0.42,0.372,0.234
"P43","No sabe",0.109,0.146,0.146,0.172,0.33
"P44","Patricia Bullrich por Juntos por el Cambio",0.075,0.862,0.631,0.17,0.318
"P44","Axel Kicillof por el Frente de Todos",0.824,0.057,0.067,0.358,0.192
"P44","En blanco",0.033,0.047,0.217,0.374,0.185
"P44","No sabe",0.068,0.034,0.085,0.098,0.305
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.08,0.681,0.402,0.143,0.256
"P45","Axel Kicillof por el Frente de Todos",0.832,0.055,0.05,0.364,0.172
"P45","En blanco",0.028,0.127,0.411,0.359,0.222
"P45","No sabe",0.06,0.137,0.137,0.134,0.35
"P46","Horacio Rodríguez Larreta por Juntos por el Cambio",0.13,0.535,0.099,0.136,0.217
"P46","Javier Milei por los liberales libertarios",0.155,0.242,0.79,0.15,0.156
"P46","En blanco",0.476,0.1,0.087,0.603,0.242
"P46","No sabe",0.239,0.123,0.024,0.111,0.385
"P47","Patricia Bullrich por Juntos por el Cambio",0.089,0.807,0.148,0.129,0.261
"P47","Javier Milei por los liberales libertarios",0.07,0.092,0.784,0.119,0.182
"P47","En blanco",0.62,0.062,0.044,0.677,0.259
"P47","No sabe",0.221,0.039,0.024,0.075,0.298
"P48","Javier Milei por los liberales libertarios",0.07,0.486,0.813,0.209,0.232
"P48","Sergio Massa por el Frente de Todos",0.754,0.091,0.127,0.278,0.238
"P48","En blanco",0.112,0.223,0.042,0.476,0.218
"P48","No sabe",0.064,0.2,0.018,0.037,0.312
"P49","Javier Milei por los liberales libertarios",0.072,0.476,0.9,0.198,0.265
"P49","Wado de Pedro  por el Frente de Todos",0.839,0.068,0.051,0.407,0.189
"P49","En blanco",0.041,0.251,0.021,0.352,0.204
"P49","No sabe",0.048,0.205,0.028,0.043,0.342
"P50","Javier Milei por los liberales libertarios",0.061,0.476,0.902,0.208,0.298
"P50","Daniel Scioli por el Frente de Todos",0.766,0.068,0.06,0.352,0.193
"P50","En blanco",0.094,0.258,0.015,0.399,0.218
"P50","No sabe",0.079,0.198,0.023,0.041,0.291
"P51","Javier Milei por los liberales libertarios",0.074,0.508,0.907,0.18,0.294
"P51","Axel Kicillof por el Frente de Todos",0.84,0.051,0.054,0.424,0.2
"P51","En blanco",0.041,0.261,0.02,0.336,0.218
"P51","No sabe",0.045,0.18,0.019,0.06,0.288
"P52","Lo votaría",0.492,0.107,0.142,0.192,0.178
"P52","Puede que lo vote",0.313,0.047,0.065,0.175,0.17
"P52","Nunca lo votaría",0.131,0.783,0.767,0.6,0.391
"P52","No sabe",0.064,0.063,0.026,0.033,0.261
"P53","Lo votaría",0.728,0.051,0.055,0.216,0.128
"P53","Puede que lo vote",0.134,0.052,0.043,0.164,0.163
"P53","Nunca lo votaría",0.111,0.858,0.88,0.545,0.451
"P53","No sabe",0.027,0.039,0.022,0.075,0.258
"P54","Lo votaría",0.429,0.042,0.049,0.187,0.105
"P54","Puede que lo vote",0.324,0.069,0.05,0.158,0.192
"P54","Nunca lo votaría",0.169,0.855,0.874,0.571,0.467
"P54","No sabe",0.078,0.034,0.027,0.084,0.236
"P55","Lo votaría",0.746,0.033,0.048,0.238,0.118
"P55","Puede que lo vote",0.112,0.049,0.024,0.167,0.138
"P55","Nunca lo votaría",0.108,0.896,0.92,0.569,0.541
"P55","No sabe",0.034,0.022,0.008,0.026,0.203
"P56","La votaría",0.128,0.719,0.316,0.137,0.2
"P56","Puede que la vote",0.039,0.106,0.379,0.098,0.16
"P56","Nunca la votaría",0.809,0.153,0.282,0.755,0.429
"P56","No sabe",0.024,0.022,0.023,0.01,0.211
"P57","Lo votaría",0.068,0.411,0.08,0.138,0.111
"P57","Puede que lo vote",0.07,0.316,0.251,0.082,0.258
"P57","Nunca lo votaría",0.823,0.207,0.629,0.732,0.396
"P57","No sabe",0.039,0.066,0.04,0.048,0.235
"P58","Lo votaría",0.048,0.186,0.764,0.199,0.146
"P58","Puede que lo vote",0.057,0.347,0.111,0.085,0.188
"P58","Nunca lo votaría",0.864,0.391,0.117,0.716,0.463
"P58","No sabe",0.031,0.076,0.008,0,0.203
"P59","Lo votaría",0.044,0.08,0.121,0.126,0.127
"P59","Puede que lo vote",0.108,0.179,0.104,0.111,0.159
"P59","Nunca lo votaría",0.777,0.661,0.701,0.679,0.401
"P59","No sabe",0.071,0.08,0.074,0.084,0.313
"P60","Lo votaría",0.029,0.185,0.178,0.149,0.092
"P60","Puede que lo vote",0.05,0.409,0.333,0.062,0.162
"P60","Nunca lo votaría",0.872,0.312,0.431,0.733,0.454
"P60","No sabe",0.049,0.094,0.058,0.056,0.292
"P61","Muy buena",0.232,0.051,0.033,0.127,0.09
"P61","Buena",0.315,0.083,0.065,0.109,0.167
"P61","Ni buena ni mala",0.302,0.108,0.115,0.159,0.201
"P61","Mala",0.083,0.176,0.14,0.262,0.181
"P61","Muy mala",0.066,0.569,0.642,0.338,0.257
"P61","No sabe",0.002,0.013,0.005,0.005,0.104
"P62","Muy buena",0.589,0.036,0.031,0.198,0.075
"P62","Buena",0.2,0.037,0.033,0.177,0.142
"P62","Ni buena ni mala",0.105,0.125,0.119,0.162,0.309
"P62","Mala",0.039,0.219,0.161,0.168,0.111
"P62","Muy mala",0.057,0.543,0.63,0.252,0.229
"P62","No sabe",0.01,0.04,0.026,0.043,0.134
"P63","Muy buena",0.222,0.039,0.035,0.177,0.09
"P63","Buena",0.337,0.033,0.056,0.132,0.123
"P63","Ni buena ni mala",0.292,0.154,0.127,0.173,0.27
"P63","Mala",0.083,0.246,0.199,0.235,0.182
"P63","Muy mala",0.058,0.514,0.578,0.269,0.222
"P63","No sabe",0.008,0.014,0.005,0.014,0.113
"P64","Muy buena",0.663,0.052,0.023,0.216,0.123
"P64","Buena",0.146,0.019,0.04,0.119,0.114
"P64","Ni buena ni mala",0.086,0.052,0.078,0.168,0.161
"P64","Mala",0.032,0.152,0.108,0.163,0.18
"P64","Muy mala",0.068,0.707,0.742,0.334,0.306
"P64","No sabe",0.005,0.018,0.009,0,0.116
"P65","Muy buena",0.093,0.601,0.344,0.143,0.142
"P65","Buena",0.023,0.195,0.274,0.049,0.177
"P65","Ni buena ni mala",0.072,0.061,0.158,0.157,0.211
"P65","Mala",0.175,0.05,0.099,0.105,0.14
"P65","Muy mala",0.626,0.088,0.121,0.539,0.237
"P65","No sabe",0.011,0.005,0.004,0.007,0.093
"P66","Muy buena",0.03,0.247,0.092,0.1,0.093
"P66","Buena",0.045,0.33,0.118,0.034,0.192
"P66","Ni buena ni mala",0.122,0.204,0.217,0.189,0.284
"P66","Mala",0.257,0.139,0.211,0.166,0.12
"P66","Muy mala",0.535,0.069,0.358,0.504,0.222
"P66","No sabe",0.011,0.011,0.004,0.007,0.089
"P67","Muy buena",0.031,0.107,0.656,0.156,0.092
"P67","Buena",0.035,0.229,0.172,0.057,0.137
"P67","Ni buena ni mala",0.068,0.333,0.079,0.096,0.297
"P67","Mala",0.132,0.148,0.027,0.098,0.119
"P67","Muy mala",0.724,0.15,0.065,0.572,0.27
"P67","No sabe",0.01,0.033,0.001,0.021,0.085
"P68","Muy buena",0.014,0.062,0.097,0.135,0.133
"P68","Buena",0.056,0.104,0.083,0.077,0.08
"P68","Ni buena ni mala",0.235,0.31,0.275,0.215,0.385
"P68","Mala",0.242,0.196,0.159,0.162,0.07
"P68","Muy mala",0.421,0.269,0.332,0.356,0.173
"P68","No sabe",0.032,0.059,0.054,0.055,0.159
"P69","Muy buena",0.018,0.144,0.15,0.127,0.077
"P69","Buena",0.03,0.336,0.255,0.046,0.14
"P69","Ni buena ni mala",0.125,0.327,0.307,0.169,0.303
"P69","Mala",0.185,0.067,0.11,0.154,0.118
"P69","Muy mala",0.607,0.088,0.147,0.474,0.248
"P69","No sabe",0.035,0.038,0.031,0.03,0.114
"P70","Si",0.611,0.534,0.502,0.462,0.475
"P70","No",0.389,0.466,0.498,0.538,0.525
