"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P21","No sabe",0.068,0.166,0.125,0.101
"P22","La votaría",0.137,0.134,0.179,0.14
"P22","Puede que la vote",0.204,0.181,0.19,0.234
"P22","Nunca la votaría",0.587,0.513,0.489,0.471
"P22","No sabe",0.072,0.172,0.142,0.155
"P23","Lo votaría",0.086,0.111,0.102,0.121
"P23","Puede que lo vote",0.188,0.177,0.101,0.187
"P23","Nunca lo votaría",0.641,0.563,0.64,0.589
"P23","No sabe",0.085,0.149,0.157,0.103
"P24","Lo votaría",0.071,0.056,0.046,0.054
"P24","Puede que lo vote",0.164,0.119,0.111,0.19
"P24","Nunca lo votaría",0.625,0.574,0.582,0.568
"P24","No sabe",0.14,0.251,0.261,0.188
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.191,0.17,0.245,0.292
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.14,0.109,0.124,0.128
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.042,0.087,0.047,0.055
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.28,0.268,0.19,0.304
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.168,0.184,0.223,0.052
"P25","Otros candidatos",0.179,0.182,0.171,0.169
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.296,0.298,0.243,0.338
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.25,0.232,0.278,0.366
"P29","Javier Milei – José Luis Espert por los liberales",0.182,0.183,0.23,0.096
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.071,0.066,0.051,0.033
"P29","Otro candidato",0.201,0.221,0.198,0.167
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.264,0.213,0.234,0.325
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.209,0.252,0.154,0.253
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.207,0.236,0.27,0.081
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.059,0.033,0.033,0.036
"P31","Otro candidato",0.261,0.266,0.309,0.305
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.27,0.232,0.129,0.303
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.287,0.265,0.326,0.384
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.184,0.208,0.236,0.064
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.042,0.028,0.034,0.021
"P33","Otro candidato",0.217,0.267,0.275,0.228
"P35","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.353,0.352,0.228,0.361
"P35","Mauricio Macri presidente – María Eugenia Vidal vice",0.412,0.363,0.435,0.438
"P35","No sabe",0.235,0.285,0.337,0.201
"P36","Alberto Fernández presidente – Daniel Scioli vice",0.298,0.307,0.176,0.294
"P36","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.387,0.305,0.396,0.411
"P36","No sabe",0.315,0.388,0.428,0.295
"P37","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.306,0.273,0.157,0.326
"P37","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.42,0.338,0.462,0.463
"P37","No sabe",0.274,0.389,0.381,0.211
"P38","Muy buena",0.069,0.056,0.05,0.06
"P38","Buena",0.189,0.155,0.1,0.199
"P38","Ni buena ni mala",0.185,0.223,0.156,0.18
"P38","Mala",0.117,0.134,0.123,0.118
"P38","Muy mala",0.436,0.414,0.556,0.428
"P38","No sabe",0.004,0.018,0.015,0.015
"P39","Muy buena",0.046,0.057,0.032,0.057
"P39","Buena",0.133,0.137,0.074,0.159
"P39","Ni buena ni mala",0.166,0.213,0.159,0.181
"P39","Mala",0.14,0.116,0.104,0.124
"P39","Muy mala",0.509,0.466,0.605,0.469
"P39","No sabe",0.006,0.011,0.026,0.01
"P40","Muy buena",0.224,0.238,0.129,0.26
"P40","Buena",0.079,0.092,0.051,0.079
"P40","Ni buena ni mala",0.062,0.089,0.082,0.052
"P40","Mala",0.071,0.06,0.065,0.088
"P40","Muy mala",0.556,0.503,0.657,0.511
"P40","No sabe",0.008,0.018,0.016,0.01
"P41","Muy buena",0.113,0.158,0.179,0.197
"P41","Buena",0.16,0.117,0.152,0.172
"P41","Ni buena ni mala",0.151,0.178,0.22,0.156
"P41","Mala",0.171,0.183,0.143,0.161
"P41","Muy mala",0.394,0.352,0.292,0.296
"P41","No sabe",0.011,0.012,0.014,0.018
"P42","Muy buena",0.123,0.094,0.183,0.185
"P42","Buena",0.211,0.194,0.155,0.244
"P42","Ni buena ni mala",0.19,0.269,0.239,0.189
"P42","Mala",0.144,0.123,0.158,0.136
"P42","Muy mala",0.316,0.281,0.232,0.206
"P42","No sabe",0.016,0.039,0.033,0.04
"P43","Muy buena",0.061,0.052,0.051,0.086
"P43","Buena",0.142,0.161,0.054,0.199
"P43","Ni buena ni mala",0.217,0.271,0.205,0.174
"P43","Mala",0.143,0.125,0.158,0.153
"P43","Muy mala",0.418,0.36,0.506,0.357
"P43","No sabe",0.019,0.031,0.026,0.031
"P44","Muy buena",0.1,0.129,0.13,0.034
"P44","Buena",0.128,0.131,0.158,0.076
"P44","Ni buena ni mala",0.183,0.241,0.279,0.228
"P44","Mala",0.153,0.115,0.14,0.223
"P44","Muy mala",0.415,0.324,0.273,0.374
"P44","No sabe",0.021,0.06,0.02,0.065
"P45","Muy buena",0.137,0.153,0.19,0.194
"P45","Buena",0.197,0.164,0.163,0.192
"P45","Ni buena ni mala",0.159,0.221,0.258,0.165
"P45","Mala",0.117,0.11,0.105,0.136
"P45","Muy mala",0.374,0.322,0.26,0.29
"P45","No sabe",0.016,0.03,0.024,0.023
"P46","Muy buena",0.065,0.073,0.058,0.104
"P46","Buena",0.191,0.185,0.063,0.166
"P46","Ni buena ni mala",0.189,0.237,0.176,0.189
"P46","Mala",0.138,0.087,0.16,0.143
"P46","Muy mala",0.402,0.389,0.503,0.372
"P46","No sabe",0.015,0.029,0.04,0.026
"P47","Muy buena",0.05,0.035,0.044,0.054
"P47","Buena",0.107,0.095,0.077,0.142
"P47","Ni buena ni mala",0.284,0.311,0.317,0.313
"P47","Mala",0.153,0.14,0.133,0.164
"P47","Muy mala",0.335,0.293,0.276,0.241
"P47","No sabe",0.071,0.126,0.153,0.086
