"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.274,0.795,0.536,0.139,0.193
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.591,0.072,0.178,0.311,0.289
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.009,0.001,0.002,0.047,0.025
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.03,0.024,0.004,0.101,0.087
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.028,0.063,0.075,0.06,0.012
"P25","Otros candidatos",0.068,0.045,0.205,0.342,0.394
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.063,0.044,0.053,0.121,0.116
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.601,0.792,0.666,0.365,0.407
"P29","Javier Milei – José Luis Espert por los liberales",0.107,0.064,0.094,0.076,0.089
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.053,0.071,0.021,0.058,0.039
"P29","Otro candidato",0.176,0.029,0.166,0.38,0.349
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.783,0.495,0.502,0.41,0.514
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.033,0.056,0.021,0.11,0.06
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.055,0.17,0.147,0.084,0.027
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.008,0.009,0.011,0.05,0.027
"P31","Otro candidato",0.121,0.27,0.319,0.346,0.372
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.123,0.061,0.036,0.104,0.152
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.588,0.714,0.839,0.495,0.502
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.079,0.11,0.047,0.047,0.037
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.003,0,0.01,0.005,0.043
"P33","Otro candidato",0.207,0.115,0.068,0.349,0.266
"P35","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.097,0.057,0.022,0.134,0.086
"P35","Mauricio Macri presidente – María Eugenia Vidal vice",0.709,0.9,0.846,0.511,0.684
"P35","No sabe",0.194,0.043,0.132,0.355,0.23
"P36","Alberto Fernández presidente – Daniel Scioli vice",0.026,0.018,0.024,0.159,0.123
"P36","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.862,0.725,0.717,0.588,0.683
"P36","No sabe",0.112,0.257,0.259,0.253,0.194
"P37","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.048,0.007,0.014,0.137,0.15
"P37","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.775,0.837,0.907,0.549,0.652
"P37","No sabe",0.177,0.156,0.079,0.314,0.198
"P38","Muy buena",0.02,0.001,0.008,0.018,0.05
"P38","Buena",0.131,0.105,0.089,0.028,0.085
"P38","Ni buena ni mala",0.08,0.049,0.006,0.164,0.107
"P38","Mala",0.079,0.098,0.059,0.138,0.104
"P38","Muy mala",0.688,0.745,0.837,0.652,0.654
"P38","No sabe",0.002,0.002,0.001,0,0
"P39","Muy buena",0.004,0.003,0.002,0.007,0.028
"P39","Buena",0.015,0.013,0.011,0.028,0.043
"P39","Ni buena ni mala",0.064,0.03,0.02,0.127,0.149
"P39","Mala",0.148,0.094,0.053,0.134,0.071
"P39","Muy mala",0.769,0.86,0.913,0.704,0.709
"P39","No sabe",0,0,0.001,0,0
"P40","Muy buena",0.016,0.002,0.005,0.069,0.031
"P40","Buena",0.004,0.015,0.011,0.026,0.077
"P40","Ni buena ni mala",0.053,0.02,0,0.051,0.065
"P40","Mala",0.107,0.059,0.025,0.082,0.019
"P40","Muy mala",0.82,0.902,0.951,0.772,0.804
"P40","No sabe",0,0.002,0.008,0,0.004
"P41","Muy buena",0.228,0.525,0.267,0.042,0.056
"P41","Buena",0.251,0.242,0.425,0.26,0.222
"P41","Ni buena ni mala",0.214,0.095,0.147,0.257,0.31
"P41","Mala",0.123,0.044,0.07,0.184,0.247
"P41","Muy mala",0.175,0.094,0.078,0.208,0.165
"P41","No sabe",0.009,0,0.013,0.049,0
"P42","Muy buena",0.533,0.295,0.209,0.097,0.119
"P42","Buena",0.31,0.358,0.476,0.361,0.467
"P42","Ni buena ni mala",0.087,0.204,0.208,0.278,0.169
"P42","Mala",0.03,0.092,0.049,0.089,0.122
"P42","Muy mala",0.031,0.039,0.042,0.126,0.111
"P42","No sabe",0.009,0.012,0.016,0.049,0.012
"P43","Muy buena",0.035,0.046,0.017,0,0.009
"P43","Buena",0.093,0.036,0.017,0.121,0.046
"P43","Ni buena ni mala",0.104,0.093,0.048,0.17,0.154
"P43","Mala",0.204,0.16,0.122,0.164,0.265
"P43","Muy mala",0.552,0.662,0.775,0.504,0.521
"P43","No sabe",0.012,0.003,0.021,0.041,0.005
"P44","Muy buena",0.05,0.037,0.058,0.007,0.006
"P44","Buena",0.12,0.177,0.144,0.1,0.074
"P44","Ni buena ni mala",0.258,0.322,0.335,0.311,0.336
"P44","Mala",0.266,0.2,0.191,0.154,0.223
"P44","Muy mala",0.273,0.238,0.246,0.384,0.337
"P44","No sabe",0.033,0.026,0.026,0.044,0.024
"P45","Muy buena",0.389,0.389,0.316,0.262,0.235
"P45","Buena",0.311,0.31,0.41,0.236,0.398
"P45","Ni buena ni mala",0.154,0.211,0.165,0.308,0.122
"P45","Mala",0.085,0.031,0.043,0.069,0.107
"P45","Muy mala",0.05,0.057,0.043,0.125,0.121
"P45","No sabe",0.011,0.002,0.023,0,0.017
"P46","Muy buena",0.048,0.047,0.02,0.044,0.035
"P46","Buena",0.066,0.028,0.053,0.082,0.145
"P46","Ni buena ni mala",0.111,0.105,0.056,0.19,0.124
"P46","Mala",0.23,0.129,0.114,0.181,0.198
"P46","Muy mala",0.532,0.659,0.752,0.498,0.498
"P46","No sabe",0.013,0.032,0.005,0.005,0
"P47","Muy buena",0.066,0.089,0.046,0.217,0.113
"P47","Buena",0.213,0.139,0.193,0.239,0.262
"P47","Ni buena ni mala",0.425,0.297,0.401,0.209,0.421
"P47","Mala",0.112,0.161,0.136,0.124,0.117
"P47","Muy mala",0.126,0.23,0.193,0.126,0.065
"P47","No sabe",0.058,0.084,0.031,0.085,0.022
