"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.198,0.225,0.298,0.273,0.351,0.257,0.315,0.291,0.207
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.229,0.195,0.152,0.184,0.194,0.208,0.241,0.249,0.234
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.004,0.036,0.015,0.017,0.014,0.029,0.026,0.02,0
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.005,0,0.004,0.037,0.029,0.025,0.017,0.032,0.017
"P14","En blanco",0,0.006,0.014,0.025,0.026,0.07,0.023,0.055,0.071
"P14","No sabe",0,0.026,0.016,0.031,0.036,0.058,0.042,0.044,0.157
"P17","Totalmente seguro",0.871,0.781,0.733,0.707,0.675,0.575,0.685,0.637,0.662
"P17","Bastante seguro",0.049,0.085,0.137,0.139,0.141,0.138,0.139,0.142,0.115
"P17","Algo seguro",0.066,0.118,0.096,0.085,0.115,0.154,0.101,0.105,0.082
"P17","Para nada seguro",0.014,0.016,0.034,0.069,0.069,0.133,0.075,0.116,0.141
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.134,0.043,0.074,0.114,0.113,0.145,0.126,0.131,0.172
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.017,0.194,0.04,0.098,0.063,0.114,0.089,0.149,0.298
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.287,0.376,0.289,0.201,0.22,0.196,0.254,0.279,0.067
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.307,0.177,0.319,0.296,0.198,0.114,0.231,0.153,0.176
"P22","En blanco",0.229,0.168,0.189,0.21,0.245,0.144,0.202,0.164,0.107
"P22","No sabe",0.026,0.042,0.089,0.081,0.161,0.287,0.098,0.124,0.18
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.325,0.084,0.128,0.131,0.096,0.101,0.114,0.168,0
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.138,0.494,0.367,0.407,0.432,0.389,0.342,0.284,0.057
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.243,0.228,0.194,0.135,0.174,0.236,0.222,0.146,0.71
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.013,0,0.012,0.009,0.016,0.005,0.01,0.03,0
"P25","En blanco",0.13,0.133,0.218,0.184,0.186,0.164,0.183,0.222,0.114
"P25","No sabe",0.151,0.061,0.081,0.134,0.096,0.105,0.129,0.15,0.119
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.044,0.164,0.128,0.059,0.056,0.235,0.183,0.135,0.165
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.309,0.583,0.312,0.54,0.487,0.466,0.443,0.446,0.455
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.362,0.053,0.193,0.167,0.135,0.084,0.124,0.137,0.282
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.023,0.029,0.023,0.019,0.025,0.026,0.032,0.046,0
"P28","En blanco",0.262,0.076,0.324,0.129,0.241,0.151,0.179,0.16,0
"P28","No sabe",0,0.095,0.02,0.086,0.056,0.038,0.039,0.076,0.098
"P31","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0,0,0.183,0.737,0.482,0.086,0.327,0.209,0
"P31","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0,0,0.69,0.05,0.292,0.158,0.252,0.25,0
"P31","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0,0,0.018,0.135,0.195,0.04,0.009,0.221,0
"P31","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0,0,0,0.048,0.017,0.017,0.188,0.099,0
"P31","En blanco",1,1,0,0.03,0.007,0.658,0.023,0.116,0
"P31","No sabe",0,0,0.109,0,0.007,0.041,0.201,0.105,0
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.297,0.295,0.229,0.275,0.38,0.396,0.385,0.45,0.294
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.153,0.201,0.228,0.217,0.203,0.152,0.189,0.176,0.1
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.237,0.341,0.347,0.312,0.227,0.166,0.243,0.174,0.266
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.154,0.079,0.088,0.099,0.099,0.132,0.076,0.087,0.069
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.112,0.052,0.065,0.058,0.053,0.037,0.051,0.04,0.107
"P36","No sabe",0.047,0.032,0.043,0.039,0.038,0.117,0.056,0.073,0.164
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.573,0.513,0.534,0.475,0.377,0.387,0.378,0.368,0.295
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.246,0.282,0.341,0.38,0.421,0.356,0.426,0.391,0.315
"P37","En blanco",0.123,0.154,0.105,0.065,0.121,0.128,0.113,0.125,0.091
"P37","No sabe",0.058,0.051,0.02,0.08,0.081,0.129,0.083,0.116,0.299
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.316,0.411,0.361,0.355,0.353,0.308,0.357,0.392,0.385
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.212,0.217,0.187,0.205,0.265,0.254,0.285,0.266,0.225
"P38","En blanco",0.368,0.241,0.37,0.294,0.24,0.213,0.231,0.201,0.187
"P38","No sabe",0.104,0.131,0.082,0.146,0.142,0.225,0.127,0.141,0.203
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.635,0.517,0.55,0.47,0.373,0.421,0.385,0.364,0.423
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.227,0.248,0.275,0.315,0.385,0.305,0.351,0.35,0.266
"P39","En blanco",0.088,0.17,0.119,0.116,0.142,0.133,0.137,0.166,0.047
"P39","No sabe",0.05,0.065,0.056,0.099,0.1,0.141,0.127,0.12,0.264
"P40","Lo votaría",0.564,0.435,0.53,0.458,0.342,0.385,0.357,0.354,0.427
"P40","Puede que lo vote",0.056,0.026,0.052,0.123,0.097,0.117,0.103,0.099,0.016
"P40","Nunca lo votaría",0.377,0.483,0.405,0.372,0.502,0.417,0.488,0.482,0.355
"P40","No sabe",0.003,0.056,0.013,0.047,0.059,0.081,0.052,0.065,0.202
"P41","Lo votaría",0.172,0.228,0.324,0.292,0.333,0.313,0.316,0.355,0.302
"P41","Puede que lo vote",0.159,0.052,0.13,0.13,0.161,0.149,0.153,0.143,0.068
"P41","Nunca lo votaría",0.666,0.672,0.522,0.52,0.452,0.431,0.47,0.435,0.576
"P41","No sabe",0.003,0.048,0.024,0.058,0.054,0.107,0.061,0.067,0.054
"P42","Lo votaría",0.186,0.247,0.213,0.169,0.263,0.257,0.272,0.279,0.083
"P42","Puede que lo vote",0.103,0.093,0.124,0.157,0.179,0.127,0.168,0.16,0.274
"P42","Nunca lo votaría",0.705,0.607,0.641,0.603,0.504,0.529,0.502,0.49,0.599
"P42","No sabe",0.006,0.053,0.022,0.071,0.054,0.087,0.058,0.071,0.044
"P43","Lo votaría",0.19,0.096,0.101,0.094,0.078,0.125,0.107,0.112,0.03
"P43","Puede que lo vote",0.224,0.238,0.257,0.255,0.259,0.186,0.235,0.232,0.233
"P43","Nunca lo votaría",0.53,0.598,0.602,0.582,0.581,0.595,0.567,0.578,0.718
"P43","No sabe",0.056,0.068,0.04,0.069,0.082,0.094,0.091,0.078,0.019
"P44","Lo votaría",0.203,0.06,0.094,0.055,0.08,0.143,0.096,0.104,0.185
"P44","Puede que lo vote",0.236,0.28,0.336,0.302,0.306,0.208,0.255,0.214,0.228
"P44","Nunca lo votaría",0.531,0.599,0.517,0.555,0.532,0.557,0.558,0.574,0.471
"P44","No sabe",0.03,0.061,0.053,0.088,0.082,0.092,0.091,0.108,0.116
"P53","Sergio Massa y Javier Milei",0.649,0.622,0.521,0.509,0.386,0.431,0.419,0.395,0.437
"P53","Patricia Bullrich y Javier Milei",0.264,0.304,0.346,0.38,0.435,0.405,0.423,0.456,0.401
"P53","Sergio Massa y Patricia Bullrich",0.087,0.074,0.133,0.111,0.179,0.164,0.158,0.149,0.162
"P54","Muy buena",0.152,0.052,0.05,0.088,0.042,0.073,0.051,0.088,0.015
"P54","Buena",0.187,0.069,0.119,0.11,0.129,0.161,0.112,0.095,0.221
"P54","Regular",0.199,0.234,0.28,0.245,0.195,0.149,0.224,0.151,0.118
"P54","Mala",0.107,0.258,0.216,0.231,0.183,0.304,0.277,0.239,0.199
"P54","Muy mala",0.355,0.387,0.335,0.326,0.451,0.313,0.336,0.427,0.447
"P55","Muy buena",0.17,0.036,0.035,0.04,0.048,0.062,0.027,0.056,0.011
"P55","Buena",0.168,0.214,0.207,0.164,0.118,0.06,0.141,0.076,0.164
"P55","Regular",0.184,0.197,0.226,0.229,0.182,0.182,0.189,0.144,0.197
"P55","Mala",0.101,0.137,0.188,0.19,0.174,0.318,0.235,0.24,0.31
"P55","Muy mala",0.377,0.416,0.344,0.377,0.478,0.378,0.408,0.484,0.318
"P56","Muy buena",0.243,0.043,0.133,0.119,0.117,0.087,0.108,0.101,0.021
"P56","Buena",0.314,0.284,0.284,0.274,0.246,0.227,0.249,0.168,0.53
"P56","Regular",0.25,0.346,0.339,0.343,0.304,0.344,0.379,0.345,0.264
"P56","Mala",0.107,0.198,0.161,0.164,0.171,0.206,0.17,0.228,0.068
"P56","Muy mala",0.086,0.129,0.083,0.1,0.162,0.136,0.094,0.158,0.117
"P57","Muy buena",0.293,0.142,0.087,0.046,0.038,0.045,0.026,0.051,0
"P57","Buena",0.401,0.582,0.567,0.325,0.162,0.138,0.16,0.093,0.531
"P57","Regular",0.155,0.216,0.297,0.503,0.565,0.377,0.514,0.332,0.321
"P57","Mala",0.065,0.017,0.041,0.088,0.167,0.309,0.224,0.298,0.065
"P57","Muy mala",0.086,0.043,0.008,0.038,0.068,0.131,0.076,0.226,0.083
"P58","Muy buena",0.309,0.132,0.165,0.096,0.032,0.061,0.035,0.055,0
"P58","Buena",0.295,0.393,0.365,0.233,0.195,0.141,0.201,0.11,0.223
"P58","Regular",0.209,0.348,0.309,0.388,0.37,0.347,0.322,0.26,0.347
"P58","Mala",0.114,0.068,0.116,0.191,0.242,0.247,0.277,0.315,0.368
"P58","Muy mala",0.073,0.059,0.045,0.092,0.161,0.204,0.165,0.26,0.062
"P59","Muy buena",0.425,0.103,0.157,0.112,0.095,0.097,0.088,0.104,0.243
"P59","Buena",0.371,0.374,0.463,0.339,0.316,0.261,0.306,0.207,0.398
"P59","Regular",0.171,0.456,0.302,0.395,0.386,0.402,0.433,0.361,0.338
"P59","Mala",0.019,0.049,0.064,0.108,0.128,0.171,0.133,0.2,0.008
"P59","Muy mala",0.014,0.018,0.014,0.046,0.075,0.069,0.04,0.128,0.013
"P60","Ha aumentado significativamente",0.325,0.093,0.089,0.097,0.05,0.066,0.056,0.092,0.252
"P60","Ha aumentado ligeramente",0.182,0.366,0.407,0.273,0.206,0.15,0.197,0.134,0.214
"P60","Se mantiene igual",0.155,0.377,0.286,0.299,0.342,0.265,0.346,0.225,0.348
"P60","Ha disminuido ligeramente",0.189,0.113,0.134,0.205,0.2,0.228,0.202,0.25,0.14
"P60","Ha disminuido significativamente",0.149,0.051,0.084,0.126,0.202,0.291,0.199,0.299,0.046
"P61","Muy baja",0.041,0.01,0.007,0.03,0.02,0.068,0.041,0.089,0
"P61","Baja",0.157,0.115,0.048,0.048,0.035,0.101,0.078,0.07,0.135
"P61","Moderada",0.04,0.093,0.076,0.095,0.113,0.092,0.131,0.077,0.267
"P61","Alta",0.297,0.349,0.319,0.336,0.265,0.222,0.259,0.235,0.123
"P61","Muy alta",0.465,0.433,0.55,0.491,0.567,0.517,0.491,0.529,0.475
"P62","Muy bajas",0.089,0.032,0.074,0.041,0.027,0.056,0.04,0.066,0.1
"P62","Bajas",0.273,0.277,0.156,0.138,0.083,0.119,0.103,0.058,0.052
"P62","Adecuadas",0.251,0.367,0.361,0.299,0.274,0.202,0.301,0.156,0.252
"P62","Altas",0.26,0.164,0.244,0.334,0.388,0.278,0.324,0.333,0.368
"P62","Muy altas",0.127,0.16,0.165,0.188,0.228,0.345,0.232,0.387,0.228
"P63","No, ninguna dificultad",0.734,0.653,0.68,0.475,0.273,0.167,0.254,0.18,0.412
"P63","Alguna dificultad ocasional",0.167,0.29,0.239,0.282,0.42,0.288,0.375,0.285,0.208
"P63","Sí, dificultades frecuentes",0.099,0.057,0.081,0.243,0.307,0.545,0.371,0.535,0.38
"P64","Sí, absolutamente",0.599,0.372,0.508,0.474,0.375,0.428,0.433,0.461,0.641
"P64","Sí, en cierta medida",0.115,0.3,0.318,0.292,0.393,0.292,0.339,0.308,0.199
"P64","No, en absoluto",0.286,0.328,0.174,0.234,0.232,0.28,0.228,0.231,0.16
"P65","Reducir la inflación",0.608,0.251,0.441,0.419,0.388,0.423,0.404,0.5,0.493
"P65","Implementar reformas fiscales",0.134,0.166,0.177,0.125,0.12,0.117,0.11,0.086,0.104
"P65","Establecer políticas de control de precios",0.103,0.271,0.141,0.161,0.144,0.145,0.17,0.121,0.085
"P65","Reducir el gasto público",0.125,0.299,0.178,0.231,0.295,0.273,0.279,0.224,0.272
"P65","Estimular la inversión extranjera",0.004,0.013,0.055,0.055,0.045,0.04,0.03,0.042,0.011
"P65","Aumentar los subsidios a los servicios públicos",0.026,0,0.008,0.009,0.008,0.002,0.007,0.027,0.035
"P66","Fomentar la competencia entre proveedores",0.335,0.198,0.336,0.329,0.394,0.38,0.332,0.397,0.531
"P66","Incrementar la inversión en infraestructura",0.268,0.466,0.313,0.226,0.198,0.133,0.236,0.167,0.162
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.161,0.11,0.12,0.159,0.1,0.202,0.142,0.161,0.087
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.236,0.226,0.231,0.286,0.308,0.285,0.29,0.275,0.22
"P67","Muy positiva",0.412,0.385,0.306,0.311,0.212,0.186,0.211,0.197,0.316
"P67","Positiva",0.151,0.229,0.279,0.191,0.203,0.162,0.209,0.202,0.227
"P67","Neutral",0.124,0.171,0.225,0.21,0.251,0.319,0.268,0.286,0.285
"P67","Algo negativa",0.076,0.088,0.068,0.118,0.111,0.118,0.087,0.131,0.049
"P67","Negativa",0.188,0.079,0.082,0.112,0.11,0.122,0.108,0.096,0
"P67","No sabe",0.049,0.048,0.04,0.058,0.113,0.093,0.117,0.088,0.123
"P68","Muy positivo",0.382,0.19,0.224,0.223,0.133,0.097,0.149,0.127,0.304
"P68","Positivo",0.252,0.161,0.284,0.238,0.201,0.165,0.217,0.209,0.196
"P68","Neutral",0.135,0.318,0.269,0.266,0.312,0.38,0.306,0.298,0.241
"P68","Algo negativo",0.036,0.087,0.086,0.076,0.115,0.068,0.087,0.132,0.075
"P68","Negativo",0.195,0.098,0.091,0.108,0.107,0.148,0.121,0.117,0.076
"P68","No sabe",0,0.146,0.046,0.089,0.132,0.142,0.12,0.117,0.108
"P69","Muy positivo",0.389,0.207,0.14,0.136,0.065,0.071,0.107,0.103,0.344
"P69","Positivo",0.125,0.157,0.2,0.176,0.198,0.173,0.171,0.139,0.06
"P69","Neutral",0.368,0.452,0.508,0.463,0.412,0.408,0.408,0.404,0.385
"P69","Algo negativo",0.01,0.035,0.05,0.065,0.084,0.123,0.071,0.109,0.081
"P69","Negativo",0.093,0.038,0.035,0.059,0.094,0.086,0.088,0.106,0.011
"P69","No sabe",0.015,0.111,0.067,0.101,0.147,0.139,0.155,0.139,0.119
"P70","Muy positiva",0.57,0.376,0.415,0.359,0.289,0.283,0.311,0.321,0.407
"P70","Positiva",0.124,0.152,0.245,0.22,0.23,0.255,0.241,0.156,0.098
"P70","Neutral",0.203,0.33,0.186,0.224,0.237,0.223,0.229,0.266,0.293
"P70","Algo negativa",0.029,0.056,0.069,0.087,0.081,0.085,0.08,0.085,0.08
"P70","Negativa",0.068,0.08,0.076,0.087,0.123,0.118,0.08,0.127,0
"P70","No sabe",0.006,0.006,0.009,0.023,0.04,0.036,0.059,0.045,0.122
"P71","Muy positivo",0.456,0.212,0.399,0.394,0.305,0.305,0.307,0.303,0.438
"P71","Positivo",0.227,0.368,0.235,0.192,0.217,0.237,0.236,0.204,0.231
"P71","Neutral",0.211,0.247,0.182,0.175,0.244,0.194,0.227,0.232,0.256
"P71","Algo negativo",0.031,0.06,0.072,0.094,0.091,0.104,0.081,0.1,0.012
"P71","Negativo",0.071,0.1,0.098,0.128,0.111,0.123,0.097,0.115,0
"P71","No sabe",0.004,0.013,0.014,0.017,0.032,0.037,0.052,0.046,0.063
"P72","Muy positivo",0.501,0.236,0.327,0.385,0.29,0.246,0.283,0.29,0.508
"P72","Positivo",0.081,0.299,0.26,0.21,0.246,0.265,0.266,0.211,0.152
"P72","Neutral",0.326,0.36,0.315,0.254,0.318,0.251,0.265,0.257,0.266
"P72","Algo negativo",0.013,0.012,0.022,0.049,0.048,0.052,0.062,0.068,0
"P72","Negativo",0.075,0.093,0.064,0.092,0.078,0.12,0.081,0.121,0
"P72","No sabe",0.004,0,0.012,0.01,0.02,0.066,0.043,0.053,0.074
"P73","Muy positiva",0.358,0.199,0.254,0.316,0.179,0.193,0.183,0.206,0.457
"P73","Positiva",0.132,0.219,0.289,0.217,0.235,0.203,0.263,0.233,0.16
"P73","Neutral",0.263,0.168,0.234,0.187,0.242,0.23,0.253,0.253,0.252
"P73","Algo negativa",0.142,0.068,0.076,0.098,0.088,0.087,0.091,0.098,0.012
"P73","Negativa",0.105,0.339,0.109,0.137,0.171,0.137,0.131,0.136,0
"P73","No sabe",0,0.007,0.038,0.045,0.085,0.15,0.079,0.074,0.119
"P74","Muy positivo",0.305,0.275,0.225,0.278,0.155,0.146,0.177,0.177,0.355
"P74","Positivo",0.193,0.127,0.268,0.212,0.231,0.245,0.245,0.214,0.152
"P74","Neutral",0.286,0.202,0.269,0.189,0.265,0.254,0.267,0.27,0.37
"P74","Algo negativo",0.06,0.039,0.061,0.138,0.11,0.099,0.105,0.11,0
"P74","Negativo",0.131,0.344,0.121,0.124,0.17,0.131,0.138,0.15,0
"P74","No sabe",0.025,0.013,0.056,0.059,0.069,0.125,0.068,0.079,0.123
"P75","Muy positivo",0.234,0.118,0.189,0.248,0.108,0.114,0.172,0.133,0.35
"P75","Positivo",0.112,0.221,0.201,0.203,0.207,0.298,0.198,0.199,0.087
"P75","Neutral",0.515,0.36,0.408,0.32,0.368,0.311,0.312,0.346,0.449
"P75","Algo negativo",0.032,0.012,0.057,0.096,0.094,0.052,0.103,0.087,0
"P75","Negativo",0.09,0.283,0.09,0.083,0.144,0.107,0.128,0.141,0
"P75","No sabe",0.017,0.006,0.055,0.05,0.079,0.118,0.087,0.094,0.114
"P76","Muy positiva",0.415,0.441,0.505,0.458,0.294,0.266,0.348,0.314,0.359
"P76","Positiva",0.162,0.174,0.216,0.186,0.282,0.259,0.185,0.231,0.253
"P76","Neutral",0.198,0.14,0.114,0.181,0.165,0.187,0.222,0.218,0.274
"P76","Algo negativa",0.083,0.01,0.072,0.058,0.086,0.093,0.07,0.065,0
"P76","Negativa",0.138,0.229,0.077,0.093,0.121,0.099,0.108,0.116,0.02
"P76","No sabe",0.004,0.006,0.016,0.024,0.052,0.096,0.067,0.056,0.094
"P77","Muy positivo",0.438,0.377,0.47,0.429,0.3,0.299,0.351,0.314,0.38
"P77","Positivo",0.189,0.179,0.224,0.208,0.272,0.214,0.212,0.252,0.254
"P77","Neutral",0.073,0.223,0.111,0.171,0.131,0.197,0.206,0.198,0.262
"P77","Algo negativo",0.123,0.109,0.087,0.069,0.147,0.073,0.086,0.063,0
"P77","Negativo",0.172,0.112,0.09,0.098,0.103,0.112,0.107,0.113,0
"P77","No sabe",0.005,0,0.018,0.025,0.047,0.105,0.038,0.06,0.104
"P78","Muy positivo",0.338,0.352,0.392,0.388,0.26,0.24,0.308,0.27,0.333
"P78","Positivo",0.136,0.144,0.211,0.172,0.248,0.233,0.179,0.242,0.186
"P78","Neutral",0.273,0.399,0.26,0.322,0.263,0.278,0.302,0.267,0.367
"P78","Algo negativo",0.11,0.027,0.07,0.035,0.094,0.04,0.069,0.049,0
"P78","Negativo",0.138,0.078,0.052,0.058,0.074,0.09,0.1,0.096,0
"P78","No sabe",0.005,0,0.015,0.025,0.061,0.119,0.042,0.076,0.114
"P79","Si",0.497,0.653,0.501,0.611,0.53,0.434,0.53,0.563,0.66
"P79","No",0.503,0.347,0.499,0.389,0.47,0.566,0.47,0.437,0.34
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.55,0.497,0.506,0.431,0.343,0.363,0.34,0.319,0.314
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.157,0.222,0.286,0.252,0.338,0.238,0.292,0.261,0.201
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.263,0.183,0.158,0.21,0.209,0.223,0.256,0.268,0.235
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.025,0.043,0.019,0.028,0.021,0.023,0.036,0.026,0.01
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.005,0.003,0.003,0.032,0.032,0.025,0.012,0.03,0.017
"PRESIDENTE","En blanco",0,0.006,0.012,0.021,0.025,0.068,0.023,0.054,0.071
"PRESIDENTE","No sabe",0,0.046,0.016,0.026,0.032,0.06,0.041,0.042,0.152
