"var","categoria","Del Frente de Todos y el peronismo","De Cambiemos","De los Liberales libertarios","De la Izquierda","No sabe"
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.028,0.041,0.71,0.088,0.167
"P25","Otros candidatos",0.075,0.13,0.054,0.498,0.419
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.728,0.048,0.024,0.138,0.187
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.047,0.686,0.116,0.062,0.143
"P29","Javier Milei – José Luis Espert por los liberales",0.065,0.074,0.65,0.087,0.152
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.053,0.033,0.019,0.481,0.057
"P29","Otro candidato",0.107,0.159,0.191,0.232,0.461
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.073,0.599,0.112,0.026,0.21
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.568,0.039,0.025,0.115,0.116
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.031,0.083,0.777,0.14,0.15
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.052,0.01,0.006,0.504,0.036
"P31","Otro candidato",0.276,0.269,0.08,0.215,0.488
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.569,0.066,0.036,0.202,0.13
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.072,0.741,0.151,0.086,0.234
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.043,0.052,0.715,0.096,0.133
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.043,0.004,0.002,0.364,0.04
"P33","Otro candidato",0.273,0.137,0.096,0.252,0.463
"P35","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.832,0.06,0.042,0.366,0.185
"P35","Mauricio Macri presidente – María Eugenia Vidal vice",0.074,0.81,0.528,0.094,0.229
"P35","No sabe",0.094,0.13,0.43,0.54,0.586
"P36","Alberto Fernández presidente – Daniel Scioli vice",0.729,0.04,0.039,0.268,0.1
"P36","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.083,0.757,0.452,0.135,0.293
"P36","No sabe",0.188,0.203,0.509,0.597,0.607
"P37","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.689,0.039,0.041,0.308,0.146
"P37","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.068,0.82,0.627,0.126,0.281
"P37","No sabe",0.243,0.141,0.332,0.566,0.573
"P38","Muy buena",0.14,0.015,0.013,0.152,0.017
"P38","Buena",0.353,0.093,0.085,0.111,0.044
"P38","Ni buena ni mala",0.342,0.049,0.04,0.34,0.159
"P38","Mala",0.098,0.057,0.111,0.166,0.244
"P38","Muy mala",0.058,0.786,0.751,0.21,0.489
"P38","No sabe",0.009,0,0,0.021,0.047
"P39","Muy buena",0.108,0.008,0.009,0.136,0.027
"P39","Buena",0.345,0.015,0.05,0.063,0.035
"P39","Ni buena ni mala",0.318,0.06,0.041,0.238,0.211
"P39","Mala",0.125,0.064,0.071,0.325,0.184
"P39","Muy mala",0.101,0.853,0.827,0.231,0.492
"P39","No sabe",0.003,0,0.002,0.007,0.051
"P40","Muy buena",0.589,0.011,0.013,0.28,0.08
"P40","Buena",0.168,0.016,0.003,0.118,0.076
"P40","Ni buena ni mala",0.096,0.038,0.018,0.12,0.099
"P40","Mala",0.04,0.029,0.042,0.071,0.116
"P40","Muy mala",0.095,0.901,0.922,0.379,0.579
"P40","No sabe",0.012,0.005,0.002,0.032,0.05
"P41","Muy buena",0.035,0.324,0.087,0.14,0.017
"P41","Buena",0.034,0.281,0.181,0.068,0.071
"P41","Ni buena ni mala",0.048,0.18,0.299,0.117,0.232
"P41","Mala",0.184,0.086,0.254,0.144,0.239
"P41","Muy mala",0.685,0.122,0.178,0.524,0.388
"P41","No sabe",0.014,0.007,0.001,0.007,0.053
"P42","Muy buena",0.016,0.338,0.075,0.118,0.076
"P42","Buena",0.062,0.384,0.244,0.071,0.203
"P42","Ni buena ni mala",0.154,0.186,0.259,0.189,0.314
"P42","Mala",0.187,0.041,0.178,0.21,0.119
"P42","Muy mala",0.558,0.039,0.241,0.399,0.22
"P42","No sabe",0.023,0.012,0.003,0.013,0.068
"P43","Muy buena",0.118,0.029,0,0.135,0.045
"P43","Buena",0.307,0.042,0.034,0.139,0.08
"P43","Ni buena ni mala",0.348,0.063,0.08,0.288,0.271
"P43","Mala",0.097,0.162,0.169,0.133,0.182
"P43","Muy mala",0.115,0.69,0.713,0.298,0.345
"P43","No sabe",0.015,0.014,0.004,0.007,0.077
"P44","Muy buena",0.025,0.032,0.453,0.146,0.038
"P44","Buena",0.048,0.126,0.262,0.043,0.077
"P44","Ni buena ni mala",0.079,0.329,0.162,0.176,0.338
"P44","Mala",0.164,0.193,0.069,0.174,0.151
"P44","Muy mala",0.644,0.308,0.05,0.461,0.292
"P44","No sabe",0.04,0.012,0.004,0,0.104
"P45","Muy buena",0.009,0.374,0.115,0.068,0.083
"P45","Buena",0.033,0.329,0.17,0.104,0.186
"P45","Ni buena ni mala",0.098,0.173,0.236,0.155,0.239
"P45","Mala",0.17,0.058,0.171,0.191,0.102
"P45","Muy mala",0.676,0.062,0.298,0.477,0.342
"P45","No sabe",0.014,0.004,0.01,0.005,0.048
"P46","Muy buena",0.116,0.038,0.034,0.114,0.063
"P46","Buena",0.402,0.053,0.03,0.138,0.082
"P46","Ni buena ni mala",0.289,0.093,0.084,0.181,0.248
"P46","Mala",0.075,0.128,0.12,0.237,0.143
"P46","Muy mala",0.108,0.679,0.712,0.25,0.401
"P46","No sabe",0.01,0.009,0.02,0.08,0.063
"P47","Muy buena",0.014,0.066,0.032,0.161,0.022
"P47","Buena",0.052,0.203,0.115,0.086,0.063
"P47","Ni buena ni mala",0.188,0.393,0.216,0.239,0.371
"P47","Mala",0.21,0.106,0.112,0.102,0.085
"P47","Muy mala",0.455,0.191,0.371,0.269,0.23
"P47","No sabe",0.081,0.041,0.154,0.143,0.229
