"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P26","Muy mala",0.138,0.542,0.266,0.263,0.466,0,0.262,0.306,0.542
"P26","No sabe",0.012,0,0.003,0.024,0,0.041,0.008,0.018,0.048
"P27","Muy buena",0.18,0.048,0.095,0.056,0.099,0,0.131,0.22,0.075
"P27","Buena",0.248,0.086,0.082,0.082,0.192,0,0.029,0.076,0.117
"P27","Ni buena ni mala",0.14,0.334,0.289,0.323,0.137,0.291,0.28,0.211,0.36
"P27","Mala",0.035,0.082,0.12,0.201,0.029,0.333,0.136,0.124,0.123
"P27","Muy mala",0.072,0.413,0.272,0.137,0.512,0,0.36,0.037,0.131
"P27","No sabe",0.325,0.037,0.142,0.201,0.031,0.376,0.064,0.332,0.194
"P28","Muy buena",0.099,0.073,0.095,0.108,0.063,0.167,0.027,0,0.019
"P28","Buena",0.217,0.273,0.114,0.098,0.077,0.21,0.225,0.317,0.027
"P28","Ni buena ni mala",0.304,0.029,0.266,0.41,0.264,0.279,0.235,0.28,0.19
"P28","Mala",0.245,0.13,0.142,0.149,0.096,0.182,0.107,0.158,0.297
"P28","Muy mala",0.135,0.495,0.247,0.104,0.469,0.041,0.356,0.208,0.394
"P28","No sabe",0,0,0.136,0.131,0.031,0.121,0.05,0.037,0.073
"P29","Muy buena",0.095,0.317,0.053,0.008,0,0,0,0,0.054
"P29","Buena",0.21,0.316,0.055,0.088,0.019,0,0.215,0.211,0.086
"P29","Ni buena ni mala",0.479,0.165,0.477,0.41,0.279,0.29,0.235,0.393,0.429
"P29","Mala",0.02,0.081,0.088,0.189,0.052,0.395,0.219,0.065,0.122
"P29","Muy mala",0.034,0.121,0.27,0.128,0.54,0,0.057,0.036,0.202
"P29","No sabe",0.162,0,0.057,0.177,0.11,0.315,0.274,0.295,0.107
"P30","Muy buena",0.057,0.317,0.057,0.051,0,0,0.012,0.032,0.118
"P30","Buena",0.142,0.086,0.054,0.086,0.125,0.042,0.045,0.241,0.069
"P30","Ni buena ni mala",0.446,0.081,0.339,0.282,0.099,0.594,0.266,0.14,0.23
"P30","Mala",0.199,0.317,0.141,0.183,0.185,0.256,0.506,0.232,0.228
"P30","Muy mala",0.156,0.199,0.396,0.24,0.537,0.068,0.151,0.355,0.285
"P30","No sabe",0,0,0.013,0.158,0.054,0.04,0.02,0,0.07
"P31","Muy buena",0.151,0,0.051,0.025,0.027,0,0.154,0.017,0.074
"P31","Buena",0.142,0.115,0.077,0.064,0.205,0,0.1,0.103,0.036
"P31","Ni buena ni mala",0.103,0.626,0.315,0.354,0.189,0.642,0.373,0.094,0.442
"P31","Mala",0.035,0.059,0.072,0.117,0.191,0.042,0.289,0.19,0.123
"P31","Muy mala",0.14,0.2,0.298,0.169,0.361,0,0.052,0.197,0.131
"P31","No sabe",0.429,0,0.187,0.271,0.027,0.316,0.032,0.399,0.194
"P32","Muy buena",0.088,0,0.005,0.008,0,0,0,0,0.005
"P32","Buena",0,0.09,0.046,0.033,0,0.177,0.227,0.06,0.012
"P32","Ni buena ni mala",0.245,0.336,0.409,0.491,0.281,0.462,0.16,0.387,0.438
"P32","Mala",0.044,0.024,0.054,0.071,0.109,0.041,0.274,0.053,0.176
"P32","Muy mala",0.08,0.143,0.17,0.028,0.389,0,0.012,0.073,0.098
"P32","No sabe",0.543,0.407,0.316,0.369,0.221,0.32,0.327,0.427,0.271
"P33","Muy buena",0.064,0,0.005,0,0,0,0,0,0
"P33","Buena",0,0,0.045,0.021,0,0.177,0.017,0,0.022
"P33","Ni buena ni mala",0.586,0.476,0.391,0.468,0.418,0.503,0.23,0.447,0.451
"P33","Mala",0.024,0.024,0.054,0.069,0,0,0.438,0,0.165
"P33","Muy mala",0.046,0.093,0.177,0.067,0.389,0,0.041,0.073,0.097
"P33","No sabe",0.28,0.407,0.328,0.375,0.193,0.32,0.274,0.48,0.265
"P34","Muy buena",0.173,0,0.051,0.065,0.096,0.36,0.023,0,0.014
"P34","Buena",0,0,0.116,0.161,0.04,0.076,0.105,0.369,0.032
"P34","Ni buena ni mala",0.302,0.393,0.236,0.263,0.403,0.369,0.18,0.08,0.15
"P34","Mala",0.038,0.023,0.136,0.165,0.111,0.116,0.271,0.276,0.264
"P34","Muy mala",0.476,0.553,0.348,0.268,0.265,0.079,0.406,0.222,0.426
"P34","No sabe",0.011,0.031,0.113,0.078,0.085,0,0.015,0.053,0.114
"P35","Muy buena",0.105,0.396,0.045,0.055,0.071,0,0.016,0.037,0.094
"P35","Buena",0.245,0.172,0.17,0.197,0,0,0.223,0.287,0.137
"P35","Ni buena ni mala",0.076,0.092,0.198,0.117,0.33,0.325,0.054,0.065,0.215
"P35","Mala",0.213,0.084,0.093,0.191,0.033,0.332,0.145,0.041,0.213
"P35","Muy mala",0.361,0.256,0.494,0.403,0.481,0.343,0.562,0.518,0.304
"P35","No sabe",0,0,0,0.037,0.085,0,0,0.052,0.037
"P36","Muy buena",0.261,0.049,0.298,0.316,0.443,0.372,0.347,0.063,0.083
"P36","Buena",0.042,0.104,0.065,0.057,0,0.349,0.036,0.4,0.036
"P36","Ni buena ni mala",0.169,0.042,0.123,0.096,0.085,0,0,0.02,0.047
"P36","Mala",0.168,0.085,0.084,0.125,0.11,0,0.226,0.262,0.194
"P36","Muy mala",0.36,0.72,0.43,0.39,0.362,0.279,0.365,0.255,0.62
"P36","No sabe",0,0,0,0.016,0,0,0.026,0,0.02
"P37","Muy buena",0.158,0.048,0.048,0.149,0.185,0,0.195,0.14,0.125
"P37","Buena",0.197,0.163,0.134,0.14,0.077,0.026,0.015,0.211,0.094
"P37","Ni buena ni mala",0.284,0.11,0.204,0.105,0.173,0.438,0.359,0.428,0.357
"P37","Mala",0.132,0,0.173,0.254,0,0.243,0.128,0.085,0.114
"P37","Muy mala",0.229,0.679,0.441,0.327,0.48,0.293,0.277,0.136,0.288
"P37","No sabe",0,0,0,0.025,0.085,0,0.026,0,0.022
"P38","Muy buena",0.148,0.029,0.069,0.105,0,0,0.023,0,0.041
"P38","Buena",0.254,0.044,0.239,0.303,0.073,0.55,0.077,0.218,0.03
"P38","Ni buena ni mala",0.295,0.11,0.185,0.2,0.313,0.157,0.205,0.394,0.196
"P38","Mala",0.047,0.023,0.138,0.152,0.146,0.041,0.236,0.223,0.23
"P38","Muy mala",0.256,0.794,0.361,0.224,0.383,0.252,0.459,0.165,0.486
"P38","No sabe",0,0,0.008,0.016,0.085,0,0,0,0.017
"P39","Muy buena",0.205,0.105,0.221,0.107,0.137,0,0.202,0.211,0.221
"P39","Buena",0.321,0.052,0.119,0.161,0.113,0.105,0.038,0.203,0.122
"P39","Ni buena ni mala",0.078,0.124,0.115,0.211,0.152,0.179,0.038,0.137,0.16
"P39","Mala",0.029,0,0.153,0.174,0.033,0.151,0.157,0.022,0.188
"P39","Muy mala",0.367,0.719,0.378,0.319,0.48,0.565,0.565,0.427,0.268
"P39","No sabe",0,0,0.014,0.028,0.085,0,0,0,0.041
"P40","Muy buena",0.148,0.077,0.126,0.054,0,0,0.344,0.154,0.205
"P40","Buena",0.124,0.064,0.113,0.116,0.027,0.078,0.019,0.117,0.126
"P40","Ni buena ni mala",0.245,0.49,0.147,0.198,0.109,0.026,0.082,0.083,0.27
"P40","Mala",0.301,0.052,0.201,0.157,0.071,0.291,0.087,0.182,0.193
"P40","Muy mala",0.098,0.317,0.385,0.44,0.633,0.605,0.442,0.464,0.186
"P40","No sabe",0.084,0,0.028,0.035,0.16,0,0.026,0,0.02
