"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P13","Nunca lo votaría",0.548,0.561,0.589,0.631,0.544,0.447,0.282,0.462,0.708
"P13","No sabe",0.163,0.033,0.024,0.068,0.01,0.361,0.351,0,0.055
"P14","Lo votaría",0.275,0.161,0.158,0.074,0.234,0.23,0,0.207,0.197
"P14","Puede que lo vote",0.163,0.028,0.215,0.327,0.259,0.147,0,0.202,0.119
"P14","Nunca lo votaría",0.403,0.433,0.525,0.444,0.381,0.456,0.626,0.498,0.423
"P14","No sabe",0.159,0.378,0.102,0.155,0.126,0.167,0.374,0.093,0.261
"P15","Lo votaría",0.227,0.157,0.093,0.076,0.133,0.233,0,0.041,0.031
"P15","Puede que lo vote",0.186,0.028,0.241,0.27,0.277,0.301,0,0.283,0.236
"P15","Nunca lo votaría",0.395,0.433,0.586,0.477,0.453,0.299,0.566,0.335,0.431
"P15","No sabe",0.192,0.382,0.08,0.177,0.137,0.167,0.434,0.341,0.302
"P16","Lo votaría",0.107,0.279,0.107,0.14,0.062,0.097,0.11,0.572,0.104
"P16","Puede que lo vote",0.129,0,0.13,0.216,0.305,0.135,0.367,0,0.067
"P16","Nunca lo votaría",0.632,0.422,0.733,0.37,0.605,0.496,0.171,0.357,0.746
"P16","No sabe",0.132,0.299,0.03,0.274,0.028,0.272,0.352,0.071,0.083
"P17","Lo votaría",0.086,0,0.072,0.023,0.114,0.057,0,0.167,0.078
"P17","Puede que lo vote",0.104,0.071,0.144,0.216,0.178,0.169,0.398,0.041,0.027
"P17","Nunca lo votaría",0.589,0.604,0.588,0.297,0.667,0.425,0.168,0.507,0.686
"P17","No sabe",0.221,0.325,0.196,0.464,0.041,0.349,0.434,0.285,0.209
"P18","Lo votaría",0.033,0,0.034,0,0,0,0.367,0,0.035
"P18","Puede que lo vote",0.143,0.099,0.105,0.128,0.149,0.034,0,0.208,0
"P18","Nunca lo votaría",0.55,0.576,0.648,0.298,0.646,0.209,0.166,0.451,0.663
"P18","No sabe",0.274,0.325,0.213,0.574,0.205,0.757,0.467,0.341,0.302
"P19","Lo votaría",0.103,0,0.049,0,0.041,0.035,0.427,0.089,0.035
"P19","Puede que lo vote",0.143,0.343,0.131,0.153,0.115,0.117,0,0.205,0.061
"P19","Nunca lo votaría",0.491,0.366,0.582,0.276,0.647,0.158,0.143,0.402,0.593
"P19","No sabe",0.263,0.291,0.238,0.571,0.197,0.69,0.43,0.304,0.311
"P20","La seguridad",0.154,0.026,0.045,0.046,0,0,0,0.049,0
"P20","El tránsito",0.024,0.028,0.066,0.01,0,0,0,0.037,0.007
"P20","El arreglo de las calles",0.102,0.301,0.363,0,0.101,0.122,0.06,0.242,0.153
"P20","El estado de las escuelas y la educación",0.194,0.455,0.224,0.815,0.223,0.374,0.023,0.041,0.046
"P20","El sistema de salud",0.029,0,0,0,0.181,0,0.059,0,0
"P20","El deporte y la cultura",0.018,0.055,0,0,0.014,0.263,0,0.156,0.007
"P20","La obra pública",0.118,0,0.065,0.048,0.052,0.075,0.566,0.034,0
"P20","La luminaria",0.033,0,0.015,0,0.051,0,0,0.362,0.013
"P20","No sabe",0.328,0.135,0.222,0.081,0.378,0.166,0.292,0.079,0.774
"P22","Agua corriente y cloacas",0.644,0.6,0.432,0.547,0.432,0.41,0.208,0.58,0.31
"P22","Energía eléctrica",0.073,0.116,0.081,0.058,0.048,0.34,0.11,0.203,0.03
"P22","Red de gas natural",0.055,0.071,0.32,0.085,0.063,0.037,0.132,0,0.054
"P22","Recolección de residuos",0.136,0.213,0.101,0.074,0.322,0.136,0.504,0.112,0.236
"P22","Ninguno",0.092,0,0.066,0.236,0.135,0.077,0.046,0.105,0.37
"P23","Los robos",0.672,0.411,0.671,0.649,0.405,0.59,0.045,0.333,0.3
"P23","El narcotráfico",0.14,0.08,0.099,0.057,0.278,0.081,0.278,0.331,0.146
"P23","La ausencia de patrulleros y personal policial",0.146,0.264,0.188,0.108,0.176,0.292,0.168,0.174,0.284
"P23","Otro",0.033,0.245,0.033,0.011,0.127,0.037,0.509,0.107,0.156
"P23","Ninguno",0.009,0,0.009,0.175,0.014,0,0,0.055,0.114
"P24","Muy buena",0.074,0.178,0.215,0.257,0.085,0.102,0.051,0.173,0.115
"P24","Buena",0.13,0,0.135,0.14,0.059,0.19,0.121,0.524,0.067
"P24","Ni buena ni mala",0.382,0.113,0.268,0.201,0.246,0.25,0.828,0.048,0.12
"P24","Mala",0.154,0.231,0.161,0.162,0.43,0.202,0,0.11,0.475
"P24","Muy mala",0.208,0.165,0.194,0.12,0.162,0.157,0,0.111,0.123
"P24","No sabe",0.052,0.313,0.027,0.12,0.018,0.099,0,0.034,0.1
"P25","Muy buena",0.095,0.177,0.063,0.081,0.047,0,0.053,0.179,0.075
"P25","Buena",0.109,0.298,0.128,0.179,0.045,0.078,0.116,0.233,0.095
"P25","Ni buena ni mala",0.365,0.115,0.205,0.294,0.256,0.386,0.831,0.072,0.137
"P25","Mala",0.196,0.2,0.224,0.169,0.159,0.345,0,0.14,0.293
"P25","Muy mala",0.207,0.163,0.335,0.152,0.444,0.159,0,0.118,0.296
"P25","No sabe",0.028,0.047,0.045,0.125,0.049,0.032,0,0.258,0.104
"P26","Muy buena",0.091,0.35,0.073,0.09,0.029,0.068,0.053,0.34,0.089
"P26","Buena",0.049,0.132,0.171,0.177,0.103,0,0.096,0.292,0.023
"P26","Ni buena ni mala",0.28,0.143,0.163,0.2,0.136,0.303,0.676,0,0.205
"P26","Mala",0.258,0,0.13,0.22,0.336,0.385,0.175,0,0.113
"P26","Muy mala",0.292,0.328,0.46,0.313,0.389,0.244,0,0.335,0.486
"P26","No sabe",0.03,0.047,0.003,0,0.007,0,0,0.033,0.084
"P27","Muy buena",0.151,0,0.03,0.089,0.029,0.028,0,0.232,0.025
"P27","Buena",0.137,0.086,0.125,0,0.096,0,0,0.053,0.067
"P27","Ni buena ni mala",0.315,0.108,0.271,0.125,0.373,0.275,0.775,0.037,0.408
"P27","Mala",0.12,0.179,0.14,0.179,0.183,0.28,0.225,0,0.093
"P27","Muy mala",0.175,0.438,0.239,0.206,0.148,0.085,0,0.183,0.108
"P27","No sabe",0.102,0.189,0.195,0.401,0.171,0.332,0,0.495,0.299
"P28","Muy buena",0.07,0.335,0.058,0.093,0.013,0.068,0.057,0.178,0.015
"P28","Buena",0.145,0.106,0.096,0.117,0.032,0,0.098,0.419,0.032
"P28","Ni buena ni mala",0.24,0.031,0.196,0.43,0.486,0.039,0.658,0.053,0.268
"P28","Mala",0.236,0.257,0.122,0.054,0.128,0.488,0.101,0.119,0.345
"P28","Muy mala",0.265,0.225,0.401,0.04,0.332,0.231,0,0.093,0.238
"P28","No sabe",0.044,0.046,0.127,0.266,0.009,0.174,0.086,0.138,0.102
"P29","Muy buena",0.052,0,0.081,0,0.05,0.027,0,0,0
"P29","Buena",0.133,0.106,0.042,0.143,0.116,0.05,0,0.231,0.085
"P29","Ni buena ni mala",0.399,0.242,0.406,0.362,0.367,0.359,0.797,0.247,0.525
"P29","Mala",0.133,0.143,0.166,0.074,0.177,0.321,0.11,0,0.057
"P29","Muy mala",0.159,0.432,0.144,0.18,0.227,0.036,0,0.062,0.224
"P29","No sabe",0.124,0.077,0.161,0.241,0.063,0.207,0.093,0.46,0.109
"P30","Muy buena",0.073,0,0.072,0.037,0.08,0.028,0,0.09,0.16
"P30","Buena",0.099,0.037,0.081,0.038,0.131,0.032,0.044,0.037,0.041
"P30","Ni buena ni mala",0.221,0.164,0.318,0.329,0.164,0.42,0.606,0.453,0.402
"P30","Mala",0.29,0.249,0.195,0.137,0.227,0.244,0.171,0.038,0.084
"P30","Muy mala",0.248,0.503,0.298,0.244,0.362,0.276,0.086,0.382,0.247
"P30","No sabe",0.069,0.047,0.036,0.215,0.036,0,0.093,0,0.066
"P31","Muy buena",0.088,0,0.02,0,0.038,0.036,0,0.093,0.133
"P31","Buena",0.082,0.157,0.081,0.055,0.065,0.032,0,0,0.047
"P31","Ni buena ni mala",0.359,0.116,0.315,0.292,0.363,0.577,0.648,0.349,0.447
"P31","Mala",0.139,0.037,0.115,0.137,0.126,0.101,0.172,0,0.059
"P31","Muy mala",0.146,0.471,0.169,0.188,0.249,0.077,0.086,0.037,0.193
"P31","No sabe",0.186,0.219,0.3,0.328,0.159,0.177,0.094,0.521,0.121
"P32","Muy buena",0.013,0,0.013,0,0.016,0,0,0.055,0
"P32","Buena",0.044,0.036,0.061,0,0.021,0.222,0,0,0.031
"P32","Ni buena ni mala",0.452,0.269,0.262,0.484,0.45,0.445,0.117,0.287,0.463
"P32","Mala",0.097,0.272,0.1,0.028,0.167,0.039,0.79,0.086,0.09
"P32","Muy mala",0.109,0.194,0.087,0.025,0.126,0.082,0,0,0.086
"P32","No sabe",0.285,0.229,0.477,0.463,0.22,0.212,0.093,0.572,0.33
"P33","Muy buena",0.011,0,0,0,0.007,0,0,0,0
"P33","Buena",0.014,0.036,0.062,0,0.021,0.182,0,0,0
"P33","Ni buena ni mala",0.482,0.305,0.283,0.536,0.512,0.486,0.178,0.428,0.496
"P33","Mala",0.112,0,0.126,0.028,0.098,0,0.729,0,0.119
"P33","Muy mala",0.122,0.195,0.121,0.049,0.126,0.082,0,0,0.026
"P33","No sabe",0.259,0.464,0.408,0.387,0.236,0.25,0.093,0.572,0.359
"P34","Muy buena",0.059,0.153,0.076,0.03,0.045,0,0,0.188,0
"P34","Buena",0.064,0.046,0.141,0.168,0.074,0.074,0,0.325,0.04
"P34","Ni buena ni mala",0.2,0.104,0.118,0.343,0.275,0.22,0.149,0.304,0.375
"P34","Mala",0.234,0.457,0.107,0.205,0.215,0,0.086,0,0.144
"P34","Muy mala",0.367,0.24,0.466,0.18,0.355,0.607,0.765,0.149,0.257
"P34","No sabe",0.076,0,0.092,0.074,0.036,0.099,0,0.034,0.184
"P35","Muy buena",0.106,0,0.101,0.056,0.032,0.053,0,0.09,0.012
"P35","Buena",0.177,0,0.193,0.276,0.116,0.263,0,0.176,0.096
"P35","Ni buena ni mala",0.2,0.096,0.142,0.024,0.269,0.115,0.111,0,0.144
"P35","Mala",0.15,0.418,0.178,0.378,0.139,0.101,0.059,0.217,0.087
"P35","Muy mala",0.35,0.486,0.37,0.204,0.408,0.468,0.83,0.517,0.6
"P35","No sabe",0.017,0,0.016,0.062,0.036,0,0,0,0.061
"P36","Muy buena",0.2,0.574,0.147,0.294,0.27,0.134,0.802,0.217,0.177
"P36","Buena",0.071,0.046,0.053,0.077,0.105,0,0,0.336,0
"P36","Ni buena ni mala",0.07,0,0.134,0.024,0.038,0.133,0,0.086,0.097
"P36","Mala",0.213,0.04,0.062,0.247,0.098,0,0,0.057,0.124
"P36","Muy mala",0.434,0.34,0.596,0.334,0.489,0.733,0.198,0.304,0.566
"P36","No sabe",0.012,0,0.008,0.024,0,0,0,0,0.036
"P37","Muy buena",0.166,0.04,0.06,0.148,0.087,0.028,0.651,0,0.049
"P37","Buena",0.132,0.096,0.125,0.157,0.066,0.364,0,0.091,0.049
"P37","Ni buena ni mala",0.263,0.153,0.193,0.137,0.26,0.242,0.111,0.658,0.393
"P37","Mala",0.112,0.226,0.186,0.278,0.278,0.04,0.151,0.089,0.095
"P37","Muy mala",0.306,0.485,0.428,0.256,0.302,0.326,0.087,0.162,0.378
"P37","No sabe",0.021,0,0.008,0.024,0.007,0,0,0,0.036
"P38","Muy buena",0.06,0.153,0.061,0.053,0.06,0.027,0.091,0,0.112
"P38","Buena",0.155,0.337,0.161,0.262,0.21,0.274,0,0.405,0.072
"P38","Ni buena ni mala",0.209,0.196,0.168,0.31,0.303,0.066,0.06,0.33,0.13
"P38","Mala",0.193,0.036,0.105,0.173,0.119,0.053,0.198,0.057,0.306
"P38","Muy mala",0.367,0.278,0.498,0.178,0.308,0.58,0.651,0.208,0.353
"P38","No sabe",0.016,0,0.007,0.024,0,0,0,0,0.027
"P39","Muy buena",0.224,0,0.203,0.09,0.1,0.066,0,0.142,0.198
"P39","Buena",0.118,0.031,0.167,0.221,0.158,0.358,0.111,0.096,0.089
"P39","Ni buena ni mala",0.178,0.191,0.11,0.197,0.252,0,0,0,0.059
"P39","Mala",0.112,0.372,0.093,0.215,0.153,0.127,0.238,0.032,0.32
"P39","Muy mala",0.329,0.406,0.42,0.253,0.337,0.348,0.651,0.73,0.307
"P39","No sabe",0.039,0,0.007,0.024,0,0.101,0,0,0.027
"P40","Muy buena",0.147,0,0.221,0.046,0.162,0.027,0,0.075,0.136
"P40","Buena",0.076,0,0.158,0.161,0.186,0.152,0,0.193,0.042
"P40","Ni buena ni mala",0.282,0.259,0.175,0.055,0.24,0.317,0,0,0.135
"P40","Mala",0.166,0.24,0.183,0.289,0.102,0.052,0.153,0.033,0.288
"P40","Muy mala",0.31,0.501,0.222,0.401,0.31,0.35,0.736,0.699,0.329
"P40","No sabe",0.019,0,0.041,0.048,0,0.102,0.111,0,0.07
