"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","En blanco","No sabe"
"P49","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.825,0.03,0.478,0.176
"P49","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.085,0.695,0.07,0.127
"P49","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.021,0.214,0.431,0.168
"P49","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.038,0.032,0,0.132
"P49","Otros",0.012,0.013,0.021,0.092
"P49","En blanco",0.019,0.016,0,0.305
"P50","Al candidato a intendente de Union por la Patria",0.726,0.063,0.442,0.165
"P50","Al candidato a intendente por Juntos por el Cambio",0.117,0.691,0.136,0.232
"P50","Al candidato a intendente por la Libertad Avanza",0.033,0.188,0.258,0.14
"P50","Al candidato a intendente por el Frente de Izquierda",0.069,0.005,0.075,0.101
"P50","Otros",0.042,0.041,0.017,0.075
"P50","En blanco",0.013,0.012,0.072,0.287
"P51","Totalmente seguro",0.686,0.701,0.707,0.339
"P51","Bastante seguro",0.164,0.178,0.081,0.196
"P51","Algo seguro",0.111,0.069,0.206,0.105
"P51","Para nada seguro",0.039,0.052,0.006,0.36
"P52","Si",0.523,0.41,0.454,0.387
"P52","No",0.477,0.59,0.546,0.613
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.846,0.024,0.135,0.085
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.047,0.561,0.052,0.103
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.062,0.378,0.673,0.479
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.019,0.004,0.053,0.079
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.005,0.02,0.007,0.058
"PRESIDENTE","Otros",0.004,0.005,0.045,0.074
"PRESIDENTE","En blanco",0.003,0.006,0.028,0.041
"PRESIDENTE","No sabe",0.014,0.002,0.007,0.081
"GOBERNADOR","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.862,0.031,0.178,0.13
"GOBERNADOR","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.045,0.626,0.048,0.071
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.046,0.302,0.64,0.452
"GOBERNADOR","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.019,0.014,0.05,0.066
"GOBERNADOR","Otros",0.006,0.01,0.049,0.083
"GOBERNADOR","En blanco",0.006,0.013,0.028,0.103
"GOBERNADOR","No sabe",0.016,0.004,0.007,0.095
"CORTA_PRESIDENTE","Si",0.096,0.176,0.144,0.307
"CORTA_PRESIDENTE","No",0.904,0.824,0.856,0.693
"CORTA_GOBERNADOR","Si",0.123,0.273,0.19,0.395
"CORTA_GOBERNADOR","No",0.877,0.727,0.81,0.605
