"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P48","Buena",0.149,0.116,0.145,0.148
"P48","Ni buena ni mala",0.148,0.161,0.16,0.148
"P48","Mala",0.107,0.075,0.099,0.112
"P48","Muy mala",0.496,0.5,0.48,0.453
"P48","No sabe",0.005,0.005,0.015,0.011
"P49","Muy buena",0.036,0.071,0.075,0.085
"P49","Buena",0.124,0.106,0.111,0.132
"P49","Ni buena ni mala",0.181,0.126,0.171,0.122
"P49","Mala",0.123,0.128,0.091,0.146
"P49","Muy mala",0.531,0.545,0.547,0.505
"P49","No sabe",0.005,0.024,0.005,0.01
"P50","Muy buena",0.23,0.219,0.194,0.249
"P50","Buena",0.079,0.049,0.09,0.051
"P50","Ni buena ni mala",0.06,0.063,0.086,0.049
"P50","Mala",0.048,0.071,0.04,0.065
"P50","Muy mala",0.581,0.594,0.587,0.572
"P50","No sabe",0.002,0.004,0.003,0.014
"P51","Muy buena",0.166,0.185,0.158,0.253
"P51","Buena",0.17,0.206,0.153,0.199
"P51","Ni buena ni mala",0.124,0.157,0.217,0.125
"P51","Mala",0.117,0.171,0.167,0.108
"P51","Muy mala",0.421,0.262,0.301,0.298
"P51","No sabe",0.002,0.019,0.004,0.017
"P52","Muy buena",0.126,0.14,0.128,0.203
"P52","Buena",0.201,0.181,0.156,0.275
"P52","Ni buena ni mala",0.19,0.256,0.253,0.173
"P52","Mala",0.14,0.151,0.153,0.095
"P52","Muy mala",0.339,0.231,0.26,0.213
"P52","No sabe",0.004,0.041,0.05,0.041
"P53","Muy buena",0.077,0.085,0.047,0.121
"P53","Buena",0.166,0.101,0.133,0.154
"P53","Ni buena ni mala",0.151,0.193,0.183,0.173
"P53","Mala",0.15,0.141,0.127,0.167
"P53","Muy mala",0.449,0.46,0.475,0.364
"P53","No sabe",0.007,0.02,0.035,0.021
"P54","Muy buena",0.242,0.248,0.254,0.339
"P54","Buena",0.175,0.213,0.165,0.166
"P54","Ni buena ni mala",0.111,0.171,0.199,0.095
"P54","Mala",0.091,0.103,0.081,0.09
"P54","Muy mala",0.375,0.231,0.27,0.294
"P54","No sabe",0.006,0.034,0.031,0.016
"P55","Muy buena",0.167,0.265,0.199,0.129
"P55","Buena",0.167,0.184,0.189,0.124
"P55","Ni buena ni mala",0.193,0.229,0.232,0.302
"P55","Mala",0.111,0.097,0.116,0.117
"P55","Muy mala",0.353,0.173,0.229,0.285
"P55","No sabe",0.009,0.052,0.035,0.043
"P56","Muy buena",0.154,0.221,0.189,0.213
"P56","Buena",0.189,0.188,0.185,0.238
"P56","Ni buena ni mala",0.158,0.192,0.194,0.149
"P56","Mala",0.132,0.136,0.148,0.095
"P56","Muy mala",0.362,0.233,0.265,0.258
"P56","No sabe",0.005,0.03,0.019,0.047
"P57","Muy buena",0.156,0.109,0.097,0.163
"P57","Buena",0.152,0.108,0.088,0.108
"P57","Ni buena ni mala",0.178,0.216,0.187,0.164
"P57","Mala",0.127,0.151,0.123,0.171
"P57","Muy mala",0.349,0.311,0.398,0.325
"P57","No sabe",0.038,0.105,0.107,0.069
"P58","Muy buena",0.098,0.082,0.057,0.088
"P58","Buena",0.15,0.111,0.14,0.161
"P58","Ni buena ni mala",0.314,0.376,0.324,0.358
"P58","Mala",0.182,0.153,0.14,0.181
"P58","Muy mala",0.21,0.187,0.237,0.141
"P58","No sabe",0.046,0.091,0.102,0.071
"P59","Muy buena",0.055,0.063,0.057,0.07
"P59","Buena",0.116,0.101,0.116,0.194
"P59","Ni buena ni mala",0.266,0.362,0.314,0.284
"P59","Mala",0.159,0.13,0.131,0.147
"P59","Muy mala",0.321,0.229,0.218,0.228
"P59","No sabe",0.083,0.115,0.164,0.077
"P60","Siempre",0.253,0.31,0.213,0.346
"P60","Casi siempre",0.383,0.329,0.424,0.415
"P60","Casi nunca",0.262,0.248,0.228,0.158
"P60","Nunca, pero esta es una excepción",0.102,0.113,0.135,0.081
"P61","Si",0.586,0.568,0.509,0.566
"P61","No",0.414,0.432,0.491,0.434
