"var","categoria","Del Frente de Todos y el peronismo","De Juntos por el cambio","De los Liberales libertarios","De la Izquierda","No sabe"
"P46","Wado de Pedro por el Frente de Todos",0.659,0.067,0.137,0.429,0.157
"P46","No sabe",0.228,0.11,0.284,0.494,0.547
"P47","Patricia Bullrich por Juntos por el Cambio",0.098,0.895,0.688,0.115,0.339
"P47","Cristina Fernández de Kirchner por el Frente de Todos",0.846,0.029,0.051,0.469,0.22
"P47","No sabe",0.056,0.076,0.261,0.416,0.441
"P48","Muy buena",0.147,0.109,0.085,0.058,0.082
"P48","Buena",0.405,0.026,0.023,0.102,0.032
"P48","Ni buena ni mala",0.282,0.037,0.058,0.321,0.288
"P48","Mala",0.096,0.077,0.06,0.337,0.198
"P48","Muy mala",0.059,0.749,0.771,0.182,0.374
"P48","No sabe",0.011,0.002,0.003,0,0.026
"P49","Muy buena",0.145,0.013,0.02,0.091,0.029
"P49","Buena",0.342,0.012,0.016,0.136,0.058
"P49","Ni buena ni mala",0.319,0.04,0.061,0.259,0.239
"P49","Mala",0.103,0.126,0.075,0.28,0.213
"P49","Muy mala",0.085,0.803,0.828,0.185,0.427
"P49","No sabe",0.006,0.006,0,0.049,0.034
"P50","Muy buena",0.647,0.024,0.026,0.233,0.103
"P50","Buena",0.16,0.01,0.011,0.208,0.082
"P50","Ni buena ni mala",0.093,0.019,0.027,0.112,0.158
"P50","Mala",0.027,0.056,0.044,0.15,0.12
"P50","Muy mala",0.07,0.889,0.891,0.274,0.519
"P50","No sabe",0.003,0.002,0.001,0.023,0.018
"P51","Muy buena",0.112,0.344,0.094,0.093,0.05
"P51","Buena",0.058,0.313,0.203,0.052,0.072
"P51","Ni buena ni mala",0.051,0.147,0.248,0.034,0.227
"P51","Mala",0.147,0.046,0.181,0.227,0.265
"P51","Muy mala",0.622,0.149,0.271,0.571,0.351
"P51","No sabe",0.01,0.001,0.003,0.023,0.035
"P52","Muy buena",0.038,0.31,0.059,0.027,0.065
"P52","Buena",0.052,0.353,0.192,0.137,0.172
"P52","Ni buena ni mala",0.113,0.243,0.234,0.063,0.332
"P52","Mala",0.198,0.048,0.179,0.24,0.149
"P52","Muy mala",0.575,0.039,0.33,0.52,0.166
"P52","No sabe",0.024,0.007,0.006,0.013,0.116
"P53","Muy buena",0.179,0.051,0.027,0.075,0.032
"P53","Buena",0.326,0.066,0.042,0.125,0.118
"P53","Ni buena ni mala",0.265,0.107,0.076,0.247,0.242
"P53","Mala",0.095,0.151,0.163,0.28,0.218
"P53","Muy mala",0.122,0.621,0.685,0.273,0.31
"P53","No sabe",0.013,0.004,0.007,0,0.08
"P54","Muy buena",0.073,0.485,0.249,0.079,0.122
"P54","Buena",0.055,0.258,0.28,0.066,0.108
"P54","Ni buena ni mala",0.091,0.092,0.211,0.068,0.25
"P54","Mala",0.122,0.039,0.067,0.227,0.188
"P54","Muy mala",0.651,0.113,0.181,0.56,0.266
"P54","No sabe",0.008,0.013,0.012,0,0.066
"P55","Muy buena",0.039,0.152,0.565,0.078,0.057
"P55","Buena",0.037,0.234,0.27,0.054,0.125
"P55","Ni buena ni mala",0.091,0.365,0.125,0.096,0.335
"P55","Mala",0.144,0.118,0.017,0.128,0.146
"P55","Muy mala",0.671,0.107,0.018,0.639,0.234
"P55","No sabe",0.018,0.024,0.005,0.005,0.103
"P56","Muy buena",0.033,0.353,0.154,0.126,0.089
"P56","Buena",0.028,0.346,0.228,0.073,0.144
"P56","Ni buena ni mala",0.077,0.196,0.212,0.096,0.257
"P56","Mala",0.182,0.054,0.147,0.141,0.188
"P56","Muy mala",0.66,0.043,0.251,0.55,0.237
"P56","No sabe",0.02,0.008,0.008,0.014,0.085
"P57","Muy buena",0.357,0.055,0.021,0.18,0.038
"P57","Buena",0.259,0.073,0.042,0.117,0.089
"P57","Ni buena ni mala",0.166,0.161,0.174,0.337,0.282
"P57","Mala",0.076,0.192,0.125,0.106,0.166
"P57","Muy mala",0.098,0.474,0.563,0.215,0.238
"P57","No sabe",0.044,0.045,0.075,0.045,0.187
"P58","Muy buena",0.091,0.09,0.062,0.169,0.093
"P58","Buena",0.129,0.181,0.1,0.132,0.131
"P58","Ni buena ni mala",0.346,0.326,0.323,0.24,0.386
"P58","Mala",0.191,0.197,0.136,0.097,0.103
"P58","Muy mala",0.178,0.172,0.312,0.226,0.122
"P58","No sabe",0.065,0.034,0.067,0.136,0.165
"P59","Muy buena",0.029,0.102,0.045,0.025,0.037
"P59","Buena",0.048,0.234,0.085,0.069,0.081
"P59","Ni buena ni mala",0.206,0.357,0.275,0.235,0.365
"P59","Mala",0.166,0.138,0.148,0.176,0.119
"P59","Muy mala",0.479,0.108,0.321,0.362,0.154
"P59","No sabe",0.072,0.061,0.126,0.133,0.244
"P60","Siempre",0.3,0.303,0.251,0.278,0.177
"P60","Casi siempre",0.387,0.378,0.401,0.47,0.357
"P60","Casi nunca",0.239,0.221,0.227,0.1,0.304
"P60","Nunca, pero esta es una excepción",0.074,0.098,0.121,0.152,0.162
"P61","Si",0.619,0.56,0.563,0.63,0.452
"P61","No",0.381,0.44,0.437,0.37,0.548
