"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.325,0.366,0.392,0.269
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.293,0.25,0.284,0.225
"P36","En blanco",0.282,0.263,0.164,0.203
"P36","No sabe",0.1,0.121,0.16,0.303
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.366,0.367,0.337,0.291
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.386,0.341,0.41,0.233
"P37","En blanco",0.155,0.161,0.091,0.136
"P37","No sabe",0.093,0.131,0.162,0.34
"P38","Lo votaría",0.331,0.314,0.249,0.232
"P38","Puede que lo vote",0.098,0.139,0.181,0.116
"P38","Nunca lo votaría",0.548,0.522,0.469,0.493
"P38","No sabe",0.023,0.025,0.101,0.159
"P39","Lo votaría",0.202,0.231,0.168,0.126
"P39","Puede que lo vote",0.111,0.157,0.131,0.102
"P39","Nunca lo votaría",0.652,0.568,0.607,0.588
"P39","No sabe",0.035,0.044,0.094,0.184
"P40","Lo votaría",0.397,0.383,0.277,0.194
"P40","Puede que lo vote",0.138,0.182,0.218,0.172
"P40","Nunca lo votaría",0.437,0.401,0.44,0.503
"P40","No sabe",0.028,0.034,0.065,0.131
"P41","Lo votaría",0.282,0.309,0.25,0.195
"P41","Puede que lo vote",0.189,0.229,0.277,0.2
"P41","Nunca lo votaría",0.491,0.417,0.393,0.466
"P41","No sabe",0.038,0.045,0.08,0.139
"P42","Lo votaría",0.283,0.217,0.314,0.2
"P42","Puede que lo vote",0.161,0.207,0.197,0.115
"P42","Nunca lo votaría",0.527,0.546,0.428,0.555
"P42","No sabe",0.029,0.03,0.061,0.13
"P43","Lo votaría",0.085,0.064,0.13,0.05
"P43","Puede que lo vote",0.16,0.182,0.196,0.128
"P43","Nunca lo votaría",0.722,0.703,0.571,0.675
"P43","No sabe",0.033,0.051,0.103,0.147
"P44","Lo votaría",0.054,0.05,0.108,0.053
"P44","Puede que lo vote",0.143,0.212,0.265,0.153
"P44","Nunca lo votaría",0.754,0.663,0.537,0.622
"P44","No sabe",0.049,0.075,0.09,0.172
"P52","Si",0.52,0.526,0.484,0.421
"P52","No",0.48,0.474,0.516,0.579
