"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P18","Lo votaría",0.27,0.324,0.299,0.134
"P18","Puede que lo vote",0.16,0.167,0.162,0.16
"P18","Nunca lo votaría",0.528,0.394,0.429,0.632
"P18","No sabe",0.042,0.115,0.11,0.074
"P19","La votaría",0.115,0.131,0.124,0.144
"P19","Puede que la vote",0.212,0.174,0.19,0.223
"P19","Nunca la votaría",0.607,0.541,0.562,0.512
"P19","No sabe",0.066,0.154,0.124,0.121
"P20","Lo votaría",0.128,0.07,0.074,0.121
"P20","Puede que lo vote",0.154,0.125,0.102,0.142
"P20","Nunca lo votaría",0.631,0.608,0.657,0.627
"P20","No sabe",0.087,0.197,0.167,0.11
"P21","Lo votaría",0.103,0.091,0.074,0.1
"P21","Puede que lo vote",0.177,0.152,0.132,0.165
"P21","Nunca lo votaría",0.65,0.63,0.668,0.668
"P21","No sabe",0.07,0.127,0.126,0.067
"P22","Horacio Rodríguez Larreta por Juntos por el Cambio",0.086,0.081,0.075,0.083
"P22","Patricia Bullrich por Juntos por el Cambio",0.217,0.162,0.2,0.411
"P22","Facundo Manes por Juntos por el Cambio",0.045,0.041,0.038,0.048
"P22","Alberto Fernández por el Frente de Todos",0.042,0.098,0.109,0.045
"P22","Sergio Massa por el Frente de Todos",0.073,0.069,0.058,0.069
"P22","Wado de Pedro por el Frente de Todos",0.12,0.072,0.068,0.107
"P22","Daniel Scioli por el Frente de Todos",0.069,0.064,0.052,0.055
"P22","Javier Milei por los liberales libertarios",0.231,0.261,0.26,0.083
"P22","Al candidato del Frente de Izquierda",0.021,0.031,0.021,0.016
"P22","No sabe",0.096,0.121,0.119,0.083
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.079,0.073,0.067,0.069
"P23","Patricia Bullrich por Juntos por el Cambio",0.206,0.148,0.203,0.398
"P23","María Eugenia Vidal por Juntos por el Cambio",0.041,0.068,0.052,0.052
"P23","Facundo Manes por Juntos por el Cambio",0.04,0.043,0.033,0.041
"P23","Sergio Massa por el Frente de Todos",0.096,0.09,0.076,0.082
"P23","Wado de Pedro por el Frente de Todos",0.127,0.075,0.078,0.115
"P23","Daniel Scioli por el Frente de Todos",0.073,0.07,0.055,0.066
"P23","Javier Milei por los liberales libertarios",0.232,0.266,0.254,0.083
"P23","Al candidato del Frente de Izquierda",0.02,0.03,0.023,0.015
"P23","No sabe",0.086,0.137,0.159,0.079
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.086,0.07,0.067,0.073
"P24","Patricia Bullrich por Juntos por el Cambio",0.205,0.161,0.192,0.402
"P24","María Eugenia Vidal por Juntos por el Cambio",0.04,0.052,0.05,0.054
"P24","Facundo Manes por Juntos por el Cambio",0.04,0.029,0.027,0.043
"P24","Sergio Massa por el Frente de Todos",0.102,0.09,0.064,0.081
"P24","Wado de Pedro por el Frente de Todos",0.144,0.083,0.081,0.126
"P24","Alberto Fernández por el Frente de Todos",0.055,0.113,0.119,0.051
"P24","Javier Milei por los liberales libertarios",0.235,0.262,0.238,0.077
"P24","Al candidato del Frente de Izquierda",0.019,0.02,0.025,0.012
"P24","No sabe",0.074,0.12,0.137,0.081
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.081,0.072,0.08,0.088
"P25","Patricia Bullrich por Juntos por el Cambio",0.183,0.144,0.185,0.365
"P25","Facundo Manes por Juntos por el Cambio",0.072,0.067,0.075,0.104
"P25","Sergio Massa por el Frente de Todos",0.089,0.101,0.074,0.082
"P25","Wado de Pedro por el Frente de Todos",0.128,0.098,0.09,0.12
"P25","Daniel Scioli por el Frente de Todos",0.092,0.089,0.092,0.073
"P25","Javier Milei por los liberales libertario",0.131,0.15,0.108,0.049
"P25","Al candidato del Frente de Izquierda",0.156,0.168,0.164,0.035
"P25","No sabe",0.068,0.111,0.132,0.084
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.103,0.096,0.093,0.113
"P26","Patricia Bulrich por Juntos por el Cambio",0.216,0.175,0.218,0.429
"P26","Alberto Fernández por el Frente de Todos",0.064,0.137,0.165,0.078
"P26","Sergio Massa por el Frente de Todos",0.179,0.128,0.107,0.146
"P26","Javier Milei por los liberales libertarios",0.256,0.27,0.231,0.088
"P26","Al candidato del Frente de Izquierda",0.056,0.062,0.056,0.041
"P26","No sabe",0.126,0.132,0.13,0.105
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.099,0.097,0.113,0.11
"P27","Patricia Bullrich por Juntos por el Cambio",0.228,0.162,0.229,0.44
"P27","Wado de Pedro por el Frente de Todos",0.144,0.121,0.112,0.125
"P27","Sergio Massa por el Frente de Todos",0.14,0.141,0.139,0.138
"P27","Javier Milei por los liberales libertarios",0.261,0.305,0.241,0.081
"P27","Al candidato del Frente de Izquierda",0.039,0.043,0.041,0.025
"P27","No sabe",0.089,0.131,0.125,0.081
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.1,0.094,0.117,0.11
"P28","Patricia Bullrich por Juntos por el Cambio",0.227,0.175,0.235,0.429
"P28","Wado de Pedro por el Frente de Todos",0.158,0.117,0.128,0.143
"P28","Daniel Scioli por el Frente de Todos",0.131,0.131,0.089,0.123
"P28","Javier Milei por los liberales libertarios",0.262,0.316,0.245,0.082
"P28","Al candidato del Frente de Izquierda",0.033,0.04,0.048,0.026
"P28","No sabe",0.089,0.127,0.138,0.087
"P29","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.12,0.134,0.153,0.155
"P29","Patricia Bullrich presidenta – Gustavo Valdes vice por Juntos por el Cambio",0.196,0.144,0.191,0.364
"P29","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.122,0.123,0.119,0.118
"P29","Wado de Pedro presidente – Jorge Capitanich vice por el Frente de Todos",0.173,0.131,0.127,0.163
"P29","Javier Milei presidente y su candidato a vice",0.255,0.317,0.243,0.082
"P29","A los candidatos de la izquierda",0.033,0.024,0.032,0.023
"P29","No sabe",0.101,0.127,0.135,0.095
"P30","Alberto Fernández por el Frente de Todos",0.224,0.213,0.264,0.215
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.221,0.161,0.208,0.345
"P30","Javier Milei por los liberales libertarios",0.312,0.386,0.28,0.149
"P30","Al candidato del Frente de Izquierda",0.058,0.057,0.056,0.034
"P30","No sabe",0.185,0.183,0.192,0.257
"P31","Sergio Massa por el Frente de Todos",0.261,0.193,0.217,0.24
"P31","Horacio Rodríguez Larreta por Juntos por el Cambio",0.221,0.191,0.208,0.375
"P31","Javier Milei por los liberales libertarios",0.322,0.404,0.307,0.149
"P31","Al candidato del Frente de Izquierda",0.05,0.055,0.056,0.044
"P31","No sabe",0.146,0.157,0.212,0.192
"P32","Wado de Pedro por el Frente de Todos",0.263,0.2,0.204,0.26
"P32","Horacio Rodríguez Larreta por Juntos por el Cambio",0.231,0.183,0.238,0.389
"P32","Javier Milei por los liberales libertarios",0.324,0.384,0.307,0.148
"P32","Al candidato del Frente de Izquierda",0.038,0.049,0.038,0.018
"P32","No sabe",0.144,0.184,0.213,0.185
"P33","Daniel Scioli por el Frente de Todos",0.258,0.215,0.208,0.24
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.238,0.177,0.245,0.406
"P33","Javier Milei por los liberales libertarios",0.316,0.393,0.306,0.135
"P33","Al candidato del Frente de Izquierda",0.043,0.044,0.052,0.037
"P33","No sabe",0.145,0.171,0.189,0.182
"P34","Sergio Massa por el Frente de Todos",0.276,0.202,0.2,0.258
"P34","Patricia Bullrich por Juntos por el Cambio",0.313,0.239,0.316,0.508
"P34","Javier Milei por los liberales libertarios",0.242,0.335,0.269,0.096
"P34","Al candidato del Frente de Izquierda",0.049,0.067,0.046,0.027
"P34","No sabe",0.12,0.157,0.169,0.111
"P35","Alberto Fernández por el Frente de Todos",0.252,0.216,0.251,0.24
"P35","Patricia Bullrich por Juntos por el Cambio",0.306,0.25,0.324,0.502
"P35","Javier Milei por los liberales libertarios",0.252,0.33,0.262,0.105
"P35","Al candidato del Frente de Izquierda",0.064,0.057,0.048,0.032
"P35","No sabe",0.126,0.147,0.115,0.121
"P36","Wado de Pedro por el Frente de Todos",0.276,0.178,0.2,0.274
"P36","Patricia Bullrich por Juntos por el Cambio",0.309,0.26,0.321,0.509
"P36","Javier Milei por los liberales libertarios",0.251,0.343,0.262,0.091
"P36","Al candidato del Frente de Izquierda",0.037,0.049,0.057,0.024
"P36","No sabe",0.127,0.17,0.16,0.102
"P37","Daniel Scioli por el Frente de Todos",0.276,0.214,0.22,0.25
"P37","Patricia Bullrich por Juntos por el Cambio",0.319,0.262,0.336,0.517
"P37","Javier Milei por los liberales libertarios",0.242,0.326,0.26,0.1
"P37","Al candidato del Frente de Izquierda",0.047,0.053,0.047,0.027
"P37","No sabe",0.116,0.145,0.137,0.106
"P38","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.217,0.185,0.228,0.349
"P38","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.262,0.216,0.235,0.299
"P38","Javier Milei presidente y su candidato a vice",0.308,0.39,0.285,0.124
"P38","A los candidatos de la izquierda",0.053,0.055,0.052,0.036
"P38","No sabe",0.16,0.154,0.2,0.192
"P39","Patricia Bullrich presidenta – Gustavo Valdés vice por Juntos por el Cambio",0.29,0.219,0.322,0.488
"P39","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.259,0.22,0.203,0.244
"P39","Javier Milei presidente y su candidato a vice",0.249,0.347,0.252,0.1
"P39","A los candidatos de la izquierda",0.056,0.05,0.052,0.028
"P39","No sabe",0.146,0.164,0.171,0.14
"P40","Sergio Massa por el Frente de Todos",0.34,0.26,0.256,0.3
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.352,0.315,0.359,0.472
"P40","No sabe",0.308,0.425,0.385,0.228
"P41","Alberto Fernández por el Frente de Todos",0.309,0.249,0.284,0.265
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.382,0.342,0.403,0.485
"P41","No sabe",0.309,0.409,0.313,0.25
"P42","Sergio Massa por el Frente de Todos",0.333,0.271,0.248,0.294
"P42","Patricia Bullrich por Juntos por el Cambio",0.474,0.417,0.484,0.582
"P42","No sabe",0.193,0.312,0.268,0.124
"P43","Alberto Fernández por el Frente de Todos",0.319,0.258,0.276,0.268
"P43","Patricia Bullrich por Juntos por el Cambio",0.484,0.426,0.487,0.579
"P43","No sabe",0.197,0.316,0.237,0.153
"P44","Wado de Pedro por el Frente de Todos",0.316,0.234,0.237,0.279
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.396,0.351,0.426,0.514
"P44","No sabe",0.288,0.415,0.337,0.207
"P45","Daniel Scioli por el Frente de Todos",0.326,0.258,0.259,0.298
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.379,0.341,0.401,0.505
"P45","No sabe",0.295,0.401,0.34,0.197
"P46","Wado de Pedro por el Frente de Todos",0.329,0.239,0.235,0.284
"P46","Patricia Bullrich por Juntos por el Cambio",0.472,0.415,0.494,0.583
"P46","No sabe",0.199,0.346,0.271,0.133
"P47","Daniel Scioli por el Frente de Todos",0.334,0.259,0.248,0.272
"P47","Patricia Bullrich por Juntos por el Cambio",0.483,0.437,0.513,0.58
"P47","No sabe",0.183,0.304,0.239,0.148
"P48","Horacio Rodríguez Larreta por Juntos por el Cambio",0.281,0.255,0.276,0.44
"P48","Javier Milei por los liberales libertarios",0.342,0.395,0.379,0.201
"P48","No sabe",0.377,0.35,0.345,0.359
"P49","Patricia Bullrich por Juntos por el Cambio",0.322,0.275,0.367,0.537
"P49","Javier Milei por los liberales libertarios",0.278,0.347,0.278,0.115
"P49","No sabe",0.4,0.378,0.355,0.348
"P50","Alberto Fernández por el Frente de Todos",0.313,0.266,0.283,0.324
"P50","Javier Milei por los liberales libertarios",0.425,0.431,0.463,0.275
"P50","No sabe",0.262,0.303,0.254,0.401
"P51","Sergio Massa por el Frente de Todos",0.336,0.247,0.25,0.304
"P51","Javier Milei por los liberales libertarios",0.443,0.485,0.47,0.335
"P51","No sabe",0.221,0.268,0.28,0.361
"P52","Muy buena",0.058,0.114,0.091,0.059
"P52","Buena",0.138,0.153,0.148,0.16
"P52","Ni buena ni mala",0.159,0.178,0.139,0.164
"P52","Mala",0.125,0.054,0.102,0.11
"P52","Muy mala",0.517,0.482,0.514,0.497
"P52","No sabe",0.003,0.019,0.006,0.01
"P53","Muy buena",0.228,0.22,0.193,0.25
"P53","Buena",0.076,0.084,0.058,0.043
"P53","Ni buena ni mala",0.056,0.082,0.072,0.042
"P53","Mala",0.054,0.033,0.088,0.063
"P53","Muy mala",0.582,0.564,0.583,0.599
"P53","No sabe",0.004,0.017,0.006,0.003
"P54","Muy buena",0.151,0.195,0.176,0.289
"P54","Buena",0.148,0.138,0.152,0.189
"P54","Ni buena ni mala",0.145,0.214,0.161,0.115
"P54","Mala",0.123,0.105,0.164,0.103
"P54","Muy mala",0.43,0.336,0.334,0.298
"P54","No sabe",0.003,0.012,0.013,0.006
"P55","Muy buena",0.085,0.109,0.125,0.189
"P55","Buena",0.163,0.174,0.14,0.28
"P55","Ni buena ni mala",0.195,0.197,0.286,0.184
"P55","Mala",0.177,0.149,0.149,0.118
"P55","Muy mala",0.376,0.339,0.289,0.221
"P55","No sabe",0.004,0.032,0.011,0.008
"P56","Muy buena",0.072,0.085,0.046,0.08
"P56","Buena",0.139,0.131,0.135,0.187
"P56","Ni buena ni mala",0.182,0.146,0.194,0.169
"P56","Mala",0.153,0.129,0.111,0.11
"P56","Muy mala",0.453,0.482,0.487,0.45
"P56","No sabe",0.001,0.027,0.027,0.004
"P57","Muy buena",0.234,0.234,0.298,0.345
"P57","Buena",0.163,0.15,0.105,0.161
"P57","Ni buena ni mala",0.129,0.177,0.181,0.085
"P57","Mala",0.09,0.104,0.075,0.064
"P57","Muy mala",0.382,0.301,0.334,0.332
"P57","No sabe",0.002,0.034,0.007,0.013
"P58","Muy buena",0.226,0.282,0.227,0.102
"P58","Buena",0.123,0.165,0.158,0.147
"P58","Ni buena ni mala",0.152,0.185,0.186,0.261
"P58","Mala",0.114,0.069,0.16,0.123
"P58","Muy mala",0.377,0.265,0.249,0.336
"P58","No sabe",0.008,0.034,0.02,0.031
"P59","Muy buena",0.159,0.153,0.156,0.141
"P59","Buena",0.128,0.115,0.086,0.134
"P59","Ni buena ni mala",0.143,0.185,0.209,0.143
"P59","Mala",0.115,0.136,0.119,0.148
"P59","Muy mala",0.409,0.341,0.356,0.372
"P59","No sabe",0.046,0.07,0.074,0.062
"P60","Muy buena",0.092,0.116,0.08,0.087
"P60","Buena",0.152,0.09,0.134,0.145
"P60","Ni buena ni mala",0.174,0.178,0.152,0.147
"P60","Mala",0.12,0.163,0.141,0.188
"P60","Muy mala",0.453,0.426,0.476,0.407
"P60","No sabe",0.009,0.027,0.017,0.026
"P61","Muy buena",0.115,0.133,0.154,0.229
"P61","Buena",0.17,0.161,0.144,0.219
"P61","Ni buena ni mala",0.192,0.196,0.179,0.141
"P61","Mala",0.122,0.131,0.151,0.113
"P61","Muy mala",0.395,0.346,0.361,0.294
"P61","No sabe",0.006,0.033,0.011,0.004
"P62","Muy buena",0.08,0.117,0.11,0.129
"P62","Buena",0.153,0.124,0.121,0.212
"P62","Ni buena ni mala",0.339,0.295,0.352,0.382
"P62","Mala",0.173,0.149,0.147,0.131
"P62","Muy mala",0.218,0.233,0.211,0.097
"P62","No sabe",0.037,0.082,0.059,0.049
"P63","Siempre",0.273,0.32,0.296,0.338
"P63","Casi siempre",0.416,0.32,0.331,0.416
"P63","Casi nunca",0.211,0.239,0.27,0.172
"P63","Nunca, pero esta es una excepción",0.1,0.121,0.103,0.074
"P64","Si",0.65,0.6,0.547,0.627
"P64","No",0.35,0.4,0.453,0.373
