"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P22","Son lo mismo aunque estén en espacios politoca diferentes",0.153,0.191,0.201,0.281,0.073,0.19,0.039,0.134,0.199
"P22","Son aliados tácticos pero lo ocultan",0.138,0.182,0.172,0.115,0.187,0.164,0.187,0.239,0.103
"P22","Son adversarios políticos",0.404,0.47,0.497,0.139,0.36,0.425,0.374,0.314,0.384
"P22","No sabe",0.305,0.157,0.13,0.465,0.38,0.221,0.4,0.313,0.314
"P23","Son lo mismo, ambos son de Massa",0.326,0.176,0.265,0.348,0.198,0.226,0.129,0.362,0.413
"P23","Son aliados en el Frente de Todos pero compiten",0.236,0.516,0.264,0.252,0.272,0.463,0.308,0.199,0.115
"P23","Son enemigos porque Zamora traicionó a Massa",0.263,0.098,0.386,0.035,0.191,0.156,0.158,0.264,0.197
"P23","No sabe",0.175,0.21,0.085,0.365,0.339,0.155,0.405,0.175,0.275
"P25","La seguridad",0.197,0.064,0.069,0.038,0.134,0.178,0.072,0.124,0.204
"P25","El tránsito",0.146,0.141,0.035,0.025,0.054,0.082,0.171,0.063,0.046
"P25","El arreglo de las calles",0.154,0.28,0.236,0.143,0.236,0.073,0.131,0.292,0.242
"P25","El estado de las escuelas y la educación",0.127,0.17,0.464,0.319,0.101,0.257,0.086,0.128,0.089
"P25","El sistema de salud",0.249,0.237,0.082,0.225,0.28,0.2,0.051,0.232,0.065
"P25","El deporte y la cultura",0.005,0.027,0.029,0.048,0,0.057,0.017,0.012,0.001
"P25","La obra pública",0.058,0.006,0.014,0.04,0.061,0.072,0.051,0.021,0.021
"P25","La luminaria",0.008,0.052,0.007,0.025,0.002,0.016,0.181,0.093,0
"P25","No sabe",0.056,0.023,0.064,0.137,0.132,0.065,0.24,0.035,0.332
"P26","Agua corriente y cloacas",0.401,0.471,0.332,0.302,0.533,0.448,0.509,0.375,0.396
"P26","Energía eléctrica",0.197,0.203,0.2,0.023,0.083,0.196,0.078,0.231,0.164
"P26","Red de gas natural",0.035,0.15,0.017,0.149,0.089,0.042,0.139,0.006,0.048
"P26","Recolección de residuos",0.145,0.031,0.203,0.281,0.08,0.175,0.05,0.178,0.219
"P26","Ninguno",0.222,0.145,0.248,0.245,0.215,0.139,0.224,0.21,0.173
"P27","Los robos",0.176,0.322,0.33,0.245,0.278,0.226,0.353,0.253,0.267
"P27","El narcotráfico",0.385,0.386,0.349,0.074,0.409,0.284,0.128,0.448,0.342
"P27","La ausencia de patrulleros y personal policial",0.114,0.172,0.141,0.372,0.057,0.217,0.221,0.175,0.172
"P27","Otro",0.191,0.069,0.103,0.103,0.189,0.168,0.149,0.055,0.177
"P27","Ninguno",0.134,0.051,0.077,0.206,0.067,0.105,0.149,0.069,0.042
"P28","Frente de Todos y el peronismo",0.227,0.308,0.307,0.627,0.484,0.315,0.351,0.119,0.138
"P28","Cambiemos",0.352,0.303,0.227,0.121,0.242,0.221,0.151,0.339,0.39
"P28","Liberales Libertarios",0.264,0.183,0.303,0.072,0.143,0.335,0.25,0.362,0.303
"P28","Izquierda",0.019,0.063,0.127,0,0,0.03,0.134,0.02,0.008
"P28","No sabe",0.138,0.143,0.036,0.18,0.131,0.099,0.114,0.16,0.161
"P30","A Alberto Fernández",0.083,0.121,0.216,0,0.022,0.055,0,0.041,0.09
"P30","A Sergio Massa",0.539,0.139,0.076,0.188,0.027,0.027,0.156,0.061,0.068
"P30","A algún candidato del peronismo",0.359,0.685,0.348,0.54,0.312,0.56,0.147,0.782,0.597
"P30","A algún candidato del kirchnerismo",0.019,0.055,0.36,0.272,0.639,0.358,0.697,0.116,0.245
"P31","A Alberto Fernández",0.072,0,0.268,0,0.355,0.037,0,0,0.1
"P31","A Sergio Massa",0.434,0.486,0.097,0.197,0.024,0.031,0.266,0.047,0.073
"P31","A algún candidato del peronismo",0.468,0.462,0.421,0.096,0.354,0.912,0.028,0.796,0.63
"P31","A Cristina Fernández de Kirchner",0.026,0.052,0.214,0.707,0.267,0.02,0.706,0.157,0.197
"P32","A Horacio Rodriguez Larreta",0.171,0.293,0.296,0.103,0.378,0.353,0.355,0.21,0.178
"P32","A Mauricio Macri",0.131,0.163,0.151,0.129,0.067,0.087,0.02,0.088,0.116
"P32","A Patricia Bullrich",0.541,0.146,0.327,0.282,0.231,0.25,0.212,0.56,0.604
"P32","A Facundo Manes",0.09,0.168,0.226,0.125,0.132,0.196,0.277,0.059,0.03
"P32","A Gerardo Morales",0.067,0.23,0,0.361,0.192,0.114,0.136,0.083,0.072
"P33","Seguro lo votaria",0.258,0.366,0.339,0.025,0.076,0.364,0.362,0.33,0.155
"P33","Quizás lo votaría",0.215,0.205,0.525,0.142,0.182,0.265,0.044,0.161,0.249
"P33","Nunca lo votaría",0.527,0.429,0.136,0.833,0.742,0.371,0.594,0.509,0.596
"P34","Muy buena",0.029,0.035,0.144,0.081,0.125,0.057,0.038,0.028,0.058
"P34","Buena",0.058,0.164,0.23,0.225,0.136,0.189,0.256,0.027,0.053
"P34","Ni buena ni mala",0.09,0.127,0.188,0.367,0.209,0.144,0.178,0.077,0.066
"P34","Mala",0.166,0.201,0.037,0.032,0.107,0.147,0.105,0.07,0.076
"P34","Muy mala",0.657,0.473,0.392,0.289,0.406,0.424,0.414,0.798,0.738
"P34","No sabe",0,0,0.009,0.006,0.017,0.039,0.009,0,0.009
"P35","Muy buena",0.191,0.134,0.161,0.053,0.05,0.124,0.08,0.173,0.279
"P35","Buena",0.176,0.159,0.107,0.216,0.052,0.163,0.327,0.299,0.113
"P35","Ni buena ni mala",0.251,0.262,0.194,0.023,0.099,0.121,0.032,0.162,0.151
"P35","Mala",0.114,0.082,0.074,0.422,0.108,0.248,0.097,0.198,0.134
"P35","Muy mala",0.263,0.363,0.431,0.286,0.632,0.344,0.464,0.141,0.313
"P35","No sabe",0.005,0,0.033,0,0.059,0,0,0.027,0.01
"P36","Muy buena",0.195,0.095,0.13,0.373,0.334,0.285,0.405,0.114,0.116
"P36","Buena",0.028,0.108,0.078,0.065,0.056,0.006,0.092,0.027,0.078
"P36","Ni buena ni mala",0.02,0.096,0.021,0.3,0.162,0.049,0.025,0.091,0.016
"P36","Mala",0.078,0.136,0.184,0.047,0.015,0.097,0.007,0.038,0.084
"P36","Muy mala",0.676,0.565,0.587,0.215,0.386,0.494,0.471,0.73,0.696
"P36","No sabe",0.003,0,0,0,0.047,0.069,0,0,0.01
"P37","Muy buena",0.062,0.051,0.06,0.067,0.069,0.095,0.186,0.121,0.097
"P37","Buena",0.18,0.266,0.262,0.214,0.091,0.286,0.149,0.136,0.163
"P37","Ni buena ni mala",0.169,0.346,0.198,0.232,0.102,0.087,0.15,0.256,0.239
"P37","Mala",0.149,0.181,0.098,0.053,0.185,0.184,0.085,0.17,0.042
"P37","Muy mala",0.431,0.156,0.309,0.3,0.484,0.337,0.309,0.272,0.427
"P37","No sabe",0.009,0,0.073,0.134,0.069,0.011,0.121,0.045,0.032
"P38","Muy buena",0.113,0.042,0.052,0.218,0.165,0.017,0.052,0.059,0.052
"P38","Buena",0.136,0.207,0.157,0.071,0.255,0.3,0.173,0.033,0.049
"P38","Ni buena ni mala",0.075,0.267,0.209,0.271,0.211,0.08,0.393,0.128,0.066
"P38","Mala",0.15,0.194,0.035,0.199,0.052,0.262,0.172,0.04,0.046
"P38","Muy mala",0.526,0.29,0.547,0.125,0.243,0.341,0.199,0.74,0.756
"P38","No sabe",0,0,0,0.116,0.074,0,0.011,0,0.031
"P39","Muy buena",0.292,0.224,0.283,0.05,0.197,0.269,0.281,0.324,0.307
"P39","Buena",0.208,0.242,0.208,0.089,0.103,0.034,0.027,0.217,0.17
"P39","Ni buena ni mala",0.163,0.146,0.15,0.362,0.096,0.255,0.201,0.129,0.114
"P39","Mala",0.07,0.058,0.157,0.016,0.006,0.075,0.077,0.134,0.064
"P39","Muy mala",0.251,0.33,0.202,0.366,0.561,0.356,0.414,0.162,0.296
"P39","No sabe",0.016,0,0,0.117,0.037,0.011,0,0.034,0.049
"P40","Muy buena",0.229,0.14,0.28,0.08,0.152,0.331,0.218,0.326,0.232
"P40","Buena",0.165,0.271,0.107,0.063,0.171,0.061,0.128,0.131,0.146
"P40","Ni buena ni mala",0.267,0.213,0.17,0.353,0.142,0.151,0.042,0.233,0.188
"P40","Mala",0.101,0.086,0.065,0.026,0.18,0.052,0.09,0.061,0.141
"P40","Muy mala",0.205,0.29,0.378,0.271,0.355,0.29,0.509,0.203,0.227
"P40","No sabe",0.033,0,0,0.207,0,0.115,0.013,0.046,0.066
