"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P24","Sergio Massa presidente – Axel Kicillof Gobernador",0.027,0.04,0.014,0.121,0.128
"P24","Javier Milei presidente - José Luis Espert gobernador por los liberales",0.048,0.055,0.043,0.038,0.012
"P24","A los candidatos de la izquierda",0.014,0.006,0.053,0.049,0.057
"P24","Otros candidatos",0.025,0.065,0.02,0.318,0.267
"P26","Cristina Fernández de Kirchner presidenta – Sergio Massa gobernador por el Frente de Todos",0.068,0.024,0.014,0.162,0.249
"P26","Mauricio Macri presidente – Cristian Ritondo gobernador por Juntos por el Cambio",0.493,0.866,0.651,0.301,0.285
"P26","Javier Milei presidente – José Luis Espert gobernador por los liberales",0.138,0.063,0.124,0.079,0.011
"P26","A los candidatos de la izquierda",0.012,0.006,0.02,0.004,0
"P26","Otro candidato",0.289,0.041,0.191,0.454,0.455
"P28","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.599,0.454,0.513,0.384,0.334
"P28","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.24,0.23,0.151,0.236,0.341
"P28","Javier Milei presidente – José Luis Espert  gobernador por los liberales",0.051,0.142,0.148,0.047,0.011
"P28","A los candidatos de la izquierda",0.003,0.005,0.003,0.004,0
"P28","Otro candidato",0.107,0.169,0.185,0.329,0.314
"P30","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.236,0.5,0.419,0.174,0.23
"P30","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.393,0.336,0.473,0.23,0.243
"P30","Javier Milei presidente – José Luis Espert  gobernador por los liberales",0.118,0.044,0.077,0.139,0.023
"P30","A los candidatos de la izquierda",0.004,0.007,0,0.004,0
"P30","Otro candidato",0.249,0.113,0.031,0.453,0.504
"P31","Sergio Massa por el Frente de Todos",0.215,0.22,0.243,0.225,0.153
"P31","Patricia Bullrich por Juntos por el Cambio",0.413,0.641,0.685,0.214,0.416
"P31","Javier Milei por los liberales libertarios",0.093,0.039,0.026,0.071,0.013
"P31","Nicolás del Caño por la izquierda",0.002,0.008,0.001,0,0
"P31","Otro candidato",0.19,0.049,0.034,0.385,0.358
"P31","Aún no lo tengo decidido",0.087,0.043,0.011,0.105,0.06
"P33","Sergio Massa por el Frente de Todos",0.058,0.041,0.08,0.227,0.164
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.715,0.592,0.559,0.371,0.613
"P33","Javier Milei por los liberales libertarios",0.061,0.152,0.15,0.051,0.015
"P33","Nicolás del Caño por la izquierda",0.01,0.017,0.001,0,0
"P33","Otro candidato",0.104,0.16,0.14,0.277,0.079
"P33","Aún no lo tengo decidido",0.052,0.038,0.07,0.074,0.129
"P34","Cristina Fernández de Kirchner por el Frente de Todos",0.032,0.023,0.015,0.19,0.141
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.752,0.583,0.614,0.492,0.629
"P34","Javier Milei por los liberales libertarios",0.064,0.188,0.164,0.045,0.03
"P34","Nicolás del Caño por la izquierda",0.009,0.01,0.021,0,0
"P34","Otro candidato",0.092,0.155,0.154,0.216,0.067
"P34","Aún no lo tengo decidido",0.051,0.041,0.032,0.057,0.133
"P35","Sergio Massa por el Frente de Todos",0.434,0.392,0.433,0.367,0.184
"P35","Mauricio Macri por Juntos por el Cambio",0.201,0.494,0.327,0.139,0.488
"P35","Javier Milei por los liberales libertarios",0.119,0.053,0.094,0.075,0.016
"P35","Nicolás del Caño por la izquierda",0.002,0,0,0,0
"P35","Otro candidato",0.207,0.055,0.121,0.311,0.238
"P35","Aún no lo tengo decidido",0.037,0.006,0.025,0.108,0.074
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.156,0.053,0.045,0.221,0.101
"P36","Mauricio Macri por Juntos por el Cambio",0.677,0.915,0.867,0.494,0.415
"P36","No sabe",0.167,0.032,0.088,0.285,0.484
"P37","Alberto Fernández por el Frente de Todos",0.055,0.008,0.008,0.129,0.101
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.881,0.772,0.856,0.67,0.484
"P37","No sabe",0.064,0.22,0.136,0.201,0.415
"P38","Sergio Massa presidente por el Frente de Todos",0.081,0.025,0.008,0.238,0.071
"P38","Patricia Bullrich por Juntos por el Cambio",0.755,0.859,0.98,0.454,0.572
"P38","No sabe",0.164,0.116,0.012,0.308,0.357
"P39","Cristina Fernandez de Kirchner por el Frente de Todos",0.04,0.016,0.003,0.215,0.071
"P39","Horacio Rodríguez Larreta por Juntos por el Cambio",0.895,0.776,0.892,0.612,0.582
"P39","No sabe",0.065,0.208,0.105,0.173,0.347
"P40","Sergio Massa presidente por el Frente de Todos",0.051,0.014,0.03,0.238,0.07
"P40","Javier Milei por los liberales libertarios",0.446,0.494,0.504,0.306,0.174
"P40","No sabe",0.503,0.492,0.466,0.456,0.756
"P41","Sergio Massa por el Frente de Todos",0.026,0.013,0.006,0.245,0.071
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.852,0.751,0.843,0.564,0.846
"P41","No sabe",0.122,0.236,0.151,0.191,0.083
"P42","Sergio Massa por el Frente de Todos",0.036,0.028,0.029,0.265,0.052
"P42","Mauricio Macri por Juntos por el Cambio",0.821,0.91,0.909,0.434,0.458
"P42","No sabe",0.143,0.062,0.062,0.301,0.49
"P43","Horacio Rodríguez Larreta por Juntos por el Cambio",0.786,0.504,0.581,0.617,0.742
"P43","Javier Milei por los liberales libertarios",0.154,0.301,0.323,0.165,0.051
"P43","No sabe",0.06,0.195,0.096,0.218,0.207
"P44","Muy buena",0.128,0.057,0.033,0.052,0.06
"P44","Buena",0.034,0.093,0.03,0.053,0
"P44","Ni buena ni mala",0.028,0.05,0.028,0.101,0.242
"P44","Mala",0.139,0.062,0.084,0.279,0.054
"P44","Muy mala",0.66,0.735,0.817,0.515,0.613
"P44","No sabe",0.011,0.003,0.008,0,0.031
"P45","Muy buena",0.008,0.009,0.002,0.043,0
"P45","Buena",0.025,0.027,0.003,0.02,0
"P45","Ni buena ni mala",0.05,0.016,0.016,0.108,0.212
"P45","Mala",0.167,0.102,0.122,0.271,0.348
"P45","Muy mala",0.748,0.844,0.856,0.558,0.409
"P45","No sabe",0.002,0.002,0.001,0,0.031
"P46","Muy buena",0.007,0.009,0.004,0.146,0.062
"P46","Buena",0.026,0.006,0.003,0.059,0
"P46","Ni buena ni mala",0.014,0.021,0.005,0.055,0.018
"P46","Mala",0.047,0.037,0.056,0.014,0.04
"P46","Muy mala",0.906,0.925,0.931,0.726,0.849
"P46","No sabe",0,0.002,0.001,0,0.031
"P47","Muy buena",0.224,0.591,0.291,0.013,0.053
"P47","Buena",0.312,0.224,0.407,0.144,0.111
"P47","Ni buena ni mala",0.205,0.035,0.145,0.371,0.134
"P47","Mala",0.1,0.007,0.043,0.156,0.167
"P47","Muy mala",0.148,0.143,0.113,0.316,0.535
"P47","No sabe",0.011,0,0.001,0,0
"P48","Muy buena",0.55,0.245,0.257,0.088,0.229
"P48","Buena",0.275,0.375,0.402,0.406,0.221
"P48","Ni buena ni mala",0.092,0.216,0.269,0.284,0.428
"P48","Mala",0.071,0.064,0.034,0.093,0.074
"P48","Muy mala",0.008,0.09,0.038,0.129,0.048
"P48","No sabe",0.004,0.01,0,0,0
"P49","Muy buena",0.09,0.035,0.015,0.042,0.04
"P49","Buena",0.068,0.034,0.058,0.194,0.048
"P49","Ni buena ni mala",0.083,0.046,0.047,0.2,0.478
"P49","Mala",0.236,0.083,0.135,0.253,0.11
"P49","Muy mala",0.522,0.802,0.737,0.311,0.324
"P49","No sabe",0.001,0,0.008,0,0
"P50","Muy buena",0.297,0.541,0.745,0.192,0.043
"P50","Buena",0.258,0.287,0.183,0.177,0.334
"P50","Ni buena ni mala",0.216,0.067,0.005,0.217,0.465
"P50","Mala",0.114,0.019,0.023,0.209,0.07
"P50","Muy mala",0.113,0.081,0.043,0.205,0.088
"P50","No sabe",0.002,0.005,0.001,0,0
"P51","Muy buena",0.085,0.133,0.152,0.015,0.003
"P51","Buena",0.18,0.237,0.225,0.149,0.019
"P51","Ni buena ni mala",0.458,0.384,0.411,0.364,0.452
"P51","Mala",0.2,0.083,0.128,0.169,0.094
"P51","Muy mala",0.067,0.135,0.079,0.303,0.407
"P51","No sabe",0.01,0.028,0.005,0,0.025
"P52","Muy buena",0.481,0.345,0.35,0.166,0.25
"P52","Buena",0.258,0.384,0.352,0.337,0.445
"P52","Ni buena ni mala",0.142,0.178,0.239,0.212,0.165
"P52","Mala",0.078,0.017,0.036,0.107,0.039
"P52","Muy mala",0.04,0.052,0.021,0.178,0.101
"P52","No sabe",0.001,0.024,0.002,0,0
"P53","Muy buena",0.072,0.027,0.011,0.044,0.165
"P53","Buena",0.093,0.055,0.056,0.119,0.298
"P53","Ni buena ni mala",0.069,0.083,0.09,0.192,0.031
"P53","Mala",0.263,0.177,0.161,0.229,0.167
"P53","Muy mala",0.479,0.651,0.681,0.416,0.308
"P53","No sabe",0.024,0.007,0.001,0,0.031
"P54","Muy buena",0.101,0.027,0.074,0.45,0.317
"P54","Buena",0.261,0.079,0.15,0.255,0.23
"P54","Ni buena ni mala",0.29,0.281,0.301,0.145,0.245
"P54","Mala",0.163,0.212,0.208,0.115,0.041
"P54","Muy mala",0.11,0.357,0.253,0,0.104
"P54","No sabe",0.075,0.044,0.014,0.035,0.063
"P55","Muy buena",0.068,0.032,0.085,0.126,0.448
"P55","Buena",0.221,0.119,0.199,0.302,0.432
"P55","Ni buena ni mala",0.387,0.384,0.362,0.312,0.04
"P55","Mala",0.094,0.159,0.158,0.017,0
"P55","Muy mala",0.116,0.245,0.121,0.127,0.08
"P55","No sabe",0.114,0.061,0.075,0.116,0
"P56","Siempre",0.303,0.367,0.345,0.352,0.182
"P56","Casi siempre",0.383,0.329,0.463,0.416,0.306
"P56","Casi nunca",0.209,0.209,0.153,0.136,0.512
"P56","Nunca, pero esta es una excepción",0.105,0.095,0.039,0.096,0
"P57","Si",0.598,0.631,0.623,0.575,0.558
"P57","No",0.402,0.369,0.377,0.425,0.442
