"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P29","Ni buena ni mala",0.059,0.054,0.097,0.081,0.185,0.033
"P29","Mala",0.283,0.26,0.267,0.194,0.139,0.248
"P29","Muy mala",0.383,0.346,0.308,0.38,0.281,0.389
"P29","No sabe",0.008,0.035,0,0.002,0,0
"P30","Muy buena",0.159,0.093,0.133,0.158,0.115,0.036
"P30","Buena",0.137,0.212,0.135,0.165,0.141,0.305
"P30","Ni buena ni mala",0.227,0.225,0.164,0.203,0.21,0.133
"P30","Mala",0.133,0.197,0.336,0.198,0.219,0.236
"P30","Muy mala",0.344,0.273,0.232,0.27,0.28,0.273
"P30","No sabe",0,0,0,0.006,0.035,0.017
"P31","Muy buena",0.104,0.121,0.099,0.144,0.154,0.174
"P31","Buena",0.13,0.211,0.102,0.129,0.199,0.178
"P31","Ni buena ni mala",0.201,0.169,0.226,0.164,0.223,0.121
"P31","Mala",0.185,0.167,0.24,0.211,0.117,0.166
"P31","Muy mala",0.374,0.325,0.331,0.352,0.269,0.361
"P31","No sabe",0.006,0.007,0.002,0,0.038,0
"P32","Muy buena",0.369,0.307,0.251,0.421,0.284,0.341
"P32","Buena",0.131,0.244,0.113,0.192,0.186,0.167
"P32","Ni buena ni mala",0.112,0.17,0.273,0.075,0.099,0.092
"P32","Mala",0.083,0.089,0.126,0.119,0.131,0.143
"P32","Muy mala",0.3,0.19,0.233,0.187,0.265,0.257
"P32","No sabe",0.005,0,0.004,0.006,0.035,0
"P33","Muy buena",0.272,0.249,0.23,0.243,0.208,0.189
"P33","Buena",0.257,0.295,0.185,0.287,0.187,0.282
"P33","Ni buena ni mala",0.142,0.164,0.196,0.153,0.206,0.15
"P33","Mala",0.099,0.099,0.152,0.102,0.122,0.122
"P33","Muy mala",0.23,0.193,0.233,0.209,0.277,0.257
"P33","No sabe",0,0,0.004,0.006,0,0
"P34","Muy buena",0.248,0.16,0.138,0.225,0.093,0.17
"P34","Buena",0.173,0.195,0.175,0.243,0.171,0.191
"P34","Ni buena ni mala",0.258,0.39,0.279,0.203,0.38,0.317
"P34","Mala",0.12,0.054,0.172,0.108,0.119,0.112
"P34","Muy mala",0.197,0.197,0.186,0.194,0.234,0.183
"P34","No sabe",0.004,0.004,0.05,0.027,0.003,0.027
"P35","Muy buena",0.328,0.333,0.288,0.383,0.288,0.41
"P35","Buena",0.212,0.172,0.152,0.142,0.181,0.158
"P35","Ni buena ni mala",0.169,0.21,0.229,0.143,0.153,0.13
"P35","Mala",0.09,0.07,0.119,0.085,0.125,0.106
"P35","Muy mala",0.201,0.193,0.194,0.211,0.253,0.189
"P35","No sabe",0,0.022,0.018,0.036,0,0.007
"P36","Muy buena",0.111,0.057,0.134,0.168,0.082,0.158
"P36","Buena",0.245,0.219,0.135,0.245,0.095,0.173
"P36","Ni buena ni mala",0.483,0.455,0.439,0.285,0.514,0.428
"P36","Mala",0.066,0.109,0.179,0.125,0.153,0.096
"P36","Muy mala",0.095,0.136,0.111,0.142,0.156,0.145
"P36","No sabe",0,0.024,0.002,0.035,0,0
"P37","Muy buena",0.08,0.101,0.126,0.218,0.076,0.08
"P37","Buena",0.169,0.195,0.073,0.111,0.156,0.152
"P37","Ni buena ni mala",0.431,0.339,0.376,0.25,0.313,0.343
"P37","Mala",0.097,0.124,0.183,0.133,0.137,0.103
"P37","Muy mala",0.216,0.214,0.236,0.261,0.299,0.303
"P37","No sabe",0.007,0.027,0.006,0.027,0.019,0.019
"P38","Muy buena",0.085,0.039,0.074,0.194,0.061,0.085
"P38","Buena",0.127,0.2,0.078,0.09,0.152,0.077
"P38","Ni buena ni mala",0.596,0.431,0.408,0.358,0.323,0.484
"P38","Mala",0.065,0.094,0.196,0.109,0.156,0.115
"P38","Muy mala",0.083,0.128,0.167,0.197,0.276,0.19
"P38","No sabe",0.044,0.108,0.077,0.052,0.032,0.049
