"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P35","Javier Milei por los liberales libertarios",0.025,0.032,0.049,0.005
"P35","Nicolás del Caño por la izquierda",0.045,0.023,0.027,0.034
"P35","Otro candidato",0.034,0.003,0.154,0.13
"P35","Aún no lo tengo decidido",0.204,0.01,0.091,0.093
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.738,0.806,0.652,0.941
"P36","Mauricio Macri por Juntos por el Cambio",0.14,0.111,0.269,0.049
"P36","No sabe",0.122,0.083,0.079,0.01
"P37","Alberto Fernández por el Frente de Todos",0.763,0.801,0.522,0.765
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.101,0.068,0.17,0.015
"P37","No sabe",0.136,0.131,0.308,0.22
"P38","Sergio Massa presidente por el Frente de Todos",0.674,0.913,0.576,0.814
"P38","Patricia Bullrich por Juntos por el Cambio",0.133,0.023,0.199,0.017
"P38","No sabe",0.193,0.064,0.225,0.169
"P39","Cristina Fernandez de Kirchner por el Frente de Todos",0.65,0.879,0.729,0.966
"P39","Horacio Rodríguez Larreta por Juntos por el Cambio",0.144,0.063,0.208,0.008
"P39","No sabe",0.206,0.058,0.063,0.026
"P40","Sergio Massa presidente por el Frente de Todos",0.584,0.95,0.64,0.864
"P40","Javier Milei por los liberales libertarios",0.094,0.027,0.195,0.009
"P40","No sabe",0.322,0.023,0.165,0.127
"P41","Sergio Massa por el Frente de Todos",0.607,0.957,0.598,0.848
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.124,0.028,0.221,0.009
"P41","No sabe",0.269,0.015,0.181,0.143
"P42","Sergio Massa por el Frente de Todos",0.626,0.985,0.615,0.872
"P42","Mauricio Macri por Juntos por el Cambio",0.15,0.004,0.241,0.005
"P42","No sabe",0.224,0.011,0.144,0.123
"P43","Horacio Rodríguez Larreta por Juntos por el Cambio",0.318,0.272,0.151,0.127
"P43","Javier Milei por los liberales libertarios",0.128,0.027,0.212,0.021
"P43","No sabe",0.554,0.701,0.637,0.852
"P44","Muy buena",0.47,0.15,0.026,0.1
"P44","Buena",0.198,0.404,0.217,0.414
"P44","Ni buena ni mala",0.267,0.381,0.426,0.372
"P44","Mala",0.018,0.044,0.069,0.093
"P44","Muy mala",0.047,0.021,0.212,0.02
"P44","No sabe",0,0,0.05,0.001
"P45","Muy buena",0.504,0.272,0.065,0.12
"P45","Buena",0.198,0.37,0.242,0.349
"P45","Ni buena ni mala",0.188,0.255,0.299,0.365
"P45","Mala",0.063,0.078,0.167,0.136
"P45","Muy mala",0.047,0.025,0.227,0.028
"P45","No sabe",0,0,0,0.002
"P46","Muy buena",0.487,0.518,0.402,0.805
"P46","Buena",0.083,0.277,0.195,0.107
"P46","Ni buena ni mala",0.247,0.145,0.06,0.063
"P46","Mala",0.006,0.008,0.091,0.012
"P46","Muy mala",0.177,0.052,0.252,0.008
"P46","No sabe",0,0,0,0.005
"P47","Muy buena",0.047,0.102,0.138,0.083
"P47","Buena",0.098,0.059,0.046,0.016
"P47","Ni buena ni mala",0.128,0.178,0.069,0.019
"P47","Mala",0.207,0.144,0.215,0.113
"P47","Muy mala",0.52,0.474,0.532,0.768
"P47","No sabe",0,0.043,0,0.001
"P48","Muy buena",0.053,0.033,0.138,0.01
"P48","Buena",0.143,0.025,0.037,0.018
"P48","Ni buena ni mala",0.167,0.305,0.155,0.049
"P48","Mala",0.233,0.231,0.27,0.187
"P48","Muy mala",0.362,0.353,0.4,0.709
"P48","No sabe",0.042,0.053,0,0.027
"P49","Muy buena",0.249,0.561,0.152,0.119
"P49","Buena",0.144,0.259,0.169,0.347
"P49","Ni buena ni mala",0.198,0.133,0.3,0.321
"P49","Mala",0.147,0.015,0.188,0.086
"P49","Muy mala",0.227,0.032,0.191,0.125
"P49","No sabe",0.035,0,0,0.002
"P50","Muy buena",0.076,0.063,0.13,0.027
"P50","Buena",0.077,0.086,0.161,0.034
"P50","Ni buena ni mala",0.198,0.125,0.12,0.048
"P50","Mala",0.275,0.166,0.12,0.063
"P50","Muy mala",0.352,0.508,0.469,0.819
"P50","No sabe",0.022,0.052,0,0.009
"P51","Muy buena",0.182,0.021,0.038,0.013
"P51","Buena",0,0.015,0.14,0.008
"P51","Ni buena ni mala",0.323,0.127,0.104,0.031
"P51","Mala",0.18,0.249,0.184,0.091
"P51","Muy mala",0.292,0.583,0.515,0.847
"P51","No sabe",0.023,0.005,0.019,0.01
"P52","Muy buena",0.09,0.019,0.111,0.008
"P52","Buena",0.06,0.033,0.076,0.006
"P52","Ni buena ni mala",0.35,0.161,0.082,0.014
"P52","Mala",0.179,0.211,0.219,0.092
"P52","Muy mala",0.31,0.576,0.493,0.861
"P52","No sabe",0.011,0,0.019,0.019
"P53","Muy buena",0.316,0.177,0.113,0.181
"P53","Buena",0.118,0.35,0.251,0.381
"P53","Ni buena ni mala",0.26,0.275,0.369,0.251
"P53","Mala",0.064,0.11,0.077,0.049
"P53","Muy mala",0.205,0.088,0.19,0.111
"P53","No sabe",0.037,0,0,0.027
"P54","Muy buena",0.133,0.11,0.039,0.04
"P54","Buena",0.1,0.124,0.119,0.103
"P54","Ni buena ni mala",0.356,0.472,0.5,0.368
"P54","Mala",0.049,0.088,0.166,0.194
"P54","Muy mala",0.309,0.113,0.11,0.23
"P54","No sabe",0.053,0.093,0.066,0.065
"P55","Muy buena",0.029,0.069,0.029,0.016
"P55","Buena",0.063,0.141,0.054,0.016
"P55","Ni buena ni mala",0.389,0.369,0.252,0.148
"P55","Mala",0.209,0.129,0.246,0.174
"P55","Muy mala",0.26,0.221,0.345,0.586
"P55","No sabe",0.05,0.071,0.074,0.06
"P56","Siempre",0.426,0.358,0.263,0.329
"P56","Casi siempre",0.284,0.29,0.498,0.407
"P56","Casi nunca",0.112,0.185,0.184,0.153
"P56","Nunca, pero esta es una excepción",0.178,0.167,0.055,0.111
"P57","Si",0.593,0.646,0.549,0.544
"P57","No",0.407,0.354,0.451,0.456
