"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P45","Muy mala",0.513,0.524,0.556,0.507
"P45","No sabe",0.003,0.006,0,0.005
"P46","Muy buena",0.251,0.235,0.204,0.287
"P46","Buena",0.074,0.037,0.049,0.047
"P46","Ni buena ni mala",0.061,0.093,0.054,0.033
"P46","Mala",0.052,0.057,0.038,0.033
"P46","Muy mala",0.556,0.552,0.655,0.595
"P46","No sabe",0.006,0.026,0,0.005
"P47","Muy buena",0.149,0.186,0.171,0.231
"P47","Buena",0.158,0.195,0.212,0.218
"P47","Ni buena ni mala",0.14,0.155,0.169,0.122
"P47","Mala",0.123,0.115,0.104,0.104
"P47","Muy mala",0.425,0.333,0.344,0.319
"P47","No sabe",0.005,0.016,0,0.006
"P48","Muy buena",0.138,0.154,0.151,0.19
"P48","Buena",0.177,0.177,0.159,0.269
"P48","Ni buena ni mala",0.191,0.25,0.256,0.149
"P48","Mala",0.145,0.08,0.14,0.142
"P48","Muy mala",0.339,0.301,0.275,0.235
"P48","No sabe",0.01,0.038,0.019,0.015
"P49","Muy buena",0.072,0.093,0.074,0.101
"P49","Buena",0.15,0.111,0.109,0.172
"P49","Ni buena ni mala",0.187,0.156,0.19,0.155
"P49","Mala",0.144,0.12,0.122,0.138
"P49","Muy mala",0.445,0.509,0.498,0.426
"P49","No sabe",0.002,0.011,0.007,0.008
"P50","Muy buena",0.234,0.322,0.303,0.342
"P50","Buena",0.168,0.139,0.168,0.179
"P50","Ni buena ni mala",0.119,0.163,0.153,0.091
"P50","Mala",0.093,0.073,0.107,0.061
"P50","Muy mala",0.382,0.265,0.263,0.316
"P50","No sabe",0.004,0.038,0.006,0.011
"P51","Muy buena",0.183,0.222,0.199,0.1
"P51","Buena",0.155,0.1,0.152,0.13
"P51","Ni buena ni mala",0.187,0.247,0.272,0.29
"P51","Mala",0.104,0.079,0.099,0.13
"P51","Muy mala",0.366,0.31,0.269,0.325
"P51","No sabe",0.005,0.042,0.009,0.025
"P52","Muy buena",0.159,0.178,0.239,0.249
"P52","Buena",0.179,0.139,0.154,0.217
"P52","Ni buena ni mala",0.159,0.217,0.24,0.124
"P52","Mala",0.11,0.064,0.066,0.098
"P52","Muy mala",0.391,0.341,0.291,0.292
"P52","No sabe",0.002,0.061,0.01,0.02
"P53","Muy buena",0.088,0.049,0.064,0.123
"P53","Buena",0.161,0.144,0.148,0.154
"P53","Ni buena ni mala",0.178,0.208,0.139,0.151
"P53","Mala",0.165,0.123,0.12,0.141
"P53","Muy mala",0.401,0.429,0.503,0.422
"P53","No sabe",0.007,0.047,0.026,0.009
"P54","Muy buena",0.071,0.066,0.07,0.069
"P54","Buena",0.131,0.144,0.117,0.173
"P54","Ni buena ni mala",0.311,0.323,0.323,0.385
"P54","Mala",0.198,0.143,0.133,0.175
"P54","Muy mala",0.248,0.215,0.275,0.146
"P54","No sabe",0.041,0.109,0.082,0.052
"P55","Muy buena",0.053,0.059,0.037,0.042
"P55","Buena",0.108,0.08,0.051,0.165
"P55","Ni buena ni mala",0.28,0.339,0.381,0.341
"P55","Mala",0.165,0.131,0.11,0.165
"P55","Muy mala",0.31,0.25,0.32,0.231
"P55","No sabe",0.084,0.141,0.101,0.056
"P56","Siempre",0.288,0.264,0.344,0.372
"P56","Casi siempre",0.413,0.347,0.343,0.397
"P56","Casi nunca",0.194,0.21,0.207,0.145
"P56","Nunca, pero esta es una excepción",0.105,0.179,0.106,0.086
"P57","Si",0.587,0.489,0.575,0.53
"P57","No",0.413,0.511,0.425,0.47
