"var","categoria","Del Frente de Todos y el peronismo","De Cambiemos","De los Liberales libertarios","De la Izquierda","No sabe"
"P28","A los candidatos de la izquierda",0.008,0.004,0.003,0.561,0.012
"P28","Otro candidato",0.04,0.176,0.059,0.136,0.41
"P30","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.504,0.373,0.081,0.085,0.176
"P30","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.44,0.402,0.073,0.153,0.224
"P30","Javier Milei presidente – José Luis Espert  gobernador por los liberales",0.014,0.078,0.808,0.073,0.178
"P30","A los candidatos de la izquierda",0.006,0.004,0.009,0.59,0.017
"P30","Otro candidato",0.036,0.143,0.029,0.099,0.405
"P31","Sergio Massa por el Frente de Todos",0.508,0.223,0.054,0.129,0.178
"P31","Patricia Bullrich por Juntos por el Cambio",0.188,0.58,0.106,0.052,0.129
"P31","Javier Milei por los liberales libertarios",0.015,0.048,0.793,0.044,0.163
"P31","Nicolás del Caño por la izquierda",0.026,0.002,0.011,0.537,0.017
"P31","Otro candidato",0.139,0.102,0.011,0.086,0.231
"P31","Aún no lo tengo decidido",0.124,0.045,0.025,0.152,0.282
"P33","Sergio Massa por el Frente de Todos",0.646,0.072,0.02,0.162,0.175
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.074,0.599,0.032,0.037,0.155
"P33","Javier Milei por los liberales libertarios",0.017,0.118,0.859,0.045,0.173
"P33","Nicolás del Caño por la izquierda",0.028,0.008,0.011,0.528,0.016
"P33","Otro candidato",0.129,0.143,0.023,0.163,0.188
"P33","Aún no lo tengo decidido",0.106,0.06,0.055,0.065,0.293
"P34","Cristina Fernández de Kirchner por el Frente de Todos",0.876,0.031,0.019,0.105,0.206
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.037,0.637,0.041,0.058,0.163
"P34","Javier Milei por los liberales libertarios",0.014,0.132,0.863,0.048,0.177
"P34","Nicolás del Caño por la izquierda",0.006,0.013,0.004,0.619,0.022
"P34","Otro candidato",0.034,0.144,0.038,0.146,0.177
"P34","Aún no lo tengo decidido",0.033,0.043,0.035,0.024,0.255
"P35","Sergio Massa por el Frente de Todos",0.362,0.415,0.047,0.064,0.198
"P35","Mauricio Macri por Juntos por el Cambio",0.391,0.337,0.087,0.1,0.103
"P35","Javier Milei por los liberales libertarios",0.015,0.081,0.81,0.068,0.171
"P35","Nicolás del Caño por la izquierda",0.034,0.001,0.002,0.591,0.03
"P35","Otro candidato",0.109,0.136,0.034,0.132,0.24
"P35","Aún no lo tengo decidido",0.089,0.03,0.02,0.045,0.258
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.88,0.087,0.047,0.399,0.236
"P36","Mauricio Macri por Juntos por el Cambio",0.085,0.804,0.484,0.025,0.203
"P36","No sabe",0.035,0.109,0.469,0.576,0.561
"P37","Alberto Fernández por el Frente de Todos",0.742,0.028,0.044,0.37,0.162
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.046,0.824,0.415,0.102,0.254
"P37","No sabe",0.212,0.148,0.541,0.528,0.584
"P38","Sergio Massa presidente por el Frente de Todos",0.794,0.043,0.042,0.389,0.246
"P38","Patricia Bullrich por Juntos por el Cambio",0.043,0.86,0.695,0.105,0.26
"P38","No sabe",0.163,0.097,0.263,0.506,0.494
"P39","Cristina Fernandez de Kirchner por el Frente de Todos",0.906,0.027,0.046,0.51,0.24
"P39","Horacio Rodríguez Larreta por Juntos por el Cambio",0.045,0.846,0.508,0.169,0.295
"P39","No sabe",0.049,0.127,0.446,0.321,0.465
"P40","Sergio Massa presidente por el Frente de Todos",0.829,0.039,0.034,0.433,0.263
"P40","Javier Milei por los liberales libertarios",0.036,0.463,0.869,0.108,0.224
"P40","No sabe",0.135,0.498,0.097,0.459,0.513
"P41","Sergio Massa por el Frente de Todos",0.818,0.024,0.065,0.382,0.221
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.04,0.808,0.532,0.082,0.257
"P41","No sabe",0.142,0.168,0.403,0.536,0.522
"P42","Sergio Massa por el Frente de Todos",0.843,0.038,0.037,0.462,0.293
"P42","Mauricio Macri por Juntos por el Cambio",0.037,0.867,0.636,0.028,0.223
"P42","No sabe",0.12,0.095,0.327,0.51,0.484
"P43","Horacio Rodríguez Larreta por Juntos por el Cambio",0.158,0.617,0.056,0.152,0.266
"P43","Javier Milei por los liberales libertarios",0.044,0.263,0.851,0.103,0.217
"P43","No sabe",0.798,0.12,0.093,0.745,0.517
"P44","Muy buena",0.122,0.069,0.014,0.01,0.057
"P44","Buena",0.383,0.053,0.118,0.123,0.111
"P44","Ni buena ni mala",0.372,0.038,0.045,0.337,0.186
"P44","Mala",0.08,0.105,0.07,0.199,0.163
"P44","Muy mala",0.039,0.727,0.753,0.268,0.453
"P44","No sabe",0.004,0.008,0,0.063,0.03
"P45","Muy buena",0.156,0.008,0.005,0.018,0.067
"P45","Buena",0.332,0.019,0.026,0.099,0.063
"P45","Ni buena ni mala",0.342,0.029,0.038,0.278,0.213
"P45","Mala",0.121,0.138,0.1,0.243,0.169
"P45","Muy mala",0.048,0.804,0.83,0.353,0.47
"P45","No sabe",0.001,0.002,0.001,0.009,0.018
"P46","Muy buena",0.714,0.014,0.004,0.084,0.117
"P46","Buena",0.133,0.012,0.011,0.094,0.074
"P46","Ni buena ni mala",0.082,0.017,0.03,0.31,0.125
"P46","Mala",0.018,0.048,0.044,0.196,0.1
"P46","Muy mala",0.048,0.907,0.904,0.263,0.549
"P46","No sabe",0.005,0.002,0.007,0.053,0.035
"P47","Muy buena",0.083,0.341,0.103,0.02,0.063
"P47","Buena",0.03,0.327,0.244,0,0.099
"P47","Ni buena ni mala",0.048,0.133,0.295,0.059,0.202
"P47","Mala",0.124,0.053,0.132,0.229,0.239
"P47","Muy mala",0.709,0.143,0.225,0.692,0.372
"P47","No sabe",0.006,0.003,0.001,0,0.025
"P48","Muy buena",0.027,0.318,0.109,0.019,0.092
"P48","Buena",0.028,0.375,0.189,0.074,0.131
"P48","Ni buena ni mala",0.092,0.206,0.279,0.068,0.382
"P48","Mala",0.199,0.052,0.156,0.285,0.13
"P48","Muy mala",0.625,0.045,0.247,0.554,0.243
"P48","No sabe",0.029,0.004,0.02,0,0.022
"P49","Muy buena",0.177,0.044,0.018,0.02,0.047
"P49","Buena",0.315,0.061,0.021,0.096,0.14
"P49","Ni buena ni mala",0.293,0.07,0.083,0.383,0.293
"P49","Mala",0.088,0.154,0.17,0.187,0.149
"P49","Muy mala",0.124,0.668,0.707,0.314,0.342
"P49","No sabe",0.003,0.003,0.001,0,0.029
"P50","Muy buena",0.043,0.53,0.32,0.032,0.128
"P50","Buena",0.05,0.243,0.247,0.062,0.128
"P50","Ni buena ni mala",0.071,0.09,0.211,0.13,0.237
"P50","Mala",0.094,0.052,0.091,0.106,0.151
"P50","Muy mala",0.727,0.081,0.129,0.67,0.311
"P50","No sabe",0.015,0.004,0.002,0,0.045
"P51","Muy buena",0.023,0.126,0.58,0,0.095
"P51","Buena",0.02,0.211,0.243,0.097,0.095
"P51","Ni buena ni mala",0.063,0.415,0.121,0.11,0.316
"P51","Mala",0.115,0.129,0.042,0.062,0.112
"P51","Muy mala",0.767,0.104,0.014,0.724,0.323
"P51","No sabe",0.012,0.015,0,0.007,0.059
"P52","Muy buena",0.023,0.372,0.18,0.038,0.132
"P52","Buena",0.018,0.344,0.186,0.055,0.114
"P52","Ni buena ni mala",0.055,0.191,0.27,0.181,0.27
"P52","Mala",0.117,0.045,0.129,0.073,0.141
"P52","Muy mala",0.771,0.04,0.229,0.649,0.282
"P52","No sabe",0.016,0.008,0.006,0.004,0.061
"P53","Muy buena",0.181,0.037,0.045,0.004,0.058
"P53","Buena",0.351,0.071,0.02,0.049,0.117
"P53","Ni buena ni mala",0.262,0.088,0.118,0.426,0.234
"P53","Mala",0.062,0.199,0.181,0.261,0.152
"P53","Muy mala",0.121,0.596,0.632,0.242,0.402
"P53","No sabe",0.023,0.009,0.004,0.018,0.037
"P54","Muy buena",0.051,0.085,0.059,0.039,0.102
"P54","Buena",0.107,0.169,0.117,0.308,0.149
"P54","Ni buena ni mala",0.385,0.296,0.284,0.315,0.363
"P54","Mala",0.174,0.193,0.2,0.045,0.118
"P54","Muy mala",0.213,0.223,0.29,0.16,0.158
"P54","No sabe",0.07,0.034,0.05,0.133,0.11
"P55","Muy buena",0.021,0.076,0.058,0.02,0.042
"P55","Buena",0.034,0.204,0.072,0.056,0.087
"P55","Ni buena ni mala",0.193,0.38,0.35,0.325,0.387
"P55","Mala",0.178,0.126,0.176,0.193,0.123
"P55","Muy mala",0.508,0.141,0.248,0.266,0.166
"P55","No sabe",0.066,0.073,0.096,0.14,0.195
"P56","Siempre",0.327,0.346,0.282,0.09,0.214
"P56","Casi siempre",0.4,0.404,0.342,0.509,0.387
"P56","Casi nunca",0.156,0.185,0.23,0.196,0.218
"P56","Nunca, pero esta es una excepción",0.117,0.065,0.146,0.205,0.181
"P57","Si",0.556,0.607,0.517,0.451,0.499
"P57","No",0.444,0.393,0.483,0.549,0.501
