"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P31","Patricia Bullrich por Juntos por el Cambio",0.227,0.22,0.204,0.156
"P31","Javier Milei por los liberales libertarios",0.038,0.014,0.039,0.006
"P31","Nicolás del Caño por la izquierda",0.022,0.001,0.067,0.026
"P31","Otro candidato",0.092,0.009,0.128,0.214
"P31","Aún no lo tengo decidido",0.187,0.043,0.14,0.151
"P33","Sergio Massa por el Frente de Todos",0.478,0.861,0.49,0.613
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.144,0.069,0.186,0.033
"P33","Javier Milei por los liberales libertarios",0.025,0.021,0.051,0.004
"P33","Nicolás del Caño por la izquierda",0.038,0,0.07,0.027
"P33","Otro candidato",0.115,0.02,0.089,0.201
"P33","Aún no lo tengo decidido",0.2,0.029,0.114,0.122
"P34","Cristina Fernández de Kirchner por el Frente de Todos",0.83,0.877,0.738,0.918
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.07,0.042,0.121,0.009
"P34","Javier Milei por los liberales libertarios",0.024,0.02,0.047,0
"P34","Nicolás del Caño por la izquierda",0.003,0.002,0.017,0.004
"P34","Otro candidato",0.017,0.039,0.039,0.036
"P34","Aún no lo tengo decidido",0.056,0.02,0.038,0.033
"P35","Sergio Massa por el Frente de Todos",0.447,0.369,0.294,0.348
"P35","Mauricio Macri por Juntos por el Cambio",0.223,0.556,0.409,0.349
"P35","Javier Milei por los liberales libertarios",0.013,0.017,0.053,0.004
"P35","Nicolás del Caño por la izquierda",0.044,0.012,0.075,0.031
"P35","Otro candidato",0.075,0.011,0.086,0.173
"P35","Aún no lo tengo decidido",0.198,0.035,0.083,0.095
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.87,0.828,0.717,0.94
"P36","Mauricio Macri por Juntos por el Cambio",0.118,0.108,0.211,0.043
"P36","No sabe",0.012,0.064,0.072,0.017
"P37","Alberto Fernández por el Frente de Todos",0.818,0.799,0.568,0.735
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.069,0.047,0.144,0.017
"P37","No sabe",0.113,0.154,0.288,0.248
"P38","Sergio Massa presidente por el Frente de Todos",0.73,0.905,0.521,0.807
"P38","Patricia Bullrich por Juntos por el Cambio",0.108,0.011,0.216,0.01
"P38","No sabe",0.162,0.084,0.263,0.183
"P39","Cristina Fernandez de Kirchner por el Frente de Todos",0.829,0.915,0.72,0.965
"P39","Horacio Rodríguez Larreta por Juntos por el Cambio",0.102,0.029,0.183,0.011
"P39","No sabe",0.069,0.056,0.097,0.024
"P40","Sergio Massa presidente por el Frente de Todos",0.755,0.948,0.593,0.84
"P40","Javier Milei por los liberales libertarios",0.093,0.009,0.175,0.009
"P40","No sabe",0.152,0.043,0.232,0.151
"P41","Sergio Massa por el Frente de Todos",0.704,0.961,0.527,0.834
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.106,0.002,0.19,0.016
"P41","No sabe",0.19,0.037,0.283,0.15
"P42","Sergio Massa por el Frente de Todos",0.774,0.973,0.583,0.849
"P42","Mauricio Macri por Juntos por el Cambio",0.1,0.002,0.209,0.007
"P42","No sabe",0.126,0.025,0.208,0.144
"P43","Horacio Rodríguez Larreta por Juntos por el Cambio",0.21,0.243,0.096,0.117
"P43","Javier Milei por los liberales libertarios",0.082,0.034,0.166,0.023
"P43","No sabe",0.708,0.723,0.738,0.86
"P44","Muy buena",0.282,0.137,0.054,0.09
"P44","Buena",0.283,0.386,0.165,0.442
"P44","Ni buena ni mala",0.387,0.415,0.394,0.344
"P44","Mala",0.025,0.051,0.13,0.097
"P44","Muy mala",0.023,0.011,0.257,0.016
"P44","No sabe",0,0,0,0.011
"P45","Muy buena",0.369,0.231,0.095,0.083
"P45","Buena",0.359,0.374,0.179,0.336
"P45","Ni buena ni mala",0.206,0.261,0.305,0.406
"P45","Mala",0.043,0.103,0.208,0.143
"P45","Muy mala",0.023,0.031,0.213,0.03
"P45","No sabe",0,0,0,0.002
"P46","Muy buena",0.601,0.628,0.503,0.82
"P46","Buena",0.135,0.2,0.205,0.088
"P46","Ni buena ni mala",0.13,0.123,0.034,0.063
"P46","Mala",0.032,0.015,0.027,0.016
"P46","Muy mala",0.069,0.034,0.231,0.013
"P46","No sabe",0.033,0,0,0
"P47","Muy buena",0.097,0.118,0.104,0.07
"P47","Buena",0.053,0.056,0.056,0.005
"P47","Ni buena ni mala",0.081,0.1,0.05,0.017
"P47","Mala",0.205,0.168,0.16,0.093
"P47","Muy mala",0.564,0.538,0.63,0.813
"P47","No sabe",0,0.02,0,0.002
"P48","Muy buena",0.056,0.015,0.124,0.01
"P48","Buena",0.147,0.012,0.028,0.01
"P48","Ni buena ni mala",0.089,0.188,0.118,0.049
"P48","Mala",0.16,0.249,0.254,0.179
"P48","Muy mala",0.476,0.511,0.422,0.736
"P48","No sabe",0.072,0.025,0.054,0.016
"P49","Muy buena",0.178,0.42,0.176,0.067
"P49","Buena",0.284,0.289,0.129,0.358
"P49","Ni buena ni mala",0.317,0.134,0.394,0.339
"P49","Mala",0.066,0.062,0.124,0.104
"P49","Muy mala",0.138,0.091,0.177,0.131
"P49","No sabe",0.017,0.004,0,0.001
"P50","Muy buena",0.088,0.06,0.164,0.003
"P50","Buena",0.094,0.099,0.097,0.017
"P50","Ni buena ni mala",0.172,0.093,0.111,0.034
"P50","Mala",0.097,0.117,0.11,0.076
"P50","Muy mala",0.502,0.604,0.515,0.867
"P50","No sabe",0.047,0.027,0.003,0.003
"P51","Muy buena",0.094,0.02,0.08,0.003
"P51","Buena",0.01,0.009,0.126,0.01
"P51","Ni buena ni mala",0.095,0.098,0.067,0.042
"P51","Mala",0.172,0.176,0.14,0.085
"P51","Muy mala",0.582,0.693,0.569,0.855
"P51","No sabe",0.047,0.004,0.018,0.005
"P52","Muy buena",0.082,0.017,0.099,0.001
"P52","Buena",0.047,0.015,0.065,0.007
"P52","Ni buena ni mala",0.143,0.098,0.072,0.013
"P52","Mala",0.087,0.184,0.135,0.099
"P52","Muy mala",0.599,0.661,0.611,0.874
"P52","No sabe",0.042,0.025,0.018,0.006
"P53","Muy buena",0.295,0.231,0.098,0.149
"P53","Buena",0.268,0.317,0.334,0.388
"P53","Ni buena ni mala",0.231,0.252,0.271,0.279
"P53","Mala",0.034,0.074,0.063,0.058
"P53","Muy mala",0.11,0.097,0.226,0.113
"P53","No sabe",0.062,0.029,0.008,0.013
"P54","Muy buena",0.109,0.075,0.057,0.029
"P54","Buena",0.129,0.142,0.138,0.079
"P54","Ni buena ni mala",0.306,0.498,0.313,0.377
"P54","Mala",0.141,0.109,0.19,0.204
"P54","Muy mala",0.167,0.1,0.205,0.27
"P54","No sabe",0.148,0.076,0.097,0.041
"P55","Muy buena",0.008,0.042,0.04,0.015
"P55","Buena",0.043,0.075,0.055,0.014
"P55","Ni buena ni mala",0.221,0.332,0.258,0.113
"P55","Mala",0.222,0.218,0.182,0.149
"P55","Muy mala",0.333,0.258,0.416,0.674
"P55","No sabe",0.173,0.075,0.049,0.035
"P56","Siempre",0.363,0.343,0.242,0.336
"P56","Casi siempre",0.324,0.316,0.482,0.433
"P56","Casi nunca",0.163,0.15,0.217,0.149
"P56","Nunca, pero esta es una excepción",0.15,0.191,0.059,0.082
"P57","Si",0.63,0.622,0.509,0.523
"P57","No",0.37,0.378,0.491,0.477
