"var","categoria","La seguridad","El tránsito","El arreglo de las calles","Los parques y espacios públicos","El sistema de salud","La limpieza de las calles","El deporte y la cultura","La luminaria","No sabe"
"P14","Muy mala",0.099,0.273,0.141,0.237,0.083,0.1,0.074,0.04,0.113
"P14","No sabe",0.087,0.034,0.158,0.214,0.301,0.251,0.13,0.124,0.272
"P15","Muy buena",0.114,0.307,0.025,0.021,0.033,0.013,0.034,0.205,0.127
"P15","Buena",0.101,0.14,0.071,0.05,0.016,0.087,0.054,0.056,0.157
"P15","Ni buena ni mala",0.319,0.341,0.462,0.204,0.292,0.524,0.398,0.445,0.325
"P15","Mala",0.232,0.017,0.192,0.298,0.053,0.101,0.211,0,0.069
"P15","Muy mala",0.118,0.048,0.111,0.232,0.289,0.122,0.152,0.012,0.072
"P15","No sabe",0.116,0.147,0.139,0.195,0.317,0.153,0.151,0.282,0.25
"P16","Muy buena",0.181,0.067,0.018,0.065,0.249,0,0.033,0.247,0.148
"P16","Buena",0.085,0.353,0.134,0.056,0.057,0.221,0.031,0.141,0.101
"P16","Ni buena ni mala",0.296,0.307,0.252,0.246,0.321,0.172,0.342,0.102,0.14
"P16","Mala",0.128,0.087,0.267,0.261,0.125,0.159,0.35,0.129,0.198
"P16","Muy mala",0.231,0.035,0.221,0.304,0.221,0.185,0.164,0.099,0.244
"P16","No sabe",0.079,0.151,0.108,0.068,0.027,0.263,0.08,0.282,0.169
"P17","Muy buena",0.241,0.057,0,0.012,0,0.025,0,0,0.039
"P17","Buena",0.044,0.087,0.029,0.031,0,0.248,0.026,0,0.027
"P17","Ni buena ni mala",0.446,0.436,0.458,0.327,0.451,0.293,0.387,0.495,0.289
"P17","Mala",0.014,0,0.123,0.098,0.023,0,0.21,0.028,0.052
"P17","Muy mala",0.057,0.046,0.109,0.117,0.136,0.033,0.064,0,0.088
"P17","No sabe",0.198,0.374,0.281,0.415,0.39,0.401,0.313,0.477,0.505
"P18","Lo votaría",0.418,0.114,0.312,0.329,0.224,0.153,0.395,0.226,0.026
"P18","Puede que lo vote",0.087,0.14,0.15,0.121,0.071,0.369,0.13,0.177,0.206
"P18","Nunca lo votaría",0.346,0.564,0.391,0.425,0.627,0.451,0.392,0.366,0.628
"P18","No sabe",0.149,0.182,0.147,0.125,0.078,0.027,0.083,0.231,0.14
"P19","Lo votaría",0.292,0.084,0.097,0.039,0.038,0.054,0.03,0.428,0.227
"P19","Puede que lo vote",0.267,0.102,0.183,0.186,0.11,0.106,0.226,0.235,0.223
"P19","Nunca lo votaría",0.242,0.623,0.543,0.578,0.508,0.664,0.637,0.229,0.228
"P19","No sabe",0.199,0.191,0.177,0.197,0.344,0.176,0.107,0.108,0.322
"P20","Lo votaría",0.102,0.057,0.069,0.033,0.071,0,0.013,0.105,0.17
"P20","Puede que lo vote",0.161,0.425,0.087,0.167,0.211,0.068,0.089,0.551,0.313
"P20","Nunca lo votaría",0.383,0.431,0.592,0.566,0.39,0.734,0.765,0.202,0.222
"P20","No sabe",0.354,0.087,0.252,0.234,0.328,0.198,0.133,0.142,0.295
"P21","Muy buena",0.333,0.05,0.3,0.411,0.511,0.351,0.451,0.146,0.131
"P21","Buena",0.014,0.394,0.144,0.118,0.118,0.324,0.093,0.033,0.076
"P21","Ni buena ni mala",0.265,0.193,0.187,0.097,0.051,0.079,0.165,0.307,0.137
"P21","Mala",0.252,0.09,0.139,0.151,0.103,0.07,0.176,0.065,0.18
"P21","Muy mala",0.121,0.259,0.172,0.199,0.217,0.176,0.115,0.449,0.4
"P21","No sabe",0.015,0.014,0.058,0.024,0,0,0,0,0.076
"P22","Muy buena",0.341,0.048,0.103,0.077,0.132,0.091,0.056,0.192,0.219
"P22","Buena",0.031,0.184,0.128,0.12,0.074,0.165,0.062,0.241,0.211
"P22","Ni buena ni mala",0.401,0.208,0.343,0.179,0.168,0.249,0.27,0.169,0.24
"P22","Mala",0.048,0.253,0.157,0.289,0.084,0.218,0.36,0.249,0.109
"P22","Muy mala",0.11,0.264,0.179,0.25,0.239,0.131,0.154,0.063,0.091
"P22","No sabe",0.069,0.043,0.09,0.085,0.303,0.146,0.098,0.086,0.13
"P23","Muy buena",0.223,0.032,0.016,0.024,0.043,0.044,0.029,0.123,0.094
"P23","Buena",0.022,0.162,0.094,0.062,0.097,0.078,0.055,0.292,0.259
"P23","Ni buena ni mala",0.573,0.393,0.415,0.25,0.198,0.391,0.229,0.234,0.207
"P23","Mala",0.032,0.038,0.175,0.187,0.101,0.141,0.334,0.225,0.11
"P23","Muy mala",0.072,0.227,0.195,0.344,0.273,0.2,0.21,0.093,0.138
"P23","No sabe",0.078,0.148,0.105,0.133,0.288,0.146,0.143,0.033,0.192
"P24","Muy buena",0.172,0.386,0.062,0.055,0.161,0.123,0.073,0.159,0.153
"P24","Buena",0.142,0.071,0.067,0.105,0.126,0,0.067,0.216,0.211
"P24","Ni buena ni mala",0.398,0.344,0.389,0.142,0.035,0.267,0.238,0.37,0.285
"P24","Mala",0.188,0.021,0.093,0.21,0.124,0.241,0.291,0.137,0.063
"P24","Muy mala",0.022,0.039,0.291,0.428,0.27,0.168,0.249,0.012,0.095
"P24","No sabe",0.078,0.139,0.098,0.06,0.284,0.201,0.082,0.106,0.193
"P25","Muy buena",0.149,0.295,0.055,0.018,0.058,0.07,0.011,0.157,0.114
"P25","Buena",0.159,0.221,0.088,0.071,0.134,0.029,0.044,0.128,0.183
"P25","Ni buena ni mala",0.379,0.327,0.405,0.206,0.172,0.43,0.281,0.257,0.259
"P25","Mala",0.166,0.084,0.162,0.176,0.023,0.201,0.366,0.246,0.082
"P25","Muy mala",0.046,0.039,0.176,0.37,0.412,0.168,0.234,0.093,0.15
"P25","No sabe",0.101,0.034,0.114,0.159,0.201,0.102,0.064,0.119,0.212
"P26","Lo votaría",0.447,0.108,0.378,0.504,0.566,0.578,0.531,0.108,0.181
"P26","Puede que lo vote",0.049,0.166,0.098,0.064,0.099,0.174,0.083,0.301,0.088
"P26","Nunca lo votaría",0.418,0.608,0.443,0.335,0.302,0.169,0.322,0.57,0.611
"P26","No sabe",0.086,0.118,0.081,0.097,0.033,0.079,0.064,0.021,0.12
"P27","Lo votaría",0.415,0.112,0.128,0.065,0.117,0.129,0.02,0.243,0.294
"P27","Puede que lo vote",0.082,0.242,0.189,0.175,0.073,0.195,0.132,0.518,0.236
"P27","Nunca lo votaría",0.404,0.525,0.579,0.628,0.434,0.476,0.591,0.128,0.327
"P27","No sabe",0.099,0.121,0.104,0.132,0.376,0.2,0.257,0.111,0.143
"P28","Lo votaría",0.205,0.05,0.08,0.067,0.206,0.082,0.029,0.121,0.223
"P28","Puede que lo vote",0.223,0.432,0.128,0.09,0.036,0.102,0.065,0.502,0.253
"P28","Nunca lo votaría",0.455,0.293,0.574,0.629,0.434,0.7,0.627,0.194,0.287
"P28","No sabe",0.117,0.225,0.218,0.214,0.324,0.116,0.279,0.183,0.237
"P29","Lo votaría",0.193,0.118,0.112,0.097,0.122,0.148,0.078,0.002,0.219
"P29","Puede que lo vote",0.215,0.29,0.153,0.117,0.131,0.107,0.067,0.38,0.247
"P29","Nunca lo votaría",0.456,0.381,0.508,0.619,0.407,0.443,0.54,0.562,0.279
"P29","No sabe",0.136,0.211,0.227,0.167,0.34,0.302,0.315,0.056,0.255
"P30","Lo votaría",0.365,0.065,0.019,0.024,0.166,0.085,0.047,0.115,0.099
"P30","Puede que lo vote",0.141,0.649,0.067,0.123,0,0.101,0.053,0.408,0.273
"P30","Nunca lo votaría",0.336,0.174,0.807,0.588,0.518,0.683,0.6,0.327,0.374
"P30","No sabe",0.158,0.112,0.107,0.265,0.316,0.131,0.3,0.15,0.254
"P32","La seguridad",0.638,0.601,0.512,0.383,0.173,0.325,0.377,0.324,0.426
"P32","El tránsito",0.073,0.083,0.082,0.018,0.053,0,0,0.002,0.003
"P32","El arreglo de las calles",0.125,0.074,0.131,0.265,0.075,0.125,0.047,0.571,0.118
"P32","Los parques y espacios públicos",0,0,0.004,0.09,0.006,0.143,0,0,0
"P32","El sistema de salud",0.083,0.215,0.195,0.119,0.607,0.167,0.192,0.042,0.19
"P32","La limpieza de las calles",0.081,0.027,0.01,0.022,0.008,0.107,0.034,0,0.012
"P32","El deporte y la cultura",0,0,0.003,0,0,0,0.291,0,0
"P32","La luminaria",0,0,0.015,0.009,0.006,0,0.042,0.061,0.013
"P32","No sabe",0,0,0.048,0.094,0.072,0.133,0.017,0,0.238
"P33","Agua corriente y cloacas",0.678,0.465,0.383,0.524,0.437,0.533,0.482,0.494,0.422
"P33","Energía eléctrica",0.135,0.337,0.229,0.091,0.062,0.102,0.049,0.03,0.164
"P33","Red de gas natural",0.114,0,0.108,0.081,0.026,0.038,0.075,0.071,0.102
"P33","Recolección de residuos",0.023,0.086,0.114,0.15,0.201,0.039,0.139,0.26,0.181
"P33","Ninguno",0.05,0.112,0.166,0.154,0.274,0.288,0.255,0.145,0.131
"P34","Los robos",0.561,0.712,0.601,0.467,0.283,0.484,0.495,0.265,0.454
"P34","El narcotráfico",0.232,0.212,0.151,0.192,0.051,0.178,0.197,0.092,0.165
"P34","La ausencia de patrulleros y personal policial",0.092,0.076,0.193,0.238,0.421,0.245,0.248,0.599,0.189
"P34","Otro",0.106,0,0.023,0.063,0.245,0.075,0.059,0,0.155
"P34","Ninguno",0.009,0,0.032,0.04,0,0.018,0.001,0.044,0.037
"P35","Muy buena",0.137,0.01,0.139,0.155,0.05,0.123,0.243,0.083,0.015
"P35","Buena",0.082,0.164,0.265,0.251,0.171,0.24,0.206,0.16,0.066
"P35","Ni buena ni mala",0.335,0.083,0.333,0.318,0.474,0.434,0.332,0.185,0.197
"P35","Mala",0.333,0.62,0.098,0.135,0.267,0.203,0.123,0.503,0.237
"P35","Muy mala",0.09,0.123,0.138,0.094,0.008,0,0.096,0.069,0.381
"P35","No sabe",0.023,0,0.027,0.047,0.03,0,0,0,0.104
"P36","Muy buena",0.126,0.081,0.117,0.039,0.019,0.103,0.276,0.034,0.001
"P36","Buena",0.123,0.054,0.259,0.322,0.118,0.12,0.19,0.09,0.054
"P36","Ni buena ni mala",0.318,0.171,0.313,0.37,0.37,0.499,0.246,0.341,0.239
"P36","Mala",0.26,0.322,0.192,0.125,0.158,0.192,0.199,0.342,0.227
"P36","Muy mala",0.15,0.372,0.101,0.089,0.131,0.039,0.089,0.062,0.327
"P36","No sabe",0.023,0,0.018,0.055,0.204,0.047,0,0.131,0.152
"P37","Frente de Todos y el peronismo",0.385,0.054,0.46,0.591,0.338,0.617,0.418,0.183,0.22
"P37","Cambiemos",0.378,0.411,0.265,0.081,0.141,0.039,0.208,0.291,0.388
"P37","Liberales",0.214,0.352,0.093,0.191,0.127,0.107,0.076,0.3,0.224
"P37","Izquierda",0.004,0.062,0.102,0.08,0.178,0,0.16,0,0.043
"P37","No sabe",0.019,0.121,0.08,0.057,0.216,0.237,0.138,0.226,0.125
"P39","A Alberto Fernández",0.616,0,0.411,0.031,0.835,0.112,0.033,0,0.295
"P39","A Sergio Massa",0.196,0.066,0.198,0.235,0,0.045,0.065,0.482,0.092
"P39","A algún candidato del peronismo",0.064,0.171,0.058,0.185,0,0.105,0.075,0.246,0.077
"P39","A algún candidato del kirchnerismo",0.124,0.763,0.333,0.549,0.165,0.738,0.827,0.272,0.536
"P40","A Alberto Fernández",0.571,0.066,0.229,0.006,0.809,0.235,0.044,0,0.037
"P40","A Sergio Massa",0.196,0.763,0.208,0.088,0,0.001,0.065,0.482,0.086
"P40","A algún candidato del peronismo",0,0,0.006,0.096,0,0,0.013,0.246,0.314
"P40","A Cristina Fernández de Kirchner",0.233,0.171,0.557,0.81,0.191,0.764,0.878,0.272,0.563
"P41","A Horacio Rodriguez Larreta",0.429,0.12,0.408,0.19,0.888,0.245,0.175,0.116,0.216
"P41","A Mauricio Macri",0.175,0.202,0.062,0.26,0.039,0,0.028,0.143,0.151
"P41","A Patricia Bullrich",0.396,0.678,0.316,0.52,0.073,0.755,0.271,0.741,0.607
"P41","A Facundo Manes",0,0,0.169,0.03,0,0,0.526,0,0.021
"P41","A Gerardo Morales",0,0,0.045,0,0,0,0,0,0.005
"P42","Muy buena",0.356,0.115,0.112,0.044,0.334,0.13,0.142,0,0.029
"P42","Buena",0.078,0.026,0.225,0.122,0.206,0.129,0.069,0.087,0.019
"P42","Ni buena ni mala",0.18,0.565,0.171,0.322,0.174,0.304,0.143,0.362,0.345
"P42","Mala",0.142,0.195,0.188,0.282,0.142,0.269,0.289,0.106,0.15
"P42","Muy mala",0.244,0.099,0.25,0.211,0.144,0.142,0.357,0.445,0.438
"P42","No sabe",0,0,0.054,0.019,0,0.026,0,0,0.019
"P43","Muy buena",0.262,0.325,0.104,0.035,0.141,0.012,0.018,0.121,0.176
"P43","Buena",0.078,0.042,0.069,0.071,0.027,0.014,0.066,0.235,0.139
"P43","Ni buena ni mala",0.231,0.341,0.19,0.121,0.216,0.07,0.067,0.391,0.306
"P43","Mala",0.213,0.141,0.164,0.149,0.062,0.473,0.389,0.081,0.121
"P43","Muy mala",0.216,0.151,0.452,0.607,0.554,0.431,0.46,0.172,0.229
"P43","No sabe",0,0,0.021,0.017,0,0,0,0,0.029
"P44","Muy buena",0.477,0.042,0.384,0.472,0.534,0.334,0.335,0.152,0.178
"P44","Buena",0.114,0.011,0.065,0.103,0.058,0.255,0.078,0,0.053
"P44","Ni buena ni mala",0.026,0.075,0.042,0.068,0.088,0.087,0.055,0.228,0.068
"P44","Mala",0.104,0.167,0.096,0.054,0.118,0.189,0.199,0.02,0.149
"P44","Muy mala",0.279,0.705,0.391,0.303,0.202,0.108,0.333,0.6,0.529
"P44","No sabe",0,0,0.022,0,0,0.027,0,0,0.023
"P45","Muy buena",0.459,0.077,0.148,0.078,0.136,0.082,0.042,0.16,0.217
"P45","Buena",0.141,0.098,0.102,0.064,0.034,0.077,0.063,0.214,0.168
"P45","Ni buena ni mala",0.062,0.177,0.173,0.068,0.212,0.156,0.125,0.452,0.249
"P45","Mala",0.208,0.012,0.156,0.171,0.057,0.46,0.363,0.143,0.122
"P45","Muy mala",0.116,0.636,0.369,0.599,0.337,0.225,0.401,0.031,0.187
"P45","No sabe",0.014,0,0.052,0.02,0.224,0,0.006,0,0.057
"P46","Muy buena",0.207,0.083,0.037,0.128,0.054,0.072,0.151,0.07,0.074
"P46","Buena",0.145,0.036,0.329,0.276,0.217,0.211,0.303,0.002,0.101
"P46","Ni buena ni mala",0.257,0.155,0.159,0.162,0.205,0.306,0.12,0.421,0.17
"P46","Mala",0.114,0.144,0.18,0.167,0.146,0.258,0.1,0.27,0.17
"P46","Muy mala",0.272,0.582,0.29,0.233,0.154,0.082,0.326,0.237,0.398
"P46","No sabe",0.005,0,0.005,0.034,0.224,0.071,0,0,0.087
"P47","Muy buena",0.258,0.405,0.092,0.074,0.11,0.058,0.071,0.406,0.315
"P47","Buena",0.184,0.037,0.156,0.134,0.04,0.053,0.108,0.037,0.169
"P47","Ni buena ni mala",0.195,0.108,0.073,0.039,0.139,0.097,0.049,0.285,0.234
"P47","Mala",0.102,0.013,0.186,0.123,0.068,0.382,0.34,0.117,0.069
"P47","Muy mala",0.247,0.437,0.454,0.625,0.371,0.41,0.432,0.155,0.185
"P47","No sabe",0.014,0,0.039,0.005,0.272,0,0,0,0.028
"P48","Muy buena",0.07,0.778,0.143,0.14,0.079,0.273,0.224,0.005,0.302
"P48","Buena",0.151,0.036,0.036,0.062,0,0,0.082,0.105,0.143
"P48","Ni buena ni mala",0.374,0.066,0.139,0.079,0.193,0.132,0.217,0.618,0.206
"P48","Mala",0.187,0.021,0.257,0.148,0.073,0.146,0.184,0.204,0.125
"P48","Muy mala",0.187,0.054,0.384,0.563,0.373,0.377,0.285,0.068,0.17
"P48","No sabe",0.031,0.045,0.041,0.008,0.282,0.072,0.008,0,0.054
