"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P26","Recolección de residuos",0,0.302,0.048,0.034
"P26","Ninguno",0.087,0.066,0.16,0.098
"P27","Los robos",0.469,0.266,0.33,0.158
"P27","El narcotráfico",0.333,0.183,0.456,0.194
"P27","La ausencia de patrulleros y personal policial",0.156,0.403,0.112,0.467
"P27","Otro",0.042,0.095,0.057,0.081
"P27","Ninguno",0,0.053,0.045,0.1
"P31","A Alberto Fernández",0.681,0.17,0.146,0.214
"P31","A Sergio Massa",0.043,0.777,0.044,0.047
"P31","A algún candidato del peronismo",0.1,0,0.713,0.029
"P31","A Cristina Fernández de Kirchner",0.176,0.053,0.097,0.71
"P34","Muy buena",0.362,0.052,0.189,0.029
"P34","Buena",0.174,0.078,0.104,0.184
"P34","Ni buena ni mala",0.273,0.537,0.223,0.05
"P34","Mala",0.072,0.054,0.05,0.438
"P34","Muy mala",0.119,0.279,0.434,0.299
"P34","No sabe",0,0,0,0
"P35","Muy buena",0.345,0.17,0.28,0.078
"P35","Buena",0.059,0.027,0.191,0.076
"P35","Ni buena ni mala",0.207,0.231,0.212,0
"P35","Mala",0.113,0.314,0.085,0.184
"P35","Muy mala",0.276,0.258,0.2,0.662
"P35","No sabe",0,0,0.032,0
"P36","Muy buena",0.334,0.323,0.217,0.578
"P36","Buena",0.333,0.06,0.008,0.008
"P36","Ni buena ni mala",0.14,0.145,0.144,0.04
"P36","Mala",0,0.02,0.025,0.025
"P36","Muy mala",0.193,0.452,0.574,0.349
"P36","No sabe",0,0,0.032,0
"P37","Muy buena",0.325,0.176,0.098,0.056
"P37","Buena",0.042,0.081,0.267,0.012
"P37","Ni buena ni mala",0.464,0.335,0.242,0.066
"P37","Mala",0.027,0.24,0.144,0.188
"P37","Muy mala",0.111,0.168,0.249,0.678
"P37","No sabe",0.031,0,0,0
"P38","Muy buena",0.329,0.56,0.128,0.026
"P38","Buena",0.032,0.137,0.068,0.142
"P38","Ni buena ni mala",0.335,0.071,0.165,0.086
"P38","Mala",0.166,0.014,0.071,0.143
"P38","Muy mala",0.138,0.218,0.536,0.603
"P38","No sabe",0,0,0.032,0
"P39","Muy buena",0.419,0.216,0.508,0.075
"P39","Buena",0.014,0.202,0.226,0.05
"P39","Ni buena ni mala",0.197,0.305,0.032,0.29
"P39","Mala",0.027,0.223,0.004,0.008
"P39","Muy mala",0.343,0.054,0.107,0.577
"P39","No sabe",0,0,0.123,0
"P40","Muy buena",0.313,0.189,0.232,0.211
"P40","Buena",0.193,0.225,0.388,0.013
"P40","Ni buena ni mala",0.113,0.169,0.187,0.086
"P40","Mala",0.083,0.218,0.045,0.155
"P40","Muy mala",0.272,0.199,0.101,0.535
"P40","No sabe",0.026,0,0.047,0
