"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P34","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.091,0.699,0.278,0.606,0.463,0.459,0.358,0.404,0.275
"P34","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.331,0.043,0.202,0.062,0.116,0.021,0.1,0.174,0
"P34","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0,0.077,0,0,0,0.019,0.058,0.043,0
"P34","En blanco",0.578,0,0.335,0.173,0.217,0.088,0.178,0.171,0
"P34","No sabe",0,0.122,0.053,0.056,0.12,0.068,0.052,0.073,0.334
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.327,0.146,0.207,0.268,0.355,0.419,0.358,0.46,0.43
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.042,0.196,0.226,0.218,0.195,0.122,0.197,0.164,0.049
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.285,0.332,0.362,0.3,0.238,0.217,0.272,0.182,0.131
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.191,0.236,0.115,0.101,0.113,0.076,0.081,0.077,0.194
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.047,0.052,0.067,0.074,0.056,0.06,0.038,0.043,0.098
"P36","No sabe",0.108,0.038,0.023,0.039,0.043,0.106,0.054,0.074,0.098
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.673,0.505,0.57,0.489,0.416,0.462,0.413,0.346,0.448
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.203,0.3,0.309,0.382,0.367,0.34,0.406,0.435,0.333
"P37","En blanco",0.1,0.168,0.094,0.05,0.124,0.127,0.114,0.123,0.191
"P37","No sabe",0.024,0.027,0.027,0.079,0.093,0.071,0.067,0.096,0.028
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.186,0.361,0.35,0.295,0.339,0.265,0.353,0.46,0.205
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.126,0.27,0.153,0.223,0.237,0.198,0.251,0.224,0.224
"P38","En blanco",0.462,0.108,0.403,0.316,0.209,0.26,0.268,0.188,0.571
"P38","No sabe",0.226,0.261,0.094,0.166,0.215,0.277,0.128,0.128,0
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.732,0.539,0.602,0.466,0.429,0.458,0.432,0.363,0.554
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.201,0.232,0.237,0.337,0.348,0.261,0.321,0.329,0.259
"P39","En blanco",0.055,0.161,0.105,0.115,0.123,0.113,0.13,0.18,0
"P39","No sabe",0.012,0.068,0.056,0.082,0.1,0.168,0.117,0.128,0.187
"P45","Lo votaría",0.619,0.545,0.619,0.458,0.408,0.436,0.408,0.366,0.599
"P45","Puede que lo vote",0.014,0.022,0.065,0.115,0.071,0.08,0.076,0.091,0
"P45","Nunca lo votaría",0.367,0.32,0.304,0.398,0.462,0.423,0.456,0.503,0.398
"P45","No sabe",0,0.113,0.012,0.029,0.059,0.061,0.06,0.04,0.003
"P46","Lo votaría",0.146,0.277,0.281,0.268,0.326,0.29,0.309,0.426,0.346
"P46","Puede que lo vote",0.241,0.023,0.101,0.131,0.128,0.102,0.127,0.126,0.099
"P46","Nunca lo votaría",0.613,0.623,0.572,0.543,0.51,0.476,0.51,0.393,0.552
"P46","No sabe",0,0.077,0.046,0.058,0.036,0.132,0.054,0.055,0.003
"P47","Lo votaría",0.122,0.116,0.133,0.178,0.21,0.215,0.21,0.237,0.223
"P47","Puede que lo vote",0.027,0.06,0.149,0.122,0.19,0.157,0.165,0.155,0
"P47","Nunca lo votaría",0.851,0.718,0.682,0.614,0.546,0.523,0.567,0.55,0.709
"P47","No sabe",0,0.106,0.036,0.086,0.054,0.105,0.058,0.058,0.068
"P48","Lo votaría",0.048,0.158,0.103,0.12,0.08,0.202,0.146,0.111,0.09
"P48","Puede que lo vote",0.172,0.438,0.337,0.244,0.315,0.294,0.298,0.304,0.462
"P48","Nunca lo votaría",0.632,0.357,0.493,0.545,0.556,0.407,0.488,0.533,0.425
"P48","No sabe",0.148,0.047,0.067,0.091,0.049,0.097,0.068,0.052,0.023
"P49","Lo votaría",0.103,0.104,0.029,0.049,0.114,0.143,0.096,0.094,0
"P49","Puede que lo vote",0.091,0.35,0.399,0.278,0.336,0.262,0.258,0.242,0.211
"P49","Nunca lo votaría",0.806,0.453,0.46,0.557,0.483,0.476,0.575,0.572,0.67
"P49","No sabe",0,0.093,0.112,0.116,0.067,0.119,0.071,0.092,0.119
"P50","Si",0.499,0.415,0.389,0.406,0.532,0.578,0.437,0.444,0.508
"P50","No",0.501,0.585,0.611,0.594,0.468,0.422,0.563,0.556,0.492
"P51","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.172,0.283,0.36,0.363,0.372,0.437,0.316,0.304,0.619
"P51","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.028,0.258,0.258,0.155,0.287,0.096,0.205,0.183,0.079
"P51","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.506,0.177,0.309,0.375,0.256,0.324,0.342,0.368,0.164
"P51","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.294,0.053,0.073,0.093,0.061,0.052,0.1,0.066,0.138
"P51","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0,0.037,0,0.002,0.024,0.007,0.006,0.035,0
"P51","En blanco",0,0,0,0.004,0,0.042,0.008,0.021,0
"P51","No sabe",0,0.192,0,0.008,0,0.042,0.023,0.023,0
"P52","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.281,0.286,0.557,0.431,0.5,0.414,0.479,0.425,0.62
"P52","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.284,0.591,0.372,0.357,0.376,0.377,0.289,0.35,0.242
"P52","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.024,0,0.012,0.092,0.028,0.075,0.047,0.088,0
"P52","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.302,0.053,0.033,0.072,0.083,0.052,0.104,0.049,0.138
"P52","En blanco",0,0.037,0,0.006,0.009,0,0.046,0.014,0
"P52","No sabe",0.109,0.033,0.026,0.042,0.004,0.082,0.035,0.074,0
"P53","Sergio Massa y Javier Milei",0.795,0.59,0.661,0.517,0.442,0.638,0.474,0.395,0.413
"P53","Patricia Bullrich y Javier Milei",0.204,0.332,0.279,0.411,0.433,0.278,0.427,0.508,0.338
"P53","Sergio Massa y Patricia Bullrich",0.001,0.078,0.06,0.072,0.125,0.084,0.099,0.097,0.249
"P54","Muy buena",0.041,0.029,0.057,0.035,0.023,0.055,0.049,0.065,0.033
"P54","Buena",0.254,0.072,0.112,0.085,0.119,0.122,0.132,0.063,0.393
"P54","Regular",0.293,0.373,0.333,0.295,0.271,0.124,0.214,0.178,0.109
"P54","Mala",0.118,0.259,0.167,0.228,0.174,0.321,0.265,0.24,0.235
"P54","Muy mala",0.294,0.267,0.331,0.357,0.413,0.378,0.34,0.454,0.23
"P55","Muy buena",0.206,0.044,0.06,0.062,0.074,0.092,0.043,0.061,0.029
"P55","Buena",0.246,0.32,0.269,0.176,0.112,0.084,0.152,0.082,0.171
"P55","Regular",0.166,0.278,0.22,0.231,0.234,0.133,0.204,0.14,0.373
"P55","Mala",0.088,0.08,0.146,0.181,0.129,0.241,0.187,0.205,0.2
"P55","Muy mala",0.294,0.278,0.305,0.35,0.451,0.45,0.414,0.512,0.227
"P56","Muy buena",0.298,0.076,0.181,0.161,0.195,0.102,0.112,0.112,0.003
"P56","Buena",0.384,0.373,0.37,0.258,0.275,0.182,0.27,0.171,0.571
"P56","Regular",0.103,0.378,0.214,0.367,0.268,0.342,0.362,0.366,0.245
"P56","Mala",0.194,0.101,0.175,0.151,0.176,0.213,0.148,0.206,0.181
"P56","Muy mala",0.021,0.072,0.06,0.063,0.086,0.161,0.108,0.145,0
"P57","Muy buena",0.397,0.168,0.116,0.054,0.037,0.02,0.022,0.033,0
"P57","Buena",0.257,0.636,0.554,0.264,0.201,0.122,0.183,0.086,0.56
"P57","Regular",0.329,0.117,0.295,0.55,0.547,0.315,0.493,0.372,0.24
"P57","Mala",0,0.039,0.025,0.102,0.165,0.368,0.224,0.292,0
"P57","Muy mala",0.017,0.04,0.01,0.03,0.05,0.175,0.078,0.217,0.2
"P58","Muy buena",0.356,0.14,0.255,0.102,0.033,0.06,0.036,0.048,0
"P58","Buena",0.174,0.453,0.35,0.215,0.232,0.149,0.207,0.103,0.367
"P58","Regular",0.429,0.316,0.259,0.36,0.392,0.291,0.341,0.26,0.383
"P58","Mala",0.024,0.059,0.106,0.203,0.207,0.248,0.239,0.315,0.117
"P58","Muy mala",0.017,0.032,0.03,0.12,0.136,0.252,0.177,0.274,0.133
"P59","Muy buena",0.427,0.115,0.21,0.153,0.134,0.078,0.087,0.066,0.133
"P59","Buena",0.262,0.299,0.5,0.297,0.316,0.212,0.336,0.219,0.655
"P59","Regular",0.311,0.542,0.225,0.358,0.391,0.431,0.414,0.414,0.212
"P59","Mala",0,0.044,0.062,0.129,0.128,0.186,0.105,0.188,0
"P59","Muy mala",0,0,0.003,0.063,0.031,0.093,0.058,0.113,0
"P60","Ha aumentado significativamente",0.358,0.068,0.1,0.091,0.033,0.068,0.054,0.07,0.172
"P60","Ha aumentado ligeramente",0.119,0.232,0.444,0.269,0.181,0.155,0.196,0.142,0.032
"P60","Se mantiene igual",0.3,0.535,0.325,0.28,0.425,0.223,0.338,0.211,0.515
"P60","Ha disminuido ligeramente",0.188,0.081,0.092,0.202,0.187,0.227,0.207,0.219,0.206
"P60","Ha disminuido significativamente",0.035,0.084,0.039,0.158,0.174,0.327,0.205,0.358,0.075
"P61","Muy baja",0.032,0.014,0.004,0.027,0.022,0.07,0.048,0.066,0
"P61","Baja",0.167,0.059,0.047,0.044,0.029,0.084,0.082,0.073,0.031
"P61","Moderada",0.052,0.142,0.081,0.107,0.165,0.062,0.11,0.061,0.326
"P61","Alta",0.428,0.42,0.335,0.31,0.228,0.19,0.29,0.247,0.247
"P61","Muy alta",0.321,0.365,0.533,0.512,0.556,0.594,0.47,0.553,0.396
"P62","Muy bajas",0.098,0.067,0.041,0.025,0.013,0.07,0.058,0.052,0
"P62","Bajas",0.278,0.135,0.147,0.13,0.093,0.078,0.111,0.04,0
"P62","Adecuadas",0.44,0.458,0.492,0.308,0.317,0.182,0.3,0.19,0.125
"P62","Altas",0.109,0.228,0.182,0.37,0.379,0.251,0.328,0.346,0.334
"P62","Muy altas",0.075,0.112,0.138,0.167,0.198,0.419,0.203,0.372,0.541
"P63","No, ninguna dificultad",0.605,0.502,0.717,0.437,0.351,0.198,0.244,0.185,0.487
"P63","Alguna dificultad ocasional",0.203,0.415,0.208,0.271,0.424,0.235,0.396,0.285,0.201
"P63","Sí, dificultades frecuentes",0.192,0.083,0.075,0.292,0.225,0.567,0.36,0.53,0.312
"P64","Sí, absolutamente",0.71,0.497,0.506,0.433,0.482,0.502,0.42,0.449,0.517
"P64","Sí, en cierta medida",0.07,0.274,0.297,0.258,0.281,0.297,0.358,0.323,0.234
"P64","No, en absoluto",0.22,0.229,0.197,0.309,0.237,0.201,0.222,0.228,0.249
"P65","Reducir la inflación",0.756,0.336,0.423,0.415,0.446,0.369,0.42,0.508,0.235
"P65","Implementar reformas fiscales",0.033,0.064,0.179,0.093,0.101,0.109,0.133,0.07,0.216
"P65","Establecer políticas de control de precios",0.075,0.189,0.169,0.156,0.15,0.127,0.173,0.097,0.069
"P65","Reducir el gasto público",0.12,0.386,0.161,0.233,0.254,0.334,0.241,0.232,0.398
"P65","Estimular la inversión extranjera",0.001,0.025,0.062,0.093,0.048,0.061,0.027,0.062,0
"P65","Aumentar los subsidios a los servicios públicos",0.015,0,0.006,0.01,0.001,0,0.006,0.031,0.082
"P66","Fomentar la competencia entre proveedores",0.294,0.224,0.306,0.339,0.386,0.346,0.296,0.356,0.141
"P66","Incrementar la inversión en infraestructura",0.228,0.295,0.268,0.202,0.2,0.142,0.248,0.16,0.18
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.216,0.152,0.173,0.176,0.084,0.139,0.164,0.169,0.125
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.262,0.329,0.253,0.283,0.33,0.373,0.292,0.315,0.554
"P67","Muy positiva",0.581,0.447,0.368,0.341,0.276,0.246,0.249,0.184,0.106
"P67","Positiva",0.073,0.107,0.236,0.159,0.196,0.186,0.23,0.233,0.5
"P67","Neutral",0.037,0.076,0.21,0.267,0.215,0.264,0.255,0.297,0.174
"P67","Algo negativa",0.042,0.141,0.089,0.074,0.122,0.148,0.069,0.107,0
"P67","Negativa",0.133,0.142,0.065,0.085,0.104,0.119,0.091,0.106,0
"P67","No sabe",0.134,0.087,0.032,0.074,0.087,0.037,0.106,0.073,0.22
"P68","Muy positivo",0.688,0.281,0.266,0.265,0.13,0.172,0.15,0.127,0.06
"P68","Positivo",0.098,0.22,0.313,0.188,0.182,0.18,0.252,0.188,0.376
"P68","Neutral",0.085,0.165,0.254,0.315,0.31,0.327,0.284,0.333,0.188
"P68","Algo negativo",0.011,0.103,0.045,0.052,0.125,0.082,0.097,0.11,0.259
"P68","Negativo",0.118,0.17,0.093,0.065,0.097,0.123,0.114,0.116,0
"P68","No sabe",0,0.061,0.029,0.115,0.156,0.116,0.103,0.126,0.117
"P69","Muy positivo",0.512,0.452,0.185,0.188,0.048,0.106,0.131,0.109,0
"P69","Positivo",0.066,0.096,0.164,0.157,0.147,0.245,0.207,0.125,0.075
"P69","Neutral",0.297,0.344,0.485,0.453,0.447,0.439,0.398,0.411,0.564
"P69","Algo negativo",0.011,0.059,0.081,0.039,0.103,0.067,0.063,0.096,0.318
"P69","Negativo",0.114,0.049,0.03,0.039,0.091,0.048,0.068,0.121,0
"P69","No sabe",0,0,0.055,0.124,0.164,0.095,0.133,0.138,0.043
"P70","Muy positiva",0.762,0.527,0.477,0.413,0.31,0.352,0.342,0.332,0.282
"P70","Positiva",0.042,0.082,0.218,0.195,0.256,0.37,0.242,0.153,0.076
"P70","Neutral",0.028,0.16,0.176,0.205,0.186,0.156,0.177,0.28,0.281
"P70","Algo negativa",0.029,0.08,0.057,0.085,0.1,0.048,0.086,0.095,0.317
"P70","Negativa",0.126,0.151,0.068,0.07,0.111,0.068,0.091,0.11,0
"P70","No sabe",0.013,0,0.004,0.032,0.037,0.006,0.062,0.03,0.044
"P71","Muy positivo",0.699,0.25,0.44,0.44,0.314,0.345,0.34,0.28,0.347
"P71","Positivo",0.095,0.298,0.218,0.139,0.249,0.398,0.202,0.193,0.468
"P71","Neutral",0.039,0.19,0.176,0.185,0.244,0.09,0.21,0.265,0.185
"P71","Algo negativo",0.032,0.05,0.051,0.113,0.078,0.077,0.095,0.104,0
"P71","Negativo",0.135,0.212,0.109,0.103,0.085,0.084,0.106,0.112,0
"P71","No sabe",0,0,0.006,0.02,0.03,0.006,0.047,0.046,0
"P72","Muy positivo",0.665,0.408,0.357,0.446,0.286,0.325,0.301,0.285,0.668
"P72","Positivo",0.054,0.193,0.272,0.153,0.267,0.382,0.241,0.208,0.159
"P72","Neutral",0.13,0.229,0.264,0.263,0.301,0.14,0.271,0.293,0.127
"P72","Algo negativo",0.009,0,0.02,0.051,0.053,0.023,0.07,0.055,0
"P72","Negativo",0.142,0.17,0.083,0.075,0.063,0.081,0.08,0.116,0
"P72","No sabe",0,0,0.004,0.012,0.03,0.049,0.037,0.043,0.046
"P73","Muy positiva",0.545,0.212,0.319,0.396,0.214,0.251,0.183,0.202,0.389
"P73","Positiva",0.169,0.363,0.346,0.11,0.278,0.312,0.284,0.2,0.368
"P73","Neutral",0.031,0.263,0.134,0.172,0.234,0.165,0.243,0.287,0.196
"P73","Algo negativa",0.064,0.051,0.044,0.115,0.056,0.025,0.115,0.106,0
"P73","Negativa",0.191,0.111,0.146,0.141,0.164,0.133,0.121,0.14,0
"P73","No sabe",0,0,0.011,0.066,0.054,0.114,0.054,0.065,0.047
"P74","Muy positivo",0.336,0.409,0.261,0.351,0.157,0.181,0.184,0.182,0.064
"P74","Positivo",0.236,0.118,0.311,0.123,0.298,0.388,0.257,0.221,0.379
"P74","Neutral",0.165,0.314,0.173,0.232,0.251,0.199,0.261,0.257,0.512
"P74","Algo negativo",0.052,0,0.05,0.125,0.114,0.033,0.113,0.109,0
"P74","Negativo",0.211,0.159,0.167,0.113,0.145,0.105,0.118,0.146,0
"P74","No sabe",0,0,0.038,0.056,0.035,0.094,0.067,0.085,0.045
"P75","Muy positivo",0.277,0.237,0.241,0.307,0.136,0.157,0.17,0.155,0.064
"P75","Positivo",0.061,0.316,0.171,0.162,0.236,0.423,0.224,0.197,0.085
"P75","Neutral",0.481,0.362,0.381,0.322,0.344,0.171,0.283,0.366,0.805
"P75","Algo negativo",0.038,0,0.035,0.09,0.119,0.014,0.126,0.043,0
"P75","Negativo",0.143,0.085,0.137,0.055,0.11,0.105,0.104,0.162,0
"P75","No sabe",0,0,0.035,0.064,0.055,0.13,0.093,0.077,0.046
"P76","Muy positiva",0.405,0.507,0.522,0.457,0.364,0.347,0.389,0.341,0.387
"P76","Positiva",0.165,0.208,0.216,0.16,0.274,0.344,0.168,0.222,0.372
"P76","Neutral",0.26,0.078,0.142,0.265,0.133,0.097,0.194,0.185,0.195
"P76","Algo negativa",0.135,0,0.025,0.056,0.083,0.086,0.069,0.043,0
"P76","Negativa",0.035,0.207,0.09,0.041,0.109,0.083,0.12,0.143,0
"P76","No sabe",0,0,0.005,0.021,0.037,0.043,0.06,0.066,0.046
"P77","Muy positivo",0.479,0.308,0.475,0.438,0.381,0.375,0.377,0.332,0.476
"P77","Positivo",0.246,0.282,0.266,0.183,0.272,0.285,0.201,0.248,0.368
"P77","Neutral",0.016,0.077,0.12,0.224,0.142,0.12,0.17,0.197,0.111
"P77","Algo negativo",0.172,0.124,0.06,0.076,0.081,0.068,0.107,0.063,0
"P77","Negativo",0.087,0.209,0.066,0.066,0.088,0.114,0.108,0.108,0
"P77","No sabe",0,0,0.013,0.013,0.036,0.038,0.037,0.052,0.045
"P78","Muy positivo",0.406,0.351,0.383,0.411,0.272,0.312,0.318,0.309,0.328
"P78","Positivo",0.226,0.198,0.265,0.138,0.298,0.314,0.17,0.241,0.078
"P78","Neutral",0.2,0.269,0.261,0.355,0.27,0.179,0.274,0.247,0.549
"P78","Algo negativo",0.168,0,0.049,0.038,0.035,0.03,0.079,0.039,0
"P78","Negativo",0,0.182,0.034,0.044,0.06,0.08,0.102,0.1,0
"P78","No sabe",0,0,0.008,0.014,0.065,0.085,0.057,0.064,0.045
"P79","Si",0.483,0.407,0.499,0.617,0.506,0.488,0.582,0.595,0.842
"P79","No",0.517,0.593,0.501,0.383,0.494,0.512,0.418,0.405,0.158
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.556,0.36,0.609,0.452,0.384,0.412,0.387,0.329,0.498
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.07,0.21,0.198,0.192,0.257,0.154,0.288,0.283,0.223
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.311,0.312,0.153,0.238,0.241,0.241,0.232,0.267,0.2
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.063,0.037,0.022,0.039,0.04,0.02,0.036,0.023,0.027
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0,0.01,0,0.034,0.036,0.034,0.009,0.024,0
"PRESIDENTE","En blanco",0,0,0,0.027,0.016,0.058,0.02,0.038,0.05
"PRESIDENTE","No sabe",0,0.071,0.018,0.018,0.026,0.081,0.028,0.036,0.002
"GOBERNADOR","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.574,0.386,0.643,0.463,0.438,0.425,0.431,0.361,0.489
"GOBERNADOR","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.172,0.313,0.253,0.267,0.32,0.254,0.331,0.342,0.292
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.156,0.251,0.067,0.161,0.133,0.162,0.141,0.197,0.137
"GOBERNADOR","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.069,0.019,0.01,0.061,0.056,0.048,0.033,0.023,0.028
"GOBERNADOR","En blanco",0,0.011,0,0.026,0.024,0.045,0.03,0.034,0.051
"GOBERNADOR","No sabe",0.029,0.02,0.027,0.022,0.029,0.066,0.034,0.043,0.003
"CORTA_PRESIDENTE","Si",0.304,0.277,0.154,0.2,0.216,0.366,0.192,0.215,0.1
"CORTA_PRESIDENTE","No",0.696,0.723,0.846,0.8,0.784,0.634,0.808,0.785,0.9
"CORTA_GOBERNADOR","Si",0.266,0.262,0.165,0.174,0.233,0.352,0.184,0.257,0.198
"CORTA_GOBERNADOR","No",0.734,0.738,0.835,0.826,0.767,0.648,0.816,0.743,0.802
