"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P37","Neutral",0.088,0.146,0.403,0.33,0.269,0.127
"P37","Algo negativa",0.039,0.087,0.179,0.194,0.149,0
"P37","Negativa",0.069,0.036,0.033,0.093,0.283,0.022
"P37","No sabe",0.027,0.043,0.01,0.001,0.03,0.524
"P38","Muy positiva",0.506,0.089,0.078,0.027,0.016,0.088
"P38","Positiva",0.18,0.413,0.155,0.076,0.01,0
"P38","Neutral",0.135,0.253,0.62,0.394,0.126,0.079
"P38","Algo negativa",0.035,0.083,0.043,0.334,0.01,0.164
"P38","Negativa",0.086,0.053,0.068,0.165,0.794,0.022
"P38","No sabe",0.058,0.109,0.036,0.004,0.044,0.647
"P40","Muy positiva",0.599,0.308,0.124,0.089,0.09,0.227
"P40","Positiva",0.163,0.351,0.239,0.199,0.068,0.031
"P40","Neutral",0.115,0.246,0.478,0.17,0.199,0
"P40","Algo negativa",0.046,0.052,0.059,0.45,0.086,0.045
"P40","Negativa",0.034,0.011,0.017,0.027,0.499,0.024
"P40","No sabe",0.043,0.032,0.083,0.065,0.058,0.673
"P41","Lo votaría",0.6,0.414,0.235,0.148,0.081,0.495
"P41","Puede que lo vote",0.046,0.114,0.106,0.106,0.003,0.078
"P41","Nunca lo votaría",0.321,0.451,0.618,0.739,0.91,0.323
"P41","No sabe",0.033,0.021,0.041,0.007,0.006,0.104
"P42","Lo votaría",0.207,0.206,0.443,0.522,0.375,0.601
"P42","Puede que lo vote",0.07,0.186,0.193,0.12,0.19,0.022
"P42","Nunca lo votaría",0.676,0.559,0.35,0.337,0.435,0.358
"P42","No sabe",0.047,0.049,0.014,0.021,0,0.019
"P43","Lo votaría",0.242,0.247,0.245,0.068,0.367,0.022
"P43","Puede que lo vote",0.063,0.052,0.167,0.316,0.367,0.012
"P43","Nunca lo votaría",0.672,0.648,0.579,0.598,0.243,0.947
"P43","No sabe",0.023,0.053,0.009,0.018,0.023,0.019
"P44","Si",0.466,0.407,0.344,0.316,0.391,0.128
"P44","No",0.534,0.593,0.656,0.684,0.609,0.872
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.463,0.394,0.285,0.166,0.165,0.343
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.18,0.172,0.344,0.552,0.391,0.184
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.295,0.348,0.225,0.261,0.31,0.355
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.013,0.035,0.052,0,0.007,0.079
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.004,0.029,0.055,0.007,0.111,0
"PRESIDENTE","En blanco",0.009,0.012,0,0,0,0.019
"PRESIDENTE","No sabe",0.036,0.01,0.039,0.014,0.016,0.02
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria.",0.471,0.41,0.278,0.138,0.155,0.206
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.192,0.213,0.395,0.515,0.348,0.27
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.263,0.284,0.183,0.32,0.34,0.406
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.023,0.04,0.052,0,0.003,0.079
"GOBERNADOR","En blanco",0.007,0.037,0.033,0.013,0.111,0.019
"GOBERNADOR","No sabe",0.044,0.016,0.059,0.014,0.043,0.02
"INTENDENTE","Fernando Moreira a intendente por Unión por la Patria.",0.453,0.444,0.326,0.122,0.135,0.361
"INTENDENTE","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.202,0.201,0.373,0.547,0.488,0.214
"INTENDENTE","Hernán Sardella a intendente por la Libertad Avanza",0.234,0.281,0.186,0.251,0.247,0.307
"INTENDENTE","El candidato del Frente de Izquierda",0.033,0.021,0.052,0.043,0.003,0.079
"INTENDENTE","En blanco",0.017,0.046,0.014,0,0.111,0.019
"INTENDENTE","No sabe",0.061,0.007,0.049,0.037,0.016,0.02
"CORTA_PRESIDENTE","Si",0.131,0.104,0.195,0.184,0.209,0.168
"CORTA_PRESIDENTE","No",0.869,0.896,0.805,0.816,0.791,0.832
"CORTA_GOBERNADOR","Si",0.128,0.133,0.147,0.16,0.281,0.158
"CORTA_GOBERNADOR","No",0.872,0.867,0.853,0.84,0.719,0.842
"CORTA_INTENDENTE","Si",0.202,0.235,0.158,0.221,0.154,0.161
"CORTA_INTENDENTE","No",0.798,0.765,0.842,0.779,0.846,0.839
"P13_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria.",0.459,0.415,0.354,0.233,0.168,0.238
"P13_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.217,0.131,0.358,0.497,0.518,0.251
"P13_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.3,0.373,0.222,0.262,0.196,0.393
"P13_imputada","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.013,0.038,0.052,0,0.007,0.079
"P13_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0,0.031,0.014,0,0.111,0
"P13_imputada","En blanco",0.011,0.012,0,0.008,0,0.039
"P17_imputada","Sergio Massa a presidente por Unión por la Patria.",0.455,0.205,0.182,0.075,0.198,0.624
"P17_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.162,0.295,0.351,0.853,0.377,0.235
"P17_imputada","Javier Milei a presidente por la Libertad Avanza",0.352,0.305,0.323,0.051,0.408,0.141
"P17_imputada","Los candidatos a presidente de la Izquierda",0.011,0.171,0,0.009,0.017,0
"P17_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.014,0.012,0.144,0.012,0,0
"P17_imputada","En blanco",0.006,0.012,0,0,0,0
"P20_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.477,0.282,0.197,0.04,0.167,0.239
"P20_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.271,0.377,0.554,0.766,0.289,0.572
"P20_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.189,0.151,0.171,0.182,0.537,0.189
"P20_imputada","El candidato a gobernador de la Izquierda",0.055,0.181,0,0,0.007,0
"P20_imputada","En blanco",0.008,0.009,0.078,0.012,0,0
"P23_imputada","Fernando Moreira a intendente por Unión por la Patria.",0.439,0.428,0.368,0.04,0.101,0.544
"P23_imputada","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.276,0.334,0.451,0.708,0.642,0.456
"P23_imputada","Hernán Sardella a intendente por la Libertad Avanza",0.158,0.154,0.181,0.049,0.25,0
"P23_imputada","El candidato del Frente de Izquierda",0.094,0.046,0,0.203,0.007,0
"P23_imputada","En blanco",0.033,0.038,0,0,0,0
"PRESIDENTE_imputada","Sergio Massa a presidente por Unión por la Patria.",0.472,0.398,0.308,0.166,0.165,0.363
"PRESIDENTE_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.196,0.174,0.357,0.561,0.407,0.184
"PRESIDENTE_imputada","Javier Milei a presidente por la Libertad Avanza",0.305,0.349,0.228,0.261,0.31,0.355
"PRESIDENTE_imputada","Los candidatos a presidente de la Izquierda",0.014,0.035,0.052,0.005,0.007,0.079
"PRESIDENTE_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.004,0.032,0.055,0.007,0.111,0
"PRESIDENTE_imputada","En blanco",0.009,0.012,0,0,0,0.019
"GOBERNADOR_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.481,0.417,0.301,0.138,0.171,0.226
"GOBERNADOR_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.214,0.222,0.418,0.529,0.375,0.27
"GOBERNADOR_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.274,0.284,0.194,0.32,0.34,0.406
"GOBERNADOR_imputada","El candidato a gobernador de la Izquierda",0.022,0.04,0.051,0,0.003,0.079
"GOBERNADOR_imputada","En blanco",0.009,0.037,0.036,0.013,0.111,0.019
"INTENDENTE_imputada","Fernando Moreira a intendente por Unión por la Patria.",0.466,0.444,0.351,0.144,0.151,0.381
"INTENDENTE_imputada","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.225,0.208,0.397,0.555,0.488,0.214
"INTENDENTE_imputada","Hernán Sardella a intendente por la Libertad Avanza",0.259,0.281,0.186,0.258,0.247,0.307
"INTENDENTE_imputada","El candidato del Frente de Izquierda",0.033,0.021,0.052,0.043,0.003,0.079
"INTENDENTE_imputada","En blanco",0.017,0.046,0.014,0,0.111,0.019
