"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P20","Nunca la votaría",0.867,0.9,0.907,0.974
"P20","No sabe",0.046,0.014,0.028,0.005
"P21","Lo votaría",0.04,0.044,0.016,0.007
"P21","Puede que lo vote",0.128,0.025,0.073,0.01
"P21","Nunca lo votaría",0.782,0.883,0.88,0.974
"P21","No sabe",0.05,0.048,0.031,0.009
"P22","La votaría",0.008,0.019,0.021,0.007
"P22","Puede que la vote",0.065,0.053,0.051,0.013
"P22","Nunca la votaría",0.844,0.855,0.896,0.969
"P22","No sabe",0.083,0.073,0.032,0.011
"P23","Lo votaría",0.311,0.184,0.188,0.176
"P23","Puede que lo vote",0.404,0.401,0.433,0.571
"P23","Nunca lo votaría",0.23,0.33,0.317,0.19
"P23","No sabe",0.055,0.085,0.062,0.063
"P24","Lo votaría",0.023,0.037,0.004,0.016
"P24","Puede que lo vote",0.15,0.144,0.082,0.034
"P24","Nunca lo votaría",0.667,0.675,0.779,0.881
"P24","No sabe",0.16,0.144,0.135,0.069
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.019,0.022,0.051,0.007
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0,0.019,0.049,0.005
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.391,0.098,0.057,0.023
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.558,0.794,0.726,0.949
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.007,0,0.02,0.007
"P25","Otros candidatos",0.025,0.067,0.097,0.009
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.831,0.853,0.788,0.97
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.027,0.05,0.09,0.016
"P29","Javier Milei – José Luis Espert por los liberales",0.03,0.01,0.026,0.006
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.007,0.021,0.017,0.002
"P29","Otro candidato",0.105,0.066,0.079,0.006
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.124,0.133,0.113,0.066
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.776,0.599,0.51,0.605
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.013,0.034,0.059,0.009
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.009,0.028,0.059,0.038
"P31","Otro candidato",0.078,0.206,0.259,0.282
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.714,0.875,0.608,0.768
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.049,0.045,0.078,0.02
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.011,0.013,0.019,0.005
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.026,0.033,0.048,0.02
"P33","Otro candidato",0.2,0.034,0.247,0.187
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.521,0.655,0.516,0.554
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.185,0.296,0.195,0.253
"P35","Javier Milei – José Luis Espert por los liberales",0.009,0.003,0.019,0.005
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.007,0.01,0.044,0.024
"P35","Otro candidato",0.278,0.036,0.226,0.164
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.519,0.455,0.432,0.471
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.311,0.469,0.424,0.503
"P37","Javier Milei – José Luis Espert por los liberales",0.025,0.004,0.033,0.005
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.007,0,0,0.004
"P37","Otro candidato",0.138,0.072,0.111,0.017
"P38","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.846,0.811,0.722,0.923
"P38","Mauricio Macri presidente – María Eugenia Vidal vice",0.038,0.111,0.147,0.061
"P38","No sabe",0.116,0.078,0.131,0.016
"P39","Alberto Fernández presidente – Daniel Scioli vice",0.845,0.726,0.606,0.779
"P39","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.034,0.092,0.114,0.02
"P39","No sabe",0.121,0.182,0.28,0.201
"P40","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.77,0.853,0.614,0.843
"P40","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.023,0.032,0.108,0.02
"P40","No sabe",0.207,0.115,0.278,0.137
"P41","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.875,0.878,0.771,0.981
"P41","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.04,0.036,0.111,0.01
"P41","No sabe",0.085,0.086,0.118,0.009
"P42","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.783,0.89,0.642,0.848
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.045,0.014,0.106,0.017
"P42","No sabe",0.172,0.096,0.252,0.135
"P43","Muy buena",0.362,0.153,0.09,0.105
"P43","Buena",0.396,0.282,0.284,0.412
"P43","Ni buena ni mala",0.144,0.334,0.382,0.323
"P43","Mala",0.025,0.18,0.084,0.133
"P43","Muy mala",0.043,0.033,0.115,0.025
"P43","No sabe",0.03,0.018,0.045,0.002
"P44","Muy de acuerdo",0.285,0.463,0.233,0.354
"P44","De acuerdo",0.318,0.242,0.295,0.355
"P44","Ni de acuerdo ni en desacuerdo",0.285,0.173,0.295,0.22
"P44","En desacuerdo",0.022,0.049,0.063,0.04
"P44","Muy en desacuerdo",0.034,0.015,0.068,0.012
"P44","No sabe",0.056,0.058,0.046,0.019
"P45","Muy de acuerdo",0.379,0.669,0.206,0.28
"P45","De acuerdo",0.315,0.256,0.406,0.458
"P45","Ni de acuerdo ni en desacuerdo",0.219,0.032,0.287,0.205
"P45","En desacuerdo",0.025,0.022,0.041,0.039
"P45","Muy en desacuerdo",0.021,0.011,0.055,0.018
"P45","No sabe",0.041,0.01,0.005,0
"P46","Si",0.603,0.855,0.453,0.639
"P46","No",0.135,0.072,0.208,0.093
"P46","No sabe",0.262,0.073,0.339,0.268
"P47","Muy buena",0.48,0.258,0.102,0.121
"P47","Buena",0.3,0.263,0.358,0.363
"P47","Ni buena ni mala",0.148,0.247,0.33,0.336
"P47","Mala",0.039,0.19,0.117,0.155
"P47","Muy mala",0.027,0.042,0.093,0.024
"P47","No sabe",0.006,0,0,0.001
"P48","Muy buena",0.584,0.468,0.439,0.865
"P48","Buena",0.165,0.233,0.27,0.093
"P48","Ni buena ni mala",0.144,0.188,0.107,0.011
"P48","Mala",0.084,0.059,0.037,0.015
"P48","Muy mala",0.023,0.052,0.147,0.015
"P48","No sabe",0,0,0,0.001
"P49","Muy buena",0.118,0.086,0.085,0.073
"P49","Buena",0.041,0.013,0.03,0.006
"P49","Ni buena ni mala",0.119,0.083,0.031,0.008
"P49","Mala",0.253,0.222,0.223,0.158
"P49","Muy mala",0.456,0.576,0.629,0.753
"P49","No sabe",0.013,0.02,0.002,0.002
"P50","Muy buena",0.024,0.015,0.053,0.006
"P50","Buena",0.032,0.105,0.057,0.013
"P50","Ni buena ni mala",0.22,0.225,0.093,0.057
"P50","Mala",0.232,0.301,0.269,0.21
"P50","Muy mala",0.451,0.341,0.528,0.709
"P50","No sabe",0.041,0.013,0,0.005
"P51","Muy buena",0.231,0.366,0.098,0.083
"P51","Buena",0.342,0.449,0.364,0.402
"P51","Ni buena ni mala",0.3,0.137,0.375,0.359
"P51","Mala",0.067,0.018,0.046,0.094
"P51","Muy mala",0.06,0.027,0.1,0.058
"P51","No sabe",0,0.003,0.017,0.004
"P52","Muy buena",0.038,0.077,0.029,0.015
"P52","Buena",0.082,0.101,0.091,0.031
"P52","Ni buena ni mala",0.188,0.034,0.047,0.017
"P52","Mala",0.191,0.2,0.171,0.095
"P52","Muy mala",0.471,0.572,0.662,0.841
"P52","No sabe",0.03,0.016,0,0.001
"P53","Muy buena",0.002,0.034,0.017,0.003
"P53","Buena",0.062,0.027,0.031,0.005
"P53","Ni buena ni mala",0.265,0.121,0.118,0.034
"P53","Mala",0.144,0.214,0.186,0.116
"P53","Muy mala",0.479,0.587,0.636,0.838
"P53","No sabe",0.048,0.017,0.012,0.004
"P54","Muy buena",0.017,0.041,0.011,0.007
"P54","Buena",0.022,0.027,0.038,0.005
"P54","Ni buena ni mala",0.205,0.068,0.065,0.014
"P54","Mala",0.235,0.247,0.2,0.122
"P54","Muy mala",0.507,0.6,0.674,0.847
"P54","No sabe",0.014,0.017,0.012,0.005
"P55","Muy buena",0.209,0.14,0.142,0.12
"P55","Buena",0.377,0.281,0.366,0.508
"P55","Ni buena ni mala",0.314,0.362,0.271,0.254
"P55","Mala",0.036,0.1,0.082,0.061
"P55","Muy mala",0.064,0.111,0.128,0.057
"P55","No sabe",0,0.006,0.011,0
"P56","Muy buena",0.024,0.047,0.036,0.011
"P56","Buena",0.117,0.1,0.102,0.076
"P56","Ni buena ni mala",0.388,0.397,0.367,0.326
"P56","Mala",0.198,0.209,0.15,0.257
"P56","Muy mala",0.164,0.169,0.291,0.284
"P56","No sabe",0.109,0.078,0.054,0.046
"P57","Muy buena",0.015,0.004,0.036,0.006
"P57","Buena",0.038,0.077,0.064,0.005
"P57","Ni buena ni mala",0.343,0.264,0.199,0.123
"P57","Mala",0.17,0.265,0.221,0.165
"P57","Muy mala",0.304,0.292,0.402,0.661
"P57","No sabe",0.13,0.098,0.078,0.04
