"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.008,0.024,0.031
"P18","Otros",0.022,0.039,0.018
"P18","En blanco",0.024,0,0.14
"P18","No sabe",0.022,0.112,0.136
"P21","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.207,0.075,0.064
"P21","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.269,0.219,0.137
"P21","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.179,0.283,0.252
"P21","Ramiro Marra por la Libertad Avanza",0.108,0.077,0.028
"P21","Vanina Biasi por el Frente de Izquierda",0.08,0.129,0
"P21","Otros",0.068,0.106,0
"P21","En blanco",0.055,0.039,0.163
"P21","No sabe",0.034,0.072,0.356
"P25","Totalmente seguro",0.705,0.237,0.147
"P25","Bastante seguro",0.156,0.495,0.077
"P25","Algo seguro",0.079,0.068,0.44
"P25","Para nada seguro",0.06,0.2,0.336
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.351,0.258,0.106
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.336,0.374,0.202
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.155,0.182,0.399
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.058,0.058,0.024
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.019,0.013,0.021
"P27","Otros",0.038,0.032,0.122
"P27","En blanco",0.009,0.036,0.082
"P27","No sabe",0.034,0.047,0.044
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.326,0.376,0.099
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.323,0.264,0.179
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.192,0.205,0.398
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.047,0.023,0.046
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.023,0.013,0
"P28","Otros",0.027,0.037,0.133
"P28","En blanco",0.032,0.008,0.049
"P28","No sabe",0.03,0.074,0.096
"P29","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.36,0.214,0.045
"P29","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.377,0.384,0.198
"P29","Ramiro Marra por la Libertad Avanza",0.129,0.095,0.115
"P29","Vanina Biasi por el Frente de Izquierda",0.03,0.136,0.05
"P29","Otros",0.042,0.064,0.35
"P29","En blanco",0.029,0.027,0.088
"P29","No sabe",0.033,0.08,0.154
"P30","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.34,0.179,0.056
"P30","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.401,0.406,0.299
"P30","Ramiro Marra por la Libertad Avanza",0.14,0.08,0.231
"P30","Vanina Biasi por el Frente de Izquierda",0.025,0.064,0
"P30","Otros",0.032,0.079,0.162
"P30","En blanco",0.029,0.049,0.111
"P30","No sabe",0.033,0.143,0.141
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.412,0.25,0.29
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.457,0.647,0.356
"P33","En blanco",0.099,0.05,0.135
"P33","No sabe",0.032,0.053,0.219
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.437,0.39,0.346
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.158,0.345,0.255
"P34","En blanco",0.327,0.198,0.176
"P34","No sabe",0.078,0.067,0.223
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.388,0.315,0.131
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.404,0.362,0.439
"P35","En blanco",0.159,0.155,0.194
"P35","No sabe",0.049,0.168,0.236
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.405,0.311,0.517
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.218,0.343,0.095
"P36","En blanco",0.305,0.209,0.17
"P36","No sabe",0.072,0.137,0.218
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.433,0.398,0.351
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.298,0.36,0.184
"P37","En blanco",0.147,0.17,0.13
"P37","No sabe",0.122,0.072,0.335
"P38","Lo votaría",0.365,0.184,0.277
"P38","Puede que lo vote",0.156,0.251,0.207
"P38","Nunca lo votaría",0.449,0.457,0.188
"P38","No sabe",0.03,0.108,0.328
"P39","Lo votaría",0.238,0.137,0.233
"P39","Puede que lo vote",0.147,0.269,0.098
"P39","Nunca lo votaría",0.582,0.573,0.553
"P39","No sabe",0.033,0.021,0.116
"P40","Lo votaría",0.406,0.434,0.234
"P40","Puede que lo vote",0.125,0.214,0.122
"P40","Nunca lo votaría",0.442,0.324,0.526
"P40","No sabe",0.027,0.028,0.118
"P41","Lo votaría",0.31,0.223,0.189
"P41","Puede que lo vote",0.217,0.345,0.433
"P41","Nunca lo votaría",0.443,0.318,0.32
"P41","No sabe",0.03,0.114,0.058
"P42","Lo votaría",0.207,0.367,0.062
"P42","Puede que lo vote",0.168,0.148,0.318
"P42","Nunca lo votaría",0.591,0.431,0.558
"P42","No sabe",0.034,0.054,0.062
"P43","Lo votaría",0.097,0.077,0.047
"P43","Puede que lo vote",0.206,0.291,0.195
"P43","Nunca lo votaría",0.661,0.61,0.62
"P43","No sabe",0.036,0.022,0.138
"P44","Lo votaría",0.042,0.122,0
"P44","Puede que lo vote",0.151,0.156,0.253
"P44","Nunca lo votaría",0.726,0.671,0.581
"P44","No sabe",0.081,0.051,0.166
"P52","Si",0.503,0.526,0.247
"P52","No",0.497,0.474,0.753
