"var","categoria","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais","Otros","En blanco","No sabe"
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.037,0.016,0.078,0.051,0.844,0.107,0,0.178,0.398,0
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.011,0.12,0.019,0.007,0.026,0.776,0,0,0,0
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.002,0.009,0,0.03,0.032,0,0.722,0.218,0,0
"P27","Otros",0.008,0.14,0.004,0.104,0.003,0.031,0,0.18,0,0.139
"P27","En blanco",0,0,0,0.023,0.009,0.019,0,0.198,0.422,0.085
"P27","No sabe",0.005,0.01,0.021,0.065,0,0,0,0.096,0,0.652
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.903,0.708,0.016,0.055,0.062,0.144,0,0.089,0,0.038
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.035,0,0.576,0.859,0.067,0.013,0.096,0.239,0,0.129
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.035,0.036,0.228,0.013,0.823,0.096,0,0.192,0.492,0.026
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.008,0.13,0.002,0.008,0.003,0.683,0,0.044,0,0
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.002,0.009,0.033,0.01,0.028,0,0.904,0,0,0
"P28","Otros",0.004,0.105,0.037,0.033,0.003,0.036,0,0.149,0,0
"P28","En blanco",0.006,0.012,0.062,0.007,0.004,0,0,0.287,0.508,0.042
"P28","No sabe",0.007,0,0.046,0.015,0.01,0.028,0,0,0,0.765
"P29","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.906,0.808,0.02,0.091,0.012,0.152,0,0.386,0.162,0.122
"P29","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.045,0.013,0.773,0.703,0.201,0,0,0,0,0.129
"P29","Ramiro Marra por la Libertad Avanza",0.01,0.006,0.084,0.031,0.653,0.151,0.56,0.429,0,0
"P29","Vanina Biasi por el Frente de Izquierda",0.011,0.033,0.022,0.016,0,0.517,0,0,0.117,0
"P29","Otros",0.011,0.066,0.042,0.051,0.113,0.078,0.295,0.132,0,0.111
"P29","En blanco",0.017,0.049,0.027,0.044,0.016,0,0,0.053,0.721,0
"P29","No sabe",0,0.025,0.032,0.064,0.005,0.102,0.145,0,0,0.638
"P30","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.839,0.786,0.018,0.032,0.092,0.122,0,0.388,0.162,0.124
"P30","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.107,0.053,0.675,0.817,0.169,0.243,0.44,0.425,0,0.499
"P30","Ramiro Marra por la Libertad Avanza",0.005,0.006,0.138,0.035,0.673,0.151,0.56,0,0,0
"P30","Vanina Biasi por el Frente de Izquierda",0.011,0.042,0.012,0,0,0.383,0,0,0.117,0
"P30","Otros",0.015,0.049,0.04,0.046,0.066,0,0,0.133,0,0
"P30","En blanco",0.006,0.038,0.053,0.03,0,0,0,0.054,0.721,0.056
"P30","No sabe",0.017,0.026,0.064,0.04,0,0.101,0,0,0,0.321
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.907,0.844,0.079,0.202,0.064,0.541,0,0.084,0,0.216
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.023,0.03,0.859,0.69,0.626,0.112,0.546,0.487,0,0.121
"P33","En blanco",0.067,0.067,0.044,0.06,0.24,0.265,0.454,0.382,1,0
"P33","No sabe",0.003,0.059,0.018,0.048,0.07,0.082,0,0.047,0,0.663
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.071,0.072,0.892,0.657,0.132,0.418,0.5,0.341,0,0.189
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.027,0.059,0.093,0.151,0.843,0,0.114,0.266,0.273,0
"P34","En blanco",0.728,0.742,0.011,0.104,0.011,0.532,0.386,0.313,0.621,0.214
"P34","No sabe",0.174,0.127,0.004,0.088,0.014,0.05,0,0.08,0.106,0.597
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.907,0.875,0.048,0.072,0.073,0.497,0,0.488,0,0.193
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.024,0.04,0.694,0.9,0.296,0.066,0.702,0.31,0,0.198
"P35","En blanco",0.052,0.04,0.147,0.009,0.557,0.389,0.298,0.17,1,0.076
"P35","No sabe",0.017,0.045,0.111,0.019,0.074,0.048,0,0.032,0,0.533
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.205,0.089,0.579,0.85,0.147,0.449,0.177,0.171,0,0.224
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.043,0.017,0.292,0.096,0.763,0,0.461,0.369,0,0.04
"P36","En blanco",0.636,0.753,0.059,0.023,0.083,0.505,0.362,0.306,1,0
"P36","No sabe",0.116,0.141,0.07,0.031,0.007,0.046,0,0.154,0,0.736
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.939,0.815,0.081,0.329,0.093,0.701,0,0.437,0,0.087
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.02,0.031,0.476,0.175,0.827,0,0.521,0.24,0.265,0.044
"P37","En blanco",0.027,0.104,0.238,0.23,0.034,0.216,0.479,0.294,0.735,0
"P37","No sabe",0.014,0.05,0.205,0.266,0.046,0.083,0,0.029,0,0.869
"P38","Lo votaría",0.924,0.619,0.098,0.074,0.093,0.112,0,0.15,0,0.172
"P38","Puede que lo vote",0.059,0.288,0.092,0.346,0.145,0.451,0.077,0.06,0.238,0.039
"P38","Nunca lo votaría",0.009,0.049,0.787,0.51,0.738,0.177,0.923,0.678,0.57,0.304
"P38","No sabe",0.008,0.044,0.023,0.07,0.024,0.26,0,0.112,0.192,0.485
"P39","Lo votaría",0.421,0.918,0.03,0.006,0.057,0.145,0,0.15,0.192,0
"P39","Puede que lo vote",0.372,0.065,0.064,0.083,0.099,0.278,0,0.075,0,0.174
"P39","Nunca lo votaría",0.146,0.017,0.881,0.881,0.844,0.489,1,0.662,0.808,0.522
"P39","No sabe",0.061,0,0.025,0.03,0,0.088,0,0.113,0,0.304
"P40","Lo votaría",0.095,0.13,0.883,0.365,0.282,0.054,0,0.151,0.374,0.096
"P40","Puede que lo vote",0.088,0.006,0.021,0.249,0.357,0.303,0.606,0.483,0,0.057
"P40","Nunca lo votaría",0.759,0.864,0.085,0.369,0.35,0.554,0.394,0.252,0.626,0.503
"P40","No sabe",0.058,0,0.011,0.017,0.011,0.089,0,0.114,0,0.344
"P41","Lo votaría",0.048,0.026,0.49,0.768,0.108,0.076,0.149,0.216,0,0.351
"P41","Puede que lo vote",0.127,0.04,0.338,0.22,0.392,0.185,0,0.485,0.376,0.056
"P41","Nunca lo votaría",0.799,0.912,0.136,0.012,0.463,0.578,0.851,0.189,0.624,0.214
"P41","No sabe",0.026,0.022,0.036,0,0.037,0.161,0,0.11,0,0.379
"P42","Lo votaría",0.027,0.038,0.205,0.166,0.882,0,0,0.573,0.379,0
"P42","Puede que lo vote",0.025,0,0.344,0.279,0.09,0.067,0.543,0,0,0.289
"P42","Nunca lo votaría",0.922,0.958,0.397,0.521,0.028,0.84,0.457,0.296,0.621,0.508
"P42","No sabe",0.026,0.004,0.054,0.034,0,0.093,0,0.131,0,0.203
"P43","Lo votaría",0.051,0.154,0.058,0.012,0.2,0.534,0,0,0,0
"P43","Puede que lo vote",0.45,0.491,0.036,0.052,0.081,0.263,0.074,0,0.193,0.366
"P43","Nunca lo votaría",0.424,0.337,0.866,0.936,0.709,0.203,0.926,0.869,0.807,0.331
"P43","No sabe",0.075,0.018,0.04,0,0.01,0,0,0.131,0,0.303
"P44","Lo votaría",0.026,0.007,0.052,0.012,0.113,0.036,0.893,0,0,0.038
"P44","Puede que lo vote",0.261,0.105,0.074,0.252,0.044,0.304,0,0,0,0.243
"P44","Nunca lo votaría",0.611,0.789,0.817,0.679,0.82,0.435,0.107,0.869,1,0.197
"P44","No sabe",0.102,0.099,0.057,0.057,0.023,0.225,0,0.131,0,0.522
"P52","Si",0.575,0.514,0.496,0.428,0.43,0.561,0.264,0.702,0.572,0.162
"P52","No",0.425,0.486,0.504,0.572,0.57,0.439,0.736,0.298,0.428,0.838
