"var","categoria","Unión por la Patria","Juntos por el Cambio ","Liberales","Izquierda","Otro","No sabe"
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.086,0.301,0.085,0.012,0.145,0.105
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.072,0.093,0.388,0.1,0.122,0.124
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.046,0.016,0.03,0.147,0.022,0.056
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.009,0.007,0.003,0.011,0,0.065
"P18","Otros",0.029,0.006,0.01,0.141,0.083,0.019
"P18","En blanco",0.004,0.023,0.05,0.012,0.098,0.124
"P18","No sabe",0.005,0.028,0.006,0,0.037,0.241
"P21","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.404,0.073,0.059,0.233,0.247,0.107
"P21","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.141,0.421,0.263,0.117,0.059,0.121
"P21","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.118,0.271,0.116,0.047,0.332,0.166
"P21","Ramiro Marra por la Libertad Avanza",0.052,0.082,0.37,0.051,0.098,0.012
"P21","Vanina Biasi por el Frente de Izquierda",0.122,0.047,0.033,0.394,0,0.028
"P21","Otros",0.078,0.031,0.049,0.075,0.075,0.248
"P21","En blanco",0.05,0.043,0.087,0.083,0.107,0.105
"P21","No sabe",0.035,0.032,0.023,0,0.082,0.213
"P25","Totalmente seguro",0.723,0.655,0.706,0.669,0.416,0.316
"P25","Bastante seguro",0.201,0.184,0.092,0.271,0.146,0.141
"P25","Algo seguro",0.044,0.113,0.124,0.039,0.075,0.168
"P25","Para nada seguro",0.032,0.048,0.078,0.021,0.363,0.375
"P26","Tiene Decidido que va a ir a votar",0.934,0.908,0.909,0.842,0.712,0.707
"P26","Tiene dudas sobre si va a ir a  votar",0.054,0.063,0.086,0.071,0.127,0.102
"P26","Tiene Decidido que no va a ir a votar",0.012,0.029,0.005,0.087,0.161,0.191
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.744,0.161,0.022,0.097,0.184,0.137
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.117,0.699,0.076,0.012,0.094,0.12
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.072,0.042,0.793,0.187,0.268,0.105
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.029,0.02,0.056,0.652,0.017,0.051
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.008,0.019,0.034,0,0.054,0.03
"P27","Otros",0.025,0.03,0.007,0.018,0.227,0.164
"P27","En blanco",0,0.008,0.004,0.034,0.018,0.111
"P27","No sabe",0.005,0.021,0.008,0,0.138,0.282
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.717,0.14,0.016,0.119,0.184,0.12
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.116,0.636,0.081,0,0.101,0.127
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.087,0.118,0.806,0.168,0.256,0.151
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.038,0.008,0,0.613,0.037,0.046
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.008,0.01,0.061,0.041,0.058,0.048
"P28","Otros",0.01,0.027,0.008,0.019,0.228,0.142
"P28","En blanco",0.021,0.035,0.004,0,0.077,0.108
"P28","No sabe",0.003,0.026,0.024,0.04,0.059,0.258
"P29","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.749,0.142,0,0.179,0.312,0.239
"P29","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.134,0.686,0.249,0.083,0.064,0.14
"P29","Ramiro Marra por la Libertad Avanza",0.058,0.041,0.629,0.159,0.085,0.062
"P29","Vanina Biasi por el Frente de Izquierda",0.01,0.027,0,0.442,0.085,0.062
"P29","Otros",0.025,0.039,0.081,0.026,0.131,0.209
"P29","En blanco",0.015,0.02,0.026,0,0.323,0.108
"P29","No sabe",0.009,0.045,0.015,0.111,0,0.18
"P30","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.713,0.117,0.026,0.249,0.312,0.167
"P30","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.204,0.667,0.24,0.134,0.122,0.308
"P30","Ramiro Marra por la Libertad Avanza",0.04,0.076,0.655,0.109,0.141,0.066
"P30","Vanina Biasi por el Frente de Izquierda",0.014,0.009,0,0.399,0,0.065
"P30","Otros",0.011,0.045,0.058,0,0.104,0.09
"P30","En blanco",0.006,0.032,0.011,0,0.321,0.132
"P30","No sabe",0.012,0.054,0.01,0.109,0,0.172
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.772,0.181,0.051,0.392,0.195,0.345
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.168,0.736,0.6,0.158,0.44,0.257
"P33","En blanco",0.042,0.057,0.297,0.326,0.224,0.13
"P33","No sabe",0.018,0.026,0.052,0.124,0.141,0.268
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.195,0.746,0.163,0.244,0.271,0.334
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.098,0.075,0.794,0.091,0.288,0.064
"P34","En blanco",0.581,0.142,0.022,0.596,0.233,0.296
"P34","No sabe",0.126,0.037,0.021,0.069,0.208,0.306
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.773,0.139,0.05,0.391,0.135,0.274
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.138,0.682,0.335,0.138,0.467,0.318
"P35","En blanco",0.072,0.106,0.533,0.435,0.262,0.098
"P35","No sabe",0.017,0.073,0.082,0.036,0.136,0.31
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.246,0.666,0.048,0.31,0.392,0.303
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.091,0.173,0.839,0.038,0.228,0.122
"P36","En blanco",0.56,0.105,0.097,0.588,0.176,0.253
"P36","No sabe",0.103,0.056,0.016,0.064,0.204,0.322
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.796,0.228,0.06,0.427,0.386,0.374
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.085,0.319,0.874,0.257,0.254,0.2
"P37","En blanco",0.057,0.25,0.056,0.233,0.152,0.109
"P37","No sabe",0.062,0.203,0.01,0.083,0.208,0.317
"P38","Lo votaría",0.719,0.156,0.093,0.102,0,0.177
"P38","Puede que lo vote",0.143,0.151,0.109,0.555,0.422,0.239
"P38","Nunca lo votaría",0.113,0.657,0.75,0.207,0.49,0.362
"P38","No sabe",0.025,0.036,0.048,0.136,0.088,0.222
"P39","Lo votaría",0.463,0.083,0.024,0.34,0.383,0.164
"P39","Puede que lo vote",0.271,0.084,0.043,0.235,0,0.14
"P39","Nunca lo votaría",0.227,0.805,0.913,0.328,0.617,0.62
"P39","No sabe",0.039,0.028,0.02,0.097,0,0.076
"P40","Lo votaría",0.223,0.64,0.289,0.19,0.094,0.181
"P40","Puede que lo vote",0.053,0.119,0.389,0.086,0.24,0.147
"P40","Nunca lo votaría",0.702,0.217,0.291,0.625,0.666,0.563
"P40","No sabe",0.022,0.024,0.031,0.099,0,0.109
"P41","Lo votaría",0.149,0.539,0.049,0.111,0.049,0.221
"P41","Puede que lo vote",0.131,0.255,0.477,0.121,0.191,0.285
"P41","Nunca lo votaría",0.704,0.178,0.406,0.574,0.76,0.393
"P41","No sabe",0.016,0.028,0.068,0.194,0,0.101
"P42","Lo votaría",0.115,0.137,0.853,0.061,0.182,0.036
"P42","Puede que lo vote",0.07,0.293,0.065,0.171,0.249,0.135
"P42","Nunca lo votaría",0.799,0.527,0.057,0.665,0.569,0.703
"P42","No sabe",0.016,0.043,0.025,0.103,0,0.126
"P43","Lo votaría",0.093,0.026,0.172,0.781,0.049,0
"P43","Puede que lo vote",0.43,0.077,0.05,0.036,0.378,0.174
"P43","Nunca lo votaría",0.429,0.867,0.757,0.183,0.573,0.672
"P43","No sabe",0.048,0.03,0.021,0,0,0.154
"P44","Lo votaría",0.066,0.015,0.071,0.076,0.253,0.013
"P44","Puede que lo vote",0.207,0.145,0.058,0.163,0,0.125
"P44","Nunca lo votaría",0.656,0.761,0.842,0.616,0.567,0.577
"P44","No sabe",0.071,0.079,0.029,0.145,0.18,0.285
"P52","Si",0.534,0.493,0.504,0.456,0.263,0.269
"P52","No",0.466,0.507,0.496,0.544,0.737,0.731
