"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P43","No sabe",0.017,0.054,0.032,0.181
"P44","Lo votaría",0.183,0.568,0.038,0.013
"P44","Puede que lo vote",0.313,0.2,0.04,0.075
"P44","Nunca lo votaría",0.477,0.21,0.905,0.788
"P44","No sabe",0.027,0.022,0.017,0.124
"P45","Lo votaría",0.078,0.067,0.174,0.068
"P45","Puede que lo vote",0.07,0.17,0.377,0.351
"P45","Nunca lo votaría",0.83,0.727,0.381,0.441
"P45","No sabe",0.022,0.036,0.068,0.14
"P46","Lo votaría",0.065,0.045,0.057,0.046
"P46","Puede que lo vote",0.138,0.144,0.229,0.167
"P46","Nunca lo votaría",0.768,0.765,0.677,0.638
"P46","No sabe",0.029,0.046,0.037,0.149
"P54","Lo votaría",0.09,0.115,0.646,0.436
"P54","Puede que lo vote",0.062,0.145,0.122,0.105
"P54","Nunca lo votaría",0.832,0.708,0.217,0.343
"P54","No sabe",0.016,0.032,0.015,0.116
"P55","Lo votaría",0.624,0.203,0.088,0.191
"P55","Puede que lo vote",0.195,0.333,0.034,0.015
"P55","Nunca lo votaría",0.176,0.42,0.861,0.681
"P55","No sabe",0.005,0.044,0.017,0.113
"P56","Lo votaría",0.451,0.233,0.096,0.109
"P56","Puede que lo vote",0.309,0.228,0.226,0.206
"P56","Nunca lo votaría",0.219,0.504,0.643,0.532
"P56","No sabe",0.021,0.035,0.035,0.153
"P57","Si",0.559,0.523,0.476,0.482
"P57","No",0.441,0.477,0.524,0.518
