"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P17","Muy de acuerdo",0.574,0.313,0.363,0.339,0.35,0.256
"P17","De acuerdo",0.207,0.425,0.189,0.206,0.205,0.199
"P17","Ni de acuerdo ni en desacuerdo",0.188,0.177,0.316,0.211,0.147,0.18
"P17","En desacuerdo",0.014,0.067,0.078,0.176,0.087,0.159
"P17","Muy en desacuerdo",0.01,0.017,0.037,0.024,0.148,0.089
"P17","No sabe",0.007,0.001,0.017,0.044,0.063,0.117
"P18","Muy de acuerdo",0.486,0.102,0.075,0.098,0.068,0.074
"P18","De acuerdo",0.214,0.534,0.195,0.15,0.051,0.19
"P18","Ni de acuerdo ni en desacuerdo",0.16,0.234,0.469,0.169,0.124,0.245
"P18","En desacuerdo",0.091,0.102,0.194,0.47,0.277,0.156
"P18","Muy en desacuerdo",0.032,0.011,0.04,0.078,0.48,0.162
"P18","No sabe",0.017,0.017,0.027,0.035,0,0.173
"P19","Muy de acuerdo",0.51,0.252,0.253,0.236,0.106,0.209
"P19","De acuerdo",0.159,0.3,0.144,0.159,0.073,0.115
"P19","Ni de acuerdo ni en desacuerdo",0.244,0.346,0.307,0.208,0.043,0.153
"P19","En desacuerdo",0.063,0.071,0.179,0.313,0.116,0.155
"P19","Muy en desacuerdo",0.01,0.021,0.1,0.084,0.65,0.196
"P19","No sabe",0.014,0.01,0.017,0,0.012,0.172
"P20","Autoritaria",0.586,0.382,0.362,0.198,0.059,0.34
"P20","Inexperta negociando",0.169,0.277,0.123,0.121,0.049,0.069
"P20","Indecisa",0.067,0.109,0.083,0.009,0.103,0.011
"P20","Prudente",0.056,0.105,0.129,0.228,0.063,0.207
"P20","Hábil negociando",0.06,0.042,0.115,0.138,0.159,0.069
"P20","Firme y decidido",0.062,0.085,0.188,0.306,0.567,0.304
"P21","Si",0.846,0.684,0.519,0.208,0.216,0.376
"P21","No",0.102,0.183,0.212,0.591,0.695,0.221
"P21","No sabe",0.052,0.133,0.269,0.201,0.089,0.403
"P22","Si",0.733,0.512,0.395,0.21,0.17,0.313
"P22","No",0.176,0.204,0.224,0.561,0.665,0.302
"P22","No sabe",0.091,0.284,0.381,0.229,0.165,0.385
"P25","Muy de acuerdo",0.439,0.257,0.343,0.489,0.795,0.302
"P25","De acuerdo",0.167,0.213,0.103,0.193,0.092,0.213
"P25","Ni de acuerdo ni en desacuerdo",0.084,0.11,0.216,0.055,0.045,0.097
"P25","En desacuerdo",0.113,0.193,0.081,0.144,0.007,0.072
"P25","Muy en desacuerdo",0.193,0.225,0.228,0.098,0.061,0.293
"P25","No sabe",0.004,0.002,0.029,0.021,0,0.023
"P26","Muy de acuerdo",0.44,0.232,0.359,0.522,0.756,0.364
"P26","De acuerdo",0.061,0.218,0.115,0.096,0.119,0.107
"P26","Ni de acuerdo ni en desacuerdo",0.146,0.09,0.137,0.1,0.043,0.147
"P26","En desacuerdo",0.125,0.184,0.09,0.145,0.007,0.057
"P26","Muy en desacuerdo",0.213,0.268,0.254,0.137,0.061,0.294
"P26","No sabe",0.015,0.008,0.045,0,0.014,0.031
"P27","Muy buena",0.546,0.235,0.181,0.098,0.098,0.046
"P27","Buena",0.195,0.427,0.217,0.137,0.048,0.302
"P27","Ni buena ni mala",0.065,0.231,0.435,0.29,0.201,0.415
"P27","Mala",0.041,0.053,0.09,0.374,0.138,0.14
"P27","Muy mala",0.116,0.054,0.067,0.096,0.5,0.069
"P27","No sabe",0.037,0,0.01,0.005,0.015,0.028
"P28","Muy buena",0.547,0.123,0.021,0.003,0.071,0.074
"P28","Buena",0.175,0.456,0.129,0.038,0,0.133
"P28","Ni buena ni mala",0.181,0.295,0.501,0.107,0.015,0.315
"P28","Mala",0.031,0.08,0.185,0.555,0.068,0.213
"P28","Muy mala",0.063,0.044,0.12,0.289,0.831,0.072
"P28","No sabe",0.003,0.002,0.044,0.008,0.015,0.193
"P29","Muy buena",0.406,0.106,0.033,0.005,0.015,0.046
"P29","Buena",0.168,0.2,0.133,0.121,0.087,0.097
"P29","Ni buena ni mala",0.151,0.33,0.268,0.073,0.108,0.304
"P29","Mala",0.118,0.29,0.323,0.353,0.035,0.301
"P29","Muy mala",0.122,0.068,0.227,0.424,0.74,0.186
"P29","No sabe",0.035,0.006,0.016,0.024,0.015,0.066
"P30","Muy buena",0.372,0.047,0.036,0.013,0.023,0.05
"P30","Buena",0.115,0.217,0.144,0.046,0.092,0.123
"P30","Ni buena ni mala",0.24,0.538,0.452,0.243,0.147,0.447
"P30","Mala",0.124,0.129,0.191,0.32,0.089,0.146
"P30","Muy mala",0.139,0.059,0.129,0.346,0.634,0.132
"P30","No sabe",0.01,0.01,0.048,0.032,0.015,0.102
"P31","Muy buena",0.34,0.159,0.099,0.051,0.072,0.107
"P31","Buena",0.16,0.218,0.158,0.166,0.004,0.239
"P31","Ni buena ni mala",0.282,0.362,0.355,0.172,0.055,0.137
"P31","Mala",0.066,0.172,0.171,0.23,0.158,0.21
"P31","Muy mala",0.147,0.084,0.19,0.353,0.696,0.176
"P31","No sabe",0.005,0.005,0.027,0.028,0.015,0.131
"P32","Muy buena",0.445,0.318,0.168,0.155,0.041,0.185
"P32","Buena",0.097,0.132,0.069,0.026,0.011,0.078
"P32","Ni buena ni mala",0.157,0.121,0.161,0.068,0.011,0.154
"P32","Mala",0.127,0.183,0.181,0.25,0.008,0.133
"P32","Muy mala",0.123,0.246,0.409,0.496,0.909,0.432
"P32","No sabe",0.051,0,0.012,0.005,0.02,0.018
"P33","Muy buena",0.246,0.134,0.111,0.134,0.306,0.136
"P33","Buena",0.082,0.166,0.184,0.183,0.099,0.117
"P33","Ni buena ni mala",0.071,0.148,0.214,0.268,0.365,0.168
"P33","Mala",0.29,0.169,0.226,0.236,0.051,0.144
"P33","Muy mala",0.281,0.369,0.253,0.179,0.164,0.394
"P33","No sabe",0.03,0.014,0.012,0,0.015,0.041
"P34","Muy buena",0.351,0.22,0.105,0.022,0.082,0.102
"P34","Buena",0.174,0.204,0.153,0.155,0.026,0.18
"P34","Ni buena ni mala",0.124,0.146,0.193,0.107,0.004,0.125
"P34","Mala",0.104,0.166,0.163,0.259,0.023,0.128
"P34","Muy mala",0.154,0.263,0.374,0.452,0.865,0.461
"P34","No sabe",0.093,0.001,0.012,0.005,0,0.004
"P35","Muy buena",0.332,0.237,0.311,0.448,0.779,0.329
"P35","Buena",0.087,0.147,0.146,0.128,0.047,0.106
"P35","Ni buena ni mala",0.094,0.099,0.14,0.1,0.054,0.047
"P35","Mala",0.202,0.158,0.125,0.13,0.028,0.076
"P35","Muy mala",0.285,0.359,0.26,0.186,0.077,0.434
"P35","No sabe",0,0,0.018,0.008,0.015,0.008
"P36","Muy buena",0.361,0.157,0.275,0.357,0.384,0.3
"P36","Buena",0.126,0.221,0.206,0.255,0.423,0.19
"P36","Ni buena ni mala",0.063,0.164,0.13,0.069,0.085,0.096
"P36","Mala",0.201,0.096,0.099,0.164,0.02,0.046
"P36","Muy mala",0.249,0.351,0.279,0.155,0.073,0.364
"P36","No sabe",0,0.011,0.011,0,0.015,0.004
"P37","Muy buena",0.276,0.172,0.173,0.275,0.34,0.164
"P37","Buena",0.136,0.171,0.165,0.253,0.354,0.138
"P37","Ni buena ni mala",0.141,0.208,0.295,0.214,0.167,0.239
"P37","Mala",0.202,0.147,0.101,0.124,0.055,0.096
"P37","Muy mala",0.245,0.274,0.25,0.126,0.084,0.313
"P37","No sabe",0,0.028,0.016,0.008,0,0.05
"P38","Muy buena",0.425,0.243,0.356,0.557,0.841,0.366
"P38","Buena",0.083,0.254,0.114,0.155,0.04,0.12
"P38","Ni buena ni mala",0.135,0.121,0.195,0.06,0.044,0.112
"P38","Mala",0.131,0.13,0.081,0.078,0,0.09
"P38","Muy mala",0.226,0.242,0.243,0.143,0.075,0.289
"P38","No sabe",0,0.01,0.011,0.007,0,0.023
"P39","Muy buena",0.3,0.142,0.136,0.142,0.172,0.102
"P39","Buena",0.202,0.229,0.164,0.123,0.065,0.226
"P39","Ni buena ni mala",0.234,0.335,0.456,0.313,0.306,0.316
"P39","Mala",0.157,0.114,0.094,0.265,0.164,0.129
"P39","Muy mala",0.098,0.149,0.128,0.144,0.293,0.134
"P39","No sabe",0.009,0.031,0.022,0.013,0,0.093
"P40","Muy buena",0.263,0.157,0.121,0.129,0.372,0.121
"P40","Buena",0.122,0.152,0.173,0.208,0.195,0.152
"P40","Ni buena ni mala",0.171,0.221,0.315,0.24,0.175,0.206
"P40","Mala",0.159,0.114,0.113,0.247,0.063,0.114
"P40","Muy mala",0.252,0.309,0.261,0.17,0.195,0.305
"P40","No sabe",0.033,0.047,0.017,0.006,0,0.102
"P41","Muy buena",0.243,0.068,0.135,0.19,0.294,0.114
"P41","Buena",0.082,0.183,0.15,0.206,0.359,0.155
"P41","Ni buena ni mala",0.221,0.366,0.4,0.206,0.11,0.244
"P41","Mala",0.208,0.098,0.088,0.265,0.025,0.112
"P41","Muy mala",0.24,0.215,0.175,0.13,0.212,0.169
"P41","No sabe",0.006,0.07,0.052,0.003,0,0.206
