"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P48","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.136,0.701,0.09,0.09
"P48","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.016,0,0.072,0.063
"P48","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.045,0.032,0.03,0.102
"P48","Otros",0.006,0.003,0.038,0.055
"P48","En blanco",0.001,0,0.033,0.073
"P49","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.148,0.148,0.821,0.573
"P49","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.677,0.422,0.041,0.047
"P49","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.095,0.394,0.066,0.016
"P49","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.057,0,0.025,0.101
"P49","Otros",0.008,0.013,0.034,0.06
"P49","En blanco",0.015,0.023,0.013,0.203
"P50","Al candidato a intendente de Union por la Patria",0.147,0.189,0.762,0.446
"P50","Al candidato a intendente por Juntos por el Cambio",0.668,0.424,0.117,0.144
"P50","Al candidato a intendente por la Libertad Avanza",0.068,0.364,0.005,0.048
"P50","Al candidato a intendente por el Frente de Izquierda",0.039,0.005,0.047,0.098
"P50","Otros",0.063,0.015,0.029,0.059
"P50","En blanco",0.015,0.003,0.04,0.205
"P51","Totalmente seguro",0.689,0.687,0.726,0.462
"P51","Bastante seguro",0.155,0.214,0.115,0.18
"P51","Algo seguro",0.086,0.08,0.14,0.095
"P51","Para nada seguro",0.07,0.019,0.019,0.263
"P52","Si",0.464,0.384,0.496,0.539
"P52","No",0.536,0.616,0.504,0.461
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.191,0.067,0.843,0.623
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.668,0.109,0.026,0.06
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.093,0.786,0.044,0.089
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.012,0.007,0.048,0.028
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.016,0.011,0.009,0.055
"PRESIDENTE","Otros",0.009,0.007,0.013,0.05
"PRESIDENTE","En blanco",0,0.01,0.011,0.029
"PRESIDENTE","No sabe",0.011,0.003,0.006,0.066
"GOBERNADOR","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.197,0.084,0.868,0.659
"GOBERNADOR","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.674,0.178,0.02,0.04
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.073,0.698,0.035,0.051
"GOBERNADOR","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.025,0.008,0.039,0.033
"GOBERNADOR","Otros",0.008,0.011,0.019,0.062
"GOBERNADOR","En blanco",0.007,0.017,0.012,0.074
"GOBERNADOR","No sabe",0.016,0.004,0.007,0.081
"CORTA_PRESIDENTE","Si",0.169,0.146,0.096,0.24
"CORTA_PRESIDENTE","No",0.831,0.854,0.904,0.76
"CORTA_GOBERNADOR","Si",0.216,0.258,0.116,0.32
"CORTA_GOBERNADOR","No",0.784,0.742,0.884,0.68
