"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.041,0.624,0.122,0.102
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.021,0.016,0.04,0.04
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.01,0.012,0.032,0.062
"PRESIDENTE","Otros",0.006,0.005,0.033,0.079
"PRESIDENTE","En blanco",0.003,0.008,0.023,0.038
"PRESIDENTE","No sabe",0.014,0.002,0.017,0.096
"GOBERNADOR","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.861,0.047,0.185,0.09
"GOBERNADOR","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.049,0.37,0.574,0.508
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.036,0.536,0.103,0.064
"GOBERNADOR","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.026,0.019,0.032,0.043
"GOBERNADOR","Otros",0.006,0.009,0.062,0.078
"GOBERNADOR","En blanco",0.005,0.015,0.026,0.104
"GOBERNADOR","No sabe",0.017,0.004,0.018,0.113
"CORTA_PRESIDENTE","Si",0.1,0.174,0.126,0.3
"CORTA_PRESIDENTE","No",0.9,0.826,0.874,0.7
"CORTA_GOBERNADOR","Si",0.128,0.273,0.163,0.378
"CORTA_GOBERNADOR","No",0.872,0.727,0.837,0.622
