"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P45","No",0.556,0.549,0.593,0.66
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.659,0.013,0.089,0.048
"PRESIDENTE","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.166,0.002,0.068,0.109
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.085,0.275,0.376,0.325
"PRESIDENTE","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.045,0.044,0.165,0.175
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.018,0.637,0.061,0.031
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.008,0.01,0.028,0.031
"PRESIDENTE","En blanco",0.008,0.004,0.084,0.081
"PRESIDENTE","No sabe",0.011,0.015,0.129,0.2
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.699,0.106,0.117,0.228
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.081,0.195,0.29,0.287
"DIPUTADOS","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.013,0.077,0.129,0.065
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.128,0.081,0.178,0.192
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.016,0.453,0.064,0.046
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.014,0.012,0.061,0.003
"DIPUTADOS","En blanco",0.01,0.036,0.056,0.054
"DIPUTADOS","No sabe",0.039,0.04,0.105,0.125
