"var","categoria","La seguridad","El tránsito","El arreglo de las calles","Los parques y espacios públicos","El sistema de salud","La limpieza de las calles","El deporte y la cultura","La luminaria","No sabe"
"P34","Mala",0.069,0.174,0.069,0.168,0.084,0.068,0.076,0.102,0.183
"P34","Muy mala",0.125,0.039,0.093,0.202,0.05,0.187,0.019,0.378,0.349
"P34","No sabe",0.012,0,0.066,0.094,0.074,0.075,0.109,0.07,0.051
"P35","Muy buena",0.331,0.128,0.165,0.105,0.055,0.247,0.131,0.065,0.087
"P35","Buena",0.162,0.243,0.064,0.119,0.021,0.102,0.057,0.212,0.127
"P35","Ni buena ni mala",0.19,0.383,0.341,0.271,0.149,0.169,0.309,0.38,0.326
"P35","Mala",0.201,0.137,0.115,0.157,0.199,0.057,0.169,0.052,0.103
"P35","Muy mala",0.068,0.099,0.154,0.193,0.337,0.057,0.204,0.163,0.186
"P35","No sabe",0.048,0.01,0.161,0.155,0.239,0.368,0.13,0.128,0.171
"P36","Muy buena",0.382,0.134,0.081,0.087,0.013,0.024,0.057,0.022,0.042
"P36","Buena",0.074,0.224,0.085,0.119,0.046,0.021,0.149,0.055,0.005
"P36","Ni buena ni mala",0.18,0.484,0.399,0.354,0.347,0.298,0.38,0.478,0.379
"P36","Mala",0.161,0.086,0.084,0.103,0.236,0.044,0.167,0.095,0.13
"P36","Muy mala",0.068,0.043,0.084,0.129,0.136,0.037,0.082,0.016,0.133
"P36","No sabe",0.135,0.029,0.267,0.208,0.222,0.576,0.165,0.334,0.311
"P37","Muy buena",0.355,0.094,0.062,0.08,0.163,0.018,0.21,0.095,0.042
"P37","Buena",0.105,0.342,0.147,0.049,0.332,0,0.126,0,0.034
"P37","Ni buena ni mala",0.25,0.418,0.405,0.386,0.248,0.41,0.282,0.505,0.309
"P37","Mala",0.144,0.019,0.071,0.144,0.113,0.116,0.091,0.069,0.137
"P37","Muy mala",0.045,0.023,0.055,0.135,0.003,0.037,0.103,0.115,0.125
"P37","No sabe",0.101,0.104,0.26,0.206,0.141,0.419,0.188,0.216,0.353
"P38","Muy buena",0.42,0.173,0.204,0.105,0.332,0.127,0.306,0.033,0.046
"P38","Buena",0.109,0.352,0.236,0.158,0.302,0.111,0.231,0.07,0.03
"P38","Ni buena ni mala",0.199,0.388,0.299,0.27,0.061,0.227,0.132,0.21,0.221
"P38","Mala",0.108,0.02,0.116,0.2,0.217,0.213,0.1,0.375,0.246
"P38","Muy mala",0.081,0,0.035,0.137,0.003,0.257,0.221,0.279,0.303
"P38","No sabe",0.083,0.067,0.11,0.13,0.085,0.065,0.01,0.033,0.154
"P39","Que continúe el intendente Fernando Moreira",0.624,0.07,0.168,0.083,0.173,0.099,0.237,0.079,0.056
"P39","Que continúe Fernando Moreira pero con mejoras",0.045,0.682,0.207,0.171,0.446,0.287,0.284,0.141,0.104
"P39","Que cambie Fernando Moreira pero que se mantengan los avances",0.09,0.21,0.398,0.137,0.231,0.097,0.131,0.071,0.164
"P39","Que cambie el intendente Fernando Moreira",0.241,0.038,0.227,0.609,0.15,0.517,0.348,0.709,0.676
"P41","La seguridad",0.578,0.615,0.555,0.555,0.505,0.78,0.352,0.564,0.569
"P41","El tránsito",0.095,0.214,0.072,0.05,0,0.028,0.077,0.038,0.024
"P41","El arreglo de las calles",0.108,0.055,0.156,0.066,0.079,0.049,0.05,0.15,0.063
"P41","Los parques y espacios públicos",0.005,0,0.023,0.109,0,0,0.048,0.019,0.008
"P41","El sistema de salud",0.042,0.053,0.078,0.039,0.206,0.021,0.13,0.047,0.068
"P41","La limpieza de las calles",0.042,0.009,0.049,0.056,0.074,0.041,0.047,0.023,0.022
"P41","El deporte y la cultura",0,0,0.004,0.031,0.01,0.033,0.219,0.063,0
"P41","La luminaria",0.036,0,0,0,0,0,0,0.072,0
"P41","No sabe",0.094,0.054,0.063,0.094,0.126,0.048,0.077,0.024,0.246
"P42","Agua corriente y cloacas",0.446,0.403,0.428,0.415,0.558,0.332,0.34,0.059,0.337
"P42","Energía eléctrica",0.162,0.312,0.097,0.165,0.021,0.158,0.143,0.26,0.198
"P42","Red de gas natural",0.038,0.033,0.065,0.053,0,0.033,0.037,0.049,0.036
"P42","Recolección de residuos",0.059,0.074,0.174,0.145,0.109,0.054,0.274,0.244,0.172
"P42","Ninguno",0.295,0.178,0.236,0.222,0.312,0.423,0.206,0.388,0.257
"P43","Los robos",0.513,0.391,0.329,0.259,0.308,0.166,0.35,0.126,0.369
"P43","El narcotráfico",0.15,0.215,0.299,0.405,0.174,0.418,0.374,0.47,0.291
"P43","La ausencia de patrulleros y personal policial",0.123,0.17,0.235,0.216,0.218,0.227,0.183,0.268,0.177
"P43","Otro",0.021,0.142,0.07,0.055,0.129,0.039,0.085,0.088,0.122
"P43","Ninguno",0.193,0.082,0.067,0.065,0.171,0.15,0.008,0.048,0.041
