"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P27","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.034,0.043,0.022,0
"P27","Otros",0.213,0.21,0.22,0.176
"P27","No sabe",0.062,0.106,0.021,0.405
"P28","Lo votaría",0.175,0.133,0.194,0.018
"P28","Puede que lo vote",0.112,0.139,0.289,0.151
"P28","Nunca lo votaría",0.688,0.615,0.458,0.558
"P28","No sabe",0.025,0.113,0.059,0.273
"P29","Lo votaría",0.148,0.077,0.085,0.094
"P29","Puede que lo vote",0.076,0.112,0.069,0.141
"P29","Nunca lo votaría",0.73,0.743,0.702,0.494
"P29","No sabe",0.046,0.068,0.144,0.271
"P30","Lo votaría",0.242,0.22,0.207,0.149
"P30","Puede que lo vote",0.114,0.072,0.203,0.134
"P30","Nunca lo votaría",0.632,0.598,0.425,0.433
"P30","No sabe",0.012,0.11,0.165,0.284
"P31","Lo votaría",0.337,0.353,0.101,0.056
"P31","Puede que lo vote",0.195,0.22,0.242,0.276
"P31","Nunca lo votaría",0.461,0.38,0.539,0.315
"P31","No sabe",0.007,0.047,0.118,0.353
"P32","Lo votaría",0.29,0.222,0.109,0.086
"P32","Puede que lo vote",0.171,0.335,0.293,0.256
"P32","Nunca lo votaría",0.504,0.379,0.598,0.28
"P32","No sabe",0.035,0.064,0,0.378
"P33","Lo votaría",0.233,0.096,0.232,0.051
"P33","Puede que lo vote",0.146,0.145,0.079,0.199
"P33","Nunca lo votaría",0.569,0.673,0.617,0.496
"P33","No sabe",0.052,0.086,0.072,0.254
"P34","Si",0.451,0.43,0.176,0.136
"P34","No",0.549,0.57,0.824,0.864
"PRESIDENTE","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.178,0.183,0.351,0.119
"PRESIDENTE","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.148,0.184,0.079,0.037
"PRESIDENTE","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.292,0.271,0.191,0.256
"PRESIDENTE","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.109,0.159,0.136,0.224
"PRESIDENTE","Javier Milei a presidente, Carolina Piparo a gobernadora por la Libertad Avanza",0.184,0.101,0.202,0.094
"PRESIDENTE","Alguno de los candidatos a presidente y gobernador de la Izquierda",0.012,0.04,0.011,0
"PRESIDENTE","Otros",0.06,0.058,0.013,0.15
"PRESIDENTE","No sabe",0.017,0.004,0.017,0.12
"INTENDENTE","Malena Galmarini a intendenta por Unión por la Patria",0.155,0.056,0.07,0.082
"INTENDENTE","Julio Zamora a intendente por Unión por la Patria",0.413,0.583,0.606,0.287
"INTENDENTE","Claudio Cufré a intendente por Juntos por el Cambio",0.104,0.054,0.053,0.134
"INTENDENTE","Segundo Cernadas a intendente por Juntos por el Cambio",0.217,0.25,0.219,0.268
"INTENDENTE","Claudio Baumgarten a intendente por la Libertad Avanza",0.081,0.01,0.024,0
"INTENDENTE","Alguno de los candidatos a intendente de la Izquierda",0.008,0,0.01,0
"INTENDENTE","Otros",0.01,0.008,0.007,0.07
"INTENDENTE","No sabe",0.012,0.039,0.011,0.159
"INTENDENTE_CORTA_1","Malena Galmarini a intendenta por Unión por la Patria",0.171,0.185,0.212,0
"INTENDENTE_CORTA_1","Julio Zamora a intendente por Unión por la Patria",0.059,0.014,0.027,0
"INTENDENTE_CORTA_1","Claudio Cufré a intendente por Juntos por el Cambio",0.365,0.398,0.073,0.09
"INTENDENTE_CORTA_1","Segundo Cernadas a intendente por Juntos por el Cambio",0.1,0.113,0.06,0.228
"INTENDENTE_CORTA_1","Claudio Baumgarten a intendente por la Libertad Avanza",0.231,0.162,0.205,0.136
"INTENDENTE_CORTA_1","Alguno de los candidatos a intendente de la Izquierda",0,0.067,0.042,0.142
"INTENDENTE_CORTA_1","Otros",0.05,0.042,0.189,0.166
"INTENDENTE_CORTA_1","No sabe",0.024,0.019,0.192,0.238
"INTENDENTE_CORTA_2","Malena Galmarini a intendenta por Unión por la Patria",0.115,0.015,0.023,0.094
"INTENDENTE_CORTA_2","Julio Zamora a intendente por Unión por la Patria",0.405,0.484,0.582,0.417
"INTENDENTE_CORTA_2","Claudio Cufré a intendente por Juntos por el Cambio",0.104,0.072,0.072,0.077
"INTENDENTE_CORTA_2","Segundo Cernadas a intendente por Juntos por el Cambio",0.279,0.379,0.307,0.179
"INTENDENTE_CORTA_2","Claudio Baumgarten a intendente por la Libertad Avanza",0.06,0.008,0.016,0
"INTENDENTE_CORTA_2","Alguno de los candidatos a intendente de la Izquierda",0.01,0,0,0
"INTENDENTE_CORTA_2","Otros",0.013,0,0,0
"INTENDENTE_CORTA_2","No sabe",0.014,0.042,0,0.233
