"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.01,0.006,0,0.065
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.002,0.003,0.29,0
"PRESIDENTE","En blanco",0.038,0.004,0.023,0.017
"PRESIDENTE","No sabe",0.006,0.005,0.061,0.164
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.851,0.061,0.305,0.487
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.034,0.097,0.176,0.101
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.063,0.171,0.228,0.118
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.019,0.429,0.238,0.087
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.011,0.025,0,0.004
"DIPUTADOS","En blanco",0.006,0.054,0.023,0.017
"DIPUTADOS","No sabe",0.016,0.163,0.03,0.186
