"var","categoria","Inseguridad y narcotráfico","Altos impuestos y tarifas","Educación y estado de las escuelas","Inflación","Estado de la salud","Corrupción","Pobreza","Medio ambiente, incendios y contaminación","Falta de trabajo","No sabe"
"P17","Mala",0.19,0.217,0.104,0.148,0.286,0.116,0,0,1,0
"P17","Muy mala",0.295,0.315,0.255,0.23,0.161,0.666,0.163,1,0,0.135
"P17","No sabe",0.01,0.019,0.002,0.063,0.07,0,0,0,0,0
"P18","Muy buena",0.472,0.243,0.265,0.15,0.223,0.159,0.084,0,0,0.056
"P18","Buena",0.113,0.317,0.184,0.208,0.08,0.312,0.507,0,0,0.493
"P18","Ni buena ni mala",0.192,0.109,0.073,0.09,0.202,0.083,0,0,0.884,0.079
"P18","Mala",0.104,0.131,0.248,0.144,0.198,0.068,0.109,0,0.116,0
"P18","Muy mala",0.117,0.18,0.224,0.338,0.19,0.363,0.3,1,0,0.372
"P18","No sabe",0.002,0.02,0.006,0.07,0.107,0.015,0,0,0,0
"P20","Muy buena",0.212,0.052,0.071,0.057,0.049,0.072,0.047,0,0,0.421
"P20","Buena",0.117,0.296,0.145,0.229,0.094,0,0.558,0,0,0.523
"P20","Ni buena ni mala",0.266,0.268,0.415,0.334,0.429,0.187,0.103,0,1,0.056
"P20","Mala",0.189,0.14,0.141,0.149,0.151,0.215,0.109,0,0,0
"P20","Muy mala",0.2,0.139,0.163,0.137,0.108,0.511,0.183,1,0,0
"P20","No sabe",0.016,0.105,0.065,0.094,0.169,0.015,0,0,0,0
"P21","Si",0.539,0.441,0.482,0.383,0.458,0.239,0.779,0,0,0.927
"P21","No",0.343,0.442,0.236,0.352,0.138,0.677,0.197,1,1,0.073
"P21","No sabe",0.118,0.117,0.282,0.265,0.404,0.084,0.024,0,0,0
"P23","Gobierno nacional",0.303,0.23,0.292,0.357,0.299,0.048,0.327,0,0,0.421
"P23","Gobierno provincial",0.598,0.639,0.598,0.413,0.413,0.92,0.673,1,1,0.207
"P23","No sabe",0.099,0.131,0.11,0.23,0.288,0.032,0,0,0,0.372
"P24","El gobierno anterior de Omar Gutierrez",0.541,0.397,0.341,0.235,0.332,0.57,0.834,1,0,0.36
"P24","El actual gobierno de Rolo Figueroa",0.177,0.378,0.212,0.323,0.263,0.074,0.115,0,0.108,0
"P24","No sabe",0.282,0.225,0.447,0.442,0.405,0.356,0.051,0,0.892,0.64
"P25","El gobierno anterior de Alberto Fernández",0.775,0.536,0.131,0.208,0.175,1,0.08,0,0,1
"P25","El actual gobierno de Javier Milei",0.221,0.444,0.679,0.753,0.472,0,0.316,0,0,0
"P25","No sabe",0.004,0.02,0.19,0.039,0.353,0,0.604,0,0,0
"P26","Si",0.914,0.736,0.924,0.806,0.768,1,1,1,1,0.579
"P26","No",0.086,0.264,0.076,0.194,0.232,0,0,0,0,0.421
"P27","Si",0.297,0.19,0.4,0.385,0.046,0.1,0.367,0,0.116,0
"P27","No estoy seguro",0.408,0.592,0.323,0.333,0.453,0.482,0.6,0,0.884,0.872
"P27","No",0.229,0.143,0.23,0.051,0.18,0.354,0,1,0,0.128
"P27","No sabe",0.066,0.075,0.047,0.231,0.321,0.064,0.033,0,0,0
"P28","Espionaje por medio del Monitoreo de telecomunicaciones satelitales",0.51,0.196,0.116,0.091,0.05,0.539,0,0,0,0.058
"P28","Investigaciones científicas no declaradas con fines secretos",0.214,0.592,0.151,0.121,0.028,0.135,0.837,0,0,0
"P28","Prestar servicios de comunicación y posicionamiento global al ejército Chino",0.142,0.067,0.528,0.069,0.044,0.136,0,1,1,0.094
"P28","Otro",0.045,0.033,0.082,0.354,0.007,0.119,0.061,0,0,0.528
"P28","No sabe",0.089,0.112,0.123,0.365,0.871,0.071,0.102,0,0,0.32
"P29","Es imposible",0.586,0.171,0.15,0.079,0.063,0.432,0.605,0,0.884,0.056
"P29","Es muy difícil",0.25,0.596,0.219,0.097,0.092,0.456,0.067,1,0,0.079
"P29","Es bastante factible",0.078,0.076,0.37,0.057,0.044,0.048,0,0,0,0
"P29","Es posible",0.046,0.083,0.248,0.587,0.191,0,0.284,0,0.116,0.421
"P29","No sabe",0.04,0.074,0.013,0.18,0.61,0.064,0.044,0,0,0.444
"P30","Si",0.791,0.343,0.245,0.121,0.228,0.76,0.394,1,0,0.128
"P30","Es probable",0.086,0.463,0.126,0.197,0.135,0.166,0.325,0,0.884,0.079
"P30","No",0.1,0.153,0.563,0.323,0.192,0.025,0.281,0,0.116,0.372
"P30","No sabe",0.023,0.041,0.066,0.359,0.445,0.049,0,0,0,0.421
"P31","De acuerdo",0.8,0.609,0.347,0.286,0.357,0.873,0.522,1,0,0.207
"P31","Ni de acuerdo ni en desacuerdo",0.094,0.305,0.252,0.239,0.24,0.021,0.113,0,0,0.372
"P31","En desacuerdo",0.087,0.064,0.387,0.332,0.133,0.106,0.365,0,1,0
"P31","No sabe",0.019,0.022,0.014,0.143,0.27,0,0,0,0,0.421
"P32","Si",0.73,0.728,0.748,0.528,0.492,0.666,0.872,1,0.116,0.628
"P32","No",0.166,0.209,0.114,0.25,0.205,0.283,0.084,0,0,0.372
"P32","No sabe",0.104,0.063,0.138,0.222,0.303,0.051,0.044,0,0.884,0
"P33","Muy de acuerdo",0.377,0.127,0.14,0.056,0.095,0.408,0.212,1,0.884,0.056
"P33","De acuerdo",0.251,0.31,0.187,0.155,0.1,0.238,0.079,0,0,0
"P33","Ni de acuerdo ni en desacuerdo",0.131,0.192,0.192,0.086,0.211,0.134,0,0,0,0.151
"P33","En desacuerdo",0.208,0.316,0.34,0.502,0.451,0.22,0.709,0,0,0.793
"P33","Muy en desacuerdo",0.028,0.033,0.141,0.114,0.134,0,0,0,0.116,0
"P33","No sabe",0.005,0.022,0,0.087,0.009,0,0,0,0,0
"P34","Si",0.749,0.664,0.729,0.649,0.579,0.837,0.805,1,0.116,0.451
"P34","No",0.251,0.336,0.271,0.351,0.421,0.163,0.195,0,0.884,0.549
"P35","Muy de acuerdo",0.401,0.192,0.158,0.123,0.078,0.247,0.361,0,0,0
"P35","De acuerdo",0.234,0.345,0.163,0.107,0.109,0.334,0,0,0,0
"P35","Ni de acuerdo ni en desacuerdo",0.167,0.136,0.228,0.092,0.229,0.194,0,0,0,0.128
"P35","En desacuerdo",0.149,0.212,0.326,0.463,0.428,0.091,0.232,0,0,0.872
"P35","Muy en desacuerdo",0.046,0.107,0.118,0.171,0.147,0.134,0.407,1,1,0
"P35","No sabe",0.003,0.008,0.007,0.044,0.009,0,0,0,0,0
"P36","1-Excelente",0.285,0.23,0.085,0.099,0.077,0.05,0.067,0,0,0
"P36","2",0.1,0.15,0.103,0.195,0.063,0.035,0.084,0,0,0.445
"P36","3",0.069,0.067,0.049,0.056,0.055,0.031,0.108,0,0,0
"P36","4",0.033,0.051,0.066,0.079,0.036,0.032,0.067,0,0,0.056
"P36","5",0.127,0.132,0.263,0.126,0.268,0.15,0.533,0,0,0.079
"P36","6",0.031,0.026,0.029,0.069,0.02,0.062,0.032,0,0,0
"P36","7",0.034,0.04,0.06,0.034,0.03,0,0.109,0,0,0
"P36","8",0.013,0.048,0.021,0.082,0,0,0,0,0,0.42
"P36","9-Pésimo",0.249,0.147,0.227,0.156,0.236,0.381,0,1,1,0
"P36","No sabe",0.059,0.109,0.097,0.104,0.215,0.259,0,0,0,0
"P37","1-Excelente",0.256,0.059,0.092,0.113,0.079,0.064,0,0,0,0
"P37","2",0.119,0.245,0.09,0.085,0.058,0.02,0,0,0,0.372
"P37","3",0.033,0.08,0.05,0.097,0.091,0.017,0.071,0,0,0
"P37","4",0.078,0.092,0.064,0.098,0.082,0.137,0,0,0,0.128
"P37","5",0.147,0.141,0.26,0.173,0.175,0.049,0.637,0,0,0.079
"P37","6",0.057,0.107,0.081,0.091,0.02,0.072,0.117,0,0,0
"P37","7",0.042,0.034,0.083,0.042,0.045,0,0.109,0,0,0
"P37","8",0.03,0.023,0.047,0.054,0.03,0.069,0.066,0,0,0.421
"P37","9-Pésimo",0.207,0.148,0.218,0.158,0.236,0.411,0,1,1,0
"P37","No sabe",0.031,0.071,0.015,0.089,0.184,0.161,0,0,0,0
"P38","1-Excelente",0.282,0.159,0.079,0.088,0.038,0.025,0,0,0,0
"P38","2",0.092,0.171,0.137,0.129,0.074,0.02,0.067,0,0,0.428
"P38","3",0.059,0.075,0.1,0.086,0.096,0.051,0.046,0,0,0
"P38","4",0.085,0.112,0.068,0.117,0.068,0.084,0.024,0,0,0.073
"P38","5",0.086,0.169,0.177,0.103,0.201,0.032,0.308,0,0,0.499
"P38","6",0.058,0.035,0.093,0.093,0.018,0.105,0.084,0,0,0
"P38","7",0.054,0.06,0.059,0.041,0.033,0.041,0.471,0,0,0
"P38","8",0.037,0.019,0.011,0.088,0.065,0.048,0,0,0,0
"P38","9-Pésimo",0.204,0.129,0.208,0.139,0.209,0.382,0,1,1,0
"P38","No sabe",0.043,0.071,0.068,0.116,0.198,0.212,0,0,0,0
"P39","1-Excelente",0.269,0.102,0.115,0.085,0.146,0.064,0,0,0,0
"P39","2",0.086,0.22,0.065,0.163,0.071,0.02,0.066,0,0,0.428
"P39","3",0.065,0.103,0.106,0.071,0.102,0.012,0.113,0,0,0
"P39","4",0.104,0.039,0.075,0.126,0.044,0.095,0,0,0,0
"P39","5",0.1,0.224,0.185,0.129,0.174,0.068,0.655,0,0,0.572
"P39","6",0.036,0.04,0.087,0.12,0.069,0.099,0.024,0,0,0
"P39","7",0.05,0.06,0.082,0.033,0.019,0,0,0,0,0
"P39","8",0.042,0.02,0.014,0.05,0.022,0.048,0,0,0,0
"P39","9-Pésimo",0.194,0.126,0.2,0.131,0.212,0.594,0.109,1,1,0
"P39","No sabe",0.054,0.066,0.071,0.092,0.141,0,0.033,0,0,0
"P40","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.381,0.251,0.449,0.559,0.451,0.082,0.409,0,0.116,0.372
"P40","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.178,0.296,0.181,0.166,0.136,0.172,0.079,0,0,0.207
"P40","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.236,0.206,0.209,0.069,0.143,0.319,0.066,1,0,0
"P40","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.183,0.159,0.097,0.107,0.105,0.427,0.446,0,0.884,0.421
"P40","No sabe",0.022,0.088,0.064,0.099,0.165,0,0,0,0,0
"P41","Oponerse totalmente y no concurrir a la convocatoria",0.326,0.234,0.378,0.393,0.216,0.057,0.372,0,0.116,0.372
"P41","Oponerse parcialmente y concurrir a la convocatoria",0.135,0.27,0.166,0.193,0.191,0.074,0.136,0,0,0
"P41","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.305,0.349,0.247,0.195,0.221,0.542,0.408,1,0.884,0.207
"P41","Apoyar totalmente la iniciativa del gobierno nacional",0.209,0.116,0.178,0.09,0.148,0.327,0.084,0,0,0.421
"P41","No sabe",0.025,0.031,0.031,0.129,0.224,0,0,0,0,0
"P42","Oponerse totalmente",0.292,0.259,0.373,0.407,0.229,0.131,0.475,0,0.116,0.372
"P42","Oponerse parcialmente",0.145,0.191,0.114,0.191,0.088,0,0,0,0,0
"P42","Apoyar parcialmente",0.279,0.323,0.221,0.143,0.241,0.492,0.079,1,0.884,0.207
"P42","Apoyar totalmente",0.242,0.22,0.249,0.141,0.249,0.377,0.446,0,0,0.421
"P42","No sabe",0.042,0.007,0.043,0.118,0.193,0,0,0,0,0
"P47","Muy buena",0.195,0.066,0.034,0.036,0.02,0,0,0,0,0
"P47","Buena",0.249,0.379,0.317,0.302,0.155,0.015,0.407,0,0,0.421
"P47","Ni buena ni mala",0.305,0.363,0.386,0.263,0.359,0.245,0.206,0,0.116,0.579
"P47","Mala",0.188,0.09,0.185,0.286,0.249,0.232,0.387,0,0.884,0
"P47","Muy mala",0.061,0.048,0.078,0.037,0.157,0.483,0,1,0,0
"P47","No sabe",0.002,0.054,0,0.076,0.06,0.025,0,0,0,0
"P48","Peor",0.445,0.328,0.361,0.307,0.367,0.451,0.396,1,0.116,0.454
"P48","Igual",0.39,0.438,0.495,0.426,0.403,0.499,0.103,0,0.884,0.49
"P48","Mejor",0.094,0.196,0.122,0.111,0.136,0.05,0.393,0,0,0.056
"P48","No sabe",0.071,0.038,0.022,0.156,0.094,0,0.108,0,0,0
"P49","Peor",0.392,0.237,0.31,0.346,0.234,0.451,0.34,1,0.116,0.376
"P49","Igual",0.331,0.387,0.309,0.288,0.347,0.297,0.186,0,0.884,0.568
"P49","Mejor",0.211,0.309,0.255,0.214,0.287,0.18,0.474,0,0,0.056
"P49","No sabe",0.066,0.067,0.126,0.152,0.132,0.072,0,0,0,0
"P50","El gobierno de Javier Milei",0.309,0.235,0.365,0.489,0.453,0.05,0.303,0,0.116,0.796
"P50","El gobierno de Alberto Fernández",0.632,0.663,0.466,0.342,0.384,0.837,0.522,0,0.884,0.204
"P50","Ambos",0.045,0.095,0.156,0.07,0.154,0.113,0.175,1,0,0
"P50","No sabe",0.014,0.007,0.013,0.099,0.009,0,0,0,0,0
"P51","Javier Milei",0.708,0.469,0.363,0.254,0.365,0.873,0.559,0,0.884,0.056
"P51","Los gobernadores",0.234,0.413,0.547,0.56,0.554,0.095,0.408,0,0.116,0.375
"P51","No sabe",0.058,0.118,0.09,0.186,0.081,0.032,0.033,1,0,0.569
"P52","Muy buena",0.279,0.134,0.217,0.138,0.186,0.025,0.171,0,0,0.377
"P52","Buena",0.041,0.16,0.177,0.223,0.048,0,0.236,0,0,0
"P52","Ni buena ni mala",0.039,0.121,0.131,0.1,0.249,0.032,0,0,0.116,0.421
"P52","Mala",0.178,0.086,0.103,0.217,0.124,0.045,0,0,0,0
"P52","Muy mala",0.459,0.499,0.367,0.278,0.384,0.898,0.593,1,0.884,0.202
"P52","No sabe",0.004,0,0.005,0.044,0.009,0,0,0,0,0
"P53","Muy buena",0.24,0.102,0.066,0.031,0.021,0.072,0.15,1,0,0
"P53","Buena",0.15,0.215,0.159,0.154,0.048,0.109,0.407,0,0,0.124
"P53","Ni buena ni mala",0.269,0.3,0.138,0.088,0.123,0.439,0,0,0.885,0.075
"P53","Mala",0.19,0.213,0.282,0.288,0.384,0.213,0.033,0,0,0.426
"P53","Muy mala",0.135,0.17,0.355,0.381,0.315,0.167,0.41,0,0.115,0.375
"P53","No sabe",0.016,0,0,0.058,0.109,0,0,0,0,0
"P54","Muy buena",0.426,0.261,0.213,0.094,0.073,0.362,0.557,1,0,0.124
"P54","Buena",0.241,0.329,0.199,0.199,0.223,0.44,0.033,0,0.885,0.076
"P54","Ni buena ni mala",0.158,0.129,0.126,0.153,0.161,0.089,0,0,0,0
"P54","Mala",0.075,0.143,0.155,0.178,0.23,0,0,0,0,0.425
"P54","Muy mala",0.088,0.138,0.305,0.316,0.253,0.109,0.41,0,0.115,0.375
"P54","No sabe",0.012,0,0.002,0.06,0.06,0,0,0,0,0
"P55","Muy buena",0.369,0.197,0.11,0.1,0.056,0.178,0.069,0,0,0
"P55","Buena",0.158,0.274,0.133,0.14,0.14,0.191,0.44,0,0,0.056
"P55","Ni buena ni mala",0.251,0.245,0.309,0.129,0.284,0.505,0.08,0,0.885,0.144
"P55","Mala",0.125,0.091,0.139,0.124,0.111,0,0,0,0,0.425
"P55","Muy mala",0.087,0.139,0.297,0.375,0.228,0.126,0.411,1,0.115,0.375
"P55","No sabe",0.01,0.054,0.012,0.132,0.181,0,0,0,0,0
"P56","Muy buena",0.605,0.353,0.321,0.133,0.258,0.713,0.56,0,0,0.055
"P56","Buena",0.133,0.297,0.11,0.19,0.087,0.117,0.032,0,0,0.144
"P56","Ni buena ni mala",0.085,0.128,0.177,0.107,0.147,0.017,0,0,0.885,0
"P56","Mala",0.09,0.089,0.097,0.136,0.077,0.053,0,0,0,0.423
"P56","Muy mala",0.057,0.103,0.287,0.341,0.249,0.1,0.408,1,0.115,0.378
"P56","No sabe",0.03,0.03,0.008,0.093,0.182,0,0,0,0,0
"P57","Muy buena",0.209,0.1,0.048,0.069,0.092,0.106,0,0,0,0
"P57","Buena",0.169,0.304,0.25,0.179,0.123,0.257,0.364,0,0,0.055
"P57","Ni buena ni mala",0.437,0.39,0.337,0.334,0.316,0.19,0.217,0,0.884,0.144
"P57","Mala",0.117,0.101,0.152,0.165,0.143,0.162,0.112,0,0.116,0.801
"P57","Muy mala",0.063,0.082,0.18,0.148,0.128,0.285,0.238,1,0,0
"P57","No sabe",0.005,0.023,0.033,0.105,0.198,0,0.069,0,0,0
"P58","Muy buena",0.374,0.238,0.121,0.057,0.092,0.358,0.431,0,0,0
"P58","Buena",0.219,0.278,0.237,0.132,0.158,0.272,0.047,0,0,0.056
"P58","Ni buena ni mala",0.259,0.233,0.172,0.192,0.167,0.164,0.112,0,0.884,0.074
"P58","Mala",0.06,0.096,0.099,0.17,0.107,0.074,0,0,0,0.8
"P58","Muy mala",0.062,0.119,0.349,0.347,0.328,0.132,0.41,1,0.116,0
"P58","No sabe",0.026,0.036,0.022,0.102,0.148,0,0,0,0,0.07
"P59","Muy buena",0.305,0.194,0.126,0.074,0.058,0.366,0.359,0,0,0.056
"P59","Buena",0.216,0.296,0.087,0.059,0.049,0.247,0.047,0,0,0.148
"P59","Ni buena ni mala",0.305,0.254,0.313,0.282,0.284,0.245,0.112,0,0.883,0
"P59","Mala",0.053,0.091,0.195,0.184,0.12,0,0.039,0,0,0.417
"P59","Muy mala",0.046,0.108,0.251,0.283,0.237,0.142,0.375,1,0.117,0.379
"P59","No sabe",0.075,0.057,0.028,0.118,0.252,0,0.068,0,0,0
