"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.014,0.014,0.061,0.029
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.03,0.012,0.033,0.062
"P28","Otros",0.057,0.017,0.049,0.08
"P28","En blanco",0.031,0.008,0.026,0.011
"P28","No sabe",0.043,0.015,0.019,0.14
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.164,0.107,0.751,0.527
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.783,0.57,0.037,0.092
"P33","En blanco",0.03,0.214,0.19,0.05
"P33","No sabe",0.023,0.109,0.022,0.331
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.167,0.107,0.738,0.511
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.659,0.416,0.062,0.172
"P35","En blanco",0.099,0.349,0.171,0.031
"P35","No sabe",0.075,0.128,0.029,0.286
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.626,0.098,0.159,0.19
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.208,0.832,0.038,0.051
"P36","En blanco",0.097,0.041,0.749,0.139
"P36","No sabe",0.069,0.029,0.054,0.62
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.184,0.104,0.762,0.519
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.396,0.823,0.028,0.053
"P37","En blanco",0.251,0.052,0.184,0.041
"P37","No sabe",0.169,0.021,0.026,0.387
"P40","Lo votaría",0.151,0.082,0.691,0.476
"P40","Puede que lo vote",0.074,0.181,0.1,0.086
"P40","Nunca lo votaría",0.748,0.703,0.183,0.269
"P40","No sabe",0.027,0.034,0.026,0.169
"P41","Lo votaría",0.08,0.06,0.476,0.26
"P41","Puede que lo vote",0.045,0.079,0.222,0.17
"P41","Nunca lo votaría",0.85,0.818,0.247,0.392
"P41","No sabe",0.025,0.043,0.055,0.178
"P42","Lo votaría",0.712,0.24,0.072,0.07
"P42","Puede que lo vote",0.103,0.355,0.047,0.14
"P42","Nunca lo votaría",0.163,0.356,0.855,0.636
"P42","No sabe",0.022,0.049,0.026,0.154
"P43","Lo votaría",0.495,0.162,0.06,0.141
"P43","Puede que lo vote",0.283,0.258,0.077,0.142
"P43","Nunca lo votaría",0.196,0.538,0.836,0.566
"P43","No sabe",0.026,0.042,0.027,0.151
"P44","Lo votaría",0.179,0.723,0.029,0.038
"P44","Puede que lo vote",0.326,0.132,0.025,0.081
"P44","Nunca lo votaría",0.46,0.13,0.929,0.724
"P44","No sabe",0.035,0.015,0.017,0.157
"P45","Lo votaría",0.045,0.105,0.117,0.067
"P45","Puede que lo vote",0.079,0.109,0.298,0.199
"P45","Nunca lo votaría",0.847,0.741,0.531,0.565
"P45","No sabe",0.029,0.045,0.054,0.169
"P46","Lo votaría",0.059,0.047,0.073,0.089
"P46","Puede que lo vote",0.173,0.151,0.183,0.175
"P46","Nunca lo votaría",0.723,0.75,0.69,0.559
"P46","No sabe",0.045,0.052,0.054,0.177
"P57","Si",0.534,0.52,0.525,0.484
"P57","No",0.466,0.48,0.475,0.516
