"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.32,0.233,0.48,0.247,0.108,0.183,0.021,0.332,0.226,0.123
"P30","En blanco",0.121,0.119,0.196,0.126,0.036,0.141,0.081,0.03,0.154,0.167
"P30","No sabe",0.078,0.119,0.134,0.108,0.106,0.04,0.196,0.087,0.083,0.124
"P10_imputada","Unión por la Patria",0.409,0.436,0.155,0.411,0.624,0.526,0.592,0.406,0.517,0.417
"P10_imputada","Juntos por el Cambio",0.271,0.259,0.379,0.289,0.193,0.162,0.135,0.324,0.176,0.197
"P10_imputada","De los liberales libertarios",0.237,0.174,0.346,0.174,0.083,0.175,0.116,0.115,0.17,0.16
"P10_imputada","De la Izquierda",0.031,0.028,0.031,0.029,0.043,0.063,0.028,0.017,0.077,0.086
"P10_imputada","Hacemos por nuestro país",0.027,0.021,0.038,0.043,0.011,0.029,0.011,0,0.025,0.025
"P10_imputada","Otro",0.013,0.057,0.037,0.035,0.027,0.019,0,0,0.032,0.006
"P10_imputada","En blanco",0.012,0.025,0.014,0.019,0.019,0.026,0.118,0.138,0.003,0.109
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.455,0.488,0.155,0.479,0.652,0.566,0.72,0.347,0.509,0.531
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.233,0.184,0.377,0.235,0.154,0.119,0.126,0.166,0.201,0.222
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.239,0.223,0.365,0.216,0.048,0.194,0.024,0.218,0.161,0.151
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.022,0.02,0.031,0.028,0.015,0.061,0.02,0.021,0.077,0.034
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.037,0.055,0.055,0.031,0.126,0.048,0.11,0.193,0.034,0.025
"P13_imputada","En blanco",0.014,0.03,0.017,0.011,0.005,0.012,0,0.055,0.018,0.037
