"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P18","Representa un retroceso en la lucha de los derechos de las mujeres",0.118,0.16,0.258,0.173,0.212,0.247,0.243,0.227,0.07
"P18","No sabe",0.012,0.236,0.032,0.107,0.076,0.02,0.051,0.049,0.07
"P20","Si",0.871,0.371,0.524,0.583,0.546,0.384,0.506,0.391,0.867
"P20","No",0.083,0.526,0.346,0.266,0.348,0.505,0.386,0.498,0.082
"P20","No sabe",0.046,0.103,0.13,0.151,0.106,0.111,0.108,0.111,0.051
"P21","Logra disminuir los cargos militantes presentes en el estado",0.297,0.157,0.278,0.314,0.235,0.189,0.213,0.2,0.478
"P21","Evita la manipulación de la información por parte del estado",0.206,0.164,0.187,0.154,0.134,0.2,0.156,0.151,0.207
"P21","Representa una reasignación del gasto público en algo más necesario",0.254,0.211,0.127,0.185,0.194,0.144,0.22,0.134,0.072
"P21","Constituye una grave violación al derecho de libertad de expresión en Argentina",0.112,0.176,0.197,0.279,0.239,0.3,0.232,0.305,0.108
"P21","Es parte de la persecución ideológica",0.032,0.292,0.202,0.056,0.184,0.13,0.159,0.168,0.053
"P21","No sabe",0.099,0,0.009,0.012,0.014,0.037,0.02,0.042,0.082
"P23","Si",0.894,0.532,0.56,0.712,0.633,0.414,0.576,0.445,0.877
"P23","No",0.064,0.332,0.356,0.166,0.284,0.492,0.325,0.473,0.123
"P23","No sabe",0.042,0.136,0.084,0.122,0.083,0.094,0.099,0.082,0
"P24","Es parte de una persecución ideológica",0.08,0.211,0.13,0.119,0.137,0.109,0.145,0.18,0.103
"P24","Deja a los argentinos sin una importante oficina de defensa de los derechos de los discapacitados",0.036,0.16,0.171,0.142,0.167,0.275,0.197,0.31,0.039
"P24","Representa una reasignación del gasto público en algo mas necesario",0.159,0.066,0.263,0.227,0.247,0.278,0.198,0.183,0.443
"P24","Logra disminuir los cargos militantes presentes en el estado",0.613,0.466,0.301,0.301,0.317,0.221,0.323,0.169,0.287
"P24","Contribuye a la libertad de pensamiento",0.112,0.097,0.093,0.199,0.129,0.107,0.122,0.127,0.036
"P24","No sabe",0,0,0.042,0.012,0.003,0.01,0.015,0.031,0.092
"P27","Inflación",0.266,0.3,0.237,0.259,0.216,0.295,0.259,0.277,0.184
"P27","Desempleo",0.021,0.073,0.108,0.047,0.066,0.112,0.1,0.135,0.069
"P27","Corrupción",0.412,0.219,0.375,0.42,0.438,0.259,0.363,0.252,0.443
"P27","Inseguridad",0.046,0.02,0.102,0.091,0.071,0.107,0.095,0.136,0.005
"P27","Precio del dólar",0.029,0.151,0.023,0.023,0.033,0.026,0.013,0.014,0.004
"P27","Pobreza",0.09,0.018,0.091,0.088,0.104,0.11,0.084,0.102,0.094
"P27","Narcotráfico",0.027,0.136,0.003,0.011,0.01,0.008,0.012,0.011,0.033
"P27","Tarifas",0.008,0.024,0.018,0.007,0.016,0.02,0.018,0.028,0.005
"P27","Otro",0.077,0.048,0.043,0.044,0.044,0.041,0.05,0.037,0.159
"P27","No sabe",0.024,0.011,0,0.01,0.002,0.022,0.006,0.008,0.004
"P31","Sin deuda",0.76,0.451,0.466,0.444,0.438,0.17,0.316,0.247,0.409
"P31","Menos de 10%",0.125,0.021,0.095,0.193,0.168,0.143,0.217,0.105,0.089
"P31","Entre 10 y 20%",0.009,0.045,0.035,0.09,0.112,0.226,0.132,0.11,0.071
"P31","Entre 20 y 30%",0.021,0.024,0.029,0.041,0.144,0.119,0.091,0.103,0.012
"P31","Entre 30 y 40%",0.016,0.037,0.028,0.194,0.052,0.091,0.07,0.1,0.02
"P31","Mas del 40%",0.067,0.061,0.331,0.034,0.072,0.186,0.131,0.273,0.172
"P31","No sabe",0.002,0.361,0.016,0.004,0.014,0.065,0.043,0.062,0.227
"P33","Muy buena",0.562,0.146,0.08,0.039,0.052,0.02,0.012,0.07,0.019
"P33","Buena",0.282,0.454,0.395,0.341,0.268,0.061,0.16,0.044,0.054
"P33","Ni buena ni mala",0.073,0.138,0.208,0.408,0.485,0.504,0.545,0.244,0.455
"P33","Mala",0.048,0.222,0.173,0.101,0.178,0.362,0.25,0.447,0.238
"P33","Muy mala",0.035,0,0.072,0.111,0.015,0.049,0.026,0.191,0.032
"P33","No sabe",0,0.04,0.072,0,0.002,0.004,0.007,0.004,0.202
"P34","Mejor",0.369,0.046,0.162,0.162,0.138,0.077,0.119,0.059,0.105
"P34","Igual",0.319,0.413,0.352,0.422,0.419,0.299,0.365,0.16,0.25
"P34","Peor",0.312,0.521,0.386,0.389,0.405,0.581,0.487,0.749,0.506
"P34","No sabe",0,0.02,0.1,0.027,0.038,0.043,0.029,0.032,0.139
"P35","Mejor",0.552,0.343,0.383,0.444,0.416,0.276,0.365,0.219,0.378
"P35","Igual",0.254,0.203,0.219,0.212,0.188,0.196,0.222,0.126,0.12
"P35","Peor",0.173,0.424,0.336,0.283,0.327,0.398,0.338,0.557,0.205
"P35","No sabe",0.021,0.03,0.062,0.061,0.069,0.13,0.075,0.098,0.297
"P36","Muy buena",0.177,0.068,0.136,0.022,0.082,0.021,0.052,0.046,0.032
"P36","Buena",0.246,0.019,0.089,0.191,0.092,0.097,0.091,0.049,0.036
"P36","Ni buena ni mala",0.211,0.244,0.182,0.171,0.213,0.191,0.26,0.218,0.307
"P36","Mala",0.21,0.498,0.352,0.355,0.336,0.387,0.354,0.372,0.286
"P36","Muy mala",0.15,0.147,0.238,0.255,0.266,0.278,0.232,0.299,0.249
"P36","No sabe",0.006,0.024,0.003,0.006,0.011,0.026,0.011,0.016,0.09
"P37","Mejor",0.543,0.236,0.344,0.269,0.318,0.172,0.222,0.127,0.438
"P37","Igual",0.163,0.155,0.159,0.254,0.229,0.187,0.245,0.144,0.16
"P37","Peor",0.294,0.57,0.435,0.389,0.398,0.572,0.471,0.669,0.218
"P37","No sabe",0,0.039,0.062,0.088,0.055,0.069,0.062,0.06,0.184
"P38","Mejor",0.748,0.536,0.491,0.514,0.509,0.336,0.423,0.241,0.473
"P38","Igual",0.077,0.061,0.128,0.152,0.126,0.128,0.154,0.108,0.098
"P38","Peor",0.156,0.393,0.343,0.28,0.314,0.453,0.354,0.569,0.291
"P38","No sabe",0.019,0.01,0.038,0.054,0.051,0.083,0.069,0.082,0.138
"P39","Muy buena",0.591,0.366,0.342,0.42,0.366,0.198,0.275,0.19,0.237
"P39","Buena",0.033,0.075,0.201,0.212,0.194,0.193,0.209,0.125,0.232
"P39","Ni buena ni mala",0.22,0.141,0.154,0.108,0.113,0.173,0.167,0.172,0.331
"P39","Mala",0.007,0.257,0.097,0.078,0.157,0.184,0.135,0.217,0.118
"P39","Muy mala",0.094,0.146,0.185,0.162,0.163,0.242,0.203,0.265,0.067
"P39","No sabe",0.055,0.015,0.021,0.02,0.007,0.01,0.011,0.031,0.015
"P41","Muy buena",0.587,0.201,0.3,0.378,0.347,0.149,0.239,0.143,0.166
"P41","Buena",0.243,0.313,0.255,0.203,0.214,0.183,0.225,0.142,0.275
"P41","Ni buena ni mala",0.007,0.129,0.127,0.136,0.095,0.189,0.158,0.185,0.317
"P41","Mala",0.074,0.066,0.116,0.069,0.147,0.232,0.169,0.226,0.124
"P41","Muy mala",0.072,0.258,0.197,0.205,0.187,0.214,0.187,0.277,0.072
"P41","No sabe",0.017,0.033,0.005,0.009,0.01,0.033,0.022,0.027,0.046
"P42","Muy buena",0.57,0.096,0.308,0.255,0.249,0.102,0.174,0.132,0.22
"P42","Buena",0.117,0.298,0.187,0.235,0.242,0.159,0.235,0.124,0.168
"P42","Ni buena ni mala",0.1,0.145,0.17,0.192,0.128,0.252,0.221,0.22,0.271
"P42","Mala",0.09,0.15,0.126,0.102,0.129,0.217,0.13,0.212,0.14
"P42","Muy mala",0.089,0.286,0.206,0.201,0.237,0.242,0.221,0.287,0.171
"P42","No sabe",0.034,0.025,0.003,0.015,0.015,0.028,0.019,0.025,0.03
"P43","Muy buena",0.647,0.268,0.36,0.295,0.338,0.147,0.259,0.153,0.299
"P43","Buena",0.09,0.225,0.191,0.238,0.189,0.199,0.214,0.129,0.104
"P43","Ni buena ni mala",0.118,0.162,0.145,0.191,0.129,0.194,0.19,0.202,0.229
"P43","Mala",0.063,0.071,0.118,0.081,0.172,0.231,0.155,0.224,0.205
"P43","Muy mala",0.074,0.259,0.185,0.189,0.157,0.211,0.179,0.272,0.153
"P43","No sabe",0.008,0.015,0.001,0.006,0.015,0.018,0.003,0.02,0.01
"P44","Muy buena",0.052,0,0.088,0.012,0.012,0.047,0.029,0.086,0.072
"P44","Buena",0.008,0,0.052,0.039,0.058,0.086,0.075,0.117,0.107
"P44","Ni buena ni mala",0.067,0.1,0.135,0.06,0.11,0.215,0.168,0.277,0.113
"P44","Mala",0.184,0.162,0.242,0.309,0.273,0.308,0.278,0.235,0.325
"P44","Muy mala",0.689,0.577,0.483,0.577,0.536,0.339,0.448,0.279,0.373
"P44","No sabe",0,0.161,0,0.003,0.011,0.005,0.002,0.006,0.01
"P45","Muy buena",0.053,0.238,0.124,0.111,0.131,0.205,0.155,0.31,0.045
"P45","Buena",0.064,0.065,0.095,0.053,0.1,0.1,0.118,0.104,0.125
"P45","Ni buena ni mala",0.03,0.034,0.104,0.061,0.078,0.162,0.089,0.157,0.049
"P45","Mala",0.06,0.041,0.127,0.136,0.166,0.198,0.181,0.179,0.352
"P45","Muy mala",0.793,0.622,0.543,0.596,0.523,0.325,0.45,0.241,0.393
"P45","No sabe",0,0,0.007,0.043,0.002,0.01,0.007,0.009,0.036
"P46","Muy buena",0.312,0.25,0.149,0.15,0.163,0.062,0.111,0.087,0.154
"P46","Buena",0.202,0.118,0.178,0.244,0.209,0.11,0.201,0.113,0.241
"P46","Ni buena ni mala",0.22,0.225,0.275,0.221,0.189,0.252,0.244,0.17,0.127
"P46","Mala",0.112,0.052,0.167,0.137,0.146,0.262,0.189,0.281,0.291
"P46","Muy mala",0.154,0.355,0.23,0.248,0.282,0.3,0.249,0.345,0.177
"P46","No sabe",0,0,0.001,0,0.011,0.014,0.006,0.004,0.01
"P47","Muy buena",0.122,0.17,0.061,0.036,0.051,0.042,0.043,0.066,0.087
"P47","Buena",0.182,0.123,0.128,0.164,0.093,0.085,0.131,0.095,0.323
"P47","Ni buena ni mala",0.163,0.355,0.249,0.308,0.277,0.371,0.299,0.353,0.137
"P47","Mala",0.147,0.142,0.321,0.227,0.332,0.282,0.286,0.268,0.172
"P47","Muy mala",0.386,0.199,0.238,0.223,0.235,0.193,0.215,0.189,0.245
"P47","No sabe",0,0.011,0.003,0.042,0.012,0.027,0.026,0.029,0.036
"P48","Muy buena",0.051,0.197,0.141,0.063,0.056,0.123,0.078,0.193,0.088
"P48","Buena",0.052,0.089,0.07,0.053,0.098,0.124,0.113,0.158,0.157
"P48","Ni buena ni mala",0.061,0.072,0.151,0.117,0.131,0.248,0.168,0.22,0.063
"P48","Mala",0.103,0.014,0.197,0.215,0.191,0.179,0.211,0.185,0.265
"P48","Muy mala",0.733,0.628,0.441,0.55,0.523,0.304,0.424,0.24,0.39
"P48","No sabe",0,0,0,0.002,0.001,0.022,0.006,0.004,0.037
"P49","Muy buena",0.321,0.262,0.116,0.125,0.101,0.084,0.116,0.101,0.088
"P49","Buena",0.195,0.203,0.184,0.19,0.19,0.098,0.207,0.127,0.169
"P49","Ni buena ni mala",0.156,0.065,0.224,0.315,0.308,0.298,0.26,0.28,0.36
"P49","Mala",0.127,0.081,0.238,0.166,0.184,0.23,0.16,0.236,0.136
"P49","Muy mala",0.153,0.23,0.237,0.181,0.2,0.277,0.244,0.235,0.237
"P49","No sabe",0.048,0.159,0.001,0.023,0.017,0.013,0.013,0.021,0.01
"P50","Muy buena",0.058,0.131,0.159,0.168,0.159,0.224,0.181,0.278,0.132
"P50","Buena",0.064,0.053,0.126,0.053,0.099,0.112,0.098,0.121,0.045
"P50","Ni buena ni mala",0.105,0.214,0.106,0.091,0.087,0.191,0.125,0.207,0.126
"P50","Mala",0.053,0.003,0.141,0.109,0.16,0.179,0.149,0.131,0.28
"P50","Muy mala",0.72,0.584,0.456,0.561,0.494,0.269,0.443,0.242,0.313
"P50","No sabe",0,0.015,0.012,0.018,0.001,0.025,0.004,0.021,0.104
"P51","Muy buena",0.42,0.095,0.178,0.212,0.195,0.108,0.205,0.106,0.254
"P51","Buena",0.292,0.041,0.156,0.15,0.211,0.167,0.146,0.106,0.124
"P51","Ni buena ni mala",0.131,0.501,0.319,0.293,0.243,0.278,0.271,0.275,0.365
"P51","Mala",0.007,0.058,0.1,0.103,0.074,0.169,0.099,0.169,0.076
"P51","Muy mala",0.15,0.297,0.239,0.232,0.263,0.246,0.236,0.296,0.073
"P51","No sabe",0,0.008,0.008,0.01,0.014,0.032,0.043,0.048,0.108
"P52","Muy buena",0.704,0.324,0.382,0.395,0.47,0.265,0.346,0.239,0.401
"P52","Buena",0.106,0.169,0.127,0.186,0.132,0.129,0.169,0.087,0.314
"P52","Ni buena ni mala",0.069,0.091,0.139,0.132,0.069,0.137,0.122,0.147,0.137
"P52","Mala",0.015,0.022,0.102,0.059,0.069,0.167,0.1,0.179,0.048
"P52","Muy mala",0.106,0.31,0.249,0.228,0.258,0.3,0.258,0.335,0.09
"P52","No sabe",0,0.084,0.001,0,0.002,0.002,0.005,0.013,0.01
"P53","Muy buena",0.528,0.35,0.34,0.302,0.335,0.192,0.289,0.17,0.203
"P53","Buena",0.187,0.126,0.211,0.252,0.207,0.177,0.222,0.123,0.442
"P53","Ni buena ni mala",0.186,0.169,0.083,0.169,0.102,0.153,0.141,0.16,0.218
"P53","Mala",0.018,0.065,0.135,0.057,0.08,0.158,0.083,0.195,0.01
"P53","Muy mala",0.081,0.29,0.231,0.218,0.274,0.315,0.263,0.344,0.087
"P53","No sabe",0,0,0,0.002,0.002,0.005,0.002,0.008,0.04
"P54","Muy buena",0.12,0.051,0.111,0.047,0.104,0.113,0.096,0.14,0.115
"P54","Buena",0.058,0.141,0.101,0.111,0.113,0.128,0.159,0.117,0.224
"P54","Ni buena ni mala",0.132,0.292,0.273,0.223,0.283,0.349,0.327,0.316,0.1
"P54","Mala",0.116,0.084,0.165,0.204,0.167,0.137,0.128,0.184,0.163
"P54","Muy mala",0.433,0.25,0.27,0.369,0.297,0.21,0.228,0.183,0.175
"P54","No sabe",0.141,0.182,0.08,0.046,0.036,0.063,0.062,0.06,0.223
"P55","Muy buena",0.094,0,0.019,0.019,0.031,0.027,0.028,0.06,0.005
"P55","Buena",0.007,0.082,0.092,0.061,0.063,0.1,0.124,0.117,0.156
"P55","Ni buena ni mala",0.205,0.324,0.279,0.239,0.307,0.371,0.311,0.355,0.091
"P55","Mala",0.142,0.069,0.109,0.113,0.112,0.148,0.126,0.181,0.224
"P55","Muy mala",0.413,0.432,0.398,0.46,0.434,0.282,0.349,0.226,0.378
"P55","No sabe",0.139,0.093,0.103,0.108,0.053,0.072,0.062,0.061,0.146
"P56","Muy buena",0.015,0,0.033,0.045,0.031,0.048,0.03,0.044,0
"P56","Buena",0.088,0.037,0.131,0.089,0.09,0.102,0.129,0.113,0.041
"P56","Ni buena ni mala",0.439,0.299,0.385,0.279,0.367,0.409,0.387,0.401,0.124
"P56","Mala",0.111,0.09,0.166,0.247,0.241,0.186,0.195,0.213,0.279
"P56","Muy mala",0.33,0.363,0.236,0.279,0.248,0.195,0.213,0.177,0.206
"P56","No sabe",0.017,0.211,0.049,0.061,0.023,0.06,0.046,0.052,0.35
"P58","Muy buena",0.631,0.374,0.323,0.472,0.424,0.248,0.348,0.212,0.384
"P58","Buena",0.172,0.096,0.145,0.141,0.122,0.171,0.147,0.091,0.078
"P58","Ni buena ni mala",0.027,0.089,0.223,0.129,0.119,0.185,0.166,0.207,0.144
"P58","Mala",0.007,0.024,0.065,0.047,0.075,0.113,0.092,0.16,0.11
"P58","Muy mala",0.156,0.211,0.214,0.203,0.243,0.25,0.231,0.285,0.137
"P58","No sabe",0.007,0.206,0.03,0.008,0.017,0.033,0.016,0.045,0.147
"P59","Muy buena",0.18,0.042,0.157,0.119,0.091,0.072,0.127,0.104,0.334
"P59","Buena",0.142,0.297,0.199,0.236,0.216,0.183,0.173,0.144,0.185
"P59","Ni buena ni mala",0.419,0.285,0.332,0.397,0.376,0.424,0.431,0.383,0.251
"P59","Mala",0.054,0.09,0.141,0.1,0.177,0.128,0.134,0.169,0.146
"P59","Muy mala",0.158,0.063,0.136,0.128,0.121,0.131,0.096,0.137,0.048
"P59","No sabe",0.047,0.223,0.035,0.02,0.019,0.062,0.039,0.063,0.036
"P60","Muy buena",0.516,0.119,0.231,0.193,0.177,0.094,0.142,0.103,0.074
"P60","Buena",0.074,0.247,0.181,0.301,0.221,0.175,0.177,0.109,0.177
"P60","Ni buena ni mala",0.297,0.151,0.226,0.225,0.197,0.256,0.294,0.224,0.418
"P60","Mala",0.014,0.055,0.048,0.048,0.091,0.115,0.091,0.153,0.177
"P60","Muy mala",0.099,0.13,0.283,0.193,0.303,0.319,0.272,0.363,0.107
"P60","No sabe",0,0.298,0.031,0.04,0.011,0.041,0.024,0.048,0.047
"P61","Muy buena",0.305,0.104,0.162,0.204,0.175,0.113,0.135,0.076,0.079
"P61","Buena",0.146,0.187,0.169,0.177,0.151,0.114,0.131,0.074,0.057
"P61","Ni buena ni mala",0.168,0.304,0.291,0.322,0.345,0.389,0.387,0.359,0.195
"P61","Mala",0.018,0,0.112,0.045,0.088,0.105,0.091,0.16,0.187
"P61","Muy mala",0.126,0.082,0.187,0.165,0.17,0.185,0.155,0.24,0.195
"P61","No sabe",0.237,0.323,0.079,0.087,0.071,0.094,0.101,0.091,0.287
"P64","Muy buena",0.174,0.009,0.063,0.049,0.022,0.011,0.051,0.061,0
"P64","Buena",0.025,0.191,0.115,0.094,0.108,0.11,0.106,0.076,0.062
"P64","Ni buena ni mala",0.196,0.217,0.391,0.442,0.489,0.517,0.484,0.425,0.509
"P64","Mala",0.224,0.116,0.21,0.119,0.156,0.132,0.119,0.164,0.295
"P64","Muy mala",0.057,0.075,0.136,0.164,0.134,0.133,0.124,0.15,0.053
"P64","No sabe",0.324,0.392,0.085,0.132,0.091,0.097,0.116,0.124,0.081
"P65","Radio",0.218,0.036,0.121,0.106,0.169,0.113,0.11,0.163,0.275
"P65","Televisión",0.263,0.321,0.316,0.278,0.299,0.381,0.404,0.412,0.126
"P65","Diario",0.057,0.037,0.111,0.089,0.094,0.079,0.057,0.057,0.005
"P65","Medio digital",0.262,0.131,0.238,0.19,0.233,0.17,0.208,0.145,0.419
"P65","Redes Sociales",0.152,0.224,0.171,0.246,0.146,0.19,0.179,0.167,0.127
"P65","Ninguno en particular",0.048,0.251,0.043,0.091,0.059,0.065,0.042,0.056,0.048
"P65","No sabe",0,0,0,0,0,0.002,0,0,0
"P66","Muy buena",0.259,0.01,0.078,0.023,0.067,0.081,0.037,0.106,0.031
"P66","Buena",0.084,0.051,0.195,0.134,0.185,0.16,0.173,0.188,0.034
"P66","Ni buena ni mala",0.318,0.227,0.216,0.296,0.282,0.371,0.351,0.333,0.131
"P66","Mala",0.29,0.273,0.325,0.305,0.306,0.224,0.265,0.203,0.452
"P66","Muy mala",0.049,0.207,0.185,0.225,0.148,0.139,0.16,0.136,0.228
"P66","No sabe",0,0.232,0.001,0.017,0.012,0.025,0.014,0.034,0.124
"P67","Muy buena",0.188,0,0.007,0.008,0.025,0.026,0.023,0.053,0.07
"P67","Buena",0.104,0.032,0.118,0.07,0.098,0.112,0.094,0.068,0.009
"P67","Ni buena ni mala",0.18,0.322,0.267,0.244,0.272,0.335,0.305,0.311,0.255
"P67","Mala",0.318,0.139,0.268,0.336,0.291,0.265,0.303,0.258,0.479
"P67","Muy mala",0.21,0.295,0.34,0.32,0.304,0.239,0.265,0.279,0.098
"P67","No sabe",0,0.212,0,0.022,0.01,0.023,0.01,0.031,0.089
