"var","categoria","Si","No"
"P10_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.205,0.193
"P10_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.346,0.442
"P10_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.015,0.026
"P10_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.036,0.022
"P10_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.005,0.007
"P10_imputada","En blanco",0.023,0.046
"P18_imputada","Pablo Todero a Diputado Nacional por Unión por la Patria",0.172,0.148
"P18_imputada","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.239,0.177
"P18_imputada","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.258,0.219
"P18_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.192,0.205
"P18_imputada","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.042,0.078
"P18_imputada","En blanco",0.097,0.173
"PRESIDENTE_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.371,0.265
"PRESIDENTE_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.207,0.204
"PRESIDENTE_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.349,0.447
"PRESIDENTE_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.037,0.027
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.013,0.01
"PRESIDENTE_imputada","En blanco",0.023,0.047
"DIPUTADOS_imputada","Pablo Todero a Diputado Nacional por Unión por la Patria",0.281,0.218
"DIPUTADOS_imputada","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.233,0.166
"DIPUTADOS_imputada","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.265,0.335
"DIPUTADOS_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.112,0.12
"DIPUTADOS_imputada","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.049,0.049
"DIPUTADOS_imputada","En blanco",0.06,0.112
