codigo	bloque	paleta	texto	label	aclaracion
P37	Bloque Socioeconómico	comparacion	¿Considera usted que la situación económica del país está peor, igual o mejor que hace seis meses atrás? 	Percepción de la situación económica del país en comparación con seis meses atrás	
P38	Bloque Socioeconómico	comparacion	¿Cómo cree Ud. que va a estar la situación económica del país en seis meses? 	Expectativa económica del país para dentro de seis meses	
P39	Bloque Socioeconómico	opinion	¿Qué opinión tiene Ud. sobre la gestión del Gobierno Nacional?	Evaluación de la gestión del Gobierno Nacional	
P40	Bloque Socioeconómico	opinion	¿Qué opinión tiene Ud. sobre la gestión del Gobierno de la Provincia de Buenos Aires?	Evaluación de la gestión del Gobierno Provincial	
P41	Bloque Políticas públicas	opinion	¿Qué opinión tiene Ud. sobre la  política económica del Gobierno Nacional?	Evaluación de la política económica del Gobierno Nacional	
P42	Bloque Políticas públicas	opinion	¿Y cómo considera que es la política social del Gobierno Nacional? 	Evaluación de la política social del Gobierno Nacional	
P43	Bloque Políticas públicas	opinion	Y por último, ¿cómo evalúa usted la política de seguridad del Gobierno Nacional? 	Evaluación de la política de seguridad del Gobierno Nacional	
P44	Imagen de dirigentes	imagen	¿Qué imagen tiene de Alberto Fernandez? 	Imagen de Alberto Fernández	
P45	Imagen de dirigentes	imagen	¿Qué imagen tiene de Cristina Fernández de Kirchner?	Imagen de Cristina Fernández de Kirchner	
P46	Imagen de dirigentes	imagen	¿Qué imagen tiene de Mauricio Macri?	Imagen de Mauricio Macri	
P47	Imagen de dirigentes	imagen	¿Qué imagen tiene de Horacio Rodriguez Larreta?	Imagen de Horacio Rodríguez Larreta	
P48	Imagen de dirigentes	imagen	¿Qué imagen tiene de Sergio Massa?	Imagen de Sergio Massa	
P49	Imagen de dirigentes	imagen	¿Qué imagen tiene de Maria Eugenia Vidal?	Imagen de María Eugenia Vidal	
P50	Imagen de dirigentes	imagen	¿Qué imagen tiene de Axel Kicillof?	Imagen de Axel Kicillof	
P51	Imagen de dirigentes	imagen	¿Qué imagen tiene de Karina Milei?	Imagen de Karina Milei	
P52	Imagen de dirigentes	imagen	¿Qué imagen tiene de Javier Milei?	Imagen de Javier Milei	
P53	Imagen de dirigentes	imagen	¿Qué imagen tiene de Patricia Bullrich?	Imagen de Patricia Bullrich	
P54	Imagen de dirigentes	imagen	¿Qué imagen tiene de Wado de Pedro?	Imagen de Wado de Pedro	
P55	Imagen de dirigentes	imagen	¿Qué imagen tiene de Malena Galmarini? 	Imagen de Malena Galmarini	
P56	Imagen de dirigentes	imagen	¿Qué imagen tiene de Martin Lousteau?	Imagen de Martín Lousteau	
P58	Imagen de dirigentes	imagen	¿Qué imagen tiene de Victoria Villarruel? 	Imagen de Victoria Villarruel	
P59	Imagen de dirigentes	imagen	¿Qué imagen tiene de Juan Schiaretti?	Imagen de Juan Schiaretti	
P60	Imagen de dirigentes	imagen	¿Qué imagen tiene de Toto Caputo?	Imagen de Toto Caputo	
P61	Imagen de dirigentes	imagen	¿Qué imagen tiene de Guillermo Francos?	Imagen de Guillermo Francos	
P64	Imagen de dirigentes	imagen	¿Qué imagen tiene de Martín Llaryora?	Image de Martín Llaryora
P65	Bloque General	medios	De los siguientes medios de comunicación, ¿cuál es el que más utiliza para informarse?	Consumo de Medios de Comunicación	
P66	Bloque General	opinion	¿Qué imagen tiene del Congreso de la Nación?	Imagen del Congreso Nacional	
P67	Bloque General	opinion	¿Qué imagen tiene del Poder Judicial?	Imagen del Poder Judicial	
