"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P48","Muy mala",0.015,0.065,0.277,0.04
"P48","No sabe",0.004,0,0,0.003
"P49","Muy buena",0.638,0.565,0.376,0.864
"P49","Buena",0.293,0.147,0.265,0.081
"P49","Ni buena ni mala",0.038,0.122,0.074,0.037
"P49","Mala",0.019,0.053,0.033,0.006
"P49","Muy mala",0.012,0.113,0.252,0.009
"P49","No sabe",0,0,0,0.003
"P50","Muy buena",0.107,0.092,0.102,0.049
"P50","Buena",0.032,0.063,0.158,0.009
"P50","Ni buena ni mala",0.116,0.058,0.035,0.006
"P50","Mala",0.35,0.218,0.13,0.114
"P50","Muy mala",0.395,0.563,0.572,0.822
"P50","No sabe",0,0.006,0.003,0
"P51","Muy buena",0.066,0.066,0.082,0.005
"P51","Buena",0.063,0.061,0.155,0.012
"P51","Ni buena ni mala",0.155,0.181,0.14,0.055
"P51","Mala",0.313,0.24,0.155,0.154
"P51","Muy mala",0.339,0.445,0.43,0.774
"P51","No sabe",0.064,0.007,0.038,0
"P52","Muy buena",0.173,0.494,0.064,0.079
"P52","Buena",0.316,0.318,0.208,0.343
"P52","Ni buena ni mala",0.241,0.098,0.319,0.372
"P52","Mala",0.132,0.028,0.114,0.149
"P52","Muy mala",0.106,0.062,0.295,0.052
"P52","No sabe",0.032,0,0,0.005
"P53","Muy buena",0.07,0.056,0.151,0.006
"P53","Buena",0.088,0.092,0.048,0.025
"P53","Ni buena ni mala",0.207,0.155,0.09,0.048
"P53","Mala",0.213,0.141,0.092,0.103
"P53","Muy mala",0.39,0.556,0.561,0.813
"P53","No sabe",0.032,0,0.058,0.005
"P54","Muy buena",0.045,0.086,0.099,0.003
"P54","Buena",0.022,0.035,0.142,0.009
"P54","Ni buena ni mala",0.257,0.145,0.13,0.052
"P54","Mala",0.246,0.169,0.106,0.091
"P54","Muy mala",0.391,0.554,0.491,0.845
"P54","No sabe",0.039,0.011,0.032,0
"P55","Muy buena",0.041,0.039,0.092,0.004
"P55","Buena",0.045,0.032,0.152,0.008
"P55","Ni buena ni mala",0.2,0.147,0.074,0.015
"P55","Mala",0.264,0.16,0.119,0.108
"P55","Muy mala",0.41,0.616,0.501,0.865
"P55","No sabe",0.04,0.006,0.062,0
"P56","Muy buena",0.298,0.229,0.11,0.144
"P56","Buena",0.27,0.347,0.311,0.457
"P56","Ni buena ni mala",0.136,0.179,0.356,0.303
"P56","Mala",0.097,0.071,0.098,0.062
"P56","Muy mala",0.134,0.156,0.125,0.034
"P56","No sabe",0.065,0.018,0,0
"P57","Muy buena",0.11,0.095,0.037,0.019
"P57","Buena",0.142,0.213,0.126,0.116
"P57","Ni buena ni mala",0.337,0.401,0.385,0.411
"P57","Mala",0.167,0.061,0.127,0.237
"P57","Muy mala",0.094,0.162,0.242,0.197
"P57","No sabe",0.15,0.068,0.083,0.02
"P58","Muy buena",0.066,0,0.042,0.001
"P58","Buena",0.051,0.127,0.066,0.01
"P58","Ni buena ni mala",0.286,0.375,0.274,0.168
"P58","Mala",0.245,0.156,0.125,0.15
"P58","Muy mala",0.225,0.27,0.401,0.659
"P58","No sabe",0.127,0.072,0.092,0.012
"P59","Siempre",0.302,0.359,0.293,0.355
"P59","Casi siempre",0.392,0.402,0.325,0.446
"P59","Casi nunca",0.107,0.125,0.219,0.146
"P59","Nunca, pero esta es una excepción",0.199,0.114,0.163,0.053
"P60","Si",0.554,0.66,0.551,0.624
"P60","No",0.446,0.34,0.449,0.376
