"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P26","Ni buena ni mala",0.222,0.269,0.14,0.187,0.162,0.309,0.361,0.173,0.247
"P26","Mala",0.12,0.191,0.129,0.134,0.062,0.009,0.154,0.219,0.14
"P26","Muy mala",0.254,0.246,0.185,0.288,0.305,0.329,0.174,0.278,0.267
"P26","No sabe",0.03,0.013,0.014,0.016,0.046,0,0,0,0.038
"P27","Muy buena",0.197,0.039,0.123,0.086,0.109,0,0.091,0.083,0.247
"P27","Buena",0.134,0.24,0.161,0.157,0.21,0.361,0.079,0.154,0.148
"P27","Ni buena ni mala",0.247,0.246,0.144,0.128,0.129,0.249,0.161,0.172,0.192
"P27","Mala",0.198,0.065,0.097,0.175,0.129,0.05,0.161,0.017,0.155
"P27","Muy mala",0.223,0.41,0.466,0.449,0.404,0.34,0.508,0.574,0.236
"P27","No sabe",0.001,0,0.009,0.005,0.019,0,0,0,0.022
"P28","Muy buena",0.258,0.224,0.345,0.21,0.191,0.096,0.255,0.261,0.108
"P28","Buena",0.138,0.133,0.196,0.124,0.184,0.41,0.207,0.114,0.184
"P28","Ni buena ni mala",0.221,0.169,0.105,0.168,0.137,0.155,0.188,0.07,0.133
"P28","Mala",0.087,0.089,0.076,0.184,0.088,0.042,0.134,0.015,0.124
"P28","Muy mala",0.261,0.385,0.261,0.309,0.372,0.212,0.216,0.54,0.44
"P28","No sabe",0.035,0,0.017,0.005,0.028,0.085,0,0,0.011
"P29","Muy buena",0.284,0.139,0.119,0.12,0.098,0.147,0.232,0.121,0.131
"P29","Buena",0.121,0.094,0.213,0.108,0.115,0.175,0.057,0.28,0.084
"P29","Ni buena ni mala",0.199,0.296,0.276,0.284,0.249,0.034,0.26,0.263,0.252
"P29","Mala",0.14,0.162,0.095,0.095,0.156,0.26,0.097,0.011,0.097
"P29","Muy mala",0.2,0.303,0.285,0.357,0.36,0.254,0.354,0.277,0.408
"P29","No sabe",0.056,0.006,0.012,0.036,0.022,0.13,0,0.048,0.028
