"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P30","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.388,0.349,0.275
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.155,0.117,0.188
"P30","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.035,0.026,0.033
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.022,0.017,0.016
"P30","Otros",0.03,0.05,0.077
"P30","En blanco",0.037,0.096,0.061
"P30","No sabe",0.03,0.041,0.1
"P31","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.307,0.33,0.227
"P31","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.344,0.344,0.314
"P31","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.19,0.152,0.209
"P31","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.041,0.017,0
"P31","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.018,0.046,0.023
"P31","Otros",0.029,0.029,0.086
"P31","En blanco",0.026,0.007,0.026
"P31","No sabe",0.045,0.075,0.115
"P32","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.332,0.326,0.195
"P32","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.418,0.357,0.256
"P32","Ramiro Marra por la Libertad Avanza",0.128,0.089,0.181
"P32","Vanina Biasi por el Frente de Izquierda",0.024,0.072,0.092
"P32","Otros",0.031,0.047,0.051
"P32","En blanco",0.026,0.044,0.104
"P32","No sabe",0.041,0.065,0.121
"P33","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.334,0.273,0.345
"P33","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.345,0.438,0.197
"P33","Ramiro Marra por la Libertad Avanza",0.165,0.082,0.201
"P33","Vanina Biasi por el Frente de Izquierda",0.02,0.041,0.086
"P33","Otros",0.044,0.075,0.023
"P33","En blanco",0.043,0.049,0.033
"P33","No sabe",0.049,0.042,0.115
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.365,0.376,0.343
"P36","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.506,0.407,0.5
"P36","En blanco",0.086,0.144,0.088
"P36","No sabe",0.043,0.073,0.069
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.442,0.493,0.332
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.158,0.18,0.292
"P37","En blanco",0.3,0.251,0.282
"P37","No sabe",0.1,0.076,0.094
"P38","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.365,0.297,0.312
"P38","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.417,0.417,0.318
"P38","En blanco",0.149,0.188,0.238
"P38","No sabe",0.069,0.098,0.132
"P39","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.398,0.339,0.31
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.227,0.206,0.305
"P39","En blanco",0.25,0.278,0.237
"P39","No sabe",0.125,0.177,0.148
"P40","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.368,0.353,0.295
"P40","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.315,0.179,0.475
"P40","En blanco",0.185,0.261,0.137
"P40","No sabe",0.132,0.207,0.093
"P41","Leandro Santoro por Unión por la Patria",0.387,0.424,0.291
"P41","Jorge Macri por Juntos por el Cambio",0.475,0.401,0.556
"P41","En blanco",0.106,0.105,0.055
"P41","No sabe",0.032,0.07,0.098
"P42","Leandro Santoro por Unión por la Patria",0.386,0.374,0.271
"P42","Martin Lousteau por Juntos por el Cambio",0.37,0.401,0.518
"P42","En blanco",0.177,0.121,0.085
"P42","No sabe",0.067,0.104,0.126
"P43","Lo votaría",0.334,0.291,0.316
"P43","Puede que lo vote",0.094,0.161,0.069
"P43","Nunca lo votaría",0.541,0.517,0.545
"P43","No sabe",0.031,0.031,0.07
"P44","Lo votaría",0.259,0.288,0.169
"P44","Puede que lo vote",0.122,0.108,0.014
"P44","Nunca lo votaría",0.583,0.587,0.719
"P44","No sabe",0.036,0.017,0.098
"P45","Lo votaría",0.405,0.47,0.334
"P45","Puede que lo vote",0.111,0.133,0.106
"P45","Nunca lo votaría",0.453,0.368,0.475
"P45","No sabe",0.031,0.029,0.085
"P46","Lo votaría",0.3,0.375,0.215
"P46","Puede que lo vote",0.176,0.243,0.189
"P46","Nunca lo votaría",0.498,0.316,0.519
"P46","No sabe",0.026,0.066,0.077
"P47","Lo votaría",0.198,0.128,0.323
"P47","Puede que lo vote",0.174,0.174,0.183
"P47","Nunca lo votaría",0.6,0.657,0.487
"P47","No sabe",0.028,0.041,0.007
"P48","Lo votaría",0.086,0.03,0.156
"P48","Puede que lo vote",0.171,0.28,0.074
"P48","Nunca lo votaría",0.705,0.685,0.754
"P48","No sabe",0.038,0.005,0.016
"P49","Lo votaría",0.044,0.059,0.148
"P49","Puede que lo vote",0.189,0.221,0.083
"P49","Nunca lo votaría",0.724,0.669,0.591
"P49","No sabe",0.043,0.051,0.178
"P57","Lo votaría",0.308,0.189,0.204
"P57","Puede que lo vote",0.084,0.26,0.076
"P57","Nunca lo votaría",0.572,0.517,0.609
"P57","No sabe",0.036,0.034,0.111
"P58","Lo votaría",0.364,0.414,0.341
"P58","Puede que lo vote",0.133,0.064,0.23
"P58","Nunca lo votaría",0.482,0.49,0.303
"P58","No sabe",0.021,0.032,0.126
"P59","Lo votaría",0.238,0.399,0.151
"P59","Puede que lo vote",0.22,0.213,0.347
"P59","Nunca lo votaría",0.495,0.356,0.339
"P59","No sabe",0.047,0.032,0.163
"P60","Si",0.49,0.404,0.277
"P60","No",0.51,0.596,0.723
