"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P33","Otros",0.043,0.022,0.121,0.01
"P33","En blanco",0.041,0.044,0.017,0.099
"P33","No sabe",0.046,0.017,0.047,0.226
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.388,0.341,0.266,0.365
"P36","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.493,0.515,0.583,0.388
"P36","En blanco",0.085,0.115,0.076,0.075
"P36","No sabe",0.034,0.029,0.075,0.172
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.422,0.502,0.516,0.463
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.18,0.119,0.176,0.09
"P37","En blanco",0.301,0.311,0.215,0.22
"P37","No sabe",0.097,0.068,0.093,0.227
"P38","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.402,0.289,0.275,0.323
"P38","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.384,0.534,0.483,0.34
"P38","En blanco",0.158,0.139,0.091,0.147
"P38","No sabe",0.056,0.038,0.151,0.19
"P39","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.35,0.483,0.447,0.463
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.261,0.146,0.255,0.134
"P39","En blanco",0.261,0.274,0.15,0.179
"P39","No sabe",0.128,0.097,0.148,0.224
"P40","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.377,0.336,0.346,0.381
"P40","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.331,0.27,0.274,0.186
"P40","En blanco",0.187,0.22,0.192,0.12
"P40","No sabe",0.105,0.174,0.188,0.313
"P41","Leandro Santoro por Unión por la Patria",0.406,0.352,0.308,0.405
"P41","Jorge Macri por Juntos por el Cambio",0.469,0.498,0.529,0.323
"P41","En blanco",0.096,0.133,0.092,0.128
"P41","No sabe",0.029,0.017,0.071,0.144
"P42","Leandro Santoro por Unión por la Patria",0.406,0.363,0.263,0.334
"P42","Martin Lousteau por Juntos por el Cambio",0.34,0.461,0.52,0.347
"P42","En blanco",0.192,0.135,0.098,0.119
"P42","No sabe",0.062,0.041,0.119,0.2
"P43","Lo votaría",0.363,0.293,0.17,0.398
"P43","Puede que lo vote",0.078,0.129,0.176,0.095
"P43","Nunca lo votaría",0.536,0.556,0.623,0.392
"P43","No sabe",0.023,0.022,0.031,0.115
"P44","Lo votaría",0.27,0.246,0.167,0.339
"P44","Puede que lo vote",0.144,0.102,0.053,0.084
"P44","Nunca lo votaría",0.557,0.64,0.696,0.499
"P44","No sabe",0.029,0.012,0.084,0.078
"P45","Lo votaría",0.408,0.457,0.433,0.271
"P45","Puede que lo vote",0.113,0.128,0.132,0.2
"P45","Nunca lo votaría",0.451,0.396,0.375,0.432
"P45","No sabe",0.028,0.019,0.06,0.097
"P46","Lo votaría",0.294,0.368,0.357,0.137
"P46","Puede que lo vote",0.167,0.182,0.22,0.363
"P46","Nunca lo votaría",0.518,0.42,0.36,0.412
"P46","No sabe",0.021,0.03,0.063,0.088
"P47","Lo votaría",0.204,0.13,0.242,0.098
"P47","Puede que lo vote",0.172,0.196,0.157,0.254
"P47","Nunca lo votaría",0.601,0.648,0.579,0.583
"P47","No sabe",0.023,0.026,0.022,0.065
"P48","Lo votaría",0.089,0.088,0.1,0.104
"P48","Puede que lo vote",0.176,0.118,0.174,0.265
"P48","Nunca lo votaría",0.706,0.762,0.658,0.545
"P48","No sabe",0.029,0.032,0.068,0.086
"P49","Lo votaría",0.041,0.051,0.075,0.039
"P49","Puede que lo vote",0.172,0.247,0.238,0.232
"P49","Nunca lo votaría",0.737,0.648,0.648,0.664
"P49","No sabe",0.05,0.054,0.039,0.065
"P57","Lo votaría",0.34,0.245,0.116,0.218
"P57","Puede que lo vote",0.077,0.121,0.216,0.094
"P57","Nunca lo votaría",0.556,0.609,0.593,0.556
"P57","No sabe",0.027,0.025,0.075,0.132
"P58","Lo votaría",0.384,0.421,0.322,0.126
"P58","Puede que lo vote",0.095,0.166,0.231,0.256
"P58","Nunca lo votaría",0.498,0.404,0.41,0.534
"P58","No sabe",0.023,0.009,0.037,0.084
"P59","Lo votaría",0.227,0.348,0.313,0.109
"P59","Puede que lo vote",0.182,0.26,0.349,0.391
"P59","Nunca lo votaría",0.549,0.34,0.269,0.386
"P59","No sabe",0.042,0.052,0.069,0.114
"P60","Si",0.503,0.501,0.318,0.367
"P60","No",0.497,0.499,0.682,0.633
