"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P44","Puede que lo vote",0.054,0.038,0.237,0.145
"P44","Nunca lo votaría",0.841,0.77,0.205,0.36
"P44","No sabe",0.026,0.04,0.03,0.103
"P45","Lo votaría",0.744,0.292,0.094,0.089
"P45","Puede que lo vote",0.113,0.258,0.036,0.108
"P45","Nunca lo votaría",0.12,0.397,0.857,0.691
"P45","No sabe",0.023,0.053,0.013,0.112
"P46","Lo votaría",0.536,0.149,0.09,0.187
"P46","Puede que lo vote",0.245,0.263,0.081,0.081
"P46","Nunca lo votaría",0.191,0.564,0.803,0.649
"P46","No sabe",0.028,0.024,0.026,0.083
"P47","Lo votaría",0.181,0.637,0.036,0.033
"P47","Puede que lo vote",0.298,0.165,0.033,0.081
"P47","Nunca lo votaría",0.488,0.185,0.924,0.791
"P47","No sabe",0.033,0.013,0.007,0.095
"P48","Lo votaría",0.039,0.113,0.146,0.045
"P48","Puede que lo vote",0.086,0.079,0.339,0.237
"P48","Nunca lo votaría",0.86,0.775,0.481,0.597
"P48","No sabe",0.015,0.033,0.034,0.121
"P49","Lo votaría",0.046,0.01,0.079,0.054
"P49","Puede que lo vote",0.165,0.179,0.233,0.144
"P49","Nunca lo votaría",0.747,0.742,0.645,0.715
"P49","No sabe",0.042,0.069,0.043,0.087
"P57","Lo votaría",0.067,0.123,0.641,0.533
"P57","Puede que lo vote",0.076,0.098,0.153,0.049
"P57","Nunca lo votaría",0.815,0.753,0.172,0.363
"P57","No sabe",0.042,0.026,0.034,0.055
"P58","Lo votaría",0.636,0.264,0.111,0.11
"P58","Puede que lo vote",0.182,0.188,0.041,0.08
"P58","Nunca lo votaría",0.164,0.5,0.843,0.723
"P58","No sabe",0.018,0.048,0.005,0.087
"P59","Lo votaría",0.383,0.184,0.096,0.201
"P59","Puede que lo vote",0.293,0.183,0.185,0.108
"P59","Nunca lo votaría",0.281,0.562,0.685,0.589
"P59","No sabe",0.043,0.071,0.034,0.102
"P60","Si",0.47,0.49,0.483,0.4
"P60","No",0.53,0.51,0.517,0.6
