"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P35","Nunca lo votaría",0.673,0.756,0.12,0.135
"P35","No sabe",0.029,0.035,0.021,0.209
"P36","Lo votaría",0.704,0.183,0.073,0.069
"P36","Puede que lo vote",0.136,0.343,0.037,0.131
"P36","Nunca lo votaría",0.141,0.411,0.86,0.578
"P36","No sabe",0.019,0.063,0.03,0.222
"P37","Lo votaría",0.191,0.777,0.026,0.063
"P37","Puede que lo vote",0.29,0.132,0.049,0.116
"P37","Nunca lo votaría",0.477,0.074,0.907,0.629
"P37","No sabe",0.042,0.017,0.018,0.192
"P38","Lo votaría",0.07,0.079,0.116,0.074
"P38","Puede que lo vote",0.103,0.094,0.338,0.243
"P38","Nunca lo votaría",0.772,0.79,0.479,0.413
"P38","No sabe",0.055,0.037,0.067,0.27
"P39","Lo votaría",0.096,0.059,0.077,0.107
"P39","Puede que lo vote",0.208,0.183,0.226,0.176
"P39","Nunca lo votaría",0.641,0.714,0.644,0.44
"P39","No sabe",0.055,0.044,0.053,0.277
"P52","Si",0.477,0.436,0.503,0.434
"P52","No",0.523,0.564,0.497,0.566
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.159,0.053,0.805,0.517
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.709,0.072,0.034,0.059
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.073,0.831,0.034,0.086
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.012,0.009,0.051,0.042
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.022,0.014,0.02,0.067
"PRESIDENTE","Otros",0.01,0.005,0.011,0.062
"PRESIDENTE","En blanco",0.001,0.006,0.036,0.038
"PRESIDENTE","No sabe",0.014,0.01,0.009,0.129
