"var","categoria","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais","Otros","En blanco","No sabe"
"P12","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.985,0.009,0.007,0.042,0.006,0.023,0.005,0
"P12","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.005,0.966,0.009,0.007,0.052,0,0,0
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.005,0.016,0.977,0,0.039,0.007,0,0
"P12","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.001,0.002,0.003,0.915,0.015,0,0.005,0
"P12","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0,0,0.002,0.019,0.858,0,0.003,0
"P12","Otros",0,0.005,0.001,0,0.03,0.956,0,0
"P12","En blanco",0,0,0,0,0,0.006,0.903,0
"P12","No sabe",0.004,0.002,0.001,0.017,0,0.008,0.084,1
"P15","Totalmente seguro",0.738,0.687,0.755,0.491,0.521,0.355,0.392,0.279
"P15","Bastante seguro",0.117,0.179,0.144,0.108,0.143,0.105,0.085,0.086
"P15","Algo seguro",0.096,0.099,0.078,0.17,0.135,0.109,0.055,0.146
"P15","Para nada seguro",0.049,0.035,0.023,0.231,0.201,0.431,0.468,0.489
"P24","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.639,0.083,0.075,0.34,0.133,0.181,0.163,0.045
"P24","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.07,0.554,0.311,0.039,0.286,0.088,0.05,0.104
"P24","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.048,0.22,0.497,0.158,0.039,0.049,0.133,0.045
"P24","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.121,0.02,0.009,0.258,0.119,0.015,0.036,0.018
"P24","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.022,0.042,0.012,0.065,0.231,0.053,0.008,0
"P24","Otros",0.025,0.029,0.026,0.023,0.081,0.411,0.101,0.115
"P24","En blanco",0.045,0.027,0.058,0.095,0.061,0.14,0.354,0.099
"P24","No sabe",0.03,0.025,0.012,0.022,0.05,0.063,0.155,0.574
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.924,0.073,0.08,0.394,0.188,0.164,0.052,0.123
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.026,0.867,0.481,0.087,0.363,0.145,0.115,0.211
"P31","En blanco",0.033,0.029,0.258,0.256,0.123,0.157,0.561,0.131
"P31","No sabe",0.017,0.031,0.181,0.263,0.326,0.534,0.272,0.535
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.161,0.848,0.071,0.16,0.274,0.196,0.02,0.161
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.059,0.094,0.871,0.128,0.19,0.12,0.144,0.125
"P32","En blanco",0.553,0.027,0.022,0.469,0.172,0.149,0.5,0.069
"P32","No sabe",0.227,0.031,0.036,0.243,0.364,0.535,0.336,0.645
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.912,0.095,0.041,0.404,0.222,0.161,0.113,0.126
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.032,0.475,0.907,0.216,0.285,0.163,0.158,0.165
"P33","En blanco",0.041,0.255,0.023,0.225,0.209,0.175,0.486,0.086
"P33","No sabe",0.015,0.175,0.029,0.155,0.284,0.501,0.243,0.623
"P35","Lo votaría",0.892,0.084,0.044,0.271,0.205,0.165,0.122,0.081
"P35","Puede que lo vote",0.062,0.078,0.138,0.287,0.239,0.179,0.114,0.122
"P35","Nunca lo votaría",0.034,0.802,0.777,0.345,0.432,0.307,0.556,0.343
"P35","No sabe",0.012,0.036,0.041,0.097,0.124,0.349,0.208,0.454
"P36","Lo votaría",0.081,0.819,0.177,0.107,0.101,0.189,0.029,0.114
"P36","Puede que lo vote",0.108,0.078,0.339,0.099,0.335,0.114,0.169,0.195
"P36","Nunca lo votaría",0.766,0.087,0.422,0.689,0.478,0.326,0.623,0.273
"P36","No sabe",0.045,0.016,0.062,0.105,0.086,0.371,0.179,0.418
"P37","Lo votaría",0.026,0.208,0.83,0.168,0.112,0.131,0.008,0.058
"P37","Puede que lo vote",0.071,0.328,0.104,0.155,0.203,0.181,0.131,0.228
"P37","Nunca lo votaría",0.884,0.409,0.056,0.61,0.548,0.346,0.679,0.313
"P37","No sabe",0.019,0.055,0.01,0.067,0.137,0.342,0.182,0.401
"P38","Lo votaría",0.103,0.039,0.075,0.582,0.12,0.06,0.025,0.003
"P38","Puede que lo vote",0.348,0.059,0.086,0.213,0.157,0.274,0.168,0.122
"P38","Nunca lo votaría",0.463,0.862,0.8,0.095,0.589,0.249,0.621,0.409
"P38","No sabe",0.086,0.04,0.039,0.11,0.134,0.417,0.186,0.466
"P39","Lo votaría",0.081,0.067,0.053,0.127,0.546,0.113,0.122,0.025
"P39","Puede que lo vote",0.241,0.182,0.169,0.293,0.224,0.192,0.186,0.154
"P39","Nunca lo votaría",0.597,0.702,0.73,0.433,0.182,0.361,0.475,0.331
"P39","No sabe",0.081,0.049,0.048,0.147,0.048,0.334,0.217,0.49
"P52","Si",0.521,0.471,0.429,0.323,0.577,0.263,0.333,0.288
"P52","No",0.479,0.529,0.571,0.677,0.423,0.737,0.667,0.712
