"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P25","Totalmente seguro",0.726,0.752,0.735,0.619
"P25","Bastante seguro",0.148,0.116,0.153,0.129
"P25","Algo seguro",0.08,0.091,0.072,0.09
"P25","Para nada seguro",0.046,0.041,0.04,0.162
"P26","Tiene Decidido que va a ir a votar",0.924,0.891,0.912,0.9
"P26","Tiene dudas sobre si va a ir a votar",0.054,0.082,0.06,0.041
"P26","Tiene Decidido que no va a ir a votar",0.022,0.027,0.028,0.059
"P31","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.086,0.087,0.776,0.637
"P31","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.765,0.167,0.027,0.049
"P31","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.054,0.702,0.033,0.024
"P31","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.014,0.008,0.066,0.026
"P31","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.016,0.011,0.01,0.027
"P31","Otros",0.034,0.01,0.055,0.076
"P31","En blanco",0.016,0.004,0.022,0.015
"P31","No sabe",0.015,0.011,0.011,0.146
"P32","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.085,0.085,0.759,0.62
"P32","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.613,0.166,0.056,0.109
"P32","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.139,0.705,0.041,0.021
"P32","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.014,0.009,0.064,0.027
"P32","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.018,0.012,0.008,0.025
"P32","Otros",0.06,0.012,0.035,0.04
"P32","En blanco",0.026,0.006,0.024,0.008
"P32","No sabe",0.045,0.005,0.013,0.15
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.142,0.104,0.767,0.647
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.819,0.572,0.025,0.045
"P33","En blanco",0.017,0.222,0.185,0.058
"P33","No sabe",0.022,0.102,0.023,0.25
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.15,0.09,0.765,0.635
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.694,0.434,0.063,0.128
"P35","En blanco",0.075,0.356,0.152,0.033
"P35","No sabe",0.081,0.12,0.02,0.204
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.638,0.114,0.147,0.219
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.221,0.818,0.029,0.032
"P36","En blanco",0.065,0.045,0.773,0.134
"P36","No sabe",0.076,0.023,0.051,0.615
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.169,0.086,0.793,0.61
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.416,0.827,0.028,0.015
"P37","En blanco",0.241,0.062,0.162,0.053
"P37","No sabe",0.174,0.025,0.017,0.322
"P47","Lo votaría",0.127,0.09,0.743,0.601
"P47","Puede que lo vote",0.063,0.173,0.081,0.047
"P47","Nunca lo votaría",0.79,0.711,0.158,0.226
"P47","No sabe",0.02,0.026,0.018,0.126
"P48","Lo votaría",0.061,0.088,0.537,0.333
"P48","Puede que lo vote",0.031,0.067,0.234,0.204
"P48","Nunca lo votaría",0.898,0.822,0.181,0.312
"P48","No sabe",0.01,0.023,0.048,0.151
"P49","Lo votaría",0.714,0.234,0.088,0.063
"P49","Puede que lo vote",0.105,0.333,0.042,0.113
"P49","Nunca lo votaría",0.162,0.385,0.853,0.685
"P49","No sabe",0.019,0.048,0.017,0.139
"P50","Lo votaría",0.538,0.173,0.055,0.114
"P50","Puede que lo vote",0.28,0.265,0.053,0.089
"P50","Nunca lo votaría",0.158,0.529,0.865,0.669
"P50","No sabe",0.024,0.033,0.027,0.128
"P51","Lo votaría",0.163,0.684,0.025,0.035
"P51","Puede que lo vote",0.32,0.144,0.019,0.037
"P51","Nunca lo votaría",0.477,0.158,0.946,0.787
"P51","No sabe",0.04,0.014,0.01,0.141
"P52","Lo votaría",0.037,0.094,0.099,0.073
"P52","Puede que lo vote",0.059,0.109,0.342,0.167
"P52","Nunca lo votaría",0.888,0.761,0.508,0.591
"P52","No sabe",0.016,0.036,0.051,0.169
"P53","Lo votaría",0.044,0.024,0.028,0.056
"P53","Puede que lo vote",0.167,0.136,0.162,0.14
"P53","Nunca lo votaría",0.749,0.802,0.746,0.629
"P53","No sabe",0.04,0.038,0.064,0.175
"P57","Si",0.547,0.491,0.508,0.527
"P57","No",0.453,0.509,0.492,0.473
