"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P31","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.162,0.17,0.221,0.286,0.297
"P31","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.034,0.026,0.024,0.032,0.235
"P31","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.016,0.013,0.01,0.003,0
"P31","Otros",0.031,0.052,0.058,0.03,0.031
"P31","En blanco",0.014,0.013,0.028,0.044,0
"P31","No sabe",0.023,0.033,0.046,0.212,0.092
"P32","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.422,0.327,0.25,0.153,0.321
"P32","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.258,0.309,0.32,0.195,0.281
"P32","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.194,0.216,0.254,0.331,0.211
"P32","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.032,0.028,0.018,0.036,0.081
"P32","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.017,0.018,0.02,0.002,0
"P32","Otros",0.034,0.048,0.064,0.026,0.035
"P32","En blanco",0.013,0.02,0.028,0.037,0
"P32","No sabe",0.03,0.034,0.046,0.22,0.071
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.442,0.339,0.302,0.191,0.287
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.416,0.477,0.502,0.355,0.31
"P33","En blanco",0.101,0.113,0.104,0.22,0.281
"P33","No sabe",0.041,0.071,0.092,0.234,0.122
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.351,0.427,0.447,0.243,0.429
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.204,0.224,0.228,0.323,0.279
"P34","En blanco",0.327,0.241,0.187,0.179,0.171
"P34","No sabe",0.118,0.108,0.138,0.255,0.121
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.438,0.329,0.291,0.179,0.391
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.346,0.429,0.441,0.411,0.149
"P35","En blanco",0.154,0.16,0.131,0.196,0.149
"P35","No sabe",0.062,0.082,0.137,0.214,0.311
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.318,0.382,0.329,0.189,0.315
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.261,0.277,0.325,0.389,0.385
"P36","En blanco",0.318,0.221,0.175,0.228,0.176
"P36","No sabe",0.103,0.12,0.171,0.194,0.124
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.44,0.349,0.307,0.194,0.351
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.336,0.358,0.384,0.398,0.436
"P37","En blanco",0.141,0.169,0.152,0.193,0.034
"P37","No sabe",0.083,0.124,0.157,0.215,0.179
"P47","Lo votaría",0.426,0.311,0.227,0.141,0.28
"P47","Puede que lo vote",0.068,0.113,0.081,0.103,0.086
"P47","Nunca lo votaría",0.494,0.537,0.649,0.609,0.517
"P47","No sabe",0.012,0.039,0.043,0.147,0.117
"P48","Lo votaría",0.318,0.185,0.102,0.114,0.281
"P48","Puede que lo vote",0.103,0.131,0.1,0.107,0
"P48","Nunca lo votaría",0.557,0.647,0.726,0.645,0.594
"P48","No sabe",0.022,0.037,0.072,0.134,0.125
"P49","Lo votaría",0.349,0.379,0.406,0.333,0.17
"P49","Puede que lo vote",0.131,0.132,0.149,0.22,0.284
"P49","Nunca lo votaría",0.498,0.453,0.383,0.283,0.396
"P49","No sabe",0.022,0.036,0.062,0.164,0.15
"P50","Lo votaría",0.262,0.294,0.312,0.222,0.128
"P50","Puede que lo vote",0.143,0.219,0.256,0.218,0.283
"P50","Nunca lo votaría",0.575,0.443,0.386,0.392,0.559
"P50","No sabe",0.02,0.044,0.046,0.168,0.03
"P51","Lo votaría",0.212,0.221,0.258,0.207,0.426
"P51","Puede que lo vote",0.133,0.197,0.178,0.127,0.187
"P51","Nunca lo votaría",0.633,0.554,0.489,0.462,0.278
"P51","No sabe",0.022,0.028,0.075,0.204,0.109
"P52","Lo votaría",0.088,0.059,0.051,0.045,0.177
"P52","Puede que lo vote",0.179,0.162,0.116,0.084,0.063
"P52","Nunca lo votaría",0.697,0.732,0.781,0.726,0.593
"P52","No sabe",0.036,0.047,0.052,0.145,0.167
"P53","Lo votaría",0.052,0.022,0.03,0.019,0.163
"P53","Puede que lo vote",0.136,0.182,0.137,0.161,0.025
"P53","Nunca lo votaría",0.767,0.738,0.737,0.647,0.646
"P53","No sabe",0.045,0.058,0.096,0.173,0.166
"P57","Si",0.591,0.504,0.437,0.331,0.107
"P57","No",0.409,0.496,0.563,0.669,0.893
