"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.896,0.075,0.18,0.137
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.057,0.56,0.637,0.606
"P28","En blanco",0.016,0.215,0.112,0.033
"P28","No sabe",0.031,0.15,0.071,0.224
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.321,0.249,0.592,0.585
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.036,0.679,0.107,0.091
"P29","En blanco",0.427,0.032,0.256,0.02
"P29","No sabe",0.216,0.04,0.045,0.304
"P38","Inflación",0.404,0.359,0.247,0.236
"P38","Desempleo",0.101,0.046,0.086,0.085
"P38","Corrupción",0.128,0.427,0.398,0.413
"P38","Inseguridad",0.147,0.125,0.154,0.162
"P38","Precio del dólar",0.055,0.008,0.005,0.019
"P38","Pobreza",0.075,0.012,0.064,0.012
"P38","Narcotráfico",0.017,0,0.005,0.01
"P38","Tarifas",0.004,0.002,0,0.006
"P38","Otro",0.05,0.019,0.04,0.027
"P38","No sabe",0.019,0.002,0.001,0.03
"GOBERNADOR","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.738,0.079,0.131,0.107
"GOBERNADOR","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.104,0.32,0.598,0.495
"GOBERNADOR","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.08,0.501,0.106,0.096
"GOBERNADOR","Gobernador y vicegobernador de la izquierda",0.029,0.022,0.066,0.074
"GOBERNADOR","En blanco",0.035,0.055,0.081,0.086
"GOBERNADOR","No sabe",0.014,0.023,0.018,0.142
"CORTA_GOBERNADOR","Si",0.115,0.22,0.149,0.113
"CORTA_GOBERNADOR","No",0.885,0.78,0.851,0.887
"P10_imputada","Unión por la Patria",0.748,0.073,0.154,0.111
"P10_imputada","Juntos por el Cambio",0.117,0.269,0.613,0.614
"P10_imputada","De los liberales libertarios",0.075,0.594,0.082,0.082
"P10_imputada","De la Izquierda",0.037,0.03,0.062,0.117
"P10_imputada","Hacemos por nuestro país",0.009,0.014,0.022,0.025
"P10_imputada","Otro",0.009,0.02,0.023,0.035
"P10_imputada","En blanco",0.005,0,0.044,0.016
"P20_imputada","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.828,0.063,0.162,0.132
"P20_imputada","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.09,0.276,0.645,0.631
"P20_imputada","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.043,0.609,0.062,0.104
"P20_imputada","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.019,0.02,0.064,0.074
"P20_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.018,0.023,0.028,0.04
"P20_imputada","En blanco",0.002,0.009,0.039,0.019
"GOBERNADOR_imputada","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.748,0.081,0.134,0.124
"GOBERNADOR_imputada","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.105,0.328,0.608,0.571
"GOBERNADOR_imputada","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.08,0.511,0.107,0.109
"GOBERNADOR_imputada","Gobernador y vicegobernador de la izquierda",0.031,0.023,0.069,0.085
"GOBERNADOR_imputada","En blanco",0.036,0.057,0.082,0.111
