"var","categoria","Del Frente de Todos y el peronismo","De Juntos por el cambio","De los Liberales libertarios","De la Izquierda","No sabe"
"P17","La votaría",0.726,0.065,0.025,0.142,0.146
"P17","Puede que la vote",0.155,0.027,0.019,0.334,0.139
"P17","Nunca la votaría",0.096,0.9,0.948,0.507,0.581
"P17","No sabe",0.023,0.008,0.008,0.017,0.134
"P18","Lo votaría",0.076,0.329,0.03,0.064,0.077
"P18","Puede que lo vote",0.069,0.387,0.244,0.193,0.209
"P18","Nunca lo votaría",0.798,0.248,0.681,0.695,0.528
"P18","No sabe",0.057,0.036,0.045,0.048,0.186
"P19","Lo votaría",0.02,0.127,0.047,0.009,0.084
"P19","Puede que lo vote",0.147,0.274,0.181,0.162,0.155
"P19","Nunca lo votaría",0.692,0.532,0.707,0.631,0.476
"P19","No sabe",0.141,0.067,0.065,0.198,0.285
"P20","La votaría",0.044,0.556,0.312,0.043,0.114
"P20","Puede que la vote",0.046,0.232,0.363,0.125,0.137
"P20","Nunca la votaría",0.874,0.187,0.289,0.809,0.551
"P20","No sabe",0.036,0.025,0.036,0.023,0.198
"P21","Lo votaría",0.021,0.134,0.726,0.095,0.15
"P21","Puede que lo vote",0.051,0.36,0.183,0.067,0.136
"P21","Nunca lo votaría",0.869,0.459,0.07,0.818,0.511
"P21","No sabe",0.059,0.047,0.021,0.02,0.203
"P22","La votaría",0.028,0.272,0.128,0.085,0.058
"P22","Puede que la vote",0.041,0.393,0.251,0.091,0.178
"P22","Nunca la votaría",0.858,0.29,0.567,0.793,0.551
"P22","No sabe",0.073,0.045,0.054,0.031,0.213
"P23","Lo votaría",0.178,0.062,0.02,0.008,0.056
"P23","Puede que lo vote",0.407,0.072,0.07,0.216,0.177
"P23","Nunca lo votaría",0.336,0.849,0.887,0.747,0.627
"P23","No sabe",0.079,0.017,0.023,0.029,0.14
"P24","Lo votaría",0.032,0.055,0.026,0.008,0.003
"P24","Puede que lo vote",0.094,0.291,0.077,0.055,0.122
"P24","Nunca lo votaría",0.783,0.585,0.828,0.787,0.612
"P24","No sabe",0.091,0.069,0.069,0.15,0.263
"P26","Cristina Fernández de Kirchner por el Frente de Todos",0.772,0.045,0.03,0.235,0.164
"P26","Alberto Fernández por el Frente de Todos",0.086,0.001,0.002,0.016,0.094
"P26","Mauricio Macri por Juntos por el cambio",0.026,0.323,0.065,0,0.033
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.028,0.202,0.034,0.094,0.094
"P26","Patricia Bullrich por Juntos por el Cambio",0.029,0.352,0.161,0.05,0.129
"P26","Facundo Manes por Juntos por el Cambio",0.018,0.047,0.02,0,0.095
"P26","Javier Milei por los liberales libertarios",0.015,0.011,0.652,0.025,0.179
"P26","Nicolás del Caño por la izquierda",0.002,0,0.001,0.55,0.01
"P26","Aún no lo tengo decidido",0.024,0.019,0.035,0.03,0.202
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.045,0.262,0.013,0.095,0.105
"P27","Patricia Bullrich por Juntos por el Cambio",0.028,0.59,0.191,0.05,0.154
"P27","Facundo Manes por Juntos por el Cambio",0.025,0.042,0.03,0,0.082
"P27","Alberto Fernández por el Frente de Todos",0.253,0.023,0.005,0,0.101
"P27","Sergio Massa por el Frente de Todos",0.429,0.026,0.021,0.127,0.114
"P27","Javier Milei por los liberales libertarios",0.025,0.027,0.687,0.133,0.139
"P27","Nicolás del Caño por la izquierda",0.018,0.005,0.014,0.421,0.031
"P27","Otros candidatos",0.075,0.006,0.007,0.156,0.095
"P27","Aún no lo tengo decidido",0.102,0.019,0.032,0.018,0.179
"P28","Cristina Fernández de Kirchner por el Frente de Todos",0.845,0.052,0.031,0.163,0.153
"P28","Mauricio Macri por Juntos por el Cambio",0.023,0.717,0.1,0.073,0.096
"P28","Javier Milei por los liberales libertarios",0.024,0.075,0.797,0.227,0.16
"P28","Nicolás del Caño por la izquierda",0.004,0.012,0.003,0.427,0.078
"P28","Otro candidato",0.067,0.095,0.029,0.028,0.185
"P28","Aún no lo tengo decidido",0.037,0.049,0.04,0.082,0.328
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.105,0.594,0.058,0.111,0.114
"P30","Alberto Fernández por el Frente de Todos",0.496,0.069,0.018,0.019,0.149
"P30","Javier Milei por los liberales libertarios",0.026,0.115,0.861,0.077,0.19
"P30","Nicolás del Caño por la izquierda",0.023,0.015,0.001,0.663,0.061
"P30","Otro candidato",0.176,0.136,0.032,0.092,0.229
"P30","Aún no lo tengo decidido",0.174,0.071,0.03,0.038,0.257
"P32","Sergio Massa presidente por el Frente de Todos",0.606,0.051,0.02,0.152,0.142
"P32","Patricia Bullrich por Juntos por el Cambio",0.048,0.751,0.211,0,0.178
"P32","Javier Milei por los liberales libertarios",0.014,0.052,0.72,0.196,0.182
"P32","Nicolás del Caño por la izquierda",0.033,0.014,0.001,0.534,0.036
"P32","Otro candidato",0.154,0.083,0.019,0.027,0.201
"P32","Aún no lo tengo decidido",0.145,0.049,0.029,0.091,0.261
"P34","Sergio Massa presidente por el Frente de Todos",0.623,0.083,0.01,0.164,0.177
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.08,0.576,0.048,0.099,0.171
"P34","Javier Milei por los liberales libertarios",0.015,0.123,0.892,0.163,0.141
"P34","Nicolás del Caño por la izquierda",0.029,0.012,0.002,0.522,0.041
"P34","Otro candidato",0.137,0.138,0.017,0.011,0.29
"P34","Aún no lo tengo decidido",0.116,0.068,0.031,0.041,0.18
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.803,0.072,0.016,0.265,0.181
"P36","Horacio Rodríguez Larreta por Juntos por el Cambio",0.082,0.598,0.038,0.1,0.171
"P36","Javier Milei por los liberales libertarios",0.024,0.144,0.897,0.187,0.162
"P36","Nicolás del Caño por la izquierda",0.005,0.009,0.001,0.413,0.033
"P36","Otro candidato",0.044,0.117,0.02,0.011,0.208
"P36","Aún no lo tengo decidido",0.042,0.06,0.028,0.024,0.245
"P37","Sergio Massa presidente por el Frente de Todos",0.68,0.04,0.004,0.168,0.14
"P37","Mauricio Macri por Juntos por el Cambio",0.038,0.696,0.122,0.065,0.086
"P37","Javier Milei por los liberales libertarios",0.013,0.083,0.841,0.2,0.181
"P37","Nicolás del Caño por la izquierda",0.024,0.02,0,0.514,0.057
"P37","Otro candidato",0.155,0.099,0.012,0.011,0.256
"P37","Aún no lo tengo decidido",0.09,0.062,0.021,0.042,0.28
"P38","Alberto Fernández por el Frente de Todos",0.598,0.04,0.001,0.025,0.181
"P38","Mauricio Macri por Juntos por el Cambio",0.037,0.725,0.106,0.075,0.103
"P38","Javier Milei por los liberales libertarios",0.01,0.079,0.858,0.077,0.105
"P38","Nicolás del Caño por la izquierda",0.035,0.023,0.003,0.7,0.073
"P38","Otro candidato",0.216,0.091,0.015,0.035,0.28
"P38","Aún no lo tengo decidido",0.104,0.042,0.017,0.088,0.258
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.862,0.073,0.053,0.575,0.243
"P39","Mauricio Macri por Juntos por el Cambio",0.074,0.814,0.533,0.172,0.282
"P39","No sabe",0.064,0.113,0.414,0.253,0.475
"P40","Alberto Fernández por el Frente de Todos",0.722,0.05,0.028,0.208,0.164
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.072,0.778,0.443,0.331,0.384
"P40","No sabe",0.206,0.172,0.529,0.461,0.452
"P41","Sergio Massa presidente por el Frente de Todos",0.715,0.03,0.025,0.382,0.282
"P41","Patricia Bullrich por Juntos por el Cambio",0.061,0.839,0.778,0.152,0.222
"P41","No sabe",0.224,0.131,0.197,0.466,0.496
"P42","Sergio Massa presidente por el Frente de Todos",0.784,0.049,0.033,0.218,0.232
"P42","Mauricio Macri por Juntos por el Cambio",0.047,0.843,0.678,0.346,0.255
"P42","No sabe",0.169,0.108,0.289,0.436,0.513
"P43","Sergio Massa presidente por el Frente de Todos",0.763,0.061,0.009,0.439,0.246
"P43","Javier Milei por los liberales libertarios",0.037,0.47,0.956,0.203,0.341
"P43","No sabe",0.2,0.469,0.035,0.358,0.413
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.123,0.565,0.061,0.375,0.24
"P44","Javier Milei por los liberales libertarios",0.057,0.241,0.922,0.144,0.27
"P44","No sabe",0.82,0.194,0.017,0.481,0.49
"P45","Muy buena",0.121,0.033,0.011,0.026,0.005
"P45","Buena",0.306,0.034,0.062,0,0.024
"P45","Ni buena ni mala",0.391,0.075,0.007,0.304,0.316
"P45","Mala",0.113,0.102,0.07,0.119,0.275
"P45","Muy mala",0.051,0.744,0.848,0.541,0.38
"P45","No sabe",0.018,0.012,0.002,0.01,0
"P46","Muy buena",0.104,0.017,0.03,0,0.013
"P46","Buena",0.371,0.003,0.002,0.054,0.044
"P46","Ni buena ni mala",0.338,0.052,0.008,0.243,0.303
"P46","Mala",0.099,0.091,0.099,0.342,0.199
"P46","Muy mala",0.08,0.836,0.839,0.361,0.418
"P46","No sabe",0.008,0.001,0.022,0,0.023
"P47","Muy buena",0.666,0.045,0.037,0.175,0.109
"P47","Buena",0.129,0.008,0.006,0.119,0.085
"P47","Ni buena ni mala",0.106,0.004,0.012,0.267,0.136
"P47","Mala",0.046,0.053,0.039,0.17,0.246
"P47","Muy mala",0.052,0.884,0.893,0.269,0.419
"P47","No sabe",0.001,0.006,0.013,0,0.005
"P48","Muy buena",0.063,0.384,0.101,0,0.03
"P48","Buena",0.028,0.317,0.174,0.019,0.068
"P48","Ni buena ni mala",0.044,0.124,0.299,0.152,0.179
"P48","Mala",0.162,0.037,0.175,0.111,0.387
"P48","Muy mala",0.695,0.136,0.251,0.676,0.32
"P48","No sabe",0.008,0.002,0,0.042,0.016
"P49","Muy buena",0.047,0.271,0.032,0,0.071
"P49","Buena",0.065,0.399,0.207,0.08,0.225
"P49","Ni buena ni mala",0.099,0.209,0.199,0.151,0.382
"P49","Mala",0.226,0.042,0.185,0.344,0.146
"P49","Muy mala",0.56,0.077,0.374,0.425,0.17
"P49","No sabe",0.003,0.002,0.003,0,0.006
"P50","Muy buena",0.144,0.041,0.002,0.183,0.011
"P50","Buena",0.333,0.041,0.021,0.018,0.147
"P50","Ni buena ni mala",0.347,0.096,0.085,0.289,0.468
"P50","Mala",0.091,0.16,0.141,0.227,0.154
"P50","Muy mala",0.076,0.662,0.751,0.283,0.22
"P50","No sabe",0.009,0,0,0,0
"P51","Muy buena",0.033,0.493,0.375,0.103,0.13
"P51","Buena",0.048,0.256,0.282,0,0.098
"P51","Ni buena ni mala",0.05,0.115,0.17,0.136,0.352
"P51","Mala",0.145,0.028,0.053,0.079,0.13
"P51","Muy mala",0.72,0.102,0.12,0.682,0.29
"P51","No sabe",0.004,0.006,0,0,0
"P52","Muy buena",0.029,0.125,0.613,0.019,0.053
"P52","Buena",0.013,0.197,0.269,0.084,0.05
"P52","Ni buena ni mala",0.09,0.391,0.061,0.084,0.382
"P52","Mala",0.148,0.132,0.02,0.084,0.214
"P52","Muy mala",0.706,0.138,0.037,0.729,0.278
"P52","No sabe",0.014,0.017,0,0,0.023
"P53","Muy buena",0.036,0.308,0.095,0.02,0.057
"P53","Buena",0.05,0.331,0.22,0.133,0.146
"P53","Ni buena ni mala",0.057,0.225,0.299,0.068,0.272
"P53","Mala",0.112,0.055,0.124,0.314,0.202
"P53","Muy mala",0.735,0.074,0.26,0.447,0.32
"P53","No sabe",0.01,0.007,0.002,0.018,0.003
"P54","Muy buena",0.18,0.044,0.005,0.2,0
"P54","Buena",0.33,0.058,0.037,0.021,0.184
"P54","Ni buena ni mala",0.32,0.101,0.079,0.247,0.42
"P54","Mala",0.062,0.168,0.173,0.156,0.131
"P54","Muy mala",0.102,0.626,0.706,0.376,0.265
"P54","No sabe",0.006,0.003,0,0,0
"P55","Muy buena",0.039,0.068,0.042,0,0.142
"P55","Buena",0.121,0.137,0.059,0.154,0.11
"P55","Ni buena ni mala",0.411,0.359,0.295,0.371,0.452
"P55","Mala",0.174,0.196,0.146,0.22,0.159
"P55","Muy mala",0.207,0.229,0.423,0.213,0.12
"P55","No sabe",0.048,0.011,0.035,0.042,0.017
"P57","Siempre",0.307,0.282,0.298,0.413,0.193
"P57","Casi siempre",0.395,0.395,0.309,0.311,0.454
"P57","Casi nunca",0.212,0.259,0.224,0.163,0.203
"P57","Nunca, pero esta es una excepción",0.086,0.064,0.169,0.113,0.15
"P58","Si",0.573,0.586,0.614,0.63,0.568
"P58","No",0.427,0.414,0.386,0.37,0.432
