"clase","Opinión","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Figueroa","Koopmam","Rioseco","Eguía","Massa","Milei","Neuquén","Otra localidad"
"Guillermo Francos","Negativa",0.305,0.282,0.328,0.202,0.331,0.311,0.376,0.26,0.286,0.368,0.244,0.326,0.524,0.211,0.492,0.154,0.275,0.332
"Guillermo Francos","No sabe",0.082,0.065,0.101,0.064,0.101,0.086,0.042,0.07,0.086,0.089,0.082,0.071,0.096,0.074,0.084,0.084,0.053,0.11
"Toto Caputo","Positiva",0.315,0.347,0.283,0.468,0.247,0.328,0.275,0.365,0.312,0.277,0.361,0.28,0.16,0.513,0.106,0.47,0.311,0.321
"Toto Caputo","Neutra",0.262,0.25,0.275,0.224,0.308,0.223,0.232,0.267,0.286,0.223,0.256,0.285,0.137,0.394,0.157,0.349,0.306,0.22
"Toto Caputo","Negativa",0.402,0.397,0.406,0.304,0.408,0.438,0.481,0.345,0.38,0.482,0.361,0.431,0.698,0.092,0.72,0.157,0.367,0.434
"Toto Caputo","No sabe",0.021,0.006,0.036,0.004,0.037,0.011,0.012,0.023,0.022,0.018,0.022,0.004,0.005,0.001,0.017,0.024,0.016,0.025
"CFK","Positiva",0.371,0.37,0.373,0.353,0.346,0.372,0.495,0.41,0.367,0.34,0.354,0.427,0.548,0.022,0.71,0.129,0.356,0.385
"CFK","Neutra",0.073,0.059,0.089,0.009,0.082,0.129,0.066,0.041,0.094,0.075,0.083,0.102,0.041,0.006,0.113,0.045,0.077,0.07
"CFK","Negativa",0.539,0.568,0.507,0.638,0.535,0.495,0.437,0.528,0.514,0.583,0.557,0.443,0.411,0.828,0.173,0.798,0.547,0.531
"CFK","No sabe",0.017,0.003,0.031,0,0.037,0.004,0.002,0.021,0.025,0.002,0.006,0.028,0,0.144,0.004,0.028,0.02,0.014
"Marcos Koopmann","Positiva",0.216,0.21,0.224,0.3,0.152,0.25,0.242,0.257,0.237,0.153,0.194,0.566,0.131,0.018,0.258,0.193,0.197,0.235
"Marcos Koopmann","Neutra",0.398,0.361,0.437,0.295,0.428,0.442,0.383,0.312,0.452,0.4,0.431,0.256,0.365,0.409,0.4,0.393,0.407,0.389
"Marcos Koopmann","Negativa",0.347,0.411,0.277,0.405,0.375,0.258,0.31,0.393,0.266,0.414,0.351,0.142,0.457,0.504,0.302,0.374,0.376,0.319
"Marcos Koopmann","No sabe",0.039,0.018,0.062,0,0.045,0.05,0.065,0.038,0.045,0.033,0.024,0.036,0.047,0.069,0.04,0.04,0.02,0.057
"Sergio Massa","Positiva",0.325,0.313,0.339,0.363,0.271,0.358,0.392,0.374,0.306,0.308,0.331,0.367,0.455,0.029,0.606,0.13,0.312,0.338
"Sergio Massa","Neutra",0.141,0.105,0.18,0.072,0.175,0.123,0.189,0.153,0.138,0.136,0.113,0.151,0.202,0.031,0.193,0.106,0.137,0.145
"Sergio Massa","Negativa",0.53,0.579,0.476,0.565,0.548,0.512,0.419,0.473,0.547,0.556,0.55,0.482,0.343,0.94,0.195,0.761,0.543,0.517
"Sergio Massa","No sabe",0.004,0.003,0.005,0,0.006,0.007,0,0,0.009,0,0.006,0,0,0,0.006,0.003,0.008,0
"Mauricio Macri","Positiva",0.278,0.267,0.289,0.426,0.185,0.266,0.352,0.291,0.291,0.247,0.286,0.317,0.151,0.321,0.107,0.415,0.285,0.272
"Mauricio Macri","Neutra",0.19,0.215,0.164,0.124,0.248,0.184,0.121,0.195,0.209,0.159,0.198,0.152,0.125,0.434,0.091,0.264,0.196,0.186
"Mauricio Macri","Negativa",0.523,0.505,0.543,0.45,0.561,0.537,0.502,0.498,0.492,0.593,0.507,0.502,0.724,0.245,0.796,0.31,0.509,0.535
"Mauricio Macri","No sabe",0.009,0.013,0.004,0,0.006,0.013,0.025,0.016,0.008,0.001,0.009,0.029,0,0,0.006,0.011,0.01,0.007
"Omar Gutierrez","Positiva",0.214,0.241,0.186,0.318,0.135,0.23,0.286,0.261,0.257,0.114,0.243,0.299,0.083,0.04,0.243,0.199,0.191,0.235
"Omar Gutierrez","Neutra",0.247,0.197,0.299,0.078,0.297,0.291,0.279,0.253,0.234,0.257,0.225,0.295,0.267,0.28,0.277,0.211,0.269,0.225
"Omar Gutierrez","Negativa",0.517,0.558,0.474,0.604,0.529,0.47,0.408,0.461,0.481,0.619,0.524,0.365,0.642,0.625,0.466,0.562,0.53,0.507
"Omar Gutierrez","No sabe",0.022,0.004,0.041,0,0.039,0.009,0.027,0.025,0.028,0.01,0.008,0.041,0.008,0.055,0.014,0.028,0.01,0.033
