"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P41","Lo votaría",0.395,0.239,0.192,0.21,0.2,0.259,0.207,0.276,0.168
"P41","Puede que lo vote",0.07,0.053,0.122,0.136,0.151,0.154,0.166,0.152,0.031
"P41","Nunca lo votaría",0.519,0.578,0.632,0.589,0.583,0.503,0.518,0.451,0.573
"P41","No sabe",0.016,0.13,0.054,0.065,0.066,0.084,0.109,0.121,0.228
"P42","Lo votaría",0.147,0.066,0.154,0.133,0.098,0.122,0.096,0.13,0.061
"P42","Puede que lo vote",0.049,0.214,0.171,0.278,0.224,0.184,0.226,0.184,0.219
"P42","Nunca lo votaría",0.788,0.586,0.63,0.523,0.596,0.547,0.551,0.54,0.462
"P42","No sabe",0.016,0.134,0.045,0.066,0.082,0.147,0.127,0.146,0.258
"P46","Muy buena",0.046,0,0.046,0.037,0.037,0.059,0.051,0.092,0.045
"P46","Buena",0.123,0.135,0.104,0.143,0.089,0.066,0.091,0.074,0.13
"P46","Ni buena ni mala",0.144,0.198,0.202,0.165,0.231,0.22,0.222,0.174,0.15
"P46","Mala",0.127,0.186,0.195,0.163,0.186,0.188,0.178,0.197,0.186
"P46","Muy mala",0.43,0.467,0.437,0.484,0.453,0.445,0.427,0.446,0.374
"P46","No sabe",0.13,0.014,0.016,0.008,0.004,0.022,0.031,0.017,0.115
"P47","Muy buena",0.312,0.061,0.284,0.221,0.252,0.176,0.23,0.215,0.162
"P47","Buena",0.031,0.115,0.094,0.089,0.086,0.082,0.071,0.088,0.16
"P47","Ni buena ni mala",0.055,0.122,0.079,0.119,0.1,0.128,0.11,0.098,0.22
"P47","Mala",0.062,0.162,0.049,0.081,0.081,0.1,0.114,0.13,0.053
"P47","Muy mala",0.411,0.499,0.482,0.49,0.466,0.491,0.466,0.449,0.277
"P47","No sabe",0.129,0.041,0.012,0,0.015,0.023,0.009,0.02,0.128
"P48","Muy buena",0.225,0.105,0.084,0.12,0.125,0.15,0.139,0.172,0.061
"P48","Buena",0.146,0.053,0.133,0.142,0.136,0.149,0.159,0.108,0.196
"P48","Ni buena ni mala",0.333,0.269,0.153,0.217,0.201,0.231,0.24,0.245,0.094
"P48","Mala",0.083,0.333,0.163,0.168,0.191,0.182,0.196,0.21,0.206
"P48","Muy mala",0.204,0.231,0.455,0.352,0.331,0.272,0.259,0.238,0.304
"P48","No sabe",0.009,0.009,0.012,0.001,0.016,0.016,0.007,0.027,0.139
"P49","Muy buena",0.235,0.055,0.087,0.045,0.053,0.064,0.074,0.079,0.046
"P49","Buena",0.105,0.086,0.155,0.176,0.176,0.144,0.164,0.145,0.138
"P49","Ni buena ni mala",0.108,0.319,0.162,0.298,0.263,0.315,0.304,0.331,0.251
"P49","Mala",0.208,0.145,0.198,0.178,0.224,0.186,0.198,0.205,0.131
"P49","Muy mala",0.334,0.345,0.357,0.29,0.259,0.247,0.215,0.195,0.172
"P49","No sabe",0.01,0.05,0.041,0.013,0.025,0.044,0.045,0.045,0.262
"P50","Muy buena",0.074,0.047,0.058,0.045,0.075,0.061,0.043,0.078,0.022
"P50","Buena",0.119,0.154,0.104,0.158,0.151,0.116,0.133,0.089,0.221
"P50","Ni buena ni mala",0.145,0.265,0.311,0.185,0.219,0.238,0.238,0.227,0.099
"P50","Mala",0.121,0.136,0.218,0.178,0.148,0.168,0.191,0.18,0.17
"P50","Muy mala",0.411,0.389,0.282,0.409,0.38,0.379,0.373,0.393,0.244
"P50","No sabe",0.13,0.009,0.027,0.025,0.027,0.038,0.022,0.033,0.244
"P51","Muy buena",0.314,0.065,0.073,0.111,0.078,0.131,0.135,0.132,0.093
"P51","Buena",0.064,0.032,0.154,0.169,0.177,0.133,0.167,0.161,0.107
"P51","Ni buena ni mala",0.179,0.195,0.181,0.222,0.195,0.275,0.235,0.262,0.206
"P51","Mala",0.086,0.228,0.173,0.197,0.204,0.177,0.225,0.204,0.143
"P51","Muy mala",0.348,0.431,0.373,0.301,0.311,0.243,0.203,0.193,0.193
"P51","No sabe",0.009,0.049,0.046,0,0.035,0.041,0.035,0.048,0.258
"P52","Muy buena",0.097,0.146,0.235,0.192,0.223,0.132,0.154,0.112,0.162
"P52","Buena",0.034,0.088,0.125,0.082,0.105,0.065,0.111,0.093,0.164
"P52","Ni buena ni mala",0.245,0.177,0.091,0.16,0.119,0.169,0.118,0.194,0.115
"P52","Mala",0.112,0.249,0.082,0.095,0.093,0.132,0.146,0.122,0.035
"P52","Muy mala",0.503,0.331,0.423,0.449,0.421,0.454,0.439,0.433,0.394
"P52","No sabe",0.009,0.009,0.044,0.022,0.039,0.048,0.032,0.046,0.13
"P54","Muy buena",0.061,0.039,0.069,0.019,0.048,0.062,0.034,0.082,0.075
"P54","Buena",0.017,0.06,0.131,0.161,0.145,0.081,0.104,0.087,0.163
"P54","Ni buena ni mala",0.314,0.284,0.244,0.233,0.289,0.302,0.294,0.271,0.141
"P54","Mala",0.09,0.186,0.175,0.169,0.17,0.151,0.185,0.146,0.084
"P54","Muy mala",0.458,0.362,0.337,0.415,0.324,0.354,0.343,0.36,0.276
"P54","No sabe",0.06,0.069,0.044,0.003,0.024,0.05,0.04,0.054,0.261
"P57","Muy buena",0.266,0.2,0.168,0.157,0.121,0.195,0.16,0.209,0.079
"P57","Buena",0.045,0.038,0.071,0.153,0.119,0.114,0.12,0.136,0.146
"P57","Ni buena ni mala",0.064,0.268,0.199,0.163,0.214,0.21,0.264,0.245,0.11
"P57","Mala",0.098,0.092,0.116,0.145,0.197,0.14,0.167,0.143,0.041
"P57","Muy mala",0.373,0.274,0.416,0.372,0.312,0.282,0.259,0.216,0.348
"P57","No sabe",0.154,0.128,0.03,0.01,0.037,0.059,0.03,0.051,0.276
"P58","Muy buena",0.157,0.252,0.193,0.223,0.178,0.228,0.23,0.237,0.089
"P58","Buena",0.13,0.011,0.129,0.122,0.183,0.173,0.161,0.136,0.169
"P58","Ni buena ni mala",0.399,0.264,0.174,0.154,0.163,0.165,0.205,0.205,0.101
"P58","Mala",0.031,0.062,0.081,0.117,0.119,0.122,0.152,0.149,0.032
"P58","Muy mala",0.272,0.365,0.403,0.353,0.328,0.283,0.233,0.219,0.303
"P58","No sabe",0.011,0.046,0.02,0.031,0.029,0.029,0.019,0.054,0.306
"P59","Muy buena",0.289,0.081,0.111,0.076,0.094,0.094,0.11,0.082,0.06
"P59","Buena",0.071,0.109,0.157,0.2,0.159,0.117,0.153,0.121,0.136
"P59","Ni buena ni mala",0.259,0.294,0.305,0.364,0.336,0.366,0.375,0.359,0.246
"P59","Mala",0.013,0.121,0.108,0.138,0.146,0.118,0.125,0.132,0.077
"P59","Muy mala",0.306,0.19,0.222,0.13,0.165,0.171,0.118,0.136,0.084
"P59","No sabe",0.062,0.205,0.097,0.092,0.1,0.134,0.119,0.17,0.397
"P60","Muy buena",0.215,0.088,0.207,0.182,0.207,0.121,0.117,0.091,0.095
"P60","Buena",0.027,0.116,0.135,0.144,0.131,0.054,0.092,0.074,0.109
"P60","Ni buena ni mala",0.091,0.24,0.153,0.195,0.184,0.26,0.262,0.26,0.161
"P60","Mala",0.104,0.175,0.134,0.17,0.123,0.131,0.151,0.141,0.096
"P60","Muy mala",0.381,0.162,0.274,0.252,0.255,0.303,0.26,0.269,0.114
"P60","No sabe",0.182,0.219,0.097,0.057,0.1,0.131,0.118,0.165,0.425
"P61","Muy buena",0.118,0.04,0.159,0.113,0.152,0.12,0.087,0.089,0.142
"P61","Buena",0.159,0.012,0.107,0.102,0.099,0.086,0.12,0.069,0.151
"P61","Ni buena ni mala",0.046,0.267,0.135,0.093,0.14,0.101,0.136,0.171,0.15
"P61","Mala",0.017,0.151,0.092,0.157,0.094,0.141,0.13,0.108,0.086
"P61","Muy mala",0.492,0.508,0.458,0.503,0.478,0.497,0.479,0.492,0.293
"P61","No sabe",0.168,0.022,0.049,0.032,0.037,0.055,0.048,0.071,0.178
"P62","Muy buena",0.076,0.028,0.046,0.017,0.037,0.034,0.043,0.033,0.032
"P62","Buena",0.139,0,0.111,0.09,0.119,0.046,0.087,0.051,0.115
"P62","Ni buena ni mala",0.065,0.315,0.229,0.28,0.288,0.22,0.269,0.255,0.197
"P62","Mala",0.135,0.17,0.102,0.128,0.11,0.15,0.119,0.127,0.029
"P62","Muy mala",0.4,0.365,0.35,0.362,0.347,0.354,0.33,0.34,0.141
"P62","No sabe",0.185,0.122,0.162,0.123,0.099,0.196,0.152,0.194,0.486
"P63","Muy buena",0.078,0,0.055,0.068,0.036,0.074,0.059,0.074,0.072
"P63","Buena",0.114,0.07,0.103,0.124,0.132,0.104,0.132,0.099,0.145
"P63","Ni buena ni mala",0.121,0.353,0.219,0.192,0.227,0.249,0.279,0.275,0.118
"P63","Mala",0.054,0.203,0.163,0.154,0.218,0.189,0.202,0.181,0.149
"P63","Muy mala",0.467,0.365,0.4,0.409,0.347,0.313,0.283,0.277,0.176
"P63","No sabe",0.166,0.009,0.06,0.053,0.04,0.071,0.045,0.094,0.34
"P64","Muy buena",0.069,0.007,0.064,0.059,0.072,0.088,0.061,0.061,0.031
"P64","Buena",0.185,0.117,0.111,0.131,0.15,0.102,0.188,0.141,0.168
"P64","Ni buena ni mala",0.043,0.321,0.258,0.268,0.28,0.278,0.323,0.328,0.166
"P64","Mala",0.06,0.168,0.169,0.198,0.23,0.171,0.162,0.159,0.067
"P64","Muy mala",0.427,0.367,0.341,0.279,0.212,0.23,0.186,0.19,0.215
"P64","No sabe",0.216,0.02,0.057,0.065,0.056,0.131,0.08,0.121,0.353
"P65","Muy buena",0.08,0.018,0.035,0.043,0.047,0.081,0.054,0.034,0.085
"P65","Buena",0.069,0.064,0.099,0.081,0.13,0.099,0.134,0.093,0.132
"P65","Ni buena ni mala",0.132,0.221,0.231,0.265,0.263,0.331,0.332,0.363,0.096
"P65","Mala",0.101,0.144,0.142,0.184,0.175,0.106,0.144,0.14,0.116
"P65","Muy mala",0.425,0.261,0.362,0.305,0.259,0.202,0.197,0.188,0.168
"P65","No sabe",0.193,0.292,0.131,0.122,0.126,0.181,0.139,0.182,0.403
"P66","Muy buena",0,0.027,0.029,0.019,0.023,0.077,0.031,0.041,0.082
"P66","Buena",0,0.047,0.094,0.088,0.08,0.069,0.077,0.076,0.172
"P66","Ni buena ni mala",0.247,0.264,0.256,0.344,0.306,0.305,0.324,0.345,0.143
"P66","Mala",0.083,0.083,0.188,0.189,0.236,0.142,0.183,0.142,0.184
"P66","Muy mala",0.493,0.229,0.322,0.214,0.244,0.226,0.23,0.2,0.043
"P66","No sabe",0.177,0.35,0.111,0.146,0.111,0.181,0.155,0.196,0.376
"P67","Radio",0.208,0.114,0.139,0.223,0.199,0.116,0.167,0.144,0.033
"P67","Televisión",0.176,0.225,0.223,0.2,0.291,0.383,0.35,0.355,0.31
"P67","Diario",0.103,0.116,0.095,0.068,0.069,0.046,0.062,0.089,0.096
"P67","Medio digital",0.168,0.273,0.169,0.199,0.2,0.17,0.174,0.126,0.023
"P67","Redes Sociales",0.314,0.146,0.308,0.18,0.152,0.189,0.148,0.199,0.23
"P67","Ninguno en particular",0.02,0.08,0.064,0.13,0.087,0.083,0.097,0.083,0.27
"P67","No sabe",0.011,0.046,0.002,0,0.002,0.013,0.002,0.004,0.038
"P68","Muy buena",0.081,0.048,0.055,0.092,0.047,0.057,0.05,0.052,0.111
"P68","Buena",0.11,0.146,0.141,0.157,0.122,0.115,0.109,0.103,0.067
"P68","Ni buena ni mala",0.17,0.225,0.264,0.189,0.297,0.235,0.283,0.245,0.368
"P68","Mala",0.049,0.132,0.225,0.261,0.308,0.258,0.277,0.219,0.11
"P68","Muy mala",0.438,0.413,0.307,0.265,0.206,0.298,0.247,0.301,0.118
"P68","No sabe",0.152,0.036,0.008,0.036,0.02,0.037,0.034,0.08,0.226
"P69","Muy buena",0.134,0.126,0.02,0.041,0.031,0.033,0.05,0.061,0.097
"P69","Buena",0.073,0.026,0.074,0.077,0.112,0.098,0.101,0.079,0.047
"P69","Ni buena ni mala",0.161,0.203,0.209,0.197,0.238,0.23,0.247,0.235,0.244
"P69","Mala",0.047,0.274,0.175,0.248,0.238,0.261,0.255,0.222,0.127
"P69","Muy mala",0.433,0.371,0.511,0.43,0.376,0.333,0.32,0.348,0.332
"P69","No sabe",0.152,0,0.011,0.007,0.005,0.045,0.027,0.055,0.153
"P75","Mucho",0.42,0.402,0.451,0.437,0.444,0.342,0.332,0.361,0.204
"P75","Bastante",0.124,0.166,0.396,0.374,0.345,0.299,0.292,0.258,0.337
"P75","Poco",0.27,0.22,0.093,0.131,0.168,0.234,0.225,0.223,0.11
"P75","Nada",0.186,0.164,0.033,0.027,0.04,0.087,0.097,0.122,0.149
"P75","No sabe",0,0.048,0.027,0.031,0.003,0.038,0.054,0.036,0.2
"P76","Siempre",0.227,0.107,0.179,0.162,0.149,0.146,0.172,0.183,0.182
"P76","Casi siempre",0.122,0.2,0.292,0.288,0.289,0.236,0.277,0.234,0.107
"P76","Casi nunca",0.409,0.536,0.393,0.393,0.42,0.431,0.392,0.396,0.384
"P76","Nunca, pero esta es una excepción",0.242,0.157,0.136,0.157,0.142,0.187,0.159,0.187,0.327
"P77","Si",0.43,0.503,0.517,0.502,0.391,0.49,0.412,0.476,0.379
"P77","No",0.57,0.497,0.483,0.498,0.609,0.51,0.588,0.524,0.621
