"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P21","Lo votaría",0.094,0.124,0.164,0.024,0.033
"P21","Puede que lo vote",0.238,0.348,0.427,0.207,0.058
"P21","Nunca lo votaría",0.59,0.471,0.387,0.745,0.847
"P21","No sabe",0.078,0.057,0.022,0.024,0.062
"P22","La votaría",0.297,0.28,0.293,0.067,0.082
"P22","Puede que la vote",0.333,0.407,0.398,0.214,0.18
"P22","Nunca la votaría",0.287,0.246,0.272,0.638,0.631
"P22","No sabe",0.083,0.067,0.037,0.081,0.107
"P23","Lo votaría",0.016,0.031,0.029,0.041,0.015
"P23","Puede que lo vote",0.123,0.076,0.043,0.278,0.191
"P23","Nunca lo votaría",0.839,0.851,0.921,0.626,0.752
"P23","No sabe",0.022,0.042,0.007,0.055,0.042
"P24","Lo votaría",0.091,0.04,0.033,0.131,0.469
"P24","Puede que lo vote",0.283,0.219,0.318,0.423,0.359
"P24","Nunca lo votaría",0.456,0.689,0.617,0.431,0.139
"P24","No sabe",0.17,0.052,0.032,0.015,0.033
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.228,0.811,0.563,0.076,0.044
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.578,0.059,0.138,0.283,0.41
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.01,0,0.008,0.067,0.232
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.093,0.035,0.004,0.34,0.211
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.056,0.041,0.086,0.009,0.011
"P25","Nicolás del Caño – Myriam Bregman",0.021,0,0.006,0.012,0
"P25","Otros candidatos",0.014,0.054,0.195,0.213,0.092
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.106,0.013,0.005,0.381,0.302
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.652,0.874,0.681,0.161,0.395
"P29","Javier Milei – José Luis Espert por los liberales",0.052,0.032,0.125,0.053,0.042
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.015,0.005,0,0.033,0.047
"P29","Otro candidato",0.175,0.076,0.189,0.372,0.214
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.732,0.573,0.44,0.415,0.664
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.119,0.065,0.067,0.259,0.208
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.068,0.14,0.257,0.048,0.014
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0,0.003,0.001,0.028,0
"P31","Otro candidato",0.081,0.219,0.235,0.25,0.114
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.11,0.058,0.015,0.352,0.231
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.593,0.722,0.864,0.254,0.557
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.066,0.086,0.066,0.023,0.085
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.07,0.002,0,0.024,0
"P33","Otro candidato",0.161,0.132,0.055,0.347,0.127
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.092,0.063,0.1,0.253,0.326
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.702,0.59,0.475,0.404,0.551
"P35","Javier Milei – José Luis Espert por los liberales",0.084,0.129,0.242,0.035,0.086
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.009,0.002,0,0.05,0
"P35","Otro candidato",0.113,0.216,0.183,0.258,0.037
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.083,0.023,0.023,0.386,0.367
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.785,0.603,0.536,0.379,0.514
"P37","Javier Milei – José Luis Espert por los liberales",0.09,0.156,0.254,0.03,0.015
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.003,0.002,0,0.026,0
"P37","Otro candidato",0.039,0.216,0.187,0.179,0.104
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.066,0.003,0.007,0.334,0.354
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.702,0.864,0.731,0.261,0.434
"P38","Javier Milei – José Luis Espert por los liberales",0.089,0.044,0.13,0.019,0.015
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.024,0,0.003,0.026,0
"P38","Otro candidato",0.119,0.089,0.129,0.36,0.197
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.138,0.045,0.022,0.449,0.369
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.682,0.882,0.832,0.237,0.394
"P39","No sabe",0.18,0.073,0.146,0.314,0.237
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.095,0.024,0.012,0.415,0.369
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.768,0.722,0.755,0.385,0.484
"P40","No sabe",0.137,0.254,0.233,0.2,0.147
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.091,0.016,0,0.463,0.385
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.715,0.834,0.962,0.205,0.443
"P41","No sabe",0.194,0.15,0.038,0.332,0.172
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.088,0.018,0,0.371,0.373
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.847,0.755,0.762,0.425,0.476
"P42","No sabe",0.065,0.227,0.238,0.204,0.151
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.055,0.02,0,0.421,0.363
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.833,0.767,0.739,0.414,0.474
"P43","No sabe",0.112,0.213,0.261,0.165,0.163
"P44","Mauricio Macri – María Eugenia Vidal",0.642,0.789,0.767,0.334,0.569
"P44","Sergio Massa – Wado de Pedro",0.195,0.125,0.085,0.359,0.181
"P44","No sabe",0.163,0.086,0.148,0.307,0.25
"P45","Sergio Massa – Wado de Pedro",0.095,0.085,0.059,0.419,0.447
"P45","Javier Milei – José Luis Espert",0.333,0.447,0.571,0.168,0.06
"P45","No sabe",0.572,0.468,0.37,0.413,0.493
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.674,0.569,0.46,0.573,0.695
"P46","Javier Milei – José Luis Espert",0.116,0.224,0.373,0.082,0.018
"P46","No sabe",0.21,0.207,0.167,0.345,0.287
"P47","Muy buena",0.058,0.052,0.042,0.069,0.211
"P47","Buena",0.032,0.026,0.034,0.126,0
"P47","Ni buena ni mala",0.053,0.011,0.013,0.328,0.072
"P47","Mala",0.152,0.069,0.086,0.133,0.157
"P47","Muy mala",0.699,0.823,0.82,0.344,0.457
"P47","No sabe",0.006,0.019,0.005,0,0.103
"P48","Muy buena",0.004,0.006,0,0.059,0.188
"P48","Buena",0.024,0.003,0,0.212,0.043
"P48","Ni buena ni mala",0.058,0.029,0.016,0.127,0.029
"P48","Mala",0.126,0.053,0.06,0.239,0.18
"P48","Muy mala",0.782,0.904,0.915,0.324,0.443
"P48","No sabe",0.006,0.005,0.009,0.039,0.117
"P49","Muy buena",0.011,0.002,0.001,0.27,0.389
"P49","Buena",0.022,0,0,0.075,0.104
"P49","Ni buena ni mala",0.019,0.01,0.014,0.101,0.029
"P49","Mala",0.056,0.023,0.054,0.034,0.023
"P49","Muy mala",0.892,0.963,0.925,0.481,0.455
"P49","No sabe",0,0.002,0.006,0.039,0
"P50","Muy buena",0.133,0.511,0.299,0.111,0.33
"P50","Buena",0.321,0.239,0.349,0.096,0.202
"P50","Ni buena ni mala",0.264,0.086,0.195,0.354,0.131
"P50","Mala",0.083,0.011,0.012,0.118,0.128
"P50","Muy mala",0.198,0.153,0.139,0.283,0.209
"P50","No sabe",0.001,0,0.006,0.038,0
"P51","Muy buena",0.533,0.252,0.252,0.057,0.059
"P51","Buena",0.264,0.423,0.398,0.268,0.234
"P51","Ni buena ni mala",0.126,0.244,0.266,0.246,0.341
"P51","Mala",0.048,0.066,0.031,0.116,0.099
"P51","Muy mala",0.028,0.015,0.047,0.313,0.267
"P51","No sabe",0.001,0,0.006,0,0
"P52","Muy buena",0.082,0.025,0.025,0.065,0.015
"P52","Buena",0.073,0.06,0.017,0.16,0.087
"P52","Ni buena ni mala",0.178,0.108,0.057,0.273,0.328
"P52","Mala",0.167,0.126,0.135,0.224,0.217
"P52","Muy mala",0.5,0.674,0.759,0.278,0.353
"P52","No sabe",0,0.007,0.007,0,0
"P53","Muy buena",0.281,0.557,0.801,0.107,0.09
"P53","Buena",0.305,0.245,0.096,0.231,0.242
"P53","Ni buena ni mala",0.222,0.074,0.029,0.34,0.137
"P53","Mala",0.069,0.029,0.019,0.158,0.114
"P53","Muy mala",0.12,0.095,0.055,0.164,0.417
"P53","No sabe",0.003,0,0,0,0
"P54","Muy buena",0.092,0.092,0.165,0.019,0.018
"P54","Buena",0.133,0.245,0.2,0.066,0.103
"P54","Ni buena ni mala",0.41,0.43,0.453,0.275,0.237
"P54","Mala",0.253,0.124,0.109,0.145,0.148
"P54","Muy mala",0.105,0.094,0.068,0.495,0.494
"P54","No sabe",0.007,0.015,0.005,0,0
"P55","Muy buena",0.36,0.336,0.281,0.049,0.129
"P55","Buena",0.296,0.352,0.373,0.236,0.157
"P55","Ni buena ni mala",0.185,0.258,0.235,0.319,0.138
"P55","Mala",0.096,0.043,0.052,0.03,0.145
"P55","Muy mala",0.042,0.01,0.053,0.366,0.431
"P55","No sabe",0.021,0.001,0.006,0,0
"P56","Muy buena",0.037,0.019,0.017,0.03,0.04
"P56","Buena",0.04,0.027,0.037,0.204,0.142
"P56","Ni buena ni mala",0.108,0.109,0.059,0.234,0.027
"P56","Mala",0.298,0.208,0.162,0.208,0.187
"P56","Muy mala",0.497,0.636,0.725,0.284,0.604
"P56","No sabe",0.02,0.001,0,0.04,0
"P57","Muy buena",0.046,0.032,0.027,0.39,0.201
"P57","Buena",0.162,0.059,0.132,0.213,0.15
"P57","Ni buena ni mala",0.426,0.243,0.273,0.185,0.211
"P57","Mala",0.188,0.252,0.234,0.127,0.292
"P57","Muy mala",0.164,0.399,0.311,0.045,0.146
"P57","No sabe",0.014,0.015,0.023,0.04,0
"P58","Muy buena",0.118,0.055,0.07,0.154,0.386
"P58","Buena",0.227,0.168,0.232,0.241,0.205
"P58","Ni buena ni mala",0.491,0.425,0.415,0.219,0.084
"P58","Mala",0.065,0.147,0.132,0.221,0.285
"P58","Muy mala",0.05,0.142,0.116,0.125,0.04
"P58","No sabe",0.049,0.063,0.035,0.04,0
"P59","Siempre",0.268,0.32,0.304,0.329,0.619
"P59","Casi siempre",0.417,0.41,0.471,0.343,0.229
"P59","Casi nunca",0.246,0.185,0.159,0.215,0.043
"P59","Nunca, pero esta es una excepción",0.069,0.085,0.066,0.113,0.109
"P60","Si",0.477,0.592,0.558,0.719,0.63
"P60","No",0.523,0.408,0.442,0.281,0.37
