"var","categoria","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos","Javier Milei presidente – José Luis Espert vice por los liberales","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda","Otro candidato"
"P23","Lo votaría",0.197,0.033,0.035,0.03,0.077
"P23","Puede que lo vote",0.469,0.072,0.073,0.244,0.216
"P23","Nunca lo votaría",0.278,0.883,0.848,0.621,0.558
"P23","No sabe",0.056,0.012,0.044,0.105,0.149
"P24","Lo votaría",0.039,0.079,0.011,0.003,0.036
"P24","Puede que lo vote",0.15,0.288,0.101,0.03,0.158
"P24","Nunca lo votaría",0.704,0.562,0.793,0.831,0.614
"P24","No sabe",0.107,0.071,0.095,0.136,0.192
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.041,0.532,0.06,0.064,0.091
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.035,0.219,0.069,0.071,0.129
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.089,0.013,0.008,0.047,0.068
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.799,0.031,0.04,0.33,0.393
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.007,0.099,0.785,0.011,0.024
"P25","Nicolás del Caño – Myriam Bregman",0.002,0.007,0.004,0.404,0.005
"P25","Otros candidatos",0.027,0.099,0.034,0.073,0.29
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.873,0.039,0.034,0.337,0.426
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.044,0.72,0.08,0.104,0.12
"P29","Javier Milei – José Luis Espert por los liberales",0.023,0.1,0.852,0.02,0.02
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.014,0.005,0.003,0.521,0.009
"P29","Otro candidato",0.046,0.136,0.031,0.018,0.425
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.139,0.568,0.045,0.16,0.184
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.638,0.088,0.03,0.16,0.209
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.021,0.181,0.887,0.014,0.023
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.027,0.004,0.013,0.641,0.005
"P31","Otro candidato",0.175,0.159,0.025,0.025,0.579
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.819,0.125,0.01,0.124,0.063
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.113,0.569,0.048,0.05,0.158
"P35","Javier Milei – José Luis Espert por los liberales",0.013,0.159,0.895,0.026,0.023
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.012,0.004,0.002,0.699,0.01
"P35","Otro candidato",0.043,0.143,0.045,0.101,0.746
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.846,0.051,0.041,0.286,0.415
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.091,0.613,0.046,0.163,0.171
"P37","Javier Milei – José Luis Espert por los liberales",0.012,0.182,0.858,0.053,0.035
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.003,0.002,0.002,0.433,0.007
"P37","Otro candidato",0.048,0.152,0.053,0.065,0.372
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.864,0.036,0.015,0.095,0.134
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.075,0.76,0.062,0.065,0.121
"P38","Javier Milei – José Luis Espert por los liberales",0.01,0.101,0.873,0.057,0.016
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.005,0.004,0.014,0.64,0.028
"P38","Otro candidato",0.046,0.099,0.036,0.143,0.701
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.858,0.063,0.07,0.46,0.43
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.097,0.829,0.381,0.072,0.159
"P39","No sabe",0.045,0.108,0.549,0.468,0.411
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.763,0.046,0.045,0.348,0.268
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.072,0.761,0.362,0.111,0.215
"P40","No sabe",0.165,0.193,0.593,0.541,0.517
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.874,0.024,0.041,0.379,0.201
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.047,0.916,0.515,0.062,0.12
"P41","No sabe",0.079,0.06,0.444,0.559,0.679
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.882,0.032,0.042,0.489,0.401
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.06,0.785,0.423,0.122,0.256
"P42","No sabe",0.058,0.183,0.535,0.389,0.343
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.88,0.035,0.028,0.275,0.209
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.061,0.778,0.375,0.164,0.235
"P43","No sabe",0.059,0.187,0.597,0.561,0.556
"P44","Mauricio Macri – María Eugenia Vidal",0.131,0.756,0.382,0.08,0.177
"P44","Sergio Massa – Wado de Pedro",0.804,0.129,0.098,0.414,0.198
"P44","No sabe",0.065,0.115,0.52,0.506,0.625
"P45","Sergio Massa – Wado de Pedro",0.822,0.098,0.032,0.394,0.208
"P45","Javier Milei – José Luis Espert",0.111,0.478,0.823,0.098,0.134
"P45","No sabe",0.067,0.424,0.145,0.508,0.658
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.217,0.538,0.054,0.231,0.234
"P46","Javier Milei – José Luis Espert",0.061,0.289,0.85,0.114,0.055
"P46","No sabe",0.722,0.173,0.096,0.655,0.711
"P47","Muy buena",0.159,0.068,0.004,0.078,0.07
"P47","Buena",0.338,0.04,0.074,0.116,0.119
"P47","Ni buena ni mala",0.322,0.029,0.089,0.304,0.263
"P47","Mala",0.107,0.093,0.082,0.286,0.185
"P47","Muy mala",0.066,0.764,0.722,0.204,0.346
"P47","No sabe",0.008,0.006,0.029,0.012,0.017
"P48","Muy buena",0.17,0.015,0.018,0.129,0.115
"P48","Buena",0.407,0.019,0.012,0.13,0.113
"P48","Ni buena ni mala",0.245,0.022,0.055,0.23,0.213
"P48","Mala",0.097,0.101,0.097,0.217,0.177
"P48","Muy mala",0.077,0.838,0.789,0.284,0.356
"P48","No sabe",0.004,0.005,0.029,0.01,0.026
"P49","Muy buena",0.648,0.028,0.021,0.288,0.331
"P49","Buena",0.176,0.006,0.014,0.112,0.119
"P49","Ni buena ni mala",0.072,0.014,0.058,0.131,0.061
"P49","Mala",0.021,0.047,0.054,0.204,0.059
"P49","Muy mala",0.081,0.902,0.839,0.259,0.406
"P49","No sabe",0.002,0.003,0.014,0.006,0.024
"P50","Muy buena",0.079,0.32,0.08,0.022,0.081
"P50","Buena",0.041,0.327,0.129,0.078,0.071
"P50","Ni buena ni mala",0.035,0.168,0.297,0.066,0.181
"P50","Mala",0.202,0.056,0.18,0.231,0.164
"P50","Muy mala",0.639,0.126,0.313,0.588,0.478
"P50","No sabe",0.004,0.003,0.001,0.015,0.025
"P51","Muy buena",0.036,0.284,0.079,0.041,0.122
"P51","Buena",0.061,0.404,0.164,0.065,0.106
"P51","Ni buena ni mala",0.104,0.227,0.314,0.099,0.203
"P51","Mala",0.22,0.049,0.155,0.27,0.157
"P51","Muy mala",0.568,0.034,0.273,0.473,0.36
"P51","No sabe",0.011,0.002,0.015,0.052,0.052
"P52","Muy buena",0.224,0.035,0.012,0.07,0.042
"P52","Buena",0.378,0.05,0.05,0.065,0.129
"P52","Ni buena ni mala",0.24,0.117,0.15,0.289,0.316
"P52","Mala",0.072,0.162,0.144,0.315,0.152
"P52","Muy mala",0.086,0.633,0.624,0.21,0.334
"P52","No sabe",0,0.003,0.02,0.051,0.027
"P53","Muy buena",0.061,0.549,0.276,0.004,0.093
"P53","Buena",0.088,0.209,0.245,0.027,0.088
"P53","Ni buena ni mala",0.071,0.096,0.228,0.222,0.203
"P53","Mala",0.137,0.047,0.11,0.147,0.15
"P53","Muy mala",0.636,0.098,0.128,0.552,0.422
"P53","No sabe",0.007,0.001,0.013,0.048,0.044
"P54","Muy buena",0.021,0.148,0.608,0.009,0.02
"P54","Buena",0.035,0.209,0.217,0.028,0.045
"P54","Ni buena ni mala",0.114,0.411,0.136,0.226,0.246
"P54","Mala",0.158,0.146,0.016,0.096,0.176
"P54","Muy mala",0.658,0.077,0.023,0.572,0.479
"P54","No sabe",0.014,0.009,0,0.069,0.034
"P55","Muy buena",0.038,0.339,0.148,0.014,0.058
"P55","Buena",0.032,0.363,0.195,0.118,0.09
"P55","Ni buena ni mala",0.082,0.211,0.2,0.117,0.236
"P55","Mala",0.171,0.051,0.171,0.2,0.167
"P55","Muy mala",0.667,0.032,0.255,0.458,0.415
"P55","No sabe",0.01,0.004,0.031,0.093,0.034
"P56","Muy buena",0.2,0.048,0.007,0.047,0.073
"P56","Buena",0.385,0.053,0.058,0.109,0.146
"P56","Ni buena ni mala",0.25,0.091,0.098,0.205,0.269
"P56","Mala",0.054,0.198,0.16,0.35,0.19
"P56","Muy mala",0.105,0.609,0.664,0.197,0.293
"P56","No sabe",0.006,0.001,0.013,0.092,0.029
"P57","Muy buena",0.065,0.044,0.022,0.119,0.112
"P57","Buena",0.167,0.13,0.125,0.055,0.128
"P57","Ni buena ni mala",0.412,0.295,0.316,0.222,0.315
"P57","Mala",0.169,0.203,0.192,0.309,0.145
"P57","Muy mala",0.142,0.31,0.27,0.219,0.225
"P57","No sabe",0.045,0.018,0.075,0.076,0.075
"P58","Muy buena",0.017,0.087,0.012,0.007,0.052
"P58","Buena",0.061,0.219,0.078,0.034,0.104
"P58","Ni buena ni mala",0.275,0.41,0.424,0.282,0.314
"P58","Mala",0.189,0.11,0.139,0.147,0.129
"P58","Muy mala",0.408,0.12,0.248,0.444,0.305
"P58","No sabe",0.05,0.054,0.099,0.086,0.096
"P59","Siempre",0.336,0.298,0.268,0.31,0.313
"P59","Casi siempre",0.409,0.449,0.357,0.268,0.341
"P59","Casi nunca",0.133,0.177,0.255,0.298,0.237
"P59","Nunca, pero esta es una excepción",0.122,0.076,0.12,0.124,0.109
"P60","Si",0.593,0.542,0.539,0.5,0.546
"P60","No",0.407,0.458,0.461,0.5,0.454
