"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.566,0.665,0.219,0.551,0.783,0.687,0.518,0.545,0.631,0.502
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.263,0.182,0.56,0.285,0.166,0.168,0.063,0.455,0.163,0.059
"P28","En blanco",0.108,0.092,0.111,0.062,0.037,0.087,0.042,0,0.086,0.013
"P28","No sabe",0.063,0.061,0.11,0.102,0.014,0.058,0.377,0,0.12,0.426
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.32,0.348,0.455,0.362,0.252,0.252,0.213,0.443,0.294,0.183
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.235,0.146,0.342,0.247,0.183,0.119,0.152,0.069,0.073,0.091
"P29","En blanco",0.286,0.276,0.122,0.198,0.328,0.429,0.231,0.488,0.467,0.352
"P29","No sabe",0.159,0.23,0.081,0.193,0.237,0.2,0.404,0,0.166,0.374
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.553,0.61,0.231,0.492,0.804,0.676,0.739,0.545,0.632,0.546
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.283,0.171,0.463,0.254,0.07,0.135,0.056,0,0.173,0.061
"P30","En blanco",0.088,0.111,0.16,0.127,0.066,0.146,0.094,0,0.113,0.016
"P30","No sabe",0.076,0.108,0.146,0.127,0.06,0.043,0.111,0.455,0.082,0.377
"GOBERNADOR","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.514,0.45,0.178,0.391,0.722,0.609,0.405,0.359,0.585,0.553
"GOBERNADOR","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.235,0.216,0.377,0.255,0.049,0.152,0.136,0.567,0.16,0.056
"GOBERNADOR","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.181,0.175,0.29,0.225,0.078,0.122,0.258,0,0.085,0.136
"GOBERNADOR","Gobernador y vicegobernador de la izquierda",0.022,0.069,0.059,0.016,0.025,0.045,0.049,0.074,0.112,0.182
"GOBERNADOR","En blanco",0.035,0.043,0.064,0.056,0.116,0.069,0.015,0,0.015,0.073
"GOBERNADOR","No sabe",0.013,0.047,0.032,0.057,0.01,0.003,0.137,0,0.043,0
"CORTA_GOBERNADOR","Si",0.131,0.156,0.133,0.167,0.076,0.101,0.288,0.074,0.026,0.284
"CORTA_GOBERNADOR","No",0.869,0.844,0.867,0.833,0.924,0.899,0.712,0.926,0.974,0.716
"P10_imputada","Unión por la Patria",0.5,0.539,0.165,0.455,0.765,0.626,0.556,0.545,0.602,0.427
"P10_imputada","Juntos por el Cambio",0.221,0.247,0.412,0.279,0.063,0.145,0.063,0.386,0.152,0.059
"P10_imputada","De los liberales libertarios",0.21,0.132,0.31,0.197,0.152,0.108,0.229,0.069,0.145,0.379
"P10_imputada","De la Izquierda",0.05,0.056,0.054,0.02,0.004,0.06,0.05,0,0.062,0.107
"P10_imputada","Hacemos por nuestro país",0.006,0.006,0.017,0.014,0,0.02,0.03,0,0.005,0
"P10_imputada","Otro",0.01,0.017,0.026,0.015,0.016,0.021,0.043,0,0.027,0.028
"P10_imputada","En blanco",0.003,0.003,0.016,0.02,0,0.02,0.029,0,0.007,0
"P20_imputada","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.554,0.513,0.174,0.483,0.771,0.677,0.461,0.434,0.593,0.748
"P20_imputada","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.214,0.239,0.433,0.248,0.06,0.14,0.435,0.566,0.197,0.056
"P20_imputada","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.201,0.163,0.304,0.227,0.037,0.083,0.026,0,0.078,0.156
"P20_imputada","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.015,0.056,0.043,0.007,0.025,0.042,0.078,0,0.112,0.02
"P20_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.011,0.022,0.03,0.019,0.071,0.036,0,0,0.005,0.02
"P20_imputada","En blanco",0.005,0.007,0.016,0.016,0.036,0.022,0,0,0.015,0
"GOBERNADOR_imputada","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.52,0.47,0.184,0.412,0.721,0.612,0.456,0.358,0.605,0.552
"GOBERNADOR_imputada","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.238,0.226,0.39,0.268,0.05,0.152,0.153,0.568,0.166,0.056
"GOBERNADOR_imputada","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.182,0.183,0.299,0.236,0.078,0.122,0.286,0,0.088,0.137
"GOBERNADOR_imputada","Gobernador y vicegobernador de la izquierda",0.023,0.076,0.061,0.018,0.025,0.045,0.088,0.074,0.115,0.181
"GOBERNADOR_imputada","En blanco",0.037,0.045,0.066,0.066,0.126,0.069,0.017,0,0.026,0.074
