"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P26","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.33,0.431,0.289,0.633
"P26","Sergio Massa presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.292,0.31,0.268,0.209
"P26","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.007,0,0.008,0.008
"P26","A los candidatos de la izquierda",0.015,0,0.041,0.013
"P26","No sabe",0.148,0.099,0.085,0.093
"P27","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.058,0.047,0.079,0.004
"P27","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.008,0.016,0.07,0
"P27","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.018,0.026,0,0.004
"P27","Horacio Rodríguez Larreta presidente– Fernán Quirós Jefe de Gobierno por Juntos por el Cambio",0.025,0.03,0.035,0.018
"P27","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio",0.018,0.053,0.086,0.007
"P27","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.357,0.327,0.331,0.587
"P27","Alberto Fernández presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.272,0.229,0.199,0.214
"P27","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertario",0,0.021,0.005,0.005
"P27","A los candidatos de la izquierda",0.01,0.027,0.031,0.048
"P27","No sabe",0.234,0.224,0.164,0.113
"P28","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.216,0.071,0.161,0
"P28","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.01,0.021,0.028,0
"P28","A Martín Lousteau como Jefe de Gobierno",0.098,0.126,0.121,0.013
"P28","A Ricardo López Murphy como Jefe de Gobierno",0.014,0.033,0.012,0.021
"P28","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.495,0.496,0.376,0.791
"P28","Sergio Massa presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.154,0.192,0.246,0.132
"P28","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0,0.026,0.022,0.006
"P28","A los candidatos de izquierda",0,0.005,0.016,0.015
"P28","No sabe",0.013,0.03,0.018,0.022
"P29","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.111,0.064,0.156,0.002
"P29","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.054,0.06,0.041,0.01
"P29","A Martín Lousteau como Jefe de Gobierno",0.048,0.122,0.061,0.006
"P29","A Ricardo López Murphy como Jefe de Gobierno",0.158,0.194,0.098,0.212
"P29","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.372,0.298,0.383,0.567
"P29","Alberto Fernández presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.233,0.17,0.193,0.108
"P29","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertario",0.01,0.007,0.014,0.007
"P29","A los candidatos de izquierda",0,0.036,0.028,0.037
"P29","No sabe",0.014,0.049,0.026,0.051
"P30","Horacio Rodríguez Larreta presidente - Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.151,0.056,0.039,0.008
"P30","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.01,0.045,0.18,0.001
"P30","A Martín Lousteau como Jefe de Gobierno",0.047,0.09,0.059,0.011
"P30","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.438,0.452,0.397,0.717
"P30","Sergio Massa presidente – Matias Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.234,0.245,0.228,0.154
"P30","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.062,0.011,0.026,0.021
"P30","A los candidatos de la izquierda",0,0.022,0.033,0.033
"P30","No sabe",0.058,0.079,0.038,0.055
"P31","Horacio Rodríguez Larreta presidente - Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.1,0.044,0.046,0.013
"P31","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.011,0,0.175,0.001
"P31","A Martín Lousteau como Jefe de Gobierno",0.082,0.14,0.048,0.007
"P31","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.455,0.429,0.439,0.719
"P31","Alberto Fernández presidente – Matias Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.257,0.21,0.203,0.17
"P31","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.08,0.012,0.019,0.014
"P31","A los candidatos de la izquierda",0,0.061,0.032,0.044
"P31","No sabe",0.015,0.104,0.038,0.032
"P32","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio con el apoyo de Horacio Rodríguez Larreta, Mauricio Macri y la UCR",0.163,0.165,0.289,0.002
"P32","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.603,0.756,0.597,0.918
"P32","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0,0.027,0.052,0.012
"P32","A los candidatos de la izquierda",0.014,0.009,0.022,0.047
"P32","No sabe",0.22,0.043,0.04,0.021
"P33","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio con el apoyo de Horacio Rodríguez Larreta, Mauricio Macri y la UCR",0.219,0.145,0.303,0.003
"P33","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.72,0.678,0.621,0.879
"P33","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0,0.036,0.046,0.025
"P33","A los candidatos de la izquierda",0,0.059,0.015,0.052
"P33","No sabe",0.061,0.082,0.015,0.041
"P34","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.187,0.062,0.26,0.011
"P34","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.813,0.767,0.631,0.933
"P34","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0,0.048,0.042,0.008
"P34","A los candidatos de la izquierda",0,0.014,0.024,0.033
"P34","No sabe",0,0.109,0.043,0.015
"P35","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.11,0.11,0.276,0.005
"P35","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.81,0.713,0.632,0.902
"P35","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.04,0.051,0.05,0.01
"P35","A los candidatos de la izquierda",0,0.026,0.007,0.061
"P35","No sabe",0.04,0.1,0.035,0.022
"P36","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.191,0.171,0.261,0.002
"P36","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.749,0.796,0.64,0.934
"P36","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.043,0.021,0.055,0.009
"P36","A los candidatos de la izquierda",0.017,0,0,0.049
"P36","No sabe",0,0.012,0.044,0.006
"P37","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.199,0.155,0.244,0.013
"P37","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.801,0.784,0.658,0.916
"P37","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0,0,0.07,0.015
"P37","A los candidatos de la izquierda",0,0.037,0,0.041
"P37","No sabe",0,0.024,0.028,0.015
"P38","Horacio Rodríguez Larreta presidente – Jorge Macri Jefe de Gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.159,0.2,0.273,0.069
"P38","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.735,0.7,0.574,0.875
"P38","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0,0.026,0.063,0.009
"P38","A los candidatos de la izquierda",0.059,0.02,0.035,0.032
"P38","No sabe",0.047,0.054,0.055,0.015
"P40","Horacio Rodríguez Larreta presidente – Jorge Macri Jefe de Gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.204,0.166,0.36,0.119
"P40","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.726,0.717,0.509,0.808
"P40","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0,0.028,0.059,0.004
"P40","A los candidatos de la izquierda",0.019,0.016,0.029,0.049
"P40","No sabe",0.051,0.073,0.043,0.02
"P42","Horacio Rodríguez Larreta presidente – María Eugenia Vidal jefa de gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.178,0.11,0.379,0.103
"P42","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.771,0.83,0.481,0.86
"P42","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.051,0.029,0.078,0.004
"P42","A los candidatos de la izquierda",0,0,0.009,0.016
"P42","No sabe",0,0.031,0.053,0.017
"P44","Horacio Rodríguez Larreta presidente – María Eugenia Vidal jefa de gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.215,0.275,0.29,0.082
"P44","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.662,0.596,0.561,0.844
"P44","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.021,0.029,0.108,0.005
"P44","A los candidatos de la izquierda",0,0.018,0.031,0.049
"P44","No sabe",0.102,0.082,0.01,0.02
"P46","Jorge Macri por Juntos por el Cambio",0.219,0.108,0.306,0.005
"P46","Leandro Santoro por el Frente de Todos",0.781,0.774,0.556,0.979
"P46","No sabe",0,0.118,0.138,0.016
"P47","Soledad Acuña por Juntos por el Cambio",0.219,0.115,0.251,0.012
"P47","Leandro Santoro por el Frente de Todos",0.731,0.779,0.556,0.982
"P47","No sabe",0.05,0.106,0.193,0.006
"P48","Fernán Quirós por Juntos por el Cambio",0.263,0.226,0.264,0.007
"P48","Leandro Santoro por el Frente de Todos",0.686,0.676,0.59,0.984
"P48","No sabe",0.051,0.098,0.146,0.009
"P49","Martín Lousteau por Juntos por el Cambio",0.22,0.194,0.277,0.021
"P49","Leandro Santoro por el Frente de Todos",0.729,0.71,0.594,0.97
"P49","No sabe",0.051,0.096,0.129,0.009
"P50","María Eugenia Vidal por Juntos por el Cambio",0.201,0.152,0.24,0
"P50","Leandro Santoro por el Frente de Todos",0.73,0.779,0.608,0.994
"P50","No sabe",0.069,0.069,0.152,0.006
"P51","Muy buena",0.168,0.164,0.189,0.069
"P51","Buena",0.084,0.174,0.239,0.045
"P51","Ni buena ni mala",0.306,0.267,0.104,0.065
"P51","Mala",0.143,0.149,0.323,0.282
"P51","Muy mala",0.299,0.246,0.121,0.532
"P51","No sabe",0,0,0.024,0.007
"P52","Muy buena",0.168,0.071,0.103,0.018
"P52","Buena",0.078,0.079,0.122,0.012
"P52","Ni buena ni mala",0.39,0.203,0.263,0.116
"P52","Mala",0.124,0.258,0.252,0.247
"P52","Muy mala",0.221,0.389,0.163,0.592
"P52","No sabe",0.019,0,0.097,0.015
"P53","Muy buena",0.52,0.452,0.298,0.672
"P53","Buena",0.273,0.231,0.198,0.189
"P53","Ni buena ni mala",0.054,0.095,0.075,0.047
"P53","Mala",0,0.041,0.109,0.026
"P53","Muy mala",0.106,0.102,0.296,0.063
"P53","No sabe",0.047,0.079,0.024,0.003
"P54","Muy buena",0.274,0.113,0.099,0.069
"P54","Buena",0,0.038,0.13,0.008
"P54","Ni buena ni mala",0.053,0.157,0.076,0.008
"P54","Mala",0.296,0.359,0.1,0.105
"P54","Muy mala",0.377,0.333,0.546,0.81
"P54","No sabe",0,0,0.049,0
"P55","Muy buena",0.187,0.04,0.011,0.015
"P55","Buena",0,0.049,0.206,0.004
"P55","Ni buena ni mala",0.167,0.231,0.14,0.038
"P55","Mala",0.268,0.144,0.136,0.102
"P55","Muy mala",0.299,0.516,0.457,0.838
"P55","No sabe",0.079,0.02,0.05,0.003
"P56","Muy buena",0.13,0.145,0.08,0.017
"P56","Buena",0,0.097,0.209,0.022
"P56","Ni buena ni mala",0.194,0.301,0.212,0.108
"P56","Mala",0.41,0.265,0.203,0.344
"P56","Muy mala",0.266,0.192,0.296,0.509
"P56","No sabe",0,0,0,0
"P57","Muy buena",0.38,0.258,0.123,0.225
"P57","Buena",0.157,0.403,0.154,0.405
"P57","Ni buena ni mala",0.285,0.205,0.276,0.227
"P57","Mala",0.027,0.071,0.087,0.041
"P57","Muy mala",0.151,0.012,0.336,0.099
"P57","No sabe",0,0.051,0.024,0.003
"P58","Muy buena",0.186,0.056,0.173,0.02
"P58","Buena",0,0.133,0.115,0.019
"P58","Ni buena ni mala",0.292,0.113,0.067,0.058
"P58","Mala",0.202,0.237,0.205,0.095
"P58","Muy mala",0.32,0.44,0.44,0.808
"P58","No sabe",0,0.021,0,0
"P59","Muy buena",0.25,0.172,0.097,0.022
"P59","Buena",0.042,0.182,0.158,0.123
"P59","Ni buena ni mala",0.407,0.426,0.45,0.262
"P59","Mala",0.134,0.079,0.129,0.207
"P59","Muy mala",0.167,0.069,0.131,0.374
"P59","No sabe",0,0.072,0.035,0.012
"P60","Muy buena",0.313,0.139,0.133,0.437
"P60","Buena",0.089,0.255,0.33,0.335
"P60","Ni buena ni mala",0.14,0.34,0.219,0.107
"P60","Mala",0.1,0.081,0.046,0.035
"P60","Muy mala",0.305,0.111,0.187,0.062
"P60","No sabe",0.053,0.074,0.085,0.024
"P61","Muy buena",0.209,0.096,0.066,0.216
"P61","Buena",0.139,0.023,0.102,0.158
"P61","Ni buena ni mala",0.135,0.499,0.276,0.325
"P61","Mala",0.022,0.035,0.075,0.025
"P61","Muy mala",0.13,0.118,0.26,0.052
"P61","No sabe",0.365,0.229,0.221,0.224
"P62","Muy buena",0.389,0.096,0.176,0.156
"P62","Buena",0.25,0.224,0.198,0.529
"P62","Ni buena ni mala",0.219,0.434,0.144,0.246
"P62","Mala",0.028,0.121,0.069,0.058
"P62","Muy mala",0.058,0.084,0.413,0.005
"P62","No sabe",0.056,0.041,0,0.006
"P63","Muy buena",0.36,0.141,0.245,0.114
"P63","Buena",0.342,0.257,0.197,0.467
"P63","Ni buena ni mala",0.24,0.321,0.122,0.312
"P63","Mala",0,0.177,0.087,0.091
"P63","Muy mala",0.058,0.104,0.349,0.014
"P63","No sabe",0,0,0,0.002
"P64","Muy buena",0.45,0.475,0.366,0.859
"P64","Buena",0.095,0.148,0.209,0.103
"P64","Ni buena ni mala",0.044,0.161,0.063,0.036
"P64","Mala",0.066,0.059,0.024,0.002
"P64","Muy mala",0.345,0.157,0.338,0
"P64","No sabe",0,0,0,0
"P65","Muy buena",0.079,0.08,0.283,0.098
"P65","Buena",0.067,0.096,0.12,0.008
"P65","Ni buena ni mala",0,0.1,0.138,0.007
"P65","Mala",0.125,0.151,0.091,0.052
"P65","Muy mala",0.729,0.573,0.368,0.835
"P65","No sabe",0,0,0,0
"P66","Muy buena",0.051,0.094,0.1,0.036
"P66","Buena",0.038,0.136,0.069,0.019
"P66","Ni buena ni mala",0.104,0.104,0.215,0.03
"P66","Mala",0.206,0.226,0.253,0.144
"P66","Muy mala",0.601,0.44,0.363,0.771
"P66","No sabe",0,0,0,0
"P67","Muy buena",0.139,0.401,0.048,0.138
"P67","Buena",0.323,0.365,0.424,0.449
"P67","Ni buena ni mala",0.282,0.123,0.09,0.244
"P67","Mala",0.076,0.044,0.14,0.064
"P67","Muy mala",0.18,0.067,0.298,0.102
"P67","No sabe",0,0,0,0.003
"P68","Muy buena",0.057,0.077,0.191,0.018
"P68","Buena",0.082,0.049,0.258,0.046
"P68","Ni buena ni mala",0.105,0.166,0.011,0.019
"P68","Mala",0.079,0.126,0.132,0.055
"P68","Muy mala",0.677,0.582,0.408,0.859
"P68","No sabe",0,0,0,0.003
"P69","Muy buena",0.191,0.044,0.051,0.014
"P69","Buena",0.06,0.011,0.08,0
"P69","Ni buena ni mala",0.028,0.148,0.088,0.02
"P69","Mala",0.126,0.112,0.143,0.048
"P69","Muy mala",0.595,0.655,0.638,0.916
"P69","No sabe",0,0.03,0,0.002
"P70","Muy buena",0.156,0.029,0.077,0.036
"P70","Buena",0.061,0.207,0.22,0.081
"P70","Ni buena ni mala",0.392,0.336,0.349,0.341
"P70","Mala",0.168,0.117,0.103,0.197
"P70","Muy mala",0.223,0.185,0.216,0.327
"P70","No sabe",0,0.126,0.035,0.018
"P71","Siempre",0.443,0.371,0.323,0.307
"P71","Casi siempre",0.329,0.366,0.393,0.426
"P71","Casi nunca",0.17,0.233,0.102,0.182
"P71","Nunca, pero esta es una excepción",0.058,0.03,0.182,0.085
"P72","Si",0.744,0.641,0.625,0.525
"P72","No",0.256,0.359,0.375,0.475
