"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P39","Buena",0,0,0.073,0.055,0.054,0.077,0.06,0.166,0
"P39","Ni buena ni mala",0,0,0.018,0,0.087,0.073,0.079,0.166,0
"P39","Mala",0.134,0,0.138,0.39,0.157,0.077,0.146,0.091,0
"P39","Muy mala",0.703,0,0.645,0.492,0.473,0.625,0.352,0.205,0.16
"P39","No sabe",0,0,0,0,0.037,0,0,0.003,0.84
"P40","Muy buena",0.429,0,0.321,0.377,0.335,0.463,0.238,0.154,0
"P40","Buena",0.199,0,0.398,0.453,0.255,0.015,0.126,0.057,0
"P40","Ni buena ni mala",0.054,0,0.055,0,0.072,0.075,0.103,0.086,0.16
"P40","Mala",0.094,0,0,0,0.067,0.196,0.168,0.17,0
"P40","Muy mala",0.224,0,0.153,0.17,0.234,0.251,0.365,0.533,0
"P40","No sabe",0,0,0.073,0,0.037,0,0,0,0.84
"P41","Muy buena",0.561,0,0.386,0.27,0.4,0.264,0.223,0.096,0
"P41","Buena",0.121,0,0.276,0.553,0.181,0.336,0.162,0.065,0.16
"P41","Ni buena ni mala",0,0,0.089,0.058,0.074,0.092,0.04,0.061,0
"P41","Mala",0.094,0,0.022,0,0.072,0.056,0.181,0.193,0
"P41","Muy mala",0.224,0,0.227,0.09,0.273,0.252,0.345,0.585,0
"P41","No sabe",0,0,0,0.029,0,0,0.049,0,0.84
"P42","Muy buena",0.615,0,0.359,0.729,0.315,0.344,0.308,0.109,0.16
"P42","Buena",0.161,0,0.393,0.026,0.21,0.169,0.113,0.084,0
"P42","Ni buena ni mala",0,0,0.021,0.105,0.118,0.231,0.114,0.149,0
"P42","Mala",0,0,0.035,0.022,0.059,0.07,0.133,0.105,0
"P42","Muy mala",0.224,0,0.119,0.118,0.292,0.186,0.332,0.553,0
"P42","No sabe",0,0,0.073,0,0.006,0,0,0,0.84
"P43","Muy buena",0,0,0.051,0,0.154,0.1,0.078,0.013,0
"P43","Buena",0.6,0,0.22,0.144,0.338,0.259,0.17,0.139,0.16
"P43","Ni buena ni mala",0.176,0,0.502,0.695,0.19,0.405,0.387,0.391,0
"P43","Mala",0,0,0.09,0.114,0.159,0.122,0.201,0.152,0
"P43","Muy mala",0.224,0,0.022,0.047,0.153,0.082,0.147,0.296,0
"P43","No sabe",0,0,0.115,0,0.006,0.032,0.017,0.009,0.84
