"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.493,0.311,0.583,0.547,0.149,0.287,0.933,0.493,0.308,0.361
"P28","En blanco",0.086,0.111,0.146,0.044,0.036,0.182,0,0,0.18,0
"P28","No sabe",0.082,0.138,0.122,0.096,0,0.035,0,0.15,0.119,0.054
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.473,0.466,0.578,0.522,0.369,0.473,0.541,0.55,0.46,0.358
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.27,0.248,0.311,0.289,0.109,0.091,0.131,0,0.2,0.087
"P29","En blanco",0.171,0.089,0.059,0.079,0.317,0.366,0,0.45,0.274,0.25
"P29","No sabe",0.086,0.197,0.052,0.11,0.205,0.07,0.328,0,0.066,0.305
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.353,0.481,0.149,0.393,0.815,0.53,0,0.415,0.442,0.559
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.4,0.308,0.405,0.302,0,0.134,0.26,0,0.171,0.167
"P30","En blanco",0.184,0.1,0.294,0.143,0.185,0.248,0.114,0.292,0.254,0.195
"P30","No sabe",0.063,0.111,0.152,0.162,0,0.088,0.626,0.293,0.133,0.079
"P10_imputada","Unión por la Patria",0.297,0.322,0.136,0.246,0.545,0.378,0.068,0.415,0.401,0.543
"P10_imputada","Juntos por el Cambio",0.425,0.313,0.525,0.504,0.109,0.251,0.672,0.493,0.296,0.3
"P10_imputada","De los liberales libertarios",0.235,0.254,0.263,0.213,0.228,0.194,0,0,0.092,0.087
"P10_imputada","De la Izquierda",0.006,0,0.029,0.016,0.082,0.093,0.26,0,0.129,0.016
"P10_imputada","Hacemos por nuestro país",0.029,0,0.033,0.002,0,0.07,0,0,0.026,0
"P10_imputada","Otro",0.005,0.104,0.006,0.015,0.036,0.014,0,0,0.056,0
"P10_imputada","En blanco",0.003,0.007,0.008,0.004,0,0,0,0.092,0,0.054
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.294,0.432,0.097,0.267,0.89,0.384,0.067,0.357,0.387,0.372
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.407,0.242,0.544,0.507,0.057,0.209,0.933,0.585,0.292,0.551
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.234,0.194,0.267,0.198,0,0.139,0,0,0.092,0.077
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.04,0,0.03,0.024,0.017,0.096,0,0.058,0.125,0
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.022,0.044,0.047,0.004,0,0.157,0,0,0.058,0
"P13_imputada","En blanco",0.003,0.088,0.015,0,0.036,0.015,0,0,0.046,0
"P16_imputada","Union por la Patria",0.302,0.389,0.153,0.349,0.548,0.488,0.07,0.423,0.491,0.617
"P16_imputada","Cambiemos",0.477,0.376,0.606,0.507,0.452,0.36,0.93,0.577,0.281,0.383
"P16_imputada","Liberales",0.191,0.169,0.203,0.135,0,0.033,0,0,0.168,0
"P16_imputada","Izquierda",0.03,0.066,0.038,0.009,0,0.119,0,0,0.06,0
"P17_imputada","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.313,0.25,0.179,0.159,0.773,0.47,0.193,0.423,0.507,0.599
"P17_imputada","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.467,0.26,0.556,0.55,0.091,0.326,0.807,0.369,0.24,0.341
"P17_imputada","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.155,0.32,0.192,0.246,0,0.017,0,0,0.096,0
"P17_imputada","Los candidatos a Jefe de Gobierno de la izquierda",0.029,0.025,0.041,0,0,0.12,0,0.116,0.019,0
"P17_imputada","En blanco",0.036,0.145,0.032,0.045,0.136,0.067,0,0.092,0.138,0.06
