"clase","Opinión","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Javier Milei","Buena",0.155,0.156,0.154,0.139,0.131,0.18,0.193,0.177,0.149,0.146,0.116,0.27,0.047,0.039,0.266,0.193,0.115,0.145
"Javier Milei","Ni buena ni mala",0.096,0.099,0.093,0.047,0.096,0.106,0.124,0.13,0.091,0.075,0.095,0.111,0.108,0.058,0.111,0.108,0.083,0.094
"Javier Milei","Mala",0.144,0.14,0.147,0.156,0.131,0.141,0.17,0.163,0.153,0.116,0.176,0.059,0.148,0.219,0.062,0.126,0.165,0.144
"Javier Milei","Muy mala",0.322,0.307,0.339,0.354,0.367,0.272,0.256,0.222,0.316,0.409,0.367,0.139,0.56,0.598,0.105,0.27,0.381,0.331
"Javier Milei","No sabe",0.013,0.009,0.017,0.003,0.011,0.016,0.022,0.031,0.009,0.005,0.013,0.014,0.003,0.011,0.003,0.021,0.012,0.004
"CFK","Muy buena",0.252,0.236,0.269,0.235,0.243,0.244,0.306,0.272,0.233,0.26,0.327,0.078,0.448,0.518,0.047,0.224,0.309,0.231
"CFK","Buena",0.12,0.121,0.119,0.129,0.125,0.113,0.111,0.106,0.131,0.118,0.128,0.064,0.198,0.211,0.035,0.095,0.15,0.123
"CFK","Ni buena ni mala",0.118,0.098,0.14,0.196,0.123,0.078,0.099,0.146,0.116,0.1,0.127,0.088,0.13,0.111,0.098,0.134,0.125,0.092
"CFK","Mala",0.193,0.194,0.192,0.207,0.181,0.191,0.214,0.237,0.202,0.147,0.191,0.271,0.117,0.087,0.266,0.233,0.113,0.221
"CFK","Muy mala",0.307,0.341,0.271,0.217,0.323,0.369,0.249,0.23,0.304,0.372,0.207,0.497,0.107,0.06,0.549,0.309,0.29,0.322
"CFK","No sabe",0.01,0.01,0.009,0.016,0.005,0.005,0.021,0.009,0.014,0.003,0.02,0.002,0,0.013,0.005,0.005,0.013,0.011
"Axel Kicillof","Muy buena",0.249,0.231,0.269,0.248,0.225,0.277,0.271,0.243,0.211,0.305,0.287,0.059,0.546,0.516,0.044,0.189,0.35,0.226
"Axel Kicillof","Buena",0.111,0.119,0.102,0.14,0.121,0.082,0.105,0.08,0.13,0.111,0.142,0.055,0.155,0.211,0.031,0.104,0.13,0.102
"Axel Kicillof","Ni buena ni mala",0.111,0.102,0.121,0.08,0.137,0.074,0.133,0.126,0.13,0.074,0.146,0.083,0.104,0.128,0.088,0.15,0.079,0.093
"Axel Kicillof","Mala",0.18,0.193,0.166,0.215,0.173,0.159,0.2,0.232,0.185,0.132,0.171,0.244,0.066,0.065,0.248,0.194,0.137,0.204
"Axel Kicillof","Muy mala",0.334,0.343,0.324,0.284,0.34,0.384,0.279,0.289,0.33,0.373,0.238,0.552,0.124,0.06,0.579,0.353,0.291,0.352
"Axel Kicillof","No sabe",0.015,0.012,0.018,0.033,0.004,0.024,0.012,0.03,0.014,0.005,0.016,0.007,0.005,0.02,0.01,0.01,0.013,0.023
"Sergio Massa","Muy buena",0.119,0.095,0.144,0.163,0.093,0.122,0.142,0.173,0.105,0.093,0.165,0.042,0.19,0.239,0.024,0.111,0.132,0.115
"Sergio Massa","Buena",0.142,0.139,0.145,0.075,0.152,0.142,0.178,0.096,0.15,0.168,0.182,0.063,0.278,0.276,0.036,0.112,0.186,0.138
"Sergio Massa","Ni buena ni mala",0.195,0.206,0.183,0.213,0.226,0.144,0.178,0.226,0.202,0.161,0.226,0.139,0.228,0.27,0.123,0.181,0.228,0.179
"Sergio Massa","Mala",0.22,0.228,0.211,0.302,0.208,0.203,0.2,0.246,0.229,0.188,0.2,0.279,0.126,0.131,0.271,0.257,0.166,0.226
"Sergio Massa","Muy mala",0.321,0.325,0.317,0.244,0.321,0.385,0.288,0.251,0.314,0.385,0.226,0.476,0.178,0.082,0.545,0.335,0.286,0.338
"Sergio Massa","No sabe",0.003,0.007,0,0.003,0,0.004,0.014,0.008,0,0.005,0.001,0.001,0,0.002,0.001,0.004,0.002,0.004
"Mauricio Macri","Muy buena",0.092,0.085,0.098,0.143,0.056,0.099,0.128,0.122,0.084,0.077,0.077,0.163,0.119,0.06,0.114,0.09,0.103,0.082
"Mauricio Macri","Buena",0.147,0.142,0.152,0.095,0.145,0.14,0.215,0.165,0.146,0.135,0.098,0.295,0.088,0.045,0.236,0.148,0.131,0.162
"Mauricio Macri","Ni buena ni mala",0.195,0.204,0.185,0.185,0.192,0.221,0.17,0.199,0.211,0.171,0.18,0.236,0.131,0.082,0.274,0.232,0.161,0.18
"Mauricio Macri","Mala",0.252,0.256,0.249,0.304,0.259,0.239,0.207,0.282,0.26,0.219,0.302,0.152,0.163,0.295,0.219,0.268,0.227,0.258
"Mauricio Macri","Muy mala",0.31,0.307,0.313,0.27,0.347,0.291,0.275,0.224,0.297,0.393,0.341,0.154,0.496,0.516,0.152,0.261,0.375,0.308
"Mauricio Macri","No sabe",0.004,0.006,0.003,0.003,0.001,0.01,0.005,0.008,0.002,0.005,0.002,0,0.003,0.002,0.005,0.001,0.003,0.01
