"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.514,0.612,0.208,0.529,0.69,0.648,0.593,0.677,0.566,0.583
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.286,0.197,0.516,0.299,0.222,0.128,0.196,0.209,0.174,0.181
"P28","En blanco",0.12,0.096,0.151,0.073,0.027,0.086,0,0.017,0.095,0.05
"P28","No sabe",0.08,0.095,0.125,0.099,0.061,0.138,0.211,0.097,0.165,0.186
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.338,0.336,0.421,0.373,0.273,0.247,0.255,0.15,0.292,0.242
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.272,0.193,0.391,0.252,0.152,0.125,0.06,0.371,0.129,0.128
"P29","En blanco",0.248,0.259,0.11,0.194,0.358,0.385,0.256,0.252,0.419,0.303
"P29","No sabe",0.142,0.212,0.078,0.181,0.217,0.243,0.429,0.227,0.16,0.327
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.475,0.572,0.183,0.459,0.809,0.664,0.717,0.514,0.543,0.58
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.326,0.203,0.498,0.269,0.092,0.169,0.025,0.361,0.176,0.135
"P30","En blanco",0.118,0.101,0.195,0.133,0.026,0.094,0.087,0.033,0.151,0.141
"P30","No sabe",0.081,0.124,0.124,0.139,0.073,0.073,0.171,0.092,0.13,0.144
"P10_imputada","Unión por la Patria",0.414,0.438,0.137,0.366,0.62,0.497,0.525,0.482,0.534,0.486
"P10_imputada","Juntos por el Cambio",0.255,0.264,0.394,0.316,0.171,0.168,0.218,0.355,0.181,0.131
"P10_imputada","De los liberales libertarios",0.244,0.15,0.349,0.203,0.1,0.164,0.1,0.147,0.132,0.147
"P10_imputada","De la Izquierda",0.035,0.057,0.035,0.036,0.071,0.07,0.136,0.016,0.07,0.072
"P10_imputada","Hacemos por nuestro país",0.029,0.015,0.035,0.036,0.014,0.028,0.021,0,0.042,0.013
"P10_imputada","Otro",0.017,0.043,0.037,0.026,0.021,0.052,0,0,0.019,0.067
"P10_imputada","En blanco",0.006,0.033,0.013,0.017,0.003,0.021,0,0,0.022,0.084
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.458,0.458,0.15,0.422,0.712,0.579,0.619,0.492,0.502,0.539
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.239,0.241,0.372,0.281,0.119,0.126,0.247,0.18,0.199,0.204
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.23,0.203,0.379,0.237,0.044,0.17,0.023,0.122,0.104,0.15
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.024,0.028,0.03,0.009,0.011,0.063,0.025,0.021,0.103,0.03
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.038,0.037,0.055,0.038,0.1,0.034,0.064,0.185,0.065,0.039
"P13_imputada","En blanco",0.011,0.033,0.014,0.013,0.014,0.028,0.022,0,0.027,0.038
