"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.263,0.187,0.379,0.221,0.063,0.204,0.105,0.161,0.122,0.176
"P29","En blanco",0.265,0.264,0.164,0.235,0.365,0.31,0.241,0.193,0.383,0.326
"P29","No sabe",0.13,0.22,0.068,0.182,0.309,0.218,0.502,0.379,0.186,0.172
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.458,0.638,0.227,0.454,0.838,0.655,0.794,0.629,0.6,0.537
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.307,0.172,0.472,0.209,0.063,0.227,0.152,0.12,0.161,0.188
"P30","En blanco",0.151,0.09,0.192,0.147,0.091,0.064,0.054,0,0.059,0.019
"P30","No sabe",0.084,0.1,0.109,0.19,0.008,0.054,0,0.251,0.18,0.256
"P10_imputada","Unión por la Patria",0.391,0.495,0.17,0.341,0.684,0.509,0.472,0.602,0.611,0.482
"P10_imputada","Juntos por el Cambio",0.262,0.15,0.369,0.35,0.099,0.193,0.119,0.278,0.211,0.042
"P10_imputada","De los liberales libertarios",0.226,0.18,0.327,0.179,0.099,0.143,0.347,0.12,0.106,0.311
"P10_imputada","De la Izquierda",0.049,0.08,0.054,0.068,0,0.027,0,0,0.026,0.091
"P10_imputada","Hacemos por nuestro país",0.044,0.031,0.029,0.027,0.029,0,0,0,0.026,0.055
"P10_imputada","Otro",0.017,0.026,0.035,0.022,0,0.063,0.038,0,0.02,0.019
"P10_imputada","En blanco",0.011,0.038,0.016,0.013,0.089,0.065,0.024,0,0,0
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.45,0.546,0.194,0.432,0.865,0.626,0.482,0.629,0.54,0.671
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.218,0.227,0.357,0.311,0.024,0.178,0.419,0.21,0.147,0.1
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.249,0.157,0.361,0.147,0.057,0.143,0.099,0.161,0.155,0.19
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.028,0.021,0.03,0.034,0.026,0.017,0,0,0.087,0.011
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.044,0.031,0.049,0.052,0,0.024,0,0,0.061,0.028
"P13_imputada","En blanco",0.011,0.018,0.009,0.024,0.028,0.012,0,0,0.01,0
